date, pm25, o3, co
2019/9/13, 15, 22, 3
2019/9/14, 16, 26, 3
2019/9/15, 12, 16, 4
2019/9/16, 20, 18, 3
2019/9/17, 13, 21, 3
2019/9/18, 20, 8, 6
2019/9/19, 27, 7, 5
2019/9/20, 30, 12, 4
2019/9/21, 39, 12, 4
2019/9/22, 25, 23, 3
2019/9/23, 18, 22, 3
2019/9/24, 24, 18, 5
2019/9/25, 45, 22, 4
2019/9/26, 23, 26, 3
2019/9/27, 26, 22, 3
2019/9/28, 29, 20, 3
2019/9/29, 29, 17, 3
2019/9/30, 39, 18, 5
2019/4/1, 37, , 5
2019/4/2, 29, , 4
2019/4/3, 17, , 5
2019/4/4, 23, , 4
2019/4/5, 13, , 4
2019/4/6, 14, , 4
2019/4/7, 19, , 4
2019/4/8, 21, , 3
2019/4/9, 16, , 4
2019/4/10, 13, , 4
2019/4/11, 14, , 4
2019/4/12, 14, , 4
2019/4/13, 14, , 4
2019/4/14, 15, , 4
2019/4/15, 10, , 4
2019/4/16, 14, , 4
2019/4/17, 7, , 4
2019/4/18, 10, , 3
2019/4/19, 13, , 4
2019/4/20, 33, , 4
2019/4/21, 40, 29, 4
2019/4/22, 28, 36, 3
2019/4/23, 15, 36, 3
2019/4/24, 25, 28, 4
2019/4/25, 29, 39, 4
2019/4/26, 30, 36, 3
2019/4/27, 16, 32, 3
2019/4/28, 28, 33, 3
2019/4/29, 18, 33, 4
2019/4/30, 25, 35, 4
2019/5/1, 29, 34, 4
2019/5/2, 31, 30, 4
2019/5/3, 25, 22, 4
2019/5/4, 32, 26, 4
2019/5/5, 32, 26, 4
2019/5/6, 30, 25, 4
2019/5/7, 30, 26, 5
2019/5/8, 31, 23, 4
2019/5/9, 27, 35, 7
2019/5/10, 26, 21, 6
2019/5/11, 42, 27, 4
2019/5/12, 27, 30, 4
2019/5/13, 40, 27, 4
2019/5/14, 22, 27, 4
2019/5/15, 22, 24, 5
2019/5/16, 31, 31, 4
2019/5/17, 16, 28, 4
2019/5/18, 13, 35, 4
2019/5/19, 28, 33, 3
2019/5/20, 14, 31, 3
2019/5/21, 23, 27, 5
2019/5/22, 28, 22, 5
2019/5/23, 27, 22, 3
2019/5/24, 24, 19, 4
2019/5/25, 23, 18, 4
2019/5/26, 31, 25, 5
2019/5/27, 44, 25, 4
2019/5/28, 44, 22, 5
2019/5/29, 38, 18, 5
2019/5/30, 30, 26, 6
2019/5/31, 42, 23, 4
2019/6/1, 24, 29, 3
2019/6/2, 32, 31, 3
2019/6/3, 21, 28, 4
2019/6/4, 25, 25, 4
2019/6/5, 20, 29, 3
2019/6/6, 16, 25, 4
2019/6/7, 10, 24, 3
2019/6/8, 13, 16, 3
2019/6/9, 15, 21, 3
2019/6/10, 17, 26, 4
2019/6/11, 19, 29, 5
2019/6/12, 31, 22, 4
2019/6/13, 34, 21, 4
2019/6/14, 18, 22, 4
2019/6/15, 30, 18, 3
2019/6/16, 18, 16, 4
2019/6/17, 14, 22, 2
2019/6/18, 13, 22, 2
2019/6/19, 19, 22, 3
2019/6/20, 15, 23, 4
2019/6/21, 25, 21, 3
2019/6/22, 25, 24, 2
2019/6/23, 22, 25, 3
2019/6/24, 13, 28, 4
2019/6/25, 18, 25, 3
2019/6/26, 16, 22, 3
2019/6/27, 13, 20, 3
2019/6/28, 11, 27, 3
2019/6/29, 20, 22, 3
2019/6/30, 27, 21, 4
2019/1/1, 107, 19, 6
2019/1/2, 39, 24, 5
2019/1/3, 8, 30, 3
2019/1/4, 10, 21, 6
2019/1/5, 37, 30, 3
2019/1/6, 14, 28, 5
2019/1/7, 24, 28, 6
2019/1/8, 28, 25, 4
2019/1/9, 20, 26, 4
2019/1/10, 15, 15, 10
2019/1/11, 54, 14, 11
2019/1/12, 61, 12, 8
2019/1/13, 77, 11, 7
2019/1/14, 80, 13, 14
2019/1/15, 84, 15, 11
2019/1/16, 70, 25, 5
2019/1/17, 39, 28, 4
2019/1/18, 13, 28, 3
2019/1/19, 28, 26, 4
2019/1/20, 33, 15, 8
2019/1/21, 56, 22, 1
2019/1/22, 15, 21, 1
2019/1/23, 21, 11, 1
2019/1/24, 45, 10, 1
2019/1/25, 70, 9, 1
2019/1/26, 63, 15, 1
2019/1/27, 62, 17, 4
2019/1/28, 35, 18, 6
2019/1/29, 70, 14, 8
2019/1/30, 67, 4, 7
2019/1/31, 61, 17, 4
2019/2/1, 21, 32, 2
2019/2/2, 24, 31, 1
2019/2/3, 26, 29, 1
2019/2/4, 45, 28, 5
2019/2/5, 93, 23, 6
2019/2/6, 78, 23, 5
2019/2/7, 88, 30, 5
2019/2/8, 58, 31, 2
2019/2/9, 31, 30, 3
2019/2/10, 68, 31, 2
2019/2/11, 32, 28, 3
2019/2/12, 16, 26, 4
2019/2/13, 39, 30, 6
2019/2/14, 41, 27, 6
2019/2/15, 30, 19, 5
2019/2/16, 51, 26, 5
2019/2/17, 47, 21, 5
2019/2/18, 72, 21, 5
2019/2/19, 39, 21, 3
2019/2/20, 36, 27, 6
2019/2/21, 52, 23, 4
2019/2/22, 29, 28, 4
2019/2/23, 20, 31, 3
2019/2/24, 21, 32, 3
2019/2/25, 34, 34, 2
2019/2/26, 32, 36, 4
2019/2/27, 26, 30, 5
2019/2/28, 39, 28, 4
2019/3/1, 36, 37, 3
2019/3/2, 34, 36, 2
2019/3/3, 39, 33, 3
2019/3/4, 43, 32, 3
2019/3/5, 43, 28, 3
2019/3/6, 49, 1, 4
2019/3/7, 24, , 6
2019/3/8, 39, , 5
2019/3/9, 52, , 5
2019/3/10, 48, , 5
2019/3/11, 35, , 4
2019/3/12, 23, , 6
2019/3/13, 22, , 6
2019/3/14, 26, , 6
2019/3/15, 29, , 6
2019/3/16, 37, , 4
2019/3/17, 44, , 5
2019/3/18, 50, , 5
2019/3/19, 25, , 6
2019/3/20, 29, , 5
2019/3/21, 38, , 5
2019/3/22, 29, , 5
2019/3/23, 25, , 4
2019/3/24, 46, , 5
2019/3/25, 22, , 5
2019/3/26, 13, , 4
2019/3/27, 19, , 5
2019/3/28, 20, , 7
2019/3/29, 36, , 5
2019/3/30, 45, , 5
2019/3/31, 41, , 4
2018/10/1, 19, 25, 3
2018/10/2, 21, 15, 4
2018/10/3, 28, 16, 5
2018/10/4, 44, 22, 4
2018/10/5, 52, 19, 3
2018/10/6, 55, 13, 4
2018/10/7, 49, 10, 6
2018/10/8, 28, 12, 4
2018/10/9, 26, 11, 7
2018/10/10, 48, 9, 5
2018/10/11, 42, 15, 6
2018/10/12, 53, 17, 3
2018/10/13, 45, 19, 4
2018/10/14, 47, 12, 4
2018/10/15, 48, 10, 6
2018/10/16, 61, 12, 10
2018/10/17, 66, 14, 9
2018/10/18, 71, 15, 
2018/10/19, 67, 19, 3
2018/10/20, 82, 11, 7
2018/10/21, 81, 6, 8
2018/10/22, 63, 20, 6
2018/10/23, 55, 27, 6
2018/10/24, 31, 31, 5
2018/10/25, 16, 26, 3
2018/10/26, 18, 22, 4
2018/10/27, 29, 30, 3
2018/10/28, 12, 23, 4
2018/10/29, 22, 22, 5
2018/10/30, 32, 26, 5
2018/10/31, 22, 24, 3
2018/11/1, 19, 35, 4
2018/11/2, 16, 27, 3
2018/11/3, 19, 38, 3
2018/11/4, 30, 29, 5
2018/11/5, 31, 26, 4
2018/11/6, 30, 24, 4
2018/11/7, 28, 82, 6
2018/11/8, 49, 6, 7
2018/11/9, 55, , 5
2018/11/10, 59, , 4
2018/11/11, 62, , 9
2018/11/12, 64, 339, 6
2018/11/13, 54, 500, 6
2018/11/14, 88, 18, 5
2018/11/15, 52, 17, 3
2018/11/16, 35, 16, 3
2018/11/17, 59, 14, 5
2018/11/18, 62, 8, 11
2018/11/19, 71, 9, 14
2018/11/20, 75, 22, 8
2018/11/21, 42, 27, 3
2018/11/22, 19, 28, 3
2018/11/23, 15, 17, 5
2018/11/24, 26, 14, 7
2018/11/25, 41, 24, 5
2018/11/26, 17, 26, 3
2018/11/27, 12, 22, 4
2018/11/28, 18, 17, 4
2018/11/29, 33, 20, 5
2018/11/30, 24, 20, 5
2018/12/1, 39, 7, 5
2018/12/2, 68, 20, 3
2018/12/3, 61, 20, 3
2018/12/4, 53, 16, 4
2018/12/5, 74, 19, 6
2018/12/6, 63, 19, 6
2018/12/7, 68, 16, 6
2018/12/8, 84, 23, 4
2018/12/9, 38, 18, 4
2018/12/10, 18, 33, 4
2018/12/11, 12, 29, 4
2018/12/12, 14, 27, 6
2018/12/13, 12, 28, 7
2018/12/14, 15, 28, 3
2018/12/15, 15, 28, 4
2018/12/16, 8, 29, 3
2018/12/17, 10, 28, 3
2018/12/18, 16, 24, 5
2018/12/19, 26, 32, 3
2018/12/20, 17, 30, 5
2018/12/21, 32, 25, 5
2018/12/22, 28, 26, 3
2018/12/23, 10, 20, 3
2018/12/24, 29, 15, 4
2018/12/25, 47, 22, 4
2018/12/26, 21, 16, 6
2018/12/27, 40, 22, 4
2018/12/28, 19, 33, 2
2018/12/29, 13, 31, 3
2018/12/30, 22, , 
2018/7/1, 10, 23, 
2018/7/2, 9, 20, 
2018/7/3, 19, 21, 
2018/7/4, 48, 23, 
2018/7/5, 48, 16, 
2018/7/6, 15, 17, 
2018/7/7, 14, 23, 
2018/7/8, 20, 21, 
2018/7/9, 19, 20, 
2018/7/10, 10, 22, 
2018/7/11, 18, 20, 
2018/7/12, 22, 2, 
2018/7/13, 27, , 
2018/7/14, 31, 15, 
2018/7/15, 36, 31, 
2018/7/16, 33, 34, 
2018/7/17, 42, 19, 
2018/7/18, 17, 18, 
2018/7/19, 15, 26, 
2018/7/20, 19, 20, 
2018/7/21, 20, 32, 
2018/7/22, 25, 30, 
2018/7/23, 29, 25, 
2018/7/24, 24, 33, 
2018/7/25, 29, 37, 
2018/7/26, 35, 28, 
2018/7/27, 31, 5, 
2018/7/28, 26, , 
2018/7/29, 35, , 
2018/7/30, 51, 22, 
2018/7/31, 29, 19, 
2018/8/1, 20, 13, 
2018/8/2, 10, 18, 
2018/8/3, 15, 23, 
2018/8/4, 18, 21, 
2018/8/5, 23, 21, 
2018/8/6, 20, 31, 
2018/8/7, 24, 34, 
2018/8/8, 39, 31, 
2018/8/9, 43, 20, 
2018/8/10, 26, 12, 
2018/8/11, 13, 15, 
2018/8/12, 18, 15, 
2018/8/13, 81, 31, 
2018/8/14, 151, 27, 
2018/8/15, 156, 9, 
2018/8/16, 84, , 
2018/8/17, 67, , 
2018/8/18, 76, , 
2018/8/19, 88, , 
2018/8/20, 157, , 
2018/8/21, 188, 48, 
2018/8/22, 184, 19, 
2018/8/23, 116, 30, 
2018/8/24, 101, 16, 
2018/8/25, 146, 15, 
2018/8/26, 104, 20, 4
2018/8/27, 52, 20, 7
2018/8/28, 48, 16, 6
2018/8/29, 43, 18, 5
2018/8/30, 16, 21, 4
2018/8/31, 20, 21, 3
2018/9/1, 20, 22, 3
2018/9/2, 30, 23, 3
2018/9/3, 22, 22, 4
2018/9/4, 35, 25, 6
2018/9/5, 57, 19, 8
2018/9/6, 53, 16, 4
2018/9/7, 23, 17, 4
2018/9/8, 20, 20, 3
2018/9/9, 25, 23, 3
2018/9/10, 20, 21, 4
2018/9/11, 12, 21, 5
2018/9/12, 16, 19, 5
2018/9/13, 17, 17, 4
2018/9/14, 16, 21, 3
2018/9/15, 24, 26, 3
2018/9/16, 16, 18, 3
2018/9/17, 20, 13, 3
2018/9/18, 27, 21, 5
2018/9/19, 27, 19, 3
2018/9/20, 20, 16, 4
2018/9/21, 16, 26, 3
2018/9/22, 16, 21, 4
2018/9/23, 26, 19, 4
2018/9/24, 28, 16, 3
2018/9/25, 36, 15, 4
2018/9/26, 42, 14, 3
2018/9/27, 36, 19, 4
2018/9/28, 35, 3, 4
2018/9/29, 46, , 5
2018/9/30, 33, 6, 3
2018/4/1, 19, , 
2018/4/2, 16, , 
2018/4/3, 20, , 
2018/4/4, 21, , 
2018/4/5, 15, , 
2018/4/6, 12, , 
2018/4/7, 14, , 
2018/4/8, 7, , 
2018/4/9, 15, , 
2018/4/10, 24, , 
2018/4/11, 8, , 
2018/4/12, 11, , 
2018/4/13, 10, , 
2018/4/14, 11, , 
2018/4/15, 12, , 
2018/4/16, 11, , 
2018/4/17, 16, , 
2018/4/18, 11, , 
2018/4/19, 21, , 
2018/4/20, 24, , 
2018/4/21, 15, , 
2018/4/22, 31, , 
2018/4/23, 27, , 
2018/4/24, 28, , 
2018/4/25, 32, , 
2018/4/26, 41, , 
2018/4/27, 36, , 
2018/4/28, 13, , 
2018/4/29, 17, , 
2018/4/30, 23, , 
2018/5/1, 28, , 
2018/5/2, 34, , 
2018/5/3, 35, , 
2018/5/4, 16, , 
2018/5/5, 35, , 
2018/5/6, 37, , 
2018/5/7, 22, , 
2018/5/8, 24, , 
2018/5/9, 12, , 
2018/5/10, 14, , 
2018/5/11, 19, , 
2018/5/12, 33, , 
2018/5/13, 46, 34, 
2018/5/14, 46, 25, 
2018/5/15, 33, 25, 
2018/5/16, 15, , 
2018/5/17, 17, 24, 
2018/5/18, 34, 26, 
2018/5/19, 32, 30, 
2018/5/20, 25, 29, 
2018/5/21, 20, 33, 
2018/5/22, 27, 28, 
2018/5/23, 23, 28, 
2018/5/24, 14, 30, 
2018/5/25, 22, 31, 
2018/5/26, 22, 34, 
2018/5/27, 31, 29, 
2018/5/28, 18, 28, 
2018/5/29, 19, 29, 
2018/5/30, 17, 27, 
2018/5/31, 16, 31, 
2018/6/1, 15, 32, 
2018/6/2, 24, 24, 
2018/6/3, 27, 30, 
2018/6/4, 15, 28, 
2018/6/5, 16, 28, 
2018/6/6, 21, 34, 
2018/6/7, 17, 31, 
2018/6/8, 23, 28, 
2018/6/9, 9, 25, 
2018/6/10, 7, 28, 
2018/6/11, 6, 19, 
2018/6/12, 17, 22, 
2018/6/13, 14, 25, 
2018/6/14, 14, 24, 
2018/6/15, 22, 24, 
2018/6/16, 40, 29, 
2018/6/17, 33, 40, 
2018/6/18, 44, 24, 
2018/6/19, 35, 19, 
2018/6/20, 24, 22, 
2018/6/21, 14, 21, 
2018/6/22, 14, 21, 
2018/6/23, 14, 22, 
2018/6/24, 23, 28, 
2018/6/25, 13, 25, 
2018/6/26, 14, 26, 
2018/6/27, 19, 25, 
2018/6/28, 18, 16, 
2018/6/29, 29, 17, 
2018/6/30, 23, 28, 
2018/1/1, 65, , 
2018/1/2, 62, , 
2018/1/3, 57, , 
2018/1/4, 77, , 
2018/1/5, 30, , 
2018/1/6, 16, , 
2018/1/7, 11, , 
2018/1/8, 20, , 
2018/1/9, 12, , 
2018/1/10, 20, , 
2018/1/11, 23, , 
2018/1/12, 16, , 
2018/1/13, 21, , 
2018/1/14, 43, , 
2018/1/15, 42, , 
2018/1/16, 12, , 
2018/1/17, 15, , 
2018/1/18, 12, , 
2018/1/19, 9, , 
2018/1/20, 12, , 
2018/1/21, 7, , 
2018/1/22, 22, , 
2018/1/23, 17, , 
2018/1/24, 7, , 
2018/1/25, 10, , 
2018/1/26, 8, , 
2018/1/27, 13, , 
2018/1/28, 12, , 
2018/1/29, 10, , 
2018/1/30, 18, , 
2018/1/31, 14, , 
2018/2/1, 9, , 
2018/2/2, 12, , 
2018/2/3, 11, , 
2018/2/4, 11, , 
2018/2/5, 12, , 
2018/2/6, 14, , 
2018/2/7, 14, , 
2018/2/8, 16, , 
2018/2/9, 36, , 
2018/2/10, 41, , 
2018/2/11, 48, , 
2018/2/12, 54, , 
2018/2/13, 55, , 
2018/2/14, 23, , 
2018/2/15, 31, , 
2018/2/16, 15, , 
2018/2/17, 17, , 
2018/2/18, 12, , 
2018/2/19, 24, , 
2018/2/20, 33, , 
2018/2/21, 42, , 
2018/2/22, 30, , 
2018/2/23, 34, , 
2018/2/24, 17, , 
2018/2/25, 15, , 
2018/2/26, 19, , 
2018/2/27, 19, , 
2018/2/28, 14, , 
2018/3/1, 19, , 
2018/3/2, 16, , 
2018/3/3, 41, , 
2018/3/4, 47, , 
2018/3/5, 20, , 
2018/3/6, 28, , 
2018/3/7, 34, , 
2018/3/8, 20, , 
2018/3/9, 25, , 
2018/3/10, 41, , 
2018/3/11, 47, , 
2018/3/12, 34, , 
2018/3/13, 15, , 
2018/3/14, 20, , 
2018/3/15, 27, , 
2018/3/16, 33, , 
2018/3/17, 43, , 
2018/3/18, 23, , 
2018/3/19, 36, , 
2018/3/20, 29, , 
2018/3/21, 38, , 
2018/3/22, 18, , 
2018/3/23, 14, , 
2018/3/24, 26, , 
2018/3/25, 31, , 
2018/3/26, 9, , 
2018/3/27, 10, , 
2018/3/28, 20, , 
2018/3/29, 24, , 
2018/3/30, 19, , 
2018/3/31, 30, , 
2017/10/1, 16, , 
2017/10/2, 20, , 
2017/10/3, 25, , 
2017/10/4, 31, , 
2017/10/5, 40, , 
2017/10/6, 31, , 
2017/10/7, 18, , 
2017/10/8, 23, , 
2017/10/9, 34, , 
2017/10/10, 32, , 
2017/10/11, 16, , 
2017/10/12, 20, , 
2017/10/13, 20, , 
2017/10/14, 36, , 
2017/10/15, 38, , 
2017/10/16, 34, , 
2017/10/17, 31, , 
2017/10/18, 18, , 
2017/10/19, 9, , 
2017/10/20, 10, , 
2017/10/21, 11, , 
2017/10/22, 24, , 
2017/10/23, 31, , 
2017/10/24, 36, , 
2017/10/25, 41, , 
2017/10/26, 40, , 
2017/10/27, 52, , 
2017/10/28, 68, , 
2017/10/29, 95, , 
2017/10/30, 59, , 
2017/10/31, 65, , 
2017/11/1, 34, , 
2017/11/2, 10, , 
2017/11/3, 24, , 
2017/11/4, 48, , 
2017/11/5, 36, , 
2017/11/6, 58, , 
2017/11/7, 58, , 
2017/11/8, 37, , 
2017/11/9, 29, , 
2017/11/10, 29, , 
2017/11/11, 40, , 
2017/11/12, 17, , 
2017/11/13, 7, , 
2017/11/14, 8, , 
2017/11/15, 9, , 
2017/11/16, 11, , 
2017/11/17, 13, , 
2017/11/18, 17, , 
2017/11/19, 11, , 
2017/11/20, 18, , 
2017/11/21, 22, , 
2017/11/22, 12, , 
2017/11/23, 11, , 
2017/11/24, 11, , 
2017/11/25, 16, , 
2017/11/26, 14, , 
2017/11/27, 14, , 
2017/11/28, 12, , 
2017/11/29, 24, , 
2017/11/30, 14, , 
2017/12/1, 14, , 
2017/12/2, 16, , 
2017/12/3, 39, , 
2017/12/4, 55, , 
2017/12/5, 65, , 
2017/12/6, 91, , 
2017/12/7, 82, , 
2017/12/8, 88, , 
2017/12/9, 105, , 
2017/12/10, 95, , 
2017/12/11, 87, , 
2017/12/12, 82, , 
2017/12/13, 85, , 
2017/12/14, 85, , 
2017/12/15, 70, , 
2017/12/16, 30, , 
2017/12/17, 14, , 
2017/12/18, 17, , 
2017/12/19, 17, , 
2017/12/20, 39, , 
2017/12/21, 70, , 
2017/12/22, 42, , 
2017/12/23, 62, , 
2017/12/24, 51, , 
2017/12/25, 61, , 
2017/12/26, 67, , 
2017/12/27, 76, , 
2017/12/28, 30, , 
2017/12/29, 18, , 
2017/12/30, 30, , 
2017/12/31, 25, , 
2017/7/1, 21, , 
2017/7/2, 21, , 
2017/7/3, 14, , 
2017/7/4, 31, , 
2017/7/5, 48, , 
2017/7/6, 23, , 
2017/7/7, 19, , 
2017/7/8, 19, , 
2017/7/9, 11, , 
2017/7/10, 15, , 
2017/7/11, 14, , 
2017/7/12, 14, , 
2017/7/13, 12, , 
2017/7/14, 12, , 
2017/7/15, 13, , 
2017/7/16, 9, , 
2017/7/17, 13, , 
2017/7/18, 13, , 
2017/7/19, 15, , 
2017/7/20, 13, , 
2017/7/21, 16, , 
2017/7/22, 16, , 
2017/7/23, 17, , 
2017/7/24, 20, , 
2017/7/25, 21, , 
2017/7/26, 13, , 
2017/7/27, 15, , 
2017/7/28, 14, , 
2017/7/29, 12, , 
2017/7/30, 11, , 
2017/7/31, 20, , 
2017/8/1, 40, , 
2017/8/2, 113, , 
2017/8/3, 151, , 
2017/8/4, 125, , 
2017/8/5, 52, , 
2017/8/6, 44, , 
2017/8/7, 64, , 
2017/8/8, 101, , 
2017/8/9, 113, , 
2017/8/10, 107, , 
2017/8/11, 63, , 
2017/8/12, 22, , 
2017/8/13, 13, , 
2017/8/14, 25, , 
2017/8/15, 26, , 
2017/8/16, 20, , 
2017/8/17, 15, , 
2017/8/18, 16, , 
2017/8/19, 22, , 
2017/8/20, 19, , 
2017/8/21, 28, , 
2017/8/22, 30, , 
2017/8/23, 16, , 
2017/8/24, 15, , 
2017/8/25, 18, , 
2017/8/26, 19, , 
2017/8/27, 20, , 
2017/8/28, 25, , 
2017/8/29, 68, , 
2017/8/30, 16, , 
2017/8/31, 8, , 
2017/9/1, 14, , 
2017/9/2, 14, , 
2017/9/3, 18, , 
2017/9/4, 31, , 
2017/9/5, 36, , 
2017/9/9, 20, , 
2017/9/10, 17, , 
2017/9/11, 19, , 
2017/9/12, 17, , 
2017/9/13, 19, , 
2017/9/14, 22, , 
2017/9/15, 25, , 
2017/9/16, 70, , 
2017/9/17, 51, , 
2017/9/18, 9, , 
2017/9/19, 7, , 
2017/9/20, 11, , 
2017/9/21, 19, , 
2017/9/22, 26, , 
2017/9/23, 39, , 
2017/9/24, 37, , 
2017/9/25, 29, , 
2017/9/26, 25, , 
2017/9/27, 34, , 
2017/9/28, 35, , 
2017/9/29, 23, , 
2017/9/30, 16, , 
2017/4/1, 18, , 
2017/4/2, 15, , 
2017/4/3, 23, , 
2017/4/4, 17, , 
2017/4/5, 12, , 
2017/4/6, 10, , 
2017/4/7, 6, , 
2017/4/8, 9, , 
2017/4/9, 10, , 
2017/4/10, 10, , 
2017/4/11, 13, , 
2017/4/12, 10, , 
2017/4/13, 6, , 
2017/4/14, 6, , 
2017/4/15, 11, , 
2017/4/16, 19, , 
2017/4/17, 15, , 
2017/4/18, 7, , 
2017/4/19, 18, , 
2017/4/20, 12, , 
2017/4/21, 14, , 
2017/4/22, 20, , 
2017/4/23, 10, , 
2017/4/24, 8, , 
2017/4/25, 10, , 
2017/4/26, 10, , 
2017/4/27, 10, , 
2017/4/28, 17, , 
2017/4/29, 28, , 
2017/4/30, 11, , 
2017/5/1, 16, , 
