date, pm25, pm10, o3, no2, so2, co, aqi
2018/5/28, 97, 36, , 20, 2, 5, 44
2018/5/29, 43, 46, , 24, 4, 8, 54
2018/5/30, 67, 57, , 24, 4, 9, 73
2018/5/31, 90, 60, , 32, 6, 9, 68
2018/6/1, 93, 69, , 20, 9, 11, 96
2018/6/2, 131, 72, , 13, 4, 10, 81
2018/6/3, 122, 65, , 23, 3, 8, 73
2018/6/4, 92, 77, , 16, 9, 12, 81
2018/6/5, 106, 84, , 19, 6, 11, 92
2018/6/6, 118, 47, , 10, 2, 11, 58
2018/6/7, 77, 46, , 24, 1, 9, 52
2018/6/8, 68, 31, , 12, 2, 9, 38
2018/6/9, 58, 42, , 15, 1, 10, 62
2018/6/10, 89, 53, , 17, 2, 10, 89
2018/6/11, 112, 71, , 16, 4, 12, 105
2018/6/12, 148, 44, , 15, 2, 12, 67
2018/6/13, 99, 41, , 19, 2, 9, 63
2018/6/14, 78, 62, , 14, 3, 14, 89
2018/6/15, 134, 68, , 18, 3, 12, 110
2018/6/16, 141, 59, , 15, 5, 9, 89
2018/6/17, 114, 72, , 17, 3, 11, 100
2018/6/18, 154, 54, , 16, 2, 10, 81
2018/6/19, 101, 48, , 17, 1, 9, 71
2018/6/20, 91, 70, , 23, 6, 16, 105
2018/6/21, 127, 75, , 23, 12, 12, 112
2018/6/22, 139, 59, , 20, 4, 6, 91
2018/6/23, 107, 60, , 11, 2, 6, 102
2018/6/24, 125, 72, , 15, 4, 9, 122
2018/6/25, 147, 72, , 12, 2, 9, 109
2018/6/26, 156, 69, 29, 13, 2, 7, 94
2018/6/27, 117, 27, , 15, 1, 4, 40
2018/6/28, 40, 48, , 18, 4, 7, 65
2018/6/29, 70, 53, , 13, 4, 11, 78
2018/6/30, 90, 50, , 12, 3, 13, 78
2018/1/30, 97, , , , , , 87
2018/2/5, 51, 57, 16, 28, 11, 18, 31
2018/2/6, 129, 91, 28, 17, 7, 13, 91
2018/2/7, 98, 58, 21, 25, 8, 18, 98
2018/2/8, 114, 92, 27, 22, 7, 18, 84
2018/2/9, 131, 29, 27, 9, 4, 14, 121
2018/2/10, 72, 41, 29, 10, 3, 14, 42
2018/2/11, 62, 51, 24, 20, 5, 19, 51
2018/2/12, 104, 91, 29, 20, 17, 27, 75
2018/2/13, 187, 43, 28, 10, 5, 15, 170
2018/2/14, 72, 88, 31, 13, 12, 21, 60
2018/2/15, 170, 203, 32, 17, 23, 22, 135
2018/2/16, 241, 81, 22, 16, 10, 28, 180
2018/2/17, 168, 93, 31, 22, 14, 31, 121
2018/2/18, 179, 101, 22, 19, 10, 30, 143
2018/2/19, 188, 77, 25, 18, 6, 24, 165
2018/2/20, 148, 85, 27, 18, 8, 25, 134
2018/2/21, 153, 53, 28, 17, 8, 18, 138
2018/2/22, 93, 61, 26, 19, 8, 15, 73
2018/2/23, 118, 46, 24, 8, 6, 11, 80
2018/2/24, 70, 62, 25, 22, 10, 16, 52
2018/2/25, 128, 104, 27, 37, 16, 27, 85
2018/2/26, 185, 130, 23, 33, 8, 24, 156
2018/2/27, 216, 94, 25, 22, 9, 16, 203
2018/2/28, 165, 55, 26, 10, 5, 8, 132
2018/3/1, 63, 96, 23, 27, 15, 18, 61
2018/3/2, 170, 151, 10, 37, 14, 27, 138
2018/3/3, 225, 138, 14, 22, 8, 16, 225
2018/3/4, 147, 70, 20, 22, 11, 14, 166
2018/3/5, 111, 57, 20, 19, 8, 13, 78
2018/3/6, 105, 61, 18, 22, 8, 14, 80
2018/3/7, 116, 116, 25, 25, 7, 17, 90
2018/3/8, 155, 87, 27, 32, 11, 19, 123
2018/3/9, 163, 112, 30, 41, 13, 23, 122
2018/3/10, 173, 73, 23, 31, 11, 21, 151
2018/3/11, 146, 124, 22, 48, 10, 23, 102
2018/3/12, 205, 185, 98, 51, 11, 23, 185
2018/3/13, 278, 160, 37, 33, 8, 22, 279
2018/3/14, 242, 85, 30, 13, 3, 9, 228
2018/3/15, 85, 53, 32, 14, 4, 8, 97
2018/3/16, 84, 59, 13, 25, 3, 11, 65
2018/3/17, 127, 79, 21, 30, 2, 13, 81
2018/3/18, 166, 86, 32, 26, 3, 14, 113
2018/3/19, 151, 59, 24, 27, 11, 10, 119
2018/3/20, 96, 63, 29, 18, 8, 11, 67
2018/3/21, 117, 84, 35, 28, 7, 14, 83
2018/3/22, 158, 111, 26, 36, 8, 17, 114
2018/3/23, 175, 117, 37, 36, 9, 20, 154
2018/3/24, 183, 98, 49, 31, 11, 15, 163
2018/3/25, 163, 104, 48, 22, 11, 15, 140
2018/3/26, 174, 143, 45, 27, 14, 17, 132
2018/3/27, 197, 471, 22, 31, 6, 15, 184
2018/3/28, 183, 88, 28, 22, 9, 14, 269
2018/3/29, 93, 69, 55, 26, 15, 18, 91
2018/3/30, 104, 127, 40, 42, 12, 19, 90
2018/3/31, 179, 146, 72, 29, 11, 20, 161
2020/1/1, , 93, 3, 34, 7, 9, 
2020/1/13, , 51, 2, 35, 3, 7, 
2019/11/24, , 19, 12, 11, 2, 2, 
2019/11/27, , 79, 1, 30, 5, 8, 
2019/12/4, , 37, 20, 14, 4, 3, 
2018/12/31, , 75, 10, 15, 7, 14, 
2019/2/17, , 89, 24, 27, 10, 12, 
2019/3/28, , 90, 33, 6, 2, 2, 
2018/10/27, , 50, 25, 10, 1, 3, 53
2018/11/13, , 112, 22, 14, 2, 16, 125
2018/9/8, , 55, 25, 18, 8, 8, 56
2018/9/15, , 21, 28, 9, 1, 3, 24
2018/9/19, , 72, 75, 12, 6, 4, 159
2018/9/28, , 21, 31, 11, 1, , 27
2018/4/28, , 136, 55, 20, 9, 11, 160
2018/5/7, , 60, , 12, 4, 9, 63
2018/5/16, , 51, , 17, 2, 1, 67
2018/1/29, , 44, , 10, 5, 13, 60
2018/2/4, , 27, 18, 16, 4, 12, 60
2018/1/16, , , , , , , 108
2018/1/17, , , , , , , 103
2018/1/18, , , , , , , 175
2018/1/19, , , , , , , 209
2018/1/20, , , , , , , 124
2018/1/21, , , , , , , 68
2018/1/22, , , , , , , 95
2018/1/23, , , , , , , 40
2018/1/24, , , , , , , 81
2018/1/25, , , , , , , 52
2018/1/26, , , , , , , 85
2018/1/27, , , , , , , 129
2018/1/28, , , , , , , 68
2018/1/31, , , , , , , 62
2018/2/1, , , , , , , 105
2018/2/2, , , , , , , 32
2018/2/3, , , , , , , 40
