date, pm10, no2, so2, co
2019/1/14, 100, , 1, 
2019/1/15, 26, , 2, 
2019/1/16, 27, , 4, 
2019/1/17, 57, 27, 3, 12
2019/1/18, 87, 27, 2, 6
2019/1/19, 66, , , 
2019/1/21, 43, 26, 3, 8
2019/1/22, 35, 27, 4, 4
2019/1/23, 36, 26, 3, 2
2019/1/24, 30, , 3, 
2019/1/25, 84, , 3, 
2019/1/26, 163, , 4, 
2019/1/27, 41, , 4, 
2019/1/28, 44, , 1, 
2019/1/29, 22, , 3, 
2019/1/30, 30, , 2, 
2019/1/31, 27, , 5, 
2019/2/1, 41, , 3, 
2019/2/2, 61, , 3, 
2019/2/3, 56, , 4, 
2019/2/4, 67, , 3, 
2019/2/5, 62, , 3, 
2019/2/6, 47, , 1, 
2019/2/7, 22, , 2, 
2019/2/8, 22, , 2, 
2019/2/9, 28, , 3, 
2019/2/10, 48, , 3, 
2019/2/11, 52, , 7, 
2019/2/12, 27, , 1, 
2019/2/13, 18, , 1, 
2019/2/14, 13, , 2, 
2019/2/15, 13, , 3, 
2019/2/16, 19, , 2, 
2019/2/17, 33, , 3, 
2019/2/18, 68, , 4, 
2019/2/19, 82, , 5, 
2019/2/20, 77, , 4, 
2019/2/21, 70, , 2, 
2019/2/22, 94, , 1, 
2019/2/23, 77, , 3, 
2019/2/24, 16, , 2, 
2019/2/25, 32, , 2, 
2019/2/26, 40, , 3, 
2019/2/27, 30, , 3, 
2019/2/28, 31, , 3, 
2019/3/1, 58, , 3, 
2019/3/2, 51, , 2, 
2019/3/3, 32, , 1, 
2019/3/4, 36, , 2, 
2019/3/5, 51, , 2, 
2019/3/6, 29, , 4, 
2019/3/7, 46, , 3, 
2019/3/8, 52, , 2, 
2019/3/9, 33, , 1, 
2019/3/10, 29, , 2, 
2019/3/11, 32, , 2, 
2019/3/12, 24, , 1, 
2019/3/13, 17, , 2, 
2019/3/14, 31, , 3, 
2019/3/15, 34, , 1, 
2019/3/16, 35, , 3, 
2019/3/17, 78, , 2, 
2019/3/18, 41, , 3, 
2019/3/19, 34, , 3, 
2019/3/20, 43, , 3, 
2019/3/21, 34, , 2, 
2019/3/22, 28, , 3, 
2019/3/23, 31, , 2, 
2019/3/24, 20, , 3, 
2019/3/25, 30, , 4, 
2019/3/26, 51, , 3, 
2019/3/27, 43, , 3, 
2019/3/28, 38, , 1, 
2019/3/29, 34, , 3, 
2019/3/30, 142, , 2, 
2018/10/1, 89, , 2, 
2018/10/2, 28, , 3, 
2018/10/3, 38, , 3, 
2018/10/4, 45, , 1, 
2018/10/5, 30, , 2, 
2018/10/6, 32, , 2, 
2018/10/7, 44, , 3, 
2018/10/8, 49, , 11, 
2018/10/9, 47, , 3, 
2018/10/10, 34, , 3, 
2018/10/11, 72, , 2, 
2018/10/12, 31, , 2, 
2018/10/13, 25, , 3, 
2018/10/14, 25, , 2, 
2018/10/15, 68, , 3, 
2018/10/16, 50, , 2, 
2018/10/17, 52, , 3, 
2018/10/18, 62, , 3, 
2018/10/19, 69, , 2, 
2018/10/20, 69, , 3, 
2018/10/21, 115, , 2, 
2018/10/22, 45, , 2, 
2018/10/23, 51, , 3, 
2018/10/24, 60, , 2, 
2018/10/25, 29, , 2, 
2018/10/26, 40, , 2, 
2018/10/27, 39, , 3, 
2018/10/28, 419, , 4, 
2018/10/29, 39, , 4, 
2018/10/30, 94, , 2, 
2018/10/31, 74, , 4, 
2018/11/1, 86, , 3, 
2018/11/2, 64, , 3, 
2018/11/3, 58, , 3, 
2018/11/4, 35, , 1, 
2018/11/5, 174, , 2, 
2018/11/6, 42, , 3, 
2018/11/7, 53, , 3, 
2018/11/8, 64, , 3, 
2018/11/9, 57, , 2, 
2018/11/10, 57, , 3, 
2018/11/11, 64, , 3, 
2018/11/12, 61, , 1, 
2018/11/13, 32, , 4, 
2018/11/14, 20, , 1, 
2018/11/15, 19, 1, 1, 3
2018/11/16, 15, , 2, 5
2018/11/17, 22, , 1, 9
2018/11/18, 30, , 2, 3
2018/11/19, 28, , 3, 5
2018/11/20, 46, , 3, 4
2018/11/21, 51, , 3, 4
2018/11/22, 29, , 3, 
2018/11/23, 21, , 1, 
2018/11/24, 38, , 1, 
2018/11/25, 61, , 2, 
2018/11/26, 53, , 1, 
2018/11/27, 23, , 3, 
2018/11/28, 19, , 2, 
2018/11/29, 15, , 1, 
2018/11/30, 7, , , 
2018/12/1, 29, 27, 3, 11
2018/12/2, 52, 27, 3, 17
2018/12/3, 81, 27, 3, 6
2018/12/4, 86, 27, 3, 7
2018/12/5, 59, 27, 3, 
2018/12/6, 15, 27, 1, 1
2018/12/7, 20, 27, 2, 4
2018/12/8, 56, , 2, 
2018/12/9, 76, , 3, 
2018/12/10, 107, , 3, 
2018/12/11, 27, , 2, 
2018/12/12, 33, , 3, 
2018/12/13, 35, , 4, 
2018/12/14, 105, , 2, 
2018/12/15, 65, , 3, 
2018/12/16, 36, , 3, 
2018/12/17, 49, , 3, 
2018/12/18, 53, , 2, 
2018/12/19, 19, , 2, 
2018/12/20, 30, , 3, 
2018/12/21, 69, , 3, 
2018/12/22, 67, 27, 3, 17
2018/12/23, 77, 27, 3, 13
2018/12/24, 70, 26, 2, 4
2018/12/25, 22, 27, , 3
2018/12/26, 15, 27, 3, 4
2018/12/27, 29, 26, 2, 6
2018/12/28, 33, 27, 3, 12
2018/12/29, 55, , 2, 
2018/12/30, 45, , , 
2018/7/22, 35, , 2, 
2018/7/23, 38, , 3, 
2018/7/24, 36, , 2, 
2018/7/25, 27, , 2, 
2018/7/26, 32, , 2, 
2018/7/27, 29, , 3, 
2018/7/28, 32, , 3, 
2018/7/29, 40, , 1, 
2018/7/30, 35, , 3, 
2018/7/31, 28, , 3, 
2018/8/1, 39, , 1, 
2018/8/2, 40, , 2, 
2018/8/3, 41, , 2, 
2018/8/4, 33, , 3, 
2018/8/5, 28, , 3, 
2018/8/6, 36, , 2, 
2018/8/7, 33, , 2, 
2018/8/8, 35, , 2, 
2018/8/9, 37, , 3, 
2018/8/10, 35, , 2, 
2018/8/11, 35, , 3, 
2018/8/12, 28, , 2, 
2018/8/13, 32, , 3, 
2018/8/14, 35, , 3, 
2018/8/15, 45, , 4, 
2018/8/16, 84, , 2, 
2018/8/17, 41, , 3, 
2018/8/18, 47, , 2, 
2018/8/19, 40, , 4, 
2018/8/20, 31, , 4, 
2018/8/21, 29, , 1, 
2018/8/22, 28, , 2, 
2018/8/23, 32, , 2, 
2018/8/24, 36, 6, 3, 4
2018/8/25, 38, 4, 3, 4
2018/8/26, 38, 6, 3, 4
2018/8/27, 76, 7, 3, 4
2018/8/28, 52, 7, 2, 4
2018/8/29, 34, 8, 3, 4
2018/8/30, 33, 8, 2, 5
2018/8/31, 41, , 9, 
2018/9/1, 48, , 10, 
2018/9/2, 56, , 8, 
2018/9/3, 50, , 8, 
2018/9/4, 52, , 7, 
2018/9/5, 47, , 1, 
2018/9/6, 38, , , 
2018/9/7, 37, , 1, 
2018/9/8, 43, , 1, 
2018/9/9, 41, , 1, 
2018/9/10, 28, , 1, 
2018/9/11, 23, , 2, 
2018/9/12, 353, , , 
2018/9/13, 25, , 2, 
2018/9/14, 28, , 1, 
2018/9/15, 29, , 1, 
2018/9/16, 34, , 1, 
2018/9/17, 31, , 3, 
2018/9/18, 25, , 2, 
2018/9/19, 26, , 1, 
2018/9/20, 28, , 2, 
2018/9/21, 35, 26, 2, 6
2018/9/22, 50, 26, 2, 6
2018/9/23, 54, 26, 2, 7
2018/9/24, 59, 26, 2, 4
2018/9/25, 51, 26, 2, 2
2018/9/26, 32, 26, 2, 2
2018/9/27, 20, 26, 2, 3
2018/9/28, 24, , , 
2018/4/2, 15, , 3, 
2018/4/3, 31, , 3, 
2018/4/4, 36, , 4, 
2018/4/5, 64, , 5, 
2018/4/6, 63, , 4, 
2018/4/7, 54, , 2, 
2018/4/8, 44, , 2, 
2018/4/9, 45, , 2, 
2018/4/10, 57, , 4, 
2018/4/11, 69, , 3, 
2018/4/12, 95, , 3, 
2018/4/13, 99, , 3, 
2018/4/14, 66, , 2, 
2018/4/15, 58, , 2, 
2018/4/16, 51, , 2, 
2018/4/17, 57, , 3, 
2018/4/18, 60, , 2, 
2018/4/19, 39, , 2, 
2018/4/20, 49, , 2, 
2018/4/21, 28, , 2, 
2018/4/22, 25, , 3, 
2018/4/23, 49, , 3, 
2018/4/24, 50, , 3, 
2018/4/25, 54, , 3, 
2018/4/26, 57, , 1, 
2018/4/27, 60, , 2, 
2018/4/28, 602, , 3, 
2018/4/30, 54, , 2, 
2018/5/1, 58, , 2, 
2018/5/2, 36, , 2, 
2018/5/3, 31, , 4, 
2018/5/4, 58, , 2, 
2018/5/5, 51, , 2, 
2018/5/6, 34, , 2, 
2018/5/7, 34, , 2, 
2018/5/8, 32, , 2, 
2018/5/9, 42, , 3, 
2018/5/10, 39, , 1, 
2018/5/11, 31, , 2, 
2018/5/12, 18, , 2, 
2018/5/13, 19, , 3, 
2018/5/14, 29, , 3, 
2018/5/15, 72, , 3, 
2018/5/16, 43, , 2, 
2018/5/17, 38, , 3, 
2018/5/18, 40, , 4, 
2018/5/19, 42, , 3, 
2018/5/20, 37, , 3, 
2018/5/21, 37, , 3, 
2018/5/22, 43, , 3, 
2018/5/23, 46, , 2, 
2018/5/24, 49, , 2, 
2018/5/25, 28, , 2, 
2018/5/26, 23, , 2, 
2018/5/27, 15, , 2, 
2018/5/28, 24, , 3, 
2018/5/29, 25, , 3, 
2018/5/30, 24, , 3, 
2018/5/31, 27, , 2, 
2018/6/1, 23, , 3, 
2018/6/2, 28, , 3, 
2018/6/3, 34, , 3, 
2018/6/4, 34, , 3, 
2018/6/5, 49, , 3, 
2018/6/6, 40, , 1, 
2018/6/7, 78, , 3, 
2018/6/8, 56, , 3, 
2018/6/9, 47, , 2, 
2018/6/10, 49, , 2, 
2018/6/11, 45, , 2, 
2018/6/12, 24, , 2, 
2018/6/13, 28, , 2, 
2018/6/14, 39, , 1, 
2018/6/15, 20, , 2, 
2018/6/16, 17, , 2, 
2018/6/17, 18, , 3, 
2018/6/18, 28, , 2, 
2018/6/19, 23, , 1, 
2018/6/20, 28, , 3, 
2018/6/21, 29, , 2, 
2018/6/22, 24, , 2, 
2018/6/23, 36, , 3, 
2018/6/24, 26, , , 
2018/1/1, 50, , 5, 
2018/1/2, 78, , 4, 
2018/1/3, 75, , 4, 
2018/1/4, 44, , 6, 
2018/1/5, 43, , 1, 
2018/1/6, 58, , 4, 
2018/1/7, 89, , 7, 
2018/1/8, 81, , 6, 
2018/1/9, 91, , 6, 
2018/1/10, 104, , 5, 
2018/1/11, 73, , 3, 
2018/1/12, 46, , 1, 
2018/1/13, 43, , 2, 
2018/1/14, 18, , 2, 
2018/1/15, 34, , 4, 
2018/1/16, 58, , 3, 
2018/1/17, 40, , 2, 
2018/1/18, 22, , 3, 
2018/1/19, 43, , 6, 
2018/1/20, 66, , 4, 
2018/1/21, 27, , 3, 
2018/1/22, 35, , 2, 
2018/1/23, 99, , 2, 
2018/1/24, 16, , 1, 
2018/1/25, 13, , 3, 
2018/1/26, 19, , 2, 
2018/1/27, 37, , 5, 
2018/1/28, 72, , 7, 
2018/1/29, 157, , 8, 
2018/1/30, 125, , 10, 
2018/1/31, 145, , 9, 
2018/2/1, 95, , 1, 
2018/2/2, 32, , 1, 
2018/2/3, 25, , , 
2018/2/4, 26, , 1, 
2018/2/5, 32, , 1, 
2018/2/6, 67, , 2, 
2018/2/7, 64, , 4, 
2018/2/8, 68, , 5, 
2018/2/9, 84, , 4, 
2018/2/10, 68, , 3, 
2018/2/11, 30, , 6, 
2018/2/12, 36, , 7, 
2018/2/13, 47, , 3, 
2018/2/14, 25, , 4, 
2018/2/15, 25, , 2, 
2018/2/16, 163, , 2, 
2018/2/17, 36, , 3, 
2018/2/18, 42, , 6, 
2018/2/19, 85, , 5, 
2018/2/20, 72, , 4, 
2018/2/21, 76, , 4, 
2018/2/22, 30, , 4, 
2018/2/23, 54, , 2, 
2018/2/24, 44, , 3, 
2018/2/25, 21, , 3, 
2018/2/26, 42, , 4, 
2018/2/27, 51, , 3, 
2018/2/28, 28, , 4, 
2018/3/1, 37, , 4, 
2018/3/2, 85, , 2, 
2018/3/3, 37, , 2, 
2018/3/4, 75, , 3, 
2018/3/5, 101, , 3, 
2018/3/6, 48, , 3, 
2018/3/7, 51, , 2, 
2018/3/8, 48, , 3, 
2018/3/9, 42, , 4, 
2018/3/10, 60, , , 
2018/3/12, 20, , 2, 
2018/3/13, 25, , 2, 
2018/3/14, 25, , 2, 
2018/3/15, 25, , 4, 
2018/3/16, 40, , 2, 
2018/3/17, 28, , 2, 
2018/3/18, 36, , 2, 
2018/3/19, 28, , 3, 
2018/3/20, 24, , 4, 
2018/3/21, 32, , 3, 
2018/3/22, 64, , 3, 
2018/3/23, 151, , 3, 
2018/3/24, 14, , 4, 
2018/3/25, 16, , 3, 
2018/3/26, 80, , 2, 
2018/3/27, 133, , 4, 
2018/3/28, 110, , 3, 
2018/3/29, 23, , 3, 
2018/3/30, 33, , , 
2017/10/1, 32, , 2, 
2017/10/2, 15, , 2, 
2017/10/3, 27, , 1, 
2017/10/4, 39, , 2, 
2017/10/5, 29, , 3, 
2017/10/6, 45, , 3, 
2017/10/7, 33, , 2, 
2017/10/8, 15, , 1, 
2017/10/9, 20, , 2, 
2017/10/10, 24, , 2, 
2017/10/11, 23, , 2, 
2017/10/12, 133, , 3, 
2017/10/13, 32, , 3, 
2017/10/14, 35, , 2, 
2017/10/15, 170, , 3, 
2017/10/16, 175, , 4, 
2017/10/17, 64, , 4, 
2017/10/18, 45, , 5, 
2017/10/19, 59, , 5, 
2017/10/20, 58, , 4, 
2017/10/21, 59, , 4, 
2017/10/22, 58, , 4, 
2017/10/23, 55, , 2, 
2017/10/24, 22, , 2, 
2017/10/25, 25, , 4, 
2017/10/26, 26, , 3, 
2017/10/27, 37, , 4, 
2017/10/28, 52, , 2, 
2017/10/29, 18, , 1, 
2017/10/30, 62, , 3, 
2017/10/31, 24, , 1, 
2017/11/1, 178, , 3, 
2017/11/2, 49, , 6, 
2017/11/3, 272, , 5, 
2017/11/4, 57, , 1, 
2017/11/5, 596, , 3, 
2017/11/6, 70, , 7, 
2017/11/7, 70, , 5, 
2017/11/8, 62, , 4, 
2017/11/9, 57, , 5, 
2017/11/10, 60, , 4, 
2017/11/11, 59, , 6, 
2017/11/12, 61, , 4, 
2017/11/13, 45, , 3, 
2017/11/14, 42, , 4, 
2017/11/15, 64, , 3, 
2017/11/16, 72, , 3, 
2017/11/17, 67, , 4, 
2017/11/18, 58, , 2, 
2017/11/19, 41, , 3, 
2017/11/20, 20, , 3, 
2017/11/21, 24, , , 
2017/11/23, 59, , 6, 
2017/11/24, 64, , 8, 
2017/11/25, 78, , 6, 
2017/11/26, 80, , 2, 
2017/11/27, 30, , 3, 
2017/11/28, 33, , 5, 
2017/11/29, 55, , 4, 
2017/11/30, 47, , 2, 
2017/12/1, 26, , 2, 
2017/12/2, 22, , 2, 
2017/12/3, 31, , 4, 
2017/12/4, 58, , 2, 
2017/12/5, 23, , 2, 
2017/12/6, 28, , 3, 
2017/12/7, 38, , 6, 
2017/12/8, 59, , 5, 
2017/12/9, 59, , 1, 
2017/12/10, 30, , 4, 
2017/12/11, 51, , 4, 
2017/12/12, 79, , 7, 
2017/12/13, 64, , 5, 
2017/12/14, 63, , 3, 
2017/12/15, 47, , 2, 
2017/12/16, 24, , 2, 
2017/12/17, 20, , 4, 
2017/12/18, 34, , 3, 
2017/12/19, 95, , 3, 
2017/12/20, 26, , 2, 
2017/12/21, 34, , 11, 
2017/12/22, 309, , 3, 
2017/12/23, 16, , 2, 
2017/12/24, 25, , 5, 
2017/12/25, 53, , 7, 
2017/12/26, 71, , 4, 
2017/12/27, 46, , 5, 
2017/12/28, 43, , , 
2017/12/30, 75, , , 
2017/7/1, 673, , 12, 
2017/7/3, 129, , 7, 
2017/7/4, 72, , 1, 
2017/7/5, 23, , 1, 
2017/7/6, 28, , 2, 
2017/7/7, 27, , 2, 
2017/7/8, 21, , 2, 
2017/7/9, 19, , 2, 
2017/7/10, 25, , 2, 
2017/7/11, 36, , 2, 
2017/7/12, 41, , 4, 
2017/7/13, 47, , 3, 
2017/7/14, 32, , 3, 
2017/7/15, 36, , 3, 
2017/7/16, 32, , 3, 
2017/7/17, 32, , 2, 
2017/7/18, 35, , 2, 
2017/7/19, 25, , 3, 
2017/7/20, 26, , 4, 
2017/7/21, 39, , 3, 
2017/7/22, 37, , 3, 
2017/7/23, 33, , 3, 
2017/7/24, 71, , 3, 
2017/7/25, 56, , 3, 
2017/7/26, 51, , 3, 
2017/7/27, 79, , 1, 
2017/7/28, 18, , 3, 
2017/7/29, 32, , 3, 
2017/7/30, 22, , 2, 
2017/7/31, 31, , 3, 
2017/8/1, 34, , 3, 
2017/8/2, 35, , 3, 
2017/8/3, 41, , 1, 
2017/8/4, 36, , 2, 
2017/8/5, 159, , 3, 
2017/8/7, 121, , 4, 
2017/8/8, 46, , 2, 
2017/8/9, 40, , 1, 
2017/8/10, 39, , 3, 
2017/8/11, 39, , 3, 
2017/8/12, 47, , 4, 
2017/8/13, 38, , 3, 
2017/8/14, 47, , 3, 
2017/8/15, 34, , 2, 
2017/8/16, 32, , 2, 
2017/8/17, 27, , 3, 
2017/8/18, 30, , 3, 
2017/8/19, 35, , 2, 
2017/8/20, 35, , 3, 
2017/8/21, 42, , 2, 
2017/8/22, 35, , 3, 
2017/8/23, 23, , 3, 
2017/8/24, 29, , 3, 
2017/8/25, 27, , 3, 
2017/8/26, 29, , 3, 
2017/8/27, 26, , 3, 
2017/8/28, 33, , 3, 
2017/8/29, 40, , 2, 
2017/8/30, 31, , 2, 
2017/8/31, 20, , 2, 
2017/9/1, 18, , 3, 
2017/9/2, 26, , 3, 
2017/9/3, 39, , 3, 
2017/9/4, 37, , 1, 
2017/9/5, 35, , 1, 
2017/9/6, 31, , , 
2017/9/11, 45, , 3, 
2017/9/12, 46, , 3, 
2017/9/13, 44, , 2, 
2017/9/14, 78, , 3, 
2017/9/15, 48, , 4, 
2017/9/16, 59, , 3, 
