date, pm25, pm10, no2, co
2019/12/7, 132, 58, 37, 
2019/12/8, 151, 64, 34, 
2019/12/9, 153, 34, 48, 
2019/12/10, 55, 34, 43, 
2019/12/11, 74, 30, 36, 
2019/12/12, 80, 25, 45, 
2019/12/13, 70, 37, 53, 
2019/12/14, 80, 36, 34, 
2019/12/15, 91, 38, 35, 
2019/12/16, 95, 42, 31, 
2019/12/17, 97, 40, 36, 
2019/12/18, 82, 32, 29, 
2019/12/19, 76, 26, 22, 
2019/12/20, 85, 19, 26, 
2019/12/21, 65, 17, 30, 
2019/12/22, 55, 29, 37, 
2019/12/23, 42, 20, 39, 
2019/12/24, 46, 25, 41, 
2019/12/25, 57, 34, 35, 
2019/12/26, 80, , , 
2019/7/1, 57, 12, 24, 
2019/7/2, 17, 23, 24, 
2019/7/3, 46, 16, 23, 
2019/7/4, 38, 23, 27, 
2019/7/5, 50, 27, 12, 
2019/7/6, 57, 27, 11, 
2019/7/7, 55, 20, 20, 
2019/7/8, 42, 20, 18, 
2019/7/9, 34, 18, 20, 
2019/7/10, 34, 21, 21, 
2019/7/11, 38, 25, 20, 
2019/7/12, 46, 19, 15, 
2019/7/13, 25, 9, 11, 
2019/7/14, 13, 10, 21, 
2019/7/15, 13, 13, 19, 
2019/7/16, 25, 18, 33, 
2019/7/17, 30, 21, 30, 
2019/7/18, 50, 26, 25, 
2019/7/19, 55, 26, 20, 
2019/7/20, 61, 20, 11, 
2019/7/21, 46, 28, 28, 
2019/7/22, 25, 40, 28, 
2019/7/23, 80, 37, 33, 
2019/7/24, 78, 38, 33, 
2019/7/25, 72, 27, 25, 
2019/7/26, 57, 10, 13, 
2019/7/27, 42, 10, 10, 
2019/7/28, 30, 13, 19, 
2019/7/29, 21, 17, 20, 
2019/7/30, 21, 20, 17, 
2019/7/31, 38, 24, 17, 
2019/8/1, 53, 18, 26, 
2019/8/2, 30, 11, 21, 
2019/8/3, 17, 14, 14, 
2019/8/4, 34, 20, 22, 
2019/8/5, 38, 23, 15, 
2019/8/6, 53, 12, 20, 
2019/8/7, 21, 17, 19, 
2019/8/8, 30, 26, 21, 
2019/8/9, 53, 25, 26, 
2019/8/10, 46, 20, 8, 
2019/8/11, 46, 22, 10, 
2019/8/12, 50, 9, 17, 
2019/8/14, 13, 10, 13, 
2019/8/15, 9, 10, 12, 
2019/8/16, 21, 14, 20, 
2019/8/17, 21, 19, 14, 
2019/8/18, 42, 18, 12, 
2019/8/19, 34, 21, 17, 
2019/8/20, 42, 19, 17, 
2019/8/21, 42, 15, 15, 
2019/8/22, 30, 22, 16, 
2019/8/23, 17, 22, 21, 
2019/8/24, 55, 20, 12, 
2019/8/25, 50, 19, 16, 
2019/8/26, 50, 29, 24, 
2019/8/27, 63, 24, 41, 
2019/8/28, 50, 13, 26, 
2019/8/29, 42, 31, 30, 
2019/8/30, 59, 20, 18, 
2019/8/31, 55, 24, 18, 
2019/9/1, 57, 17, 22, 
2019/9/2, 55, , 16, 
2019/9/4, 38, 28, 27, 
2019/9/5, 57, 11, 26, 
2019/9/6, 17, 17, 16, 
2019/9/7, 34, 9, 17, 
2019/9/8, 17, 12, 31, 
2019/9/9, 25, 20, 24, 
2019/9/10, 38, 22, 29, 
2019/9/11, 46, 35, 45, 
2019/9/12, 63, 33, 38, 
2019/9/13, 65, 36, 40, 
2019/9/14, 72, 33, 38, 
2019/9/15, 72, 42, 35, 
2019/9/16, 82, 29, 36, 
2019/9/17, 53, 26, 33, 
2019/9/18, 50, 21, 37, 
2019/9/19, 34, 33, 29, 
2019/9/20, 50, 28, 26, 
2019/9/21, 50, 27, 20, 
2019/9/22, 63, 37, 33, 
2019/9/23, 74, 44, 37, 
2019/9/24, 93, 32, 38, 
2019/9/25, 63, 50, 41, 
2019/9/26, 107, 55, 39, 
2019/9/27, 122, 36, 27, 
2019/9/28, 68, 21, 17, 
2019/9/29, 25, , 34, 
2019/4/1, 95, 47, 43, 
2019/4/2, 95, 28, 21, 
2019/4/3, 68, 16, 18, 
2019/4/4, 46, 18, 17, 
2019/4/5, 53, 28, 14, 
2019/4/6, 68, 23, 11, 
2019/4/7, 59, 21, 18, 
2019/4/8, 57, 19, 17, 
2019/4/9, 53, 26, 22, 
2019/4/10, 63, 19, 17, 
2019/4/11, 53, 22, 17, 
2019/4/12, 42, 27, 11, 
2019/4/13, 63, 10, 14, 
2019/4/14, 34, 15, 18, 
2019/4/15, 38, 20, 34, 
2019/4/16, 70, 38, 28, 
2019/4/17, 87, 37, 24, 
2019/4/18, 76, 28, 22, 
2019/4/19, 61, 29, 24, 
2019/4/20, 68, 20, 13, 
2019/4/21, 53, 23, 7, 
2019/4/22, 57, 10, 15, 
2019/4/23, 25, 19, 12, 
2019/4/24, 38, 33, 11, 
2019/4/25, 65, 27, 14, 
2019/4/26, 50, 14, 12, 
2019/4/27, 38, 11, 10, 
2019/4/28, 38, 12, 15, 
2019/4/29, 30, 23, 20, 
2019/4/30, 38, 18, 14, 
2019/5/1, 34, 18, 12, 
2019/5/2, 30, 16, 16, 
2019/5/3, 30, 17, 11, 
2019/5/4, 57, 10, 9, 
2019/5/5, 25, 16, 16, 
2019/5/6, 38, 12, 18, 
2019/5/7, 38, 24, 18, 
2019/5/8, 55, 14, 18, 
2019/5/9, 38, 31, 19, 
2019/5/10, 68, 25, 14, 
2019/5/11, 53, 11, 8, 
2019/5/12, 30, 14, 16, 
2019/5/13, 30, 22, 17, 
2019/5/14, 55, 16, 16, 
2019/5/15, 38, 22, 14, 
2019/5/16, 55, 21, 14, 
2019/5/17, 55, 12, 12, 
2019/5/18, 42, 13, 11, 
2019/5/19, 57, 16, 11, 
2019/5/20, 50, 16, 11, 
2019/5/21, 34, 18, 12, 
2019/5/22, 46, 22, 15, 
2019/5/23, 55, 23, 11, 
2019/5/24, 50, 19, 9, 
2019/5/25, 34, 12, , 
2019/5/26, 34, 16, , 
2019/5/27, 53, 19, 12, 
2019/5/28, 61, 12, , 
2019/5/29, 25, 12, , 
2019/5/30, 21, 14, 13, 
2019/5/31, 25, 20, 13, 
2019/6/1, 53, 18, 21, 
2019/6/2, 46, , , 
2019/6/5, 30, 28, 10, 
2019/6/6, 65, 24, 11, 
2019/6/7, 38, 25, 6, 
2019/6/8, 46, 31, , 
2019/6/9, 61, 44, 26, 
2019/6/10, 68, 46, 24, 
2019/6/11, 61, 3, 21, 
2019/6/13, 34, 29, 41, 
2019/6/14, 59, 39, 19, 
2019/6/15, 55, 14, 15, 
2019/6/16, 25, 30, 27, 
2019/6/17, 57, , , 
2019/6/29, 46, 27, 22, 
2019/6/30, 53, 27, 24, 
2019/1/1, 155, 22, 28, 
2019/1/2, 61, 21, 37, 
2019/1/3, 50, 47, 48, 
2019/1/4, 99, 59, 49, 
2019/1/5, 149, 60, 55, 
2019/1/6, 151, 71, 38, 
2019/1/7, 162, 77, 41, 
2019/1/8, 165, 30, 40, 
2019/1/9, 76, 24, 33, 
2019/1/10, 55, 37, 49, 
2019/1/11, 76, 54, 54, 
2019/1/12, 122, 62, 44, 
2019/1/13, 153, 21, 37, 
2019/1/14, 55, 31, 43, 
2019/1/15, 61, 53, 70, 
2019/1/16, 97, 50, 29, 
2019/1/17, 114, 45, 29, 
2019/1/18, 104, 20, 27, 
2019/1/19, 63, 47, 33, 
2019/1/20, 117, 62, 40, 
2019/1/21, 109, 62, 43, 
2019/1/22, 154, 50, 39, 
2019/1/23, 119, 58, 39, 
2019/1/24, 155, 56, 44, 
2019/1/25, 137, 66, 51, 
2019/1/26, 158, 60, 28, 
2019/1/27, 155, 50, 32, 
2019/1/28, 119, 52, 43, 
2019/1/29, 122, 29, 28, 
2019/1/30, 78, 47, 30, 
2019/1/31, 114, 29, 37, 
2019/2/1, 80, 36, 29, 
2019/2/2, 93, 30, 28, 
2019/2/3, 87, 35, 47, 
2019/2/4, 89, 50, 48, 
2019/2/5, 102, 58, 55, 
2019/2/6, 122, 64, 61, 
2019/2/7, 151, 70, 77, 
2019/2/8, 152, 59, 48, 
2019/2/9, 144, 60, 36, 
2019/2/10, 154, 26, 33, 
2019/2/11, 70, 19, 36, 
2019/2/12, 50, 32, 34, 
2019/2/13, 55, 57, 57, 
2019/2/14, 124, 66, 46, 
2019/2/15, 154, 71, 39, 
2019/2/16, 160, 71, 44, 
2019/2/17, 159, 53, 37, 
2019/2/18, 114, 31, 30, 
2019/2/19, 70, 59, 33, 
2019/2/20, 144, 70, 43, 
2019/2/21, 158, 69, 46, 
2019/2/22, 154, 47, 38, 
2019/2/23, 95, 30, 27, 
2019/2/24, 70, 60, 52, 
2019/2/25, 132, 59, 50, 
2019/2/26, 109, 62, 53, 
2019/2/27, 122, 55, 58, 
2019/2/28, 117, 52, 40, 
2019/3/1, 107, 49, 40, 
2019/3/2, 97, 42, 35, 
2019/3/3, 87, 39, 45, 
2019/3/4, 76, 32, 39, 
2019/3/5, 65, 48, 34, 
2019/3/6, 91, 47, 33, 
2019/3/7, 87, 36, 30, 
2019/3/8, 72, 26, 32, 
2019/3/9, 42, 26, 25, 
2019/3/10, 50, 14, 38, 
2019/3/11, 34, 16, 34, 
2019/3/12, 34, 24, 38, 
2019/3/13, 46, 30, 37, 
2019/3/14, 63, 20, 31, 
2019/3/15, 34, 21, 20, 
2019/3/16, 30, 32, 22, 
2019/3/17, 55, 14, 33, 
2019/3/18, 30, , 25, 
2019/3/20, 61, 37, 37, 
2019/3/21, 72, 50, 42, 
2019/3/22, 95, 53, 50, 
2019/3/23, 114, 48, 48, 
2019/3/24, 97, 30, 32, 
2019/3/25, 68, 18, 27, 
2019/3/26, 42, 20, 26, 
2019/3/27, 50, 27, 28, 
2019/3/28, 50, 32, 34, 
2019/3/29, 65, 46, 37, 
2019/3/30, 93, 48, 41, 
2019/3/31, 95, 49, 46, 
2018/10/1, 53, 17, 33, 
2018/10/2, 25, 40, 39, 
2018/10/3, 82, 52, 43, 
2018/10/4, 107, 42, 41, 
2018/10/5, 78, 45, 36, 
2018/10/6, 95, 33, 28, 
2018/10/7, 78, 40, 33, 
2018/10/8, 93, 48, , 
2018/10/9, 112, 54, , 
2018/10/10, 80, 50, , 
2018/10/11, 112, 36, 33, 
2018/10/12, 91, 54, 36, 
2018/10/13, 132, 51, 44, 
2018/10/14, 127, 51, 36, 
2018/10/15, 117, 50, 39, 
2018/10/16, 114, 56, 37, 
2018/10/17, 132, 56, 42, 
2018/10/18, 142, 53, 44, 
2018/10/19, 109, 58, 43, 
2018/10/20, 134, 57, 37, 
2018/10/21, 139, 23, 38, 
2018/10/22, 42, 41, 37, 
2018/10/23, 82, 21, 32, 
2018/10/24, 42, 56, 33, 
2018/10/25, 107, 32, 28, 
2018/10/26, 55, 25, 19, 
2018/10/27, 59, 13, 18, 
2018/10/28, 34, 13, 19, 
2018/10/29, 38, 16, 32, 
2018/10/30, 17, 19, 28, 
2018/10/31, 46, 16, 23, 
2018/11/1, 38, 26, 25, 
2018/11/2, 53, 14, 24, 
2018/11/3, 34, 23, 21, 
2018/11/4, 50, 19, 33, 
2018/11/5, 46, 17, 22, 
2018/11/6, 42, 20, 31, 
2018/11/7, 55, 21, 33, 
2018/11/8, 59, 27, 30, 
2018/11/9, 72, 34, 25, 
2018/11/10, 82, 32, 24, 
2018/11/11, 80, 25, 25, 
2018/11/12, 55, 30, 20, 
2018/11/13, 72, 50, 27, 
2018/11/14, 93, 56, 27, 
2018/11/15, 117, 30, 25, 
2018/11/16, 72, 22, 29, 
2018/11/17, 59, 20, 26, 
2018/11/18, 46, 33, 32, 
2018/11/19, 78, 28, 23, 
2018/11/20, 76, 33, 22, 
2018/11/21, 82, 42, 34, 
2018/11/22, 97, 39, 30, 
2018/11/23, 97, 16, 23, 
2018/11/24, 50, 30, 21, 
2018/11/25, 55, 30, 32, 
2018/11/26, 65, 40, 31, 
2018/11/27, 87, 46, 36, 
2018/11/28, 91, 41, 28, 
2018/11/29, 68, 52, 28, 
2018/11/30, 122, 59, 33, 
2018/12/1, 151, 40, 24, 
2018/12/2, 151, 48, 39, 
2018/12/3, 154, , 43, 
2018/12/5, 153, 47, 28, 
2018/12/6, 132, 63, 39, 
2018/12/7, 158, 26, 41, 
2018/12/8, 65, 31, 29, 
2018/12/9, 82, 12, 29, 
2018/12/10, 25, 21, 41, 
2018/12/11, 50, 35, 41, 
2018/12/12, 76, 31, 34, 
2018/12/13, 70, 34, 36, 
2018/12/14, 57, 54, 34, 
2018/12/15, 137, 61, 33, 
2018/12/16, 156, 59, 30, 
2018/12/17, 139, 66, 42, 
2018/12/18, 157, 53, 37, 
2018/12/19, 134, 32, 29, 
2018/12/20, 87, 40, 27, 
2018/12/21, 97, 40, 30, 
2018/12/22, 97, 41, 26, 
2018/12/23, 104, 35, 38, 
2018/12/24, 97, 37, 29, 
2018/12/25, 93, 39, 23, 
2018/12/26, 107, 53, 31, 
2018/12/27, 142, 59, 46, 
2018/12/28, 152, 67, 54, 
2018/12/29, 157, 52, 38, 
2018/12/30, 129, , , 
2018/7/1, 61, 28, , 
2018/7/2, 59, 26, , 
2018/7/3, 59, 17, , 
2018/7/4, 55, 16, , 
2018/7/5, 46, 19, , 
2018/7/6, 42, 16, , 
2018/7/7, 57, 13, , 
2018/7/8, 30, 17, , 
2018/7/9, 38, 18, , 
2018/7/10, 50, 20, , 
2018/7/11, 30, , , 
2018/7/13, 55, 33, , 
2018/7/14, 68, 19, , 
2018/7/15, 50, 19, , 
2018/7/16, 42, 21, 21, 
2018/7/17, 53, 21, 28, 
2018/7/18, 46, 20, 28, 
2018/7/19, 46, 24, 29, 
2018/7/20, 61, 20, 28, 
2018/7/21, 46, 17, 17, 
2018/7/22, 38, 14, 26, 
2018/7/23, 42, 15, 41, 
2018/7/24, 46, 17, 42, 
2018/7/25, 38, 32, 41, 
2018/7/26, 78, 19, 43, 
2018/7/27, 46, 18, 18, 
2018/7/28, 50, 16, 20, 
2018/7/29, 53, 20, 37, 
2018/7/30, 55, 27, 40, 
2018/7/31, 61, 30, 42, 
2018/8/1, 65, 20, 34, 
2018/8/2, 50, 23, 34, 
2018/8/3, 61, 20, 19, 
2018/8/4, 57, 16, 23, 
2018/8/5, 46, 25, 36, 
2018/8/6, 57, 18, 22, 
2018/8/7, 38, 10, 24, 
2018/8/8, 25, 22, 26, 
2018/8/9, 50, 18, 18, 
2018/8/10, 38, 18, 19, 
2018/8/11, 85, 17, 14, 
2018/8/12, 53, 16, 17, 
2018/8/13, 38, 15, 17, 
2018/8/14, 34, 10, 13, 
2018/8/15, 34, 12, 22, 
2018/8/16, 42, 14, 21, 
2018/8/17, 25, 20, 17, 
2018/8/18, 21, 19, 18, 
2018/8/19, 46, 19, 21, 
2018/8/20, 53, 20, 21, 
2018/8/21, 42, 23, 26, 
2018/8/22, 34, 28, 27, 
2018/8/23, 61, 19, 40, 
2018/8/24, 59, 17, 15, 
2018/8/25, 53, 10, 17, 
2018/8/26, 38, 9, 30, 
2018/8/27, 9, 22, 39, 
2018/8/28, 50, 20, 33, 
2018/8/29, 46, 27, 31, 
2018/8/30, 55, 18, 26, 
2018/8/31, 53, 11, 20, 
2018/9/1, 30, 10, 17, 
2018/9/2, 25, 13, 25, 
2018/9/3, 25, 17, 25, 
2018/9/4, 34, 20, 33, 
2018/9/5, 50, 29, 35, 
2018/9/6, 65, 24, 28, 
2018/9/7, 61, 28, 27, 
2018/9/8, 68, 24, 32, 
2018/9/9, 59, 32, 34, 
2018/9/10, 50, , 36, 
2018/9/12, 82, 44, 33, 
2018/9/13, 82, 22, 28, 
2018/9/14, 63, 38, 25, 
2018/9/15, 72, 35, 27, 
2018/9/16, 76, 38, 27, 
2018/9/17, 68, 40, 31, 
2018/9/18, 80, 46, 28, 
2018/9/19, 87, 46, 54, 
2018/9/20, 89, 46, 58, 
2018/9/21, 93, 33, 27, 
2018/9/22, 63, 27, 22, 
2018/9/23, 53, 21, 35, 
2018/9/24, 30, 23, 25, 
2018/9/25, 42, 25, 30, 
2018/9/26, 42, 46, 57, 
2018/9/27, 72, 49, 65, 
2018/9/28, 70, 39, 45, 
2018/9/29, 68, 26, 21, 
2018/9/30, 46, 20, 28, 
2018/4/1, 34, 18, 29, 
2018/4/2, 34, 22, 37, 
2018/4/3, 13, 22, 35, 
2018/4/4, 53, 30, 29, 
2018/4/5, 74, 45, 30, 
2018/4/6, 95, 29, 27, 
2018/4/7, 99, 30, 26, 
2018/4/8, 74, 20, 33, 
2018/4/9, 55, 18, 29, 
2018/4/10, 59, 17, 32, 
2018/4/11, 46, 16, 32, 
2018/4/12, 38, 15, 33, 
2018/4/13, 46, 21, 33, 
2018/4/14, 57, 27, 26, 
2018/4/15, 65, 31, 31, 
2018/4/16, 61, 50, 29, 
2018/4/17, 74, 45, 40, 
2018/4/18, 68, 38, 35, 
2018/4/19, 76, 46, 41, 
2018/4/20, 85, 45, 36, 
2018/4/21, 91, 33, 24, 
2018/4/22, 70, 36, 33, 
2018/4/23, 68, 35, 27, 
2018/4/24, 63, 32, 19, 
2018/4/25, 57, 31, 27, 
2018/4/26, 59, 35, 26, 
2018/4/27, 59, 36, 24, 
2018/4/28, 65, 31, 19, 
2018/4/29, 65, 17, 16, 
2018/4/30, 34, 13, 17, 
2018/5/1, 13, 13, 30, 
2018/5/2, 38, 24, 25, 
2018/5/3, 53, 31, 32, 
2018/5/4, 61, 27, 27, 
2018/5/5, 55, 28, 25, 
2018/5/6, 61, 23, 28, 
2018/5/7, 50, 22, 30, 
2018/5/8, 46, 18, 31, 
2018/5/9, 50, , 43, 
2018/5/11, 61, 20, 30, 
2018/5/12, 53, 18, 27, 
2018/5/13, 42, 8, 29, 
2018/5/14, 17, 10, 26, 
2018/5/15, 17, 15, 25, 
2018/5/16, 38, 24, 35, 
2018/5/17, 61, 22, 31, 
2018/5/18, 55, 23, 29, 
2018/5/19, 59, 12, 20, 
2018/5/20, 21, 15, 27, 
2018/5/21, 30, 20, 30, 
2018/5/22, 61, 21, 28, 
2018/5/23, 61, 22, 27, 
2018/5/24, 57, 23, 32, 
2018/5/25, 57, 35, 38, 
2018/5/26, 78, 30, 30, 
2018/5/27, 59, 17, 27, 
2018/5/28, 50, 23, 34, 
2018/5/29, 59, 35, 29, 
2018/5/30, 72, 25, 20, 
2018/5/31, 59, 23, 22, 
2018/6/1, 46, 19, 16, 
2018/6/2, 38, 17, 14, 
2018/6/3, 38, 29, 29, 
2018/6/4, 63, 27, 21, 
2018/6/5, 59, 19, 22, 
2018/6/6, 38, 15, 21, 
2018/6/7, 34, 15, 30, 
2018/6/8, 38, 17, 17, 
2018/6/9, 34, 20, 15, 
2018/6/10, 42, 30, 29, 
2018/6/11, 57, 30, 31, 
2018/6/12, 53, 17, 23, 
2018/6/13, 34, 13, 23, 
2018/6/14, 21, 16, 25, 
2018/6/15, 38, 20, 25, 
2018/6/16, 46, 19, 19, 
2018/6/17, 57, 18, 34, 
2018/6/18, 46, 23, 36, 
2018/6/19, 53, 22, 34, 
2018/6/20, 61, 28, 33, 
2018/6/21, 61, 24, 29, 
2018/6/22, 38, 17, 21, 
2018/6/23, 34, 17, 15, 
2018/6/24, 38, 20, 28, 
2018/6/25, 42, 14, 26, 
2018/6/26, 25, 23, 32, 
2018/6/27, 53, 15, 26, 
2018/6/28, 30, 21, , 
2018/6/29, 46, 20, , 
2018/6/30, 53, 23, , 
2018/1/5, 137, 43, 34, 
2018/1/6, 119, 52, 27, 
2018/1/7, 109, 26, 29, 
2018/1/8, 59, 19, 31, 
2018/1/9, 38, 30, , 
2018/1/10, 78, 46, , 
2018/1/11, 102, 48, 31, 
2018/1/12, 99, 50, 33, 
2018/1/13, 109, 52, 27, 
2018/1/14, 132, 55, 31, 
2018/1/15, 142, 52, 30, 
2018/1/16, 129, 50, 40, 
2018/1/17, 117, 40, 45, 
2018/1/18, 87, 48, 55, 
2018/1/19, 93, 58, 42, 
2018/1/20, 139, 13, 33, 
2018/1/21, 42, 37, 37, 
2018/1/22, 82, 62, 49, 
2018/1/23, 152, 60, 36, 
2018/1/24, 147, 64, 44, 
2018/1/25, 153, 69, 33, 
2018/1/26, 154, 45, 27, 
2018/1/27, 112, 50, 31, 
2018/1/28, 109, 55, 37, 
2018/1/29, 132, 43, 40, 
2018/1/30, 97, 51, 35, 
2018/1/31, 114, 34, 28, 
2018/2/1, 65, 30, , 
2018/2/2, 76, 24, , 
2018/2/3, 74, 30, 41, 
2018/2/4, 80, 24, 34, 
2018/2/5, 70, 26, , 
2018/2/6, 68, 25, , 
2018/2/7, 70, 42, 30, 
2018/2/8, 76, 33, 36, 
2018/2/9, 74, 38, 31, 
2018/2/10, 91, 52, 30, 
2018/2/11, 97, 48, 31, 
2018/2/12, 114, 20, 38, 
2018/2/13, 55, 34, 39, 
2018/2/14, 76, 51, 35, 
2018/2/15, 109, 67, 45, 
2018/2/16, 156, 71, 34, 
2018/2/17, 124, 50, 30, 
2018/2/18, 122, 24, 29, 
2018/2/19, 63, 48, 36, 
2018/2/20, 104, 46, 36, 
2018/2/21, 104, 34, 34, 
2018/2/22, 85, 28, 33, 
2018/2/23, 78, 30, 32, 
2018/2/24, 91, 24, 32, 
2018/2/25, 57, 27, 41, 
2018/3/1, 151, 60, 42, 
2018/3/2, 157, 45, 41, 
2018/3/3, 117, 40, 36, 
2018/3/4, 102, 53, 41, 
2018/3/5, 132, 50, 38, 
2018/3/6, 129, 46, 36, 
2018/3/7, 114, , 42, 
2018/3/10, 30, 21, 27, 
2018/3/11, 61, 25, 29, 
2018/3/12, 63, 37, 43, 
2018/3/13, 89, 31, 45, 
2018/3/14, 65, 28, 37, 
2018/3/15, 65, 15, 35, 
2018/3/16, 38, 20, 31, 
2018/3/17, 57, 9, 32, 
2018/3/18, 34, 13, 30, 
2018/3/19, 59, 28, 34, 
2018/3/20, 72, 26, 37, 
2018/3/21, 72, 33, 38, 
2018/3/22, 78, 45, 41, 
2018/3/23, 99, 35, 33, 
2018/3/24, 80, 25, 29, 
2018/3/25, 70, 49, 45, 
2018/3/26, 116, 46, 41, 
2018/3/27, 107, 43, 36, 
2018/3/28, 89, 54, 33, 
2018/3/29, 124, 37, 23, 
2018/3/30, 89, 19, 24, 
2018/3/31, 53, 14, 30, 
2017/7/1, 17, 10, 25, 
2017/7/2, 13, 14, 33, 
2017/7/3, 17, 17, 28, 
2017/7/4, 25, 23, 30, 
2017/7/5, 38, 20, 35, 
2017/7/6, 30, 20, 27, 
2017/7/7, 34, 22, 28, 
2017/7/8, 38, 23, 24, 
2017/7/9, 34, 27, 27, 
2017/7/10, 46, 23, 26, 
2017/7/11, 34, 26, 31, 
2017/7/12, 42, 28, 36, 
2017/7/13, 50, 15, 27, 
2017/7/14, 21, 14, 25, 
2017/7/15, 17, 12, 17, 
2017/7/16, 17, 12, 30, 
2017/7/17, 21, 19, 40, 
2017/7/18, 25, 20, 40, 
2017/7/19, 30, 22, 33, 
2017/7/20, 30, 25, 39, 
2017/7/21, 50, 17, 17, 
2017/7/22, 30, 17, 14, 
2017/7/23, 34, 19, 25, 
2017/7/24, 30, 11, 37, 
2017/7/25, 17, 11, 28, 
2017/7/26, 9, 15, 36, 
2017/7/27, 21, 23, 23, 
2017/7/28, 34, 30, 22, 
2017/7/29, 25, 11, 16, 
2017/7/30, 21, 20, 32, 
2017/7/31, 30, 26, 42, 
2017/8/1, 13, , 36, 
2017/8/3, 74, 35, 30, 
2017/8/4, 65, 37, 29, 
2017/8/5, 74, 25, 28, 
2017/8/6, 63, 9, 21, 
2017/8/7, 17, 19, 20, 
2017/8/8, 50, 20, 22, 
2017/8/9, 55, 22, 26, 
2017/8/10, 55, 10, 20, 
2017/8/11, 25, 3, 20, 
2017/8/12, 9, 10, 26, 
2017/8/13, 25, 13, 21, 
2017/8/14, 30, 14, 18, 
2017/8/15, 30, 19, 23, 
2017/8/16, 46, 20, 21, 
2017/8/17, 34, 24, 25, 
2017/8/18, 57, 15, 14, 
2017/8/19, 38, 9, 17, 
2017/8/20, 17, 13, 25, 
2017/8/21, 21, 17, 23, 
2017/8/22, 38, 22, 22, 
2017/8/23, 50, 26, 26, 
2017/8/25, 57, 31, 35, 
2017/8/26, 34, 29, 22, 
2017/8/27, 63, 32, 36, 
2017/8/28, 65, 23, 28, 
2017/8/29, 46, 27, 37, 
2017/8/30, 57, 25, 25, 
2017/8/31, 55, 20, 27, 
2017/9/1, 50, 9, 24, 
2017/9/2, 13, 11, 43, 
2017/9/3, 30, 11, 43, 
2017/9/4, 30, , , 
2017/4/1, 71, 34, 25, 
2017/4/2, 88, 31, 43, 
2017/4/3, 70, 31, 43, 
2017/4/4, 73, 20, 32, 
2017/4/5, 59, 25, 39, 
2017/4/6, 60, 38, 33, 
2017/4/7, 81, 40, 44, 
2017/4/8, 90, 43, 38, 
2017/4/9, 91, 32, 36, 
2017/4/10, 80, 32, 29, 
2017/4/11, 74, 32, 28, 
2017/4/12, 70, 31, 24, 
