date, pm25, pm10, o3, no2, so2, co, aqi
2019/11/7, 82, 73, 31, 19, 9, 6, 
2019/11/8, 128, 125, 47, 23, 8, 10, 
2019/11/9, 206, 77, 28, 16, 5, 5, 
2019/11/10, 102, 65, 30, 23, 9, 6, 
2019/11/11, 78, 101, 29, 33, 17, 9, 
2019/11/12, 151, 71, 24, 15, 6, 2, 
2019/11/13, 74, 77, 15, 20, 14, 2, 
2019/11/14, 100, 95, 17, 25, 12, 8, 
2019/11/15, 155, 54, 16, 16, 6, 3, 
2019/11/16, 97, 77, 16, 14, 6, 3, 
2019/11/17, 123, 97, 21, 7, 8, , 
2019/11/18, 78, 107, 18, 21, 14, , 
2019/11/19, 129, 115, 9, 32, 22, , 
2019/11/20, 160, 103, 11, 30, 16, , 
2019/11/21, 165, 76, 21, 21, 12, , 
2019/11/22, 149, 133, 4, 40, 11, , 
2019/11/23, 207, 54, 22, 14, 7, , 
2019/11/24, 70, 20, 23, 13, 8, , 
2019/11/25, 38, 58, 18, 22, 17, 7, 
2019/11/26, 114, 42, 21, 17, 11, , 
2019/11/27, 74, 35, 25, 17, 16, 1, 
2019/11/28, 69, 58, 20, 23, 23, 6, 
2019/11/29, 128, 84, 10, 27, 20, , 
2019/11/30, 171, 51, 20, 24, 13, , 
2019/12/1, 111, 44, 21, 18, 12, , 
2019/12/2, 74, 64, 15, 26, 19, , 
2019/12/3, 128, 67, 12, 27, 22, , 
2019/12/4, 148, 38, 19, 18, 13, 1, 
2019/12/5, 95, 47, 19, 17, 13, 7, 
2019/12/6, 112, 102, 4, 22, 7, 9, 
2019/12/7, 198, 99, 10, 21, 6, 10, 
2019/12/8, 183, 119, 7, 23, 6, 16, 
2019/12/9, 206, 101, 7, 23, 8, 17, 
2019/12/10, 191, 73, 16, 22, 11, 11, 
2019/12/11, 133, 54, 18, 23, 19, 12, 
2019/12/12, 102, 86, 12, 30, 17, 11, 
2019/12/13, 157, 33, 17, 21, 13, 5, 
2019/12/14, 66, 75, 4, 27, 25, 11, 
2019/12/15, 151, 61, 4, 25, 9, 10, 
2019/12/16, 157, 46, 20, 17, 8, 8, 
2019/12/17, 101, 41, 15, 21, 16, 9, 
2019/12/18, 78, 46, 17, 18, 16, 7, 
2019/12/19, 92, 52, 16, 22, 17, 11, 
2019/12/20, 103, 129, 8, 26, 15, 14, 
2019/12/21, 217, 150, 7, 24, 11, 16, 
2019/12/22, 230, 119, 13, 25, 10, 19, 
2019/12/23, 212, 67, 11, 22, 15, 10, 
2019/12/24, 144, 105, 3, 26, 17, 16, 
2019/12/25, 184, 74, 17, 23, 16, 10, 
2019/12/26, 134, 75, 14, 22, 15, 9, 
2019/12/27, 133, 81, 14, 24, 17, 10, 
2019/12/28, 160, 87, 8, 26, 15, 10, 
2019/12/29, 171, , , , , , 
2019/7/1, 64, 74, 122, 8, 7, 5, 
2019/7/2, 93, 65, 106, 10, 4, 2, 
2019/7/3, 82, 77, 126, 8, 6, 4, 
2019/7/4, 120, 85, 96, 7, 5, 3, 
2019/7/5, 97, 31, 51, 5, 2, 2, 
2019/7/6, 69, 34, 51, 4, 3, 2, 
2019/7/7, 87, 49, 69, 8, 4, 3, 
2019/7/8, 117, 65, 82, 17, 5, 5, 
2019/7/9, 132, 44, 48, 9, 3, 4, 
2019/7/10, 108, 60, 74, 10, 3, 3, 
2019/7/11, 139, 66, 97, 8, 7, 4, 
2019/7/12, 134, 68, 101, 9, 5, 4, 
2019/7/13, 129, 73, 83, 10, 5, 4, 
2019/7/14, 132, 66, 88, 7, 6, 4, 
2019/7/15, 120, 62, 79, 9, 7, 4, 
2019/7/16, 103, 84, 65, 10, 4, 4, 
2019/7/17, 157, 90, 94, 10, 4, 5, 
2019/7/18, 162, 65, 72, 9, 5, 3, 
2019/7/19, 109, 66, 51, 12, 6, 3, 
2019/7/20, 110, 60, 68, 13, 3, 3, 
2019/7/21, 101, 77, 89, 9, 4, 6, 
2019/7/22, 137, 58, 59, 6, 3, 4, 
2019/7/23, 109, 58, 66, 10, 3, 4, 
2019/7/24, 94, 69, 64, 9, 3, 4, 
2019/7/25, 119, 73, 85, 7, 3, 5, 
2019/7/26, 131, 79, 85, 9, 4, 6, 
2019/7/27, 135, 46, 60, 7, 3, 2, 
2019/7/28, 66, 24, 35, 6, 3, 3, 
2019/7/29, 61, 32, 51, 5, 3, 2, 
2019/7/30, 67, 45, 70, 8, 3, 3, 
2019/7/31, 92, 50, 60, 6, 3, 2, 
2019/8/1, 79, 22, 46, 6, 3, 3, 
2019/8/2, 52, 43, 59, 7, 4, 5, 
2019/8/3, 95, 40, 42, 7, 3, 3, 
2019/8/4, 91, 46, 41, 9, 4, 3, 
2019/8/5, 117, 37, 43, 9, 4, 4, 
2019/8/6, 92, 38, 36, 9, 3, 4, 
2019/8/7, 96, 44, 51, 8, 5, 5, 
2019/8/8, 103, 51, 66, 9, 4, 5, 
2019/8/9, 124, 22, 43, 5, 3, 3, 
2019/8/10, 64, 9, 15, 5, 4, 2, 
2019/8/11, 38, 9, 31, 3, 3, 2, 
2019/8/12, 34, 18, 32, 6, 4, 13, 
2019/8/13, 34, 38, 57, 10, 5, 4, 
2019/8/14, 65, 45, 60, 10, 5, 6, 
2019/8/15, 83, 24, 61, 7, 4, 3, 
2019/8/16, 47, 38, 44, 15, 5, 3, 
2019/8/17, 49, 44, 71, 14, 5, 4, 
2019/8/18, 61, 53, 99, 8, 7, 5, 
2019/8/19, 99, 58, 68, 9, 11, 8, 
2019/8/20, 99, 63, 81, 16, 5, 5, 
2019/8/21, 109, 65, 69, 19, 5, 6, 
2019/8/22, 106, 49, 70, 16, 5, 6, 
2019/8/23, 74, 55, 69, 13, 7, 11, 
2019/8/24, 98, 49, 65, 11, 7, 8, 
2019/8/25, 96, 62, 51, 12, 4, 7, 
2019/8/26, 139, 70, 66, 14, 3, 7, 
2019/8/27, 134, 55, 47, 13, 3, 5, 
2019/8/28, 68, 43, 48, 14, 4, 4, 
2019/8/29, 32, 54, 8, 28, 4, 3, 
2019/8/30, 55, 40, 78, 15, 5, 20, 
2019/8/31, 46, 59, 97, 16, 9, 6, 
2019/9/1, 95, 82, 90, 20, 4, 4, 
2019/9/2, 133, 73, 90, 15, 6, 5, 85
2019/9/3, 119, 60, 61, 12, 9, 6, 70
2019/9/4, 100, 68, 102, 15, 5, 5, 100
2019/9/5, 125, 74, 87, 14, 6, 4, 90
2019/9/6, 131, 80, 95, 18, 5, 4, 106
2019/9/7, 127, 73, 99, 12, 5, 4, 96
2019/9/8, 128, 99, 73, 8, 3, 8, 
2019/9/9, 170, 62, 33, 6, 3, 3, 
2019/9/10, 76, 42, 22, 15, 4, 4, 
2019/9/11, 52, 23, 26, 11, 2, 3, 
2019/9/12, 44, 41, 30, 10, 2, 4, 
2019/9/13, 82, 49, 36, 16, 6, 6, 
2019/9/14, 92, 38, 34, 18, 4, 4, 
2019/9/15, 52, 45, 43, 11, 4, 3, 
2019/9/16, 76, 53, 36, 16, 6, 3, 
2019/9/17, 75, 45, 35, 11, 5, 4, 
2019/9/18, 67, 29, 32, 14, 6, 5, 
2019/9/19, 31, 78, 36, 22, 8, 6, 
2019/9/20, 128, 83, 87, 16, 6, 6, 
2019/9/21, 154, 66, 68, 17, 7, 6, 
2019/9/22, 118, 63, 88, 24, 5, 5, 
2019/9/23, 97, 63, 66, 21, 5, 5, 
2019/9/24, 104, 59, 64, 14, 8, 6, 
2019/9/25, 97, 55, 83, 16, 10, 7, 
2019/9/26, 92, 59, 76, 16, 8, 7, 
2019/9/27, 108, 83, 88, 16, 6, 5, 
2019/9/28, 138, 82, 97, 13, 5, 4, 
2019/9/29, 131, 71, 88, 11, 6, 5, 
2019/9/30, 129, 65, 81, 12, 6, 5, 
2019/4/1, 70, 52, 47, 13, 13, 10, 
2019/4/2, 102, 55, 60, 15, 11, 8, 
2019/4/3, 102, 102, 83, 11, 9, 8, 
2019/4/4, 163, 217, 63, 12, 7, 7, 
2019/4/5, 125, 87, 43, 9, 6, 7, 
2019/4/6, 76, 64, 66, 14, 11, 8, 
2019/4/7, 87, 52, 38, 8, 8, 8, 
2019/4/8, 63, 21, 29, 7, 3, 6, 
2019/4/9, 58, 47, 45, 13, 6, 5, 
2019/4/10, 118, 55, 42, 14, 7, 5, 
2019/4/11, 134, 74, 49, 16, 7, 5, 
2019/4/12, 150, 89, 24, 18, 9, 8, 
2019/4/13, 175, 51, 44, 14, 5, 4, 
2019/4/14, 60, 64, 55, 14, 8, 5, 
2019/4/15, 82, 62, 61, 12, 9, 6, 
2019/4/16, 139, 87, 59, 10, 11, 3, 
2019/4/17, 135, 100, 41, 12, 5, 2, 
2019/4/18, 86, 46, 35, 11, 6, 4, 
2019/4/19, 45, 56, 35, 18, 10, 7, 
2019/4/20, 94, 58, 46, 15, 8, 9, 
2019/4/21, 127, 79, 74, 17, 11, 10, 
2019/4/22, 162, 44, 30, 13, 7, 6, 
2019/4/23, 115, 94, 36, 12, 8, 4, 
2019/4/24, 108, 23, 37, 10, 4, 44, 
2019/4/25, 47, 28, 44, 12, 4, 6, 
2019/4/26, 73, 41, 31, 18, 7, 14, 
2019/4/27, 91, 43, 53, 14, 6, 5, 
2019/4/28, 104, 68, 68, 14, 7, 6, 
2019/4/29, 156, 83, 43, 18, 6, 5, 
2019/4/30, 109, 44, 51, 18, 9, 6, 
2019/5/1, 73, 63, 67, 18, 10, 7, 
2019/5/2, 85, 66, 76, 13, 13, 2, 
2019/5/3, 125, 64, 66, 11, 12, 3, 
2019/5/4, 110, 75, 35, 16, 7, 2, 
2019/5/5, 90, 47, 46, 17, 7, 3, 
2019/5/6, 67, 61, 58, 18, 8, 5, 
2019/5/7, 79, 65, 51, 15, 10, 6, 
2019/5/8, 107, 59, 68, 16, 8, 6, 
2019/5/9, 110, 143, 72, 14, 11, 7, 
2019/5/10, 133, 54, 92, 13, 11, 9, 
2019/5/11, 134, 87, 69, 13, 9, 7, 
2019/5/12, 151, 68, 47, 10, 6, 8, 
2019/5/13, 44, 113, 71, 13, 10, 6, 
2019/5/14, 119, 86, 70, 11, 9, 3, 
2019/5/15, 135, 70, 82, 10, 8, 2, 
2019/5/16, 156, 50, 64, 7, 8, 1, 
2019/5/17, 117, 41, 55, 9, 7, 3, 
2019/5/18, 96, 84, 44, 11, 5, , 
2019/5/19, 92, 47, 41, 14, 7, 2, 
2019/5/20, 45, 52, 78, 14, 8, 13, 
2019/5/21, 64, 57, 63, 17, 9, 2, 
2019/5/22, 80, 70, 89, 21, 11, 3, 
2019/5/23, 91, 67, 87, 9, 11, 4, 
2019/5/24, 97, 66, 85, 9, 9, 5, 
2019/5/25, 126, 81, 50, 7, 6, 9, 
2019/5/26, 112, 26, 45, 11, 4, 1, 
2019/5/27, 36, 47, 65, 18, 7, 7, 
2019/5/28, 54, 45, 79, 13, 7, 6, 
2019/5/29, 77, 45, 87, 12, 7, 7, 
2019/5/30, 74, 36, 51, 13, 5, 4, 
2019/5/31, 42, 58, 82, 10, 13, 3, 
2019/6/1, 79, 74, 109, 8, 9, 4, 
2019/6/2, 113, 75, 84, 7, 7, 2, 
2019/6/3, 91, 81, 65, 15, 8, 4, 
2019/6/4, 143, 70, 65, 10, 6, 4, 
2019/6/5, 146, 58, 60, 8, 5, 3, 
2019/6/6, 102, 66, 95, 9, 6, 4, 
2019/6/7, 113, 54, 86, 9, 4, 3, 
2019/6/8, 81, 55, 55, 7, 4, 4, 
2019/6/9, 64, 62, 91, 10, 5, 4, 
2019/6/10, 85, 74, 112, 8, 9, 5, 
2019/6/11, 97, 100, 105, 10, 7, 4, 
2019/6/12, 101, 102, 107, 15, 6, 5, 
2019/6/13, 126, 80, 118, 12, 5, 5, 
2019/6/14, 126, 73, 95, 7, 5, 4, 
2019/6/15, 112, 62, 45, 4, 3, 1, 
2019/6/16, 36, 55, 94, 10, 4, 3, 
2019/6/17, 80, 83, 115, 13, 6, 4, 
2019/6/18, 143, 75, 111, 8, 4, 4, 
2019/6/19, 140, 83, 105, 12, 4, 5, 
2019/6/20, 154, 73, 94, 8, 3, 4, 
2019/6/21, 136, 45, 92, 9, 5, 3, 
2019/6/22, 67, 56, 105, 8, 8, 5, 
2019/6/23, 90, 68, 115, 8, 7, 6, 
2019/6/24, 111, 72, 114, 8, 6, 5, 
2019/6/25, 126, 64, 104, 8, 7, 5, 
2019/6/26, 104, 65, 112, 7, 6, 4, 
2019/6/27, 114, 78, 87, 11, 4, 4, 
2019/6/28, 145, 68, 98, 8, 4, 3, 
2019/6/29, 131, 46, 68, 10, 5, 3, 
2019/6/30, 43, 48, 77, 9, 6, 3, 
2019/1/1, 174, 91, 18, 28, 41, 22, 
2019/1/2, 177, 117, 15, 35, 43, 21, 
2019/1/3, 204, 96, 17, 33, 28, 21, 
2019/1/4, 167, 45, 20, 22, 24, 14, 
2019/1/5, 104, 65, 11, 28, 39, 22, 
2019/1/6, 144, 88, 12, 33, 41, 28, 
2019/1/7, 170, 51, 21, 20, 22, 13, 
2019/1/8, 90, 51, 19, 20, 34, 14, 
2019/1/9, 108, 91, 8, 21, 19, 15, 
2019/1/10, 179, 96, 16, 20, 17, 14, 
2019/1/11, 188, 138, 10, 22, 16, 22, 
2019/1/12, 234, 138, 11, 21, 13, 23, 
2019/1/13, 234, 166, 14, 30, 27, 30, 
2019/1/14, 277, 90, 24, 11, 15, 8, 
2019/1/15, 65, 57, 20, 18, 24, 11, 
2019/1/16, 100, 90, 12, 24, 31, 16, 
2019/1/17, 159, 101, 22, 27, 28, 17, 
2019/1/18, 174, 89, 16, 26, 28, 21, 
2019/1/19, 152, 60, 22, 20, 31, 17, 
2019/1/20, 114, 76, 20, 21, 26, 14, 
2019/1/21, 136, 90, 16, 26, 36, 8, 
2019/1/22, 158, 77, 23, 25, 29, 4, 
2019/1/23, 139, 88, 12, 30, 27, 9, 
2019/1/24, 165, 51, 23, 16, 13, 8, 
2019/1/25, 88, 64, 25, 18, 27, 16, 
2019/1/26, 131, 97, 12, 23, 28, 16, 
2019/1/27, 163, 67, 21, 17, 21, 12, 
2019/1/28, 110, 102, 23, 20, 28, 11, 
2019/1/29, 173, 113, 23, 17, 19, 13, 
2019/1/30, 154, 35, 23, 8, 11, 7, 
2019/1/31, 58, 79, 31, 9, 14, 10, 
2019/2/1, 145, 83, 23, 9, 13, 12, 
2019/2/2, 173, 102, 23, 12, 16, 14, 
2019/2/3, 177, 129, 39, 10, 26, 14, 
2019/2/4, 191, 274, 22, 11, 22, 18, 
2019/2/5, 313, 69, 23, 1, 6, 6, 
2019/2/6, 123, 36, 29, 3, 7, 7, 
2019/2/7, 50, 36, 27, 9, 21, 12, 
2019/2/8, 74, 44, 24, 10, 19, 11, 
2019/2/9, 94, 44, 24, 11, 21, 12, 
2019/2/10, 99, 83, 20, 10, 10, 8, 
2019/2/11, 173, 77, 20, 11, 11, , 
2019/2/12, 151, 40, 21, 9, 7, , 
2019/2/13, 97, 28, 23, 7, 9, , 
2019/2/14, 84, 57, 34, 11, 13, , 
2019/2/15, 149, 36, 30, 15, 17, , 
2019/2/16, 86, 63, 33, 25, 26, , 
2019/2/17, 140, 61, 18, 18, 14, 10, 
2019/2/18, 140, 90, 16, 14, 9, 3, 
2019/2/19, 183, 122, 29, 18, 15, 9, 
2019/2/20, 213, 98, 41, 20, 14, 18, 
2019/2/21, 190, 122, 48, 33, 29, 20, 
2019/2/22, 221, 149, 51, 33, 32, 6, 
2019/2/23, 248, 108, 55, 27, 23, , 
2019/2/24, 192, 91, 35, 22, 14, , 
2019/2/25, 168, 78, 31, 24, 23, , 
2019/2/26, 149, 146, 34, 27, 21, , 
2019/2/27, 235, 99, 41, 25, 17, , 
2019/2/28, 179, 93, 46, 22, 18, , 
2019/3/1, 177, 110, 62, 27, 17, , 
2019/3/2, 189, 104, 48, 18, 11, , 
2019/3/3, 178, 85, 36, 14, 10, , 
2019/3/4, 165, 91, 30, 19, 14, , 
2019/3/5, 169, 65, 35, 10, 6, , 
2019/3/6, 59, 49, 38, 13, 7, , 
2019/3/7, 87, 67, 41, 17, 9, , 
2019/3/8, 128, 66, 44, 16, 10, , 
2019/3/9, 141, 88, 57, 18, 16, , 
2019/3/10, 168, 54, 34, 15, 7, , 
2019/3/11, 104, 26, 32, 10, 5, , 
2019/3/12, 33, 46, 33, 16, 8, , 
2019/3/13, 77, 42, 34, 19, 10, , 
2019/3/14, 82, 47, 34, 14, 7, , 
2019/3/15, 63, 66, 37, 16, 10, , 
2019/3/16, 118, 64, 42, 16, 13, , 
2019/3/17, 121, 88, 48, 12, 10, , 
2019/3/18, 152, 67, 55, 9, 8, , 
2019/3/19, 131, 62, 60, 12, 8, , 
2019/3/20, 133, 41, 34, 6, 4, , 
2019/3/21, 50, 51, 38, 17, 8, , 
2019/3/22, 86, 31, 37, 6, 4, , 
2019/3/23, 44, 64, 39, 14, 10, , 
2019/3/24, 99, 67, 42, 13, 8, , 
2019/3/25, 123, 91, 45, 16, 13, , 
2019/3/26, 149, 89, 44, 15, 8, , 
2019/3/27, 146, 33, 33, 4, 4, , 
2019/3/28, 36, 48, 40, 12, 8, 1, 
2019/3/29, 76, 42, 36, 6, 3, 4, 
2019/3/30, 29, 43, 40, 15, 9, 7, 
2019/3/31, 61, 43, 40, 12, 9, 8, 
2018/10/1, 66, 50, 48, 22, 7, 3, 64
2018/10/2, 91, 62, 69, 23, 7, 4, 89
2018/10/3, 109, 71, 93, 21, 17, 8, 96
2018/10/4, 138, 69, 105, 15, 13, 8, 110
2018/10/5, 131, 67, 31, 18, 6, 5, 81
2018/10/6, 94, 43, 37, 16, 8, 6, 50
2018/10/7, 71, 83, 43, 21, 10, 10, 100
2018/10/8, 139, 48, 29, 11, 3, 6, 60
2018/10/9, 56, 42, 29, 16, 6, 6, 53
2018/10/10, 74, 50, 34, 21, 6, 4, 69
2018/10/11, 99, 68, 48, 18, 9, 5, 94
2018/10/12, 127, 87, 67, 18, 11, 6, 110
2018/10/13, 151, 78, 58, 20, 12, 5, 113
2018/10/14, 151, 74, 57, 20, 13, 4, 102
2018/10/15, 155, 84, 28, 18, 3, 10, 145
2018/10/16, 167, 47, 32, 15, 4, 5, 65
2018/10/17, 96, 46, 40, 14, 8, 6, 60
2018/10/18, 88, 49, 54, 15, 11, 4, 61
2018/10/19, 103, 79, 49, 24, 18, , 
2018/10/20, 153, 80, 29, 23, 11, , 
2018/10/21, 156, 88, 33, 20, 9, , 
2018/10/22, 157, 60, 27, 15, 6, , 
2018/10/23, 74, 82, 41, 19, 12, , 
2018/10/24, 142, 102, 34, 21, 7, , 
2018/10/25, 175, 77, 25, 16, 4, , 
2018/10/26, 98, 48, 22, 17, 5, , 
2018/10/27, 69, 54, 30, 15, 5, 3, 51
2018/10/28, 70, 31, 26, 13, 5, 6, 33
2018/10/29, 62, 45, 27, 18, 10, 1, 38
2018/10/30, 87, 62, 29, 23, 17, , 
2018/10/31, 122, 76, 46, 22, 14, , 
2018/11/1, 153, 87, 57, 17, 16, , 
2018/11/2, 165, 67, 46, 11, 8, , 
2018/11/3, 133, 73, 27, 17, 7, , 
2018/11/4, 153, 38, 10, 13, 3, , 
2018/11/5, 101, 49, 10, 16, 4, , 
2018/11/6, 93, 50, 22, 16, 8, , 
2018/11/7, 98, 48, 24, 12, 6, , 
2018/11/8, 115, 74, 18, 20, 7, , 
2018/11/9, 159, 64, 19, 26, 10, , 
2018/11/10, 117, 51, 26, 19, 8, , 
2018/11/11, 116, 69, 38, 18, 12, , 
2018/11/12, 157, 97, 40, 23, 14, , 
2018/11/13, 185, 120, 29, 29, 7, 7, 217
2018/11/14, 210, 103, 11, 27, 9, 10, 183
2018/11/15, 193, 37, 18, 19, 9, 9, 63
2018/11/16, 96, 56, 17, 23, 13, 11, 100
2018/11/17, 128, 72, 16, 23, 13, 12, 103
2018/11/18, 151, 85, 22, 23, 12, 15, 121
2018/11/19, 169, 83, 19, 27, 9, 14, 115
2018/11/20, 166, 58, 18, 20, 8, 12, 80
2018/11/21, 127, 74, 18, 18, 10, 8, 107
2018/11/22, 158, 95, 19, 20, 13, 12, 139
2018/11/23, 176, 108, 23, 22, 19, 18, 161
2018/11/24, 185, 134, 28, 26, 18, 15, 221
2018/11/25, 221, 148, 27, 21, 15, 14, 258
2018/11/26, 257, 172, 20, 18, 7, 12, 206
2018/11/27, 178, 151, 9, 27, 26, 16, 155
2018/11/28, 155, 109, 19, 16, 11, 12, 112
2018/11/29, 131, 119, 17, 24, 27, 20, 132
2018/11/30, 157, 125, 18, 27, 18, 21, 154
2018/12/1, 180, 133, 3, 27, 12, 26, 199
2018/12/2, 214, 161, 21, 19, 9, 15, 183
2018/12/3, 159, 79, 19, 18, 14, 12, 81
2018/12/4, 108, 70, 10, 17, 11, 11, 84
2018/12/5, 108, 49, 25, 13, 7, 11, 65
2018/12/6, 78, 39, 20, 18, 17, 12, 52
2018/12/7, 73, 48, 25, 17, 23, 13, 77
2018/12/8, 101, 49, 23, 20, 26, 14, 79
2018/12/9, 107, 83, 10, 31, 36, 26, 114
2018/12/10, 165, 74, 13, 25, 23, 13, 100
2018/12/11, 137, 85, 15, 26, 29, 16, 128
2018/12/12, 160, 78, 22, 24, 25, 16, 115
2018/12/13, 130, 41, 25, 18, 22, 11, 61
2018/12/14, 87, 93, 20, 28, 19, 14, 123
2018/12/15, 170, 116, 9, 25, 29, 19, 167
2018/12/16, 187, 88, 16, 23, 26, 18, 124
2018/12/17, 151, 92, 15, 26, 28, 13, 131
2018/12/18, 166, 77, 14, 27, 26, 14, 114
2018/12/19, 156, 85, 17, 29, 33, 17, 124
2018/12/20, 157, 106, 8, 29, 30, 21, 163
2018/12/21, 188, 89, 13, 29, 38, 19, 135
2018/12/22, 162, 53, 23, 15, 18, 9, 68
2018/12/23, 70, 51, 17, 19, 18, 10, 71
2018/12/24, 101, 79, 15, 24, 18, 13, 99
2018/12/25, 135, 38, 21, 16, 11, 7, 41
2018/12/26, 69, 37, 21, 13, 10, 9, 40
2018/12/27, 56, 45, 20, 18, 22, 14, 60
2018/12/28, 88, 53, 19, 24, 31, 14, 84
2018/12/29, 117, 71, 18, 33, 45, 25, 115
2018/12/30, 151, , , , , , 
2018/7/1, 98, 48, 104, 6, 7, 8, 88
2018/7/2, 109, 60, 110, 7, 18, 9, 102
2018/7/3, 123, 58, 110, 10, 9, 9, 99
2018/7/4, 125, 59, 121, 11, 5, 8, 103
2018/7/5, 127, 61, 109, 6, 5, 10, 110
2018/7/6, 148, 56, 111, 6, 6, 9, 102
2018/7/7, 130, 54, 47, 8, 4, 9, 89
2018/7/8, 135, 39, 34, 9, 6, 9, 62
2018/7/9, 107, 20, 49, 4, 4, 6, 36
2018/7/10, 68, 51, 58, 10, 6, 8, 91
2018/7/11, 123, 70, 74, 11, 4, 8, 108
2018/7/12, 156, 27, 29, 9, 4, 12, 47
2018/7/13, 86, 16, 32, 8, 3, 8, 40
2018/7/14, 66, 34, 78, 7, 3, 8, 71
2018/7/15, 99, 50, 68, 5, 4, 10, 92
2018/7/16, 118, 50, 80, 8, 4, 8, 93
2018/7/17, 115, 52, 78, 7, 5, 9, 77
2018/7/18, 121, 52, 95, 7, 5, 8, 101
2018/7/19, 116, 55, 97, 6, 5, 8, 91
2018/7/20, 125, 54, 104, 7, 5, 11, 92
2018/7/21, 122, 63, 102, 9, 5, 12, 108
2018/7/22, 144, 35, 36, 7, 6, 6, 47
2018/7/23, 89, 15, 46, 5, 3, 6, 28
2018/7/24, 56, 49, 71, 8, 4, 8, 84
2018/7/25, 121, 43, 91, 11, 4, 11, 91
2018/7/26, 105, 49, 66, 4, 3, 7, 76
2018/7/27, 142, 41, 46, 7, 4, 7, 81
2018/7/28, 121, 37, 58, 9, 4, 6, 79
2018/7/29, 121, 47, 69, 6, 5, 7, 113
2018/7/30, 154, 49, 71, 10, 4, 6, 91
2018/7/31, 132, 55, 98, 16, 4, 9, 95
2018/8/1, 122, 54, 81, 8, 6, 25, 93
2018/8/2, 131, 56, 127, 10, 7, 11, 101
2018/8/3, 120, 41, 69, 8, 6, 14, 63
2018/8/4, 98, 45, 83, 6, 6, 12, 86
2018/8/5, 113, 37, 53, 5, 4, 2, 72
2018/8/6, 108, 43, 48, 10, 5, 4, 78
2018/8/7, 117, 18, 49, 6, 3, 3, 37
2018/8/8, 70, 28, 69, 8, 4, 4, 56
2018/8/9, 79, 42, 87, 11, 5, 7, 70
2018/8/10, 91, 56, 90, 9, 7, 7, 101
2018/8/11, 126, 45, 88, 10, 7, 7, 78
2018/8/12, 93, 53, 103, 14, 8, 13, 93
2018/8/13, 120, 11, 25, 6, 5, 9, 18
2018/8/14, 41, 20, 35, 8, 4, 3, 28
2018/8/15, 63, 25, 49, 9, 6, 1, 34
2018/8/16, 58, 35, 76, 16, 9, 3, 51
2018/8/17, 69, 34, 34, 12, 7, 3, 49
2018/8/18, 79, 10, 21, 5, 4, 2, 17
