date, pm10, no2
2019/1/25, 27, 37
2019/1/26, 36, 23
2019/1/27, 19, 19
2019/1/28, 10, 26
2019/1/29, 18, 18
2019/1/30, 10, 33
2019/1/31, 20, 23
2019/2/1, 18, 38
2019/2/2, 19, 23
2019/2/3, 12, 25
2019/2/4, 10, 35
2019/2/5, 12, 41
2019/2/6, 15, 40
2019/2/7, 17, 38
2019/2/8, 14, 30
2019/2/9, 14, 17
2019/2/10, 13, 17
2019/2/11, 9, 23
2019/2/12, 12, 38
2019/2/13, 30, 43
2019/2/14, 31, 45
2019/2/15, 27, 43
2019/2/16, 27, 33
2019/2/17, 24, 37
2019/2/18, 29, 33
2019/2/19, 28, 38
2019/2/20, 45, 36
2019/2/21, 32, 35
2019/2/22, 34, 33
2019/2/23, 32, 27
2019/2/24, 27, 29
2019/2/25, 27, 34
2019/2/26, 26, 36
2019/2/27, 29, 25
2019/2/28, 22, 29
2019/3/1, 22, 26
2019/3/2, 18, 20
2019/3/3, 17, 18
2019/3/4, 15, 17
2019/3/5, 10, 24
2019/3/6, 23, 17
2019/3/7, 12, 20
2019/3/8, 15, 28
2019/3/9, 19, 17
2019/3/10, 8, 13
2019/3/11, 6, 28
2019/3/12, 20, 14
2019/3/13, 12, 23
2019/3/14, 13, 31
2019/3/15, 20, 23
2019/3/16, 14, 17
2019/3/17, 20, 12
2019/3/18, 12, 16
2019/3/19, 15, 19
2019/3/20, 16, 24
2019/3/21, 20, 30
2019/3/22, 18, 25
2019/3/23, 18, 18
2019/3/24, 15, 16
2019/3/25, 21, 15
2019/3/26, 10, 19
2019/3/27, 16, 17
2019/3/28, 19, 25
2019/3/29, 18, 25
2019/3/30, 16, 19
2019/3/31, 14, 20
2018/10/1, 11, 19
2018/10/2, 15, 17
2018/10/3, 18, 15
2018/10/4, 21, 18
2018/10/5, 22, 20
2018/10/6, 19, 20
2018/10/7, 17, 10
2018/10/8, 21, 20
2018/10/9, 20, 22
2018/10/10, 17, 20
2018/10/11, 15, 20
2018/10/12, 13, 18
2018/10/13, 13, 8
2018/10/14, 14, 14
2018/10/15, 16, 16
2018/10/16, 17, 26
2018/10/17, 21, 31
2018/10/18, 23, 29
2018/10/19, 24, 24
2018/10/20, 20, 18
2018/10/21, 17, 20
2018/10/22, 23, 20
2018/10/23, 23, 24
2018/10/24, 17, 25
2018/10/25, 8, 31
2018/10/26, 24, 25
2018/10/27, 11, 13
2018/10/28, 9, 12
2018/10/29, 7, 18
2018/10/30, 12, 13
2018/10/31, 13, 14
2018/11/1, 8, 23
2018/11/2, 12, 14
2018/11/3, 14, 13
2018/11/4, 17, 18
2018/11/5, 17, 21
2018/11/6, 16, 20
2018/11/7, 12, 18
2018/11/8, 12, 20
2018/11/9, 16, 20
2018/11/10, 13, 11
2018/11/11, 11, 11
2018/11/12, 8, 20
2018/11/13, 16, 22
2018/11/14, 15, 27
2018/11/15, 17, 28
2018/11/16, 20, 14
2018/11/17, 17, 16
2018/11/18, 21, 19
2018/11/19, 19, 21
2018/11/20, 3, 26
2018/11/21, 17, 23
2018/11/22, 12, 18
2018/11/23, 16, 18
2018/11/24, 9, 17
2018/11/25, 13, 21
2018/11/26, 18, 18
2018/11/27, 12, 26
2018/11/28, 14, 27
2018/11/29, 18, 31
2018/11/30, 21, 21
2018/12/1, 14, 19
2018/12/2, 12, 18
2018/12/3, 12, 
2018/12/4, 8, 
2018/12/5, 14, 
2018/12/6, 11, 
2018/12/7, 12, 
2018/12/8, 9, 
2018/12/9, 8, 
2018/12/10, 7, 26
2018/12/11, 9, 32
2018/12/12, 12, 29
2018/12/13, 17, 31
2018/12/14, 29, 36
2018/12/15, 32, 25
2018/12/16, 22, 30
2018/12/17, 15, 37
2018/12/18, 12, 36
2018/12/19, 18, 34
2018/12/20, 21, 38
2018/12/21, 17, 30
2018/12/22, 15, 24
2018/12/23, 16, 19
2018/12/24, 11, 24
2018/12/25, 17, 33
2018/12/26, 13, 40
2018/12/27, 17, 39
2018/12/28, 21, 32
2018/12/29, 34, 30
2018/12/30, 33, 
2018/7/3, 18, 15
2018/7/4, 13, 12
2018/7/5, 14, 19
2018/7/6, 13, 22
2018/7/7, 11, 15
2018/7/8, 12, 10
2018/7/9, 21, 16
2018/7/10, 21, 16
2018/7/11, 16, 15
2018/7/12, 15, 17
2018/7/13, 16, 19
2018/7/14, 17, 17
2018/7/15, 10, 12
2018/7/16, 11, 21
2018/7/17, 14, 20
2018/7/18, 17, 21
2018/7/19, 13, 15
2018/7/20, 15, 19
2018/7/21, 7, 20
2018/7/22, 8, 11
2018/7/23, 14, 16
2018/7/24, 14, 25
2018/7/27, 19, 22
2018/7/28, 22, 26
2018/7/29, 17, 11
2018/7/30, 18, 14
2018/7/31, 24, 19
2018/8/1, 25, 19
2018/8/2, 16, 18
2018/8/3, 22, 23
2018/8/4, 23, 25
2018/8/5, 23, 19
2018/8/6, 21, 14
2018/8/20, 16, 14
2018/8/21, 15, 18
2018/8/22, 11, 13
2018/8/23, 11, 13
2018/8/24, 12, 13
2018/8/25, 11, 10
2018/8/26, 7, 9
2018/8/27, 11, 16
2018/8/28, 14, 18
2018/8/29, 15, 23
2018/8/30, 15, 14
2018/8/31, 17, 19
2018/9/1, 12, 20
2018/9/2, 9, 11
2018/9/3, 14, 14
2018/9/4, 12, 14
2018/9/5, 13, 17
2018/9/6, 17, 25
2018/9/7, 13, 11
2018/9/8, 14, 15
2018/9/9, 13, 10
2018/9/10, 16, 13
2018/9/11, 18, 17
2018/9/12, 24, 15
2018/9/13, 29, 16
2018/9/14, 14, 13
2018/9/15, 14, 8
2018/9/16, 15, 9
2018/9/17, 19, 12
2018/9/18, 17, 14
2018/9/19, 16, 16
2018/9/20, 18, 16
2018/9/21, 20, 23
2018/9/22, 13, 13
2018/9/23, 8, 6
2018/9/24, 8, 10
2018/9/25, 16, 13
2018/9/26, 21, 17
2018/9/27, 21, 21
2018/9/28, 23, 21
2018/9/29, 25, 16
2018/9/30, 18, 11
2018/4/1, 5, 22
2018/4/2, 10, 10
2018/4/3, 10, 18
2018/4/4, 12, 19
2018/4/5, 9, 27
2018/4/6, 13, 17
2018/4/7, 15, 8
2018/4/8, 22, 15
2018/4/9, 10, 17
2018/4/10, 8, 13
2018/4/11, 8, 14
2018/4/12, 6, 20
2018/4/13, 7, 
2018/4/16, 10, 19
2018/4/17, 10, 20
2018/4/18, 9, 28
2018/4/19, 12, 28
2018/4/20, 11, 25
2018/4/21, 12, 15
2018/4/22, 11, 17
2018/4/23, 12, 18
2018/4/24, 12, 19
2018/4/25, 12, 9
2018/4/26, 8, 19
2018/4/27, 10, 16
2018/4/28, 11, 10
2018/4/29, 8, 15
2018/4/30, 5, 15
2018/5/1, 5, 15
2018/5/2, 9, 17
2018/5/3, 11, 13
2018/5/4, 15, 8
2018/5/5, 17, 13
2018/5/6, 12, 14
2018/5/7, 11, 15
2018/5/8, 7, 13
2018/5/9, 8, 13
2018/5/10, 7, 12
2018/5/11, 8, 12
2018/5/12, 8, 6
2018/5/13, 5, 12
2018/5/14, 5, 16
2018/5/15, 7, 16
2018/5/16, 10, 15
2018/5/17, 12, 17
2018/5/18, 11, 14
2018/5/19, 12, 12
2018/5/20, 9, 11
2018/5/21, 7, 17
2018/5/22, 11, 16
2018/5/23, 11, 15
2018/5/24, 9, 15
2018/5/25, 14, 13
2018/5/26, 21, 9
2018/5/27, 19, 12
2018/5/28, 14, 14
2018/5/29, 12, 14
2018/5/30, 15, 17
2018/5/31, 11, 13
2018/6/1, 10, 12
2018/6/2, 12, 8
2018/6/3, 12, 12
2018/6/4, 15, 11
2018/6/5, 16, 13
2018/6/6, 16, 11
2018/6/7, 11, 12
2018/6/8, 13, 10
2018/6/9, 10, 6
2018/6/10, 21, 14
2018/6/11, 24, 14
2018/6/12, 10, 19
2018/6/13, 7, 11
2018/6/14, 11, 13
2018/6/15, 13, 11
2018/6/16, 13, 7
2018/6/17, 14, 10
2018/6/18, 15, 11
2018/6/19, 14, 13
2018/6/20, 16, 15
2018/6/21, 17, 14
2018/6/22, 19, 12
2018/6/23, 16, 9
2018/1/1, 27, 34
2018/1/2, 22, 15
2018/1/3, 10, 38
2018/1/4, 17, 35
2018/1/5, 18, 23
2018/1/6, 9, 12
2018/1/7, 6, 11
2018/1/8, 6, 25
2018/1/9, 11, 34
2018/1/10, 14, 31
2018/1/11, 17, 29
2018/1/12, 15, 39
2018/1/13, 13, 31
2018/1/14, 20, 35
2018/1/15, 24, 15
2018/1/16, 11, 11
2018/1/17, 7, 41
2018/1/18, 28, 23
2018/1/19, 9, 34
2018/1/20, 18, 25
2018/1/21, 9, 35
2018/1/22, 15, 29
2018/1/23, 12, 37
2018/1/24, 10, 34
2018/1/25, 15, 26
2018/1/26, 16, 24
2018/1/27, 11, 31
2018/1/28, 12, 39
2018/1/29, 16, 35
2018/1/30, 21, 39
2018/1/31, 23, 28
2018/2/1, 15, 34
2018/2/2, 10, 32
2018/2/3, 18, 28
2018/2/4, 24, 13
2018/2/5, 20, 21
2018/2/6, 25, 28
2018/2/7, 30, 17
2018/2/8, 18, 30
2018/2/9, 23, 34
2018/2/10, 27, 31
2018/2/11, 19, 16
2018/2/12, 8, 26
2018/2/13, 19, 25
2018/2/14, 24, 40
2018/2/15, 32, 29
2018/2/16, 20, 28
2018/2/17, 15, 24
2018/2/18, 16, 20
2018/2/19, 16, 17
2018/2/20, 29, 
2018/2/22, 44, 23
2018/2/23, 45, 23
2018/2/24, 49, 20
2018/2/25, 44, 15
2018/2/26, 27, 16
2018/2/27, 27, 24
2018/2/28, 32, 11
2018/3/1, 20, 29
2018/3/2, 23, 45
2018/3/3, 15, 22
2018/3/4, 10, 24
2018/3/5, 15, 38
2018/3/6, 16, 24
2018/3/7, 8, 29
2018/3/8, 9, 38
2018/3/9, 19, 27
2018/3/10, 14, 14
2018/3/11, 8, 24
2018/3/12, 7, 25
2018/3/13, 7, 29
2018/3/14, 10, 16
2018/3/15, 9, 27
2018/3/16, 9, 36
2018/3/17, 12, 21
2018/3/18, 7, 14
2018/3/19, 9, 13
2018/3/20, 16, 18
2018/3/21, 12, 20
2018/3/22, 14, 25
2018/3/23, 17, 31
2018/3/24, 13, 19
2018/3/25, 13, 17
2018/3/26, 14, 19
2018/3/27, 18, 23
2018/3/28, 7, 21
2018/3/29, 4, 25
2018/3/30, 17, 32
2018/3/31, 8, 12
2017/10/1, 9, 21
2017/10/2, 11, 18
2017/10/3, 9, 23
2017/10/4, 11, 22
2017/10/5, 11, 22
2017/10/6, 10, 21
2017/10/7, 8, 12
2017/10/8, 8, 14
2017/10/9, 9, 20
2017/10/10, 13, 23
2017/10/11, 13, 24
2017/10/12, 17, 35
2017/10/13, 12, 33
2017/10/15, 17, 30
2017/10/16, 19, 29
2017/10/17, 19, 27
2017/10/18, 18, 26
2017/10/19, 22, 32
2017/10/20, 25, 19
2017/10/21, 19, 8
2017/10/22, 9, 21
2017/10/23, 12, 17
2017/10/24, 14, 20
2017/10/25, 16, 23
2017/10/26, 17, 26
2017/10/27, 16, 20
2017/10/28, 16, 17
2017/10/29, 15, 13
2017/10/30, 17, 19
2017/10/31, 18, 24
2017/11/1, 15, 24
2017/11/2, 20, 34
2017/11/3, 20, 27
2017/11/4, 18, 9
2017/11/5, 13, 12
2017/11/6, 10, 15
2017/11/7, 15, 22
2017/11/8, 15, 17
2017/11/9, 16, 23
2017/11/10, 18, 21
2017/11/11, 17, 13
2017/11/12, 10, 24
2017/11/13, 12, 23
2017/11/14, 15, 28
2017/11/15, 19, 30
2017/11/16, 20, 27
2017/11/17, 25, 21
2017/11/18, 21, 19
2017/11/19, 17, 30
2017/11/20, 13, 27
2017/11/21, 16, 35
2017/11/22, 17, 31
2017/11/23, 28, 31
2017/11/24, 28, 16
2017/11/25, 14, 14
2017/11/26, 13, 26
2017/11/27, 17, 34
2017/11/28, 20, 25
2017/11/29, 19, 24
2017/11/30, 21, 25
2017/12/1, 18, 16
2017/12/2, 20, 19
2017/12/3, 23, 31
2017/12/4, 22, 35
2017/12/5, 14, 44
2017/12/6, 15, 48
2017/12/7, 18, 28
2017/12/8, 21, 21
2017/12/9, 12, 31
2017/12/10, 18, 25
2017/12/11, 14, 29
2017/12/12, 14, 48
2017/12/13, 23, 26
2017/12/14, 17, 32
2017/12/15, 11, 23
2017/12/16, 18, 23
2017/12/17, 14, 39
2017/12/18, 20, 38
2017/12/19, 15, 37
2017/12/20, 17, 47
2017/12/21, 28, 44
2017/12/22, 29, 42
2017/12/23, 18, 37
2017/12/24, 14, 35
2017/12/25, 14, 44
2017/12/26, 27, 31
2017/12/27, 20, 19
2017/12/28, 9, 48
2017/12/29, 27, 44
2017/12/30, 27, 
2017/7/1, 6, 12
2017/7/2, 13, 12
2017/7/3, 14, 14
2017/7/4, 16, 17
2017/7/5, 16, 16
2017/7/6, 12, 19
2017/7/7, 18, 16
2017/7/8, 20, 13
2017/7/9, 15, 16
2017/7/10, 12, 15
2017/7/11, 8, 18
2017/7/12, 8, 17
2017/7/13, 8, 15
2017/7/14, 8, 18
2017/7/15, 10, 16
2017/7/16, 8, 15
2017/7/17, 12, 17
2017/7/18, 13, 22
2017/7/19, 19, 14
2017/7/20, 13, 18
2017/7/21, 11, 16
2017/7/22, 9, 12
2017/7/23, 9, 15
2017/7/24, 6, 18
2017/7/25, 6, 20
2017/7/26, 6, 19
2017/7/27, 9, 17
2017/7/28, 6, 26
2017/7/29, 10, 18
2017/7/30, 9, 20
2017/7/31, 15, 17
2017/8/1, 19, 20
2017/8/2, 21, 20
2017/8/3, 23, 19
2017/8/4, 15, 20
2017/8/5, 11, 13
2017/8/6, 8, 18
2017/8/7, 8, 20
2017/8/8, 7, 17
2017/8/9, 8, 21
2017/8/10, 7, 24
2017/8/11, 7, 17
2017/8/12, 6, 13
2017/8/13, 6, 14
2017/8/14, 8, 12
2017/8/15, 12, 18
2017/8/16, 14, 14
2017/8/17, 16, 17
2017/8/18, 12, 11
2017/8/19, 6, 12
2017/8/20, 8, 16
2017/8/21, 10, 16
2017/8/22, 12, 15
2017/8/23, 9, 21
2017/8/24, 17, 18
2017/8/25, 13, 15
2017/8/26, 16, 15
2017/8/27, 17, 20
2017/8/28, 19, 18
2017/8/29, 19, 23
2017/8/30, 23, 27
2017/8/31, 13, 16
2017/9/1, 4, 23
2017/9/2, 5, 12
2017/9/3, 4, 20
2017/9/4, 10, 14
2017/9/5, 9, 3
2017/9/6, 6, 
2017/9/10, 11, 14
2017/9/11, 8, 15
2017/9/12, 6, 24
2017/9/13, 13, 17
2017/9/14, 7, 19
2017/9/15, 9, 16
2017/9/16, 10, 11
2017/9/17, 7, 19
2017/9/18, 7, 18
2017/9/19, 8, 17
2017/9/20, 8, 25
2017/9/21, 11, 25
2017/9/22, 12, 19
2017/9/23, 12, 16
2017/9/24, 11, 22
2017/9/25, 14, 15
2017/9/26, 10, 19
2017/9/27, 14, 23
2017/9/28, 15, 29
2017/9/29, 16, 19
2017/9/30, 15, 11
2017/4/1, 15, 16
2017/4/2, 15, 20
2017/4/3, 15, 19
2017/4/4, 17, 20
2017/4/5, 14, 22
2017/4/6, 16, 22
2017/4/7, 20, 25
2017/4/8, 12, 19
2017/4/9, 11, 23
2017/4/10, 14, 19
2017/4/11, 14, 21
2017/4/12, 14, 26
2017/4/13, 16, 25
2017/4/14, 12, 18
2017/4/15, 9, 9
2017/4/16, 8, 11
2017/4/17, 8, 12
2017/4/18, 9, 17
2017/4/19, 8, 17
2017/4/20, 11, 22
2017/4/21, 13, 21
2017/4/22, 11, 13
2017/4/23, 11, 16
2017/4/24, 11, 24
2017/4/25, 13, 19
2017/4/26, 6, 8
2017/4/27, 3, 17
2017/4/28, 4, 
2017/5/1, 8, 18
2017/5/2, 8, 16
2017/5/3, 5, 18
2017/5/4, 7, 23
2017/5/5, 8, 12
2017/5/6, 7, 9
2017/5/7, 3, 8
2017/5/8, 4, 12
2017/5/9, 8, 18
2017/5/10, 8, 16
2017/5/11, 8, 19
2017/5/12, 7, 15
2017/5/13, 6, 8
2017/5/14, 6, 15
2017/5/15, 10, 18
2017/5/16, 13, 18
2017/5/17, 14, 18
2017/5/18, 19, 16
2017/5/19, 8, 13
2017/5/20, 5, 9
2017/5/21, 5, 17
2017/5/22, 10, 19
2017/5/23, 14, 20
2017/5/24, 14, 20
2017/5/25, 9, 17
2017/5/26, 13, 14
2017/5/27, 12, 9
2017/5/28, 13, 16
2017/5/29, 15, 13
2017/5/30, 14, 14
2017/5/31, 15, 15
2017/6/1, 11, 18
2017/6/2, 12, 19
2017/6/3, 10, 8
2017/6/4, 4, 11
2017/6/5, 7, 20
2017/6/6, 9, 15
2017/6/7, 9, 19
2017/6/8, 10, 19
2017/6/9, 13, 14
2017/6/10, 11, 8
2017/6/11, 9, 11
2017/6/12, 15, 12
2017/6/13, 17, 15
2017/6/14, 14, 12
2017/6/15, 12, 14
2017/6/16, 15, 13
2017/6/17, 18, 9
2017/6/18, 12, 12
2017/6/19, 16, 15
2017/6/20, 17, 16
2017/6/21, 16, 18
2017/6/22, 19, 23
2017/6/23, 18, 
2017/6/27, 8, 20
2017/6/28, 6, 16
2017/6/29, 4, 15
2017/6/30, 11, 13
2017/1/2, 34, 34
2017/1/3, 31, 34
2017/1/4, 29, 29
2017/1/5, 22, 35
2017/1/6, 18, 57
2017/1/7, 44, 40
2017/1/8, 34, 34
2017/1/9, 28, 46
2017/1/10, 30, 47
2017/1/11, 23, 37
2017/1/12, 16, 17
2017/1/13, 9, 25
2017/1/14, 11, 33
2017/1/15, 13, 38
2017/1/16, 11, 32
2017/1/17, 15, 43
2017/1/18, 23, 54
2017/1/19, 33, 55
2017/1/20, 28, 29
2017/1/21, 129, 12
2017/1/22, 74, 39
2017/1/23, 61, 43
2017/1/24, 61, 40
2017/1/25, 48, 42
2017/1/26, 43, 17
2017/1/27, 33, 18
2017/1/28, 13, 33
2017/1/29, 22, 38
2017/1/30, 24, 33
2017/1/31, 18, 25
2017/2/1, 11, 21
2017/2/2, 11, 27
2017/2/3, 7, 32
2017/2/4, 13, 31
2017/2/5, 13, 32
2017/2/6, 19, 31
2017/2/7, 13, 39
2017/2/8, 26, 21
2017/2/9, 15, 31
2017/2/10, 15, 40
2017/2/11, 13, 7
2017/2/12, 12, 12
2017/2/13, 10, 15
2017/2/14, 11, 33
2017/2/15, 19, 37
2017/2/16, 21, 33
2017/2/17, 24, 30
2017/2/18, 15, 27
2017/2/19, 18, 33
2017/2/20, 22, 30
2017/2/21, 25, 24
2017/2/22, 17, 26
2017/2/23, 23, 15
2017/2/24, 16, 28
2017/2/25, 14, 30
2017/2/26, 21, 21
2017/2/27, 19, 19
2017/2/28, 11, 38
2017/3/1, 18, 37
2017/3/2, 16, 23
2017/3/3, 10, 15
2017/3/4, 9, 18
2017/3/5, 7, 26
2017/3/6, 10, 17
2017/3/7, 7, 39
2017/3/8, 12, 28
2017/3/9, 16, 24
2017/3/10, 10, 32
2017/3/11, 14, 26
2017/3/12, 22, 21
2017/3/13, 17, 22
2017/3/14, 17, 29
2017/3/15, 20, 28
2017/3/16, 14, 29
2017/3/17, 17, 35
2017/3/18, 21, 14
2017/3/19, 13, 14
2017/3/20, 11, 13
2017/3/21, 14, 15
2017/3/22, 9, 16
2017/3/23, 7, 18
2017/3/24, 19, 11
2017/3/25, 11, 16
2017/3/26, 5, 18
2017/3/27, 12, 18
2017/3/28, 14, 23
2017/3/29, 16, 22
2017/3/30, 13, 22
2017/3/31, 14, 17
2020/1/2, , 45
2018/12/31, , 26
2018/7/1, , 14
2018/7/2, , 15
2018/7/25, , 21
2018/7/26, , 24
2018/8/13, , 14
2018/8/14, , 16
2018/8/15, , 10
2018/8/16, , 15
2018/8/17, , 15
