date, pm25, no2, so2, co
2019/5/12, 28, 7, 1, 
2019/5/13, 28, 5, 1, 
2019/5/14, 22, 6, 1, 
2019/5/15, 20, 9, 2, 
2019/5/16, 42, 9, 3, 
2019/5/17, 75, 8, 3, 
2019/5/18, 70, 5, 3, 
2019/5/19, 64, 10, 4, 
2019/5/20, 77, 9, 4, 
2019/5/21, 71, 4, 3, 
2019/5/22, 58, 8, 3, 
2019/5/23, 32, 9, 3, 
2019/5/24, 47, 3, 3, 
2019/5/25, 33, 3, 3, 
2019/5/26, 43, 6, 4, 
2019/5/27, 42, 8, 5, 
2019/5/28, 50, 7, 3, 
2019/5/29, 28, 10, 3, 
2019/5/30, 29, 8, 3, 
2019/5/31, 57, 6, 12, 
2019/6/1, 62, 5, 5, 
2019/6/2, 45, 10, 7, 
2019/6/3, 50, 8, 5, 
2019/6/4, 48, 10, 4, 
2019/6/5, 64, 7, 4, 
2019/6/6, 56, 6, 4, 
2019/6/7, 44, 5, 3, 
2019/6/8, 37, 4, 3, 
2019/6/9, 29, 10, 3, 
2019/6/10, 56, 8, 4, 
2019/6/11, 58, 7, 4, 
2019/6/12, 57, 6, 4, 
2019/6/13, 37, 10, 4, 
2019/6/14, 40, 6, 4, 
2019/6/15, 62, 2, 4, 
2019/6/16, 30, 7, 5, 
2019/6/17, 40, 8, 4, 
2019/6/18, 41, 11, 5, 
2019/6/19, 54, 4, 5, 
2019/6/20, 45, 7, 5, 
2019/6/21, 44, 4, 4, 
2019/6/22, 31, 3, 4, 
2019/6/23, 29, 8, 4, 
2019/6/24, 29, 11, 4, 
2019/6/25, 50, 9, 5, 
2019/6/26, 63, 1, 4, 
2019/6/27, 27, 6, 4, 
2019/6/28, 37, 7, 6, 
2019/6/29, 38, 7, 6, 
2019/6/30, 38, 2, 5, 
2019/1/1, 45, 5, 2, 
2019/1/2, 22, 9, 2, 
2019/1/3, 40, 9, 2, 
2019/1/4, 61, 7, 3, 
2019/1/5, 39, 6, 2, 
2019/1/6, 43, 12, 3, 
2019/1/7, 61, 5, 5, 
2019/1/8, 28, 6, 4, 
2019/1/9, 26, 10, 3, 
2019/1/10, 48, 9, 3, 
2019/1/11, 62, 6, 4, 
2019/1/12, 59, 3, 5, 
2019/1/13, 32, 4, 4, 
2019/1/14, 32, 7, 4, 
2019/1/15, 47, 6, 4, 
2019/1/16, 53, 7, 5, 
2019/1/17, 53, 9, 3, 
2019/1/18, 43, 10, 5, 
2019/1/19, 77, 7, 4, 
2019/1/20, 91, 9, 3, 
2019/1/21, 87, 16, 5, 
2019/1/22, 135, 13, 6, 
2019/1/23, 160, 11, 5, 
2019/1/24, 125, 11, 5, 
2019/1/25, 108, 13, 5, 
2019/1/26, 123, 9, 5, 
2019/1/27, 60, 15, 6, 
2019/1/28, 74, 10, 5, 
2019/1/29, 72, 10, 4, 
2019/1/30, 77, 14, 6, 
2019/1/31, 150, 14, 6, 
2019/2/1, 152, 11, 5, 
2019/2/2, 144, 6, 4, 
2019/2/3, 66, 10, 2, 
2019/2/4, 66, 10, 5, 
2019/2/5, 68, 12, 4, 
2019/2/6, 77, 14, 6, 
2019/2/7, 73, 14, 6, 
2019/2/8, 70, 8, 6, 
2019/2/9, 39, 6, 5, 
2019/2/10, 31, 5, 4, 
2019/2/11, 30, 9, 3, 
2019/2/12, 44, 10, 3, 
2019/2/13, 85, 13, 3, 
2019/2/14, 105, 16, 3, 
2019/2/15, 122, 16, 5, 
2019/2/16, 83, 18, 4, 
2019/2/17, 107, 19, 7, 
2019/2/18, 132, 12, 5, 
2019/2/19, 93, 10, 4, 
2019/2/20, 78, 9, 4, 
2019/2/21, 88, 10, 2, 
2019/2/22, 38, 11, 4, 
2019/2/23, 65, 13, 4, 
2019/2/24, 91, 14, 3, 
2019/2/25, 100, 14, 3, 
2019/2/26, 143, 13, 4, 
2019/2/27, 103, 11, 2, 
2019/2/28, 109, 13, , 
2019/3/1, 80, 11, , 
2019/3/2, 77, 5, 1, 
2019/3/3, 62, 7, 3, 
2019/3/4, 35, 6, 2, 
2019/3/5, 50, 10, 2, 
2019/3/6, 62, 10, 3, 
2019/3/7, 46, 7, 2, 
2019/3/8, 36, 8, 2, 
2019/3/9, 47, 4, 1, 
2019/3/10, 40, 10, , 
2019/3/11, 46, 8, 1, 
2019/3/12, 51, 8, 4, 
2019/3/13, 31, 7, 2, 
2019/3/14, 37, 5, 2, 
2019/3/15, 32, 5, 1, 
2019/3/16, 38, 5, 3, 
2019/3/17, 34, 5, 1, 
2019/3/18, 34, 11, , 
2019/3/19, 67, 9, , 
2019/3/20, 76, 7, , 
2019/3/21, 89, 12, , 
2019/3/22, 82, 7, , 
2019/3/23, 98, 8, , 
2019/3/24, 57, 10, , 
2019/3/25, 43, 8, , 
2019/3/26, 45, 10, , 
2019/3/27, 60, 8, , 
2019/3/28, 45, 8, 1, 
2019/3/29, 55, 11, 3, 
2019/3/30, 76, 7, 1, 
2019/3/31, 58, 12, 2, 
2018/10/1, 62, 5, 1, 
2018/10/2, 29, 5, 1, 
2018/10/3, 25, 9, , 
2018/10/4, 46, 14, 1, 
2018/10/5, 54, 18, 4, 
2018/10/6, 76, 10, 1, 
2018/10/7, 47, 16, 2, 
2018/10/8, 53, 15, 6, 
2018/10/9, 80, 18, 2, 
2018/10/10, 106, 13, 3, 
2018/10/11, 103, 26, 3, 
2018/10/12, 106, 20, 3, 
2018/10/13, 116, 11, 3, 
2018/10/14, 90, 27, 3, 
2018/10/15, 94, 32, 3, 
2018/10/16, 120, 30, 3, 
2018/10/17, 152, 17, 2, 
2018/10/18, 122, 13, 4, 
2018/10/19, 60, 9, 2, 
2018/10/20, 58, 9, 2, 
2018/10/21, 65, 11, 1, 
2018/10/22, 57, 4, 2, 
2018/10/23, 29, 8, 2, 
2018/10/24, 29, 5, 2, 
2018/10/25, 26, 10, 3, 
2018/10/26, 47, 5, 3, 
2018/10/27, 38, 5, 2, 
2018/10/28, 31, 4, 2, 
2018/10/29, 34, 9, 4, 
2018/10/30, 55, 13, 4, 
2018/10/31, 47, 12, 3, 
2018/11/1, 83, 14, 3, 
2018/11/2, 72, 17, 2, 
2018/11/3, 90, 7, 2, 
2018/11/4, 88, 9, 3, 
2018/11/5, 112, 17, 4, 
2018/11/6, 103, 18, 4, 
2018/11/7, 122, 13, 2, 
2018/11/8, 145, 11, 2, 
2018/11/9, 95, 10, 3, 
2018/11/10, 109, 9, 3, 
2018/11/11, 110, 10, 3, 
2018/11/12, 83, 11, 2, 
2018/11/13, 71, 10, 1, 
2018/11/14, 72, 12, , 
2018/11/15, 92, 10, , 
2018/11/16, 78, 12, 1, 
2018/11/17, 108, 11, 2, 
2018/11/18, 111, 6, 1, 
2018/11/19, 38, 5, , 
2018/11/20, 55, 5, , 
2018/11/21, 73, 8, , 
2018/11/22, 94, 12, 1, 
2018/11/23, 131, 9, 4, 
2018/11/24, 165, 8, 5, 
2018/11/25, 152, 13, 3, 
2018/11/26, 100, 19, 3, 
2018/11/27, 91, 17, 3, 
2018/11/28, 109, 11, 3, 
2018/11/29, 110, 11, 4, 
2018/11/30, 87, 10, 3, 
2018/12/1, 112, 8, 3, 
2018/12/2, 71, 11, 5, 
2018/12/3, 56, 8, 3, 
2018/12/4, 48, 12, 2, 
2018/12/5, 59, 13, 3, 
2018/12/6, 67, 10, 4, 
2018/12/7, 57, 5, 4, 
2018/12/8, 25, 5, 5, 
2018/12/9, 36, 7, 3, 
2018/12/10, 39, 6, 2, 
2018/12/11, 36, 12, 1, 
2018/12/12, 56, 11, 1, 
2018/12/13, 71, 9, 1, 
2018/12/14, 66, 8, 1, 
2018/12/15, 89, 7, 2, 
2018/12/16, 83, 11, 2, 
2018/12/17, 118, 11, 2, 
2018/12/18, 153, 15, 2, 
2018/12/19, 131, 14, 3, 
2018/12/20, 110, 15, 3, 
2018/12/21, 69, 6, 3, 
2018/12/22, 40, 7, 3, 
2018/12/23, 56, 6, 2, 
2018/12/24, 43, 3, 2, 
2018/12/25, 36, 4, 2, 
2018/12/26, 43, 6, 2, 
2018/12/27, 60, 7, 2, 
2018/12/28, 40, 8, 2, 
2018/12/29, 65, 5, 2, 
2018/12/30, 31, , , 
2018/7/1, 15, 9, 3, 
2018/7/2, 21, 10, 4, 
2018/7/3, 28, 9, 4, 
2018/7/4, 38, 7, 9, 
2018/7/5, 41, 5, , 
2018/7/6, 32, 4, , 
2018/7/7, 41, 5, 4, 
2018/7/8, 49, 5, , 
2018/7/9, 41, 8, 2, 
2018/7/10, 49, 10, , 
2018/7/11, 57, 10, 1, 
2018/7/12, 49, 9, 5, 
2018/7/13, 56, 5, 1, 
2018/7/14, 39, 6, 7, 
2018/7/15, 34, 10, 4, 
2018/7/16, 55, 10, 1, 
2018/7/17, 61, 8, 1, 
2018/7/18, 64, 10, 1, 
2018/7/19, 49, 9, 6, 
2018/7/20, 37, 10, 3, 
2018/7/21, 46, 12, 3, 
2018/7/22, 55, 10, 12, 
2018/7/23, 57, 10, 2, 
2018/7/24, 41, 11, 3, 
2018/7/25, 45, 9, 1, 
2018/7/26, 45, 8, 1, 
2018/7/27, 57, 6, 1, 
2018/7/28, 53, 6, 1, 
2018/7/29, 48, 13, 1, 
2018/7/30, 51, 13, 1, 
2018/7/31, 51, 13, 1, 
2018/8/1, 69, 10, 3, 
2018/8/2, 41, 14, 5, 
2018/8/3, 53, 11, 2, 
2018/8/4, 53, 3, 2, 
2018/8/5, 22, 8, 2, 
2018/8/6, 22, 15, 3, 
2018/8/7, 33, 14, 4, 
2018/8/8, 45, 10, 2, 
2018/8/9, 62, 8, 2, 
2018/8/10, 26, 10, 2, 
2018/8/11, 31, 9, 2, 
2018/8/12, 27, 13, 3, 
2018/8/13, 40, 5, 3, 
2018/8/14, 36, 5, 2, 
2018/8/15, 31, 10, 3, 
2018/8/16, 43, 10, 3, 
2018/8/17, 43, 8, 3, 
2018/8/18, 34, 7, 3, 
2018/8/19, 45, 6, 3, 
2018/8/20, 39, 7, 3, 
2018/8/21, 32, 14, 3, 
2018/8/22, 45, 18, 3, 
2018/8/23, 57, 9, 1, 
2018/8/24, 56, 7, 1, 
2018/8/25, 37, 5, , 
2018/8/26, 18, 9, 1, 
2018/8/27, 28, 11, , 
2018/8/28, 43, 14, 1, 
2018/8/29, 53, 11, 1, 
2018/8/30, 64, 7, , 
2018/8/31, 45, 9, 1, 
2018/9/1, 38, 8, , 
2018/9/2, 40, 9, , 
2018/9/3, 43, 8, 1, 
2018/9/4, 49, 9, , 
2018/9/5, 54, 9, 1, 
2018/9/6, 65, 13, 1, 
2018/9/7, 72, 11, 1, 
2018/9/8, 32, 17, 1, 
2018/9/9, 46, 20, 1, 
2018/9/10, 55, 10, 1, 
2018/9/11, 44, 8, 1, 
2018/9/12, 33, 9, 1, 
2018/9/13, 33, 12, 1, 
2018/9/14, 46, 5, 1, 
2018/9/15, 37, 7, 1, 
2018/9/16, 29, 20, 1, 
2018/9/17, 54, 23, 2, 
2018/9/18, 65, 14, 1, 
2018/9/19, 62, 21, 1, 
2018/9/20, 73, 12, 2, 
2018/9/21, 56, 4, 1, 
2018/9/22, 17, 5, 1, 
2018/9/23, 26, 5, , 
2018/9/24, 18, 7, , 
2018/9/25, 19, 7, , 
2018/9/26, 27, 7, 1, 
2018/9/27, 46, 8, , 
2018/9/28, 33, 8, , 
2018/9/29, 28, 14, 1, 
2018/9/30, 54, 15, 2, 
2018/4/1, 51, 8, 2, 
2018/4/2, 56, 19, 3, 
2018/4/3, 65, 17, 4, 
2018/4/4, 52, 9, 2, 
2018/4/5, 35, 10, , 
2018/4/6, 39, 11, 1, 
2018/4/7, 56, 11, 1, 
2018/4/8, 59, 21, 2, 
2018/4/9, 87, 12, 1, 
2018/4/10, 78, 8, 1, 
2018/4/11, 69, 8, 1, 
2018/4/12, 71, 10, 1, 
2018/4/13, 82, 9, , 
2018/4/14, 55, 12, 1, 
2018/4/15, 66, 12, 1, 
2018/4/16, 97, 13, , 
2018/4/17, 60, 17, 5, 
2018/4/18, 65, 14, 2, 
2018/4/19, 54, 16, 1, 
2018/4/20, 52, 11, 1, 
2018/4/21, 63, 10, 1, 
2018/4/22, 47, 11, 5, 
2018/4/23, 54, 6, 2, 
2018/4/24, 41, 7, 2, 
2018/4/25, 49, 6, 1, 
2018/4/26, 34, 10, 1, 
2018/4/27, 37, 16, 2, 
2018/4/28, 63, 10, 1, 
2018/4/29, 53, 8, 2, 
2018/4/30, 48, 4, 2, 
2018/5/1, 32, 9, 2, 
2018/5/2, 39, 6, 1, 
2018/5/3, 46, 9, 4, 
2018/5/4, 39, 8, 1, 
2018/5/5, 38, 8, 1, 
2018/5/6, 39, 12, 7, 
2018/5/7, 47, 12, 1, 
2018/5/8, 34, 10, 1, 
2018/5/9, 53, 13, 2, 
2018/5/10, 71, 8, , 
2018/5/11, 72, 9, , 
2018/5/12, 72, 6, , 
2018/5/13, 55, 9, , 
2018/5/14, 59, 13, , 
2018/5/15, 71, 11, , 
2018/5/16, 77, 10, , 
2018/5/17, 71, 8, 1, 
2018/5/18, 66, 7, , 
2018/5/19, 30, 5, , 
2018/5/20, 26, 8, , 
2018/5/21, 35, 13, , 
2018/5/22, 52, 9, , 
2018/5/23, 43, 8, , 
2018/5/24, 44, 11, 4, 
2018/5/25, 50, 11, 1, 
2018/5/26, 61, 6, 1, 
2018/5/27, 63, 11, 1, 
2018/5/28, 60, 8, 1, 
2018/5/29, 44, 10, 2, 
2018/5/30, 49, , 2, 
2018/5/31, 58, , 3, 
2018/6/1, 66, , 3, 
2018/6/2, 78, , 4, 
2018/6/3, 65, , 3, 
2018/6/4, 61, , 6, 
2018/6/5, 57, , 4, 
2018/6/6, 20, , 4, 
2018/6/7, 26, , 3, 
2018/6/8, 34, , 3, 
2018/6/9, 41, , 2, 
2018/6/10, 56, , 3, 
2018/6/11, 55, , 4, 
2018/6/12, 36, , 4, 
2018/6/13, 33, 19, 5, 
2018/6/14, 42, 14, 5, 
2018/6/15, 64, 11, 5, 
2018/6/16, 53, 8, 6, 
2018/6/17, 60, 11, 5, 
2018/6/18, 57, 8, 5, 
2018/6/19, 44, 12, 5, 
2018/6/20, 39, 9, 3, 
2018/6/21, 36, 5, , 
2018/6/22, 19, 4, , 
2018/6/23, 30, 5, , 
2018/6/24, 21, 7, , 
2018/6/25, 39, 6, 1, 
2018/6/26, 42, 8, , 
2018/6/27, 32, 8, 5, 
2018/6/28, 46, 9, 2, 
2018/6/29, 38, 6, , 
2018/6/30, 17, 4, , 
2018/1/1, 53, 14, 2, 
2018/1/2, 64, 9, 4, 
2018/1/3, 37, 9, 4, 
2018/1/4, 39, 8, 4, 
2018/1/5, 45, 9, 3, 
2018/1/6, 62, 11, 1, 
2018/1/7, 46, 16, 1, 
2018/1/8, 95, 7, 3, 
2018/1/9, 62, 11, 5, 
2018/1/10, 97, 10, 2, 
2018/1/11, 111, 7, 1, 
2018/1/12, 76, 6, 1, 
2018/1/13, 69, 5, 1, 
2018/1/14, 68, 9, 3, 
2018/1/15, 93, 12, 4, 
2018/1/16, 61, 10, 4, 
2018/1/17, 60, 10, 3, 
2018/1/18, 43, 13, 3, 
2018/1/19, 64, 12, 2, 
2018/1/20, 72, 10, 2, 
2018/1/21, 105, 12, 3, 
2018/1/22, 95, 14, 2, 
2018/1/23, 144, 11, 4, 
2018/1/24, 51, 17, 4, 
2018/1/25, 52, 21, 2, 
2018/1/26, 83, 9, 2, 
2018/1/27, 76, 5, 3, 
2018/1/28, 53, 5, 2, 
2018/1/29, 28, 6, 2, 
2018/1/30, 40, 11, 3, 
2018/1/31, 45, 12, 3, 
2018/2/1, 42, 17, 2, 
2018/2/2, 58, 10, , 
2018/2/3, 55, 9, , 
2018/2/4, 67, 15, , 
2018/2/5, 52, 19, 2, 
2018/2/6, 72, 19, 2, 
2018/2/7, 135, 32, 2, 
2018/2/8, 156, 26, 1, 
2018/2/9, 164, 17, 1, 
2018/2/10, 170, 12, 2, 
2018/2/11, 96, 13, 1, 
2018/2/12, 61, 19, 1, 
2018/2/13, 80, 17, , 
2018/2/14, 107, 13, 1, 
2018/2/15, 94, 13, 2, 
2018/2/16, 86, 13, , 
2018/2/17, 58, 13, 1, 
2018/2/18, 63, 15, 2, 
2018/2/19, 75, 13, 1, 
2018/2/20, 91, 16, 2, 
2018/2/21, 93, 20, 1, 
2018/2/22, 86, 14, , 
2018/2/23, 73, 8, , 
2018/2/24, 44, 13, , 
2018/2/25, 70, 11, , 
2018/2/26, 50, 11, 1, 
2018/2/27, 66, 11, , 
2018/2/28, 77, 10, 1, 
2018/3/1, 66, 11, 2, 
2018/3/2, 90, 12, 3, 
2018/3/3, 102, 10, 4, 
2018/3/4, 116, 22, 7, 
2018/3/5, 164, 23, 5, 
2018/3/6, 166, 20, 3, 
2018/3/7, 151, 17, 2, 
2018/3/8, 98, 17, 3, 
2018/3/9, 73, 19, 3, 
2018/3/10, 103, 15, 4, 
2018/3/11, 92, 21, 4, 
2018/3/12, 125, 11, 3, 
2018/3/13, 61, 12, 2, 
2018/3/14, 59, 7, 1, 
2018/3/15, 45, 7, 1, 
2018/3/16, 45, 4, 1, 
2018/3/17, 42, 4, 1, 
2018/3/18, 49, 18, 5, 
2018/3/19, 74, 18, 3, 
2018/3/20, 89, 14, 2, 
2018/3/21, 67, 14, 2, 
2018/3/22, 72, 18, 2, 
2018/3/23, 85, 19, 3, 
2018/3/24, 92, 20, 5, 
2018/3/25, 128, 21, 3, 
2018/3/26, 118, 19, 3, 
2018/3/27, 78, 9, 2, 
2018/3/28, 81, 12, 3, 
2018/3/29, 69, 10, 2, 
2018/3/30, 49, 8, 3, 
2018/3/31, 59, 5, 2, 
2017/10/1, 80, 10, 1, 
2017/10/2, 44, 7, 1, 
2017/10/3, 40, 5, 1, 
2017/10/4, 46, 8, 2, 
2017/10/5, 29, 9, 2, 
2017/10/6, 36, 5, 2, 
2017/10/7, 32, 4, 1, 
2017/10/8, 25, 8, 1, 
2017/10/9, 38, 9, 2, 
2017/10/10, 49, 7, 1, 
2017/10/11, 41, 6, 1, 
2017/10/12, 43, 10, 1, 
2017/10/13, 48, 7, 1, 
2017/10/14, 50, 9, 1, 
2017/10/15, 52, 15, 1, 
2017/10/16, 66, 13, 1, 
2017/10/17, 74, 16, 3, 
2017/10/18, 86, 12, 2, 
2017/10/19, 72, 13, 2, 
2017/10/20, 102, 10, 2, 
2017/10/21, 63, 8, 2, 
2017/10/22, 54, 13, 2, 
2017/10/23, 60, 12, 2, 
2017/10/24, 78, 7, 2, 
2017/10/25, 35, 8, 1, 
2017/10/26, 44, 8, 2, 
2017/10/27, 41, 4, 2, 
2017/10/28, 33, 3, 3, 
2017/10/29, 29, 8, 1, 
2017/10/30, 31, 10, 1, 
2017/10/31, 50, 6, 2, 
2017/11/1, 60, 9, 2, 
2017/11/2, 54, 12, 2, 
2017/11/3, 46, 11, 3, 
2017/11/4, 71, 11, 3, 
2017/11/5, 79, 13, 2, 
2017/11/6, 47, 14, 1, 
2017/11/7, 71, 10, 2, 
2017/11/8, 85, 12, 3, 
2017/11/9, 115, 11, 3, 
2017/11/10, 71, 5, 3, 
2017/11/11, 42, 9, 3, 
2017/11/12, 49, 11, 3, 
2017/11/13, 53, 11, 2, 
2017/11/14, 55, 12, 2, 
2017/11/15, 73, 12, 3, 
2017/11/16, 72, 15, 3, 
2017/11/17, 63, 7, 3, 
2017/11/18, 52, 4, 4, 
2017/11/19, 37, 13, 3, 
2017/11/20, 56, 13, 3, 
2017/11/21, 65, 13, 4, 
