date, pm10, no2
2019/6/12, 23, 18
2019/6/13, 13, 18
2019/6/14, 21, 17
2019/6/15, 27, 17
2019/6/16, 10, 16
2019/6/17, 13, 14
2019/6/18, 12, 18
2019/6/19, 11, 13
2019/6/20, 8, 14
2019/6/21, 13, 12
2019/6/22, 12, 15
2019/6/23, 12, 8
2019/6/24, 11, 
2019/6/26, 41, 16
2019/6/27, 36, 27
2019/6/28, 25, 22
2019/6/29, 16, 13
2019/6/30, 17, 16
2019/1/1, 25, 13
2019/1/2, 12, 25
2019/1/3, 16, 28
2019/1/4, 14, 23
2019/1/5, 13, 21
2019/1/6, 9, 26
2019/1/7, 16, 22
2019/1/8, 13, 13
2019/1/9, 7, 20
2019/1/10, 12, 19
2019/1/11, 13, 25
2019/1/12, 22, 22
2019/1/13, 13, 17
2019/1/14, 6, 25
2019/1/15, 15, 23
2019/1/16, 16, 24
2019/1/17, 18, 26
2019/1/18, 20, 25
2019/1/19, 25, 22
2019/1/20, 27, 29
2019/1/21, 38, 29
2019/1/22, 31, 31
2019/1/23, 33, 30
2019/1/24, 35, 29
2019/1/25, 42, 29
2019/1/26, 22, 23
2019/1/27, 23, 27
2019/1/28, 26, 22
2019/1/29, 22, 23
2019/1/30, 28, 23
2019/1/31, 24, 10
2019/2/1, 8, 21
2019/2/2, 16, 22
2019/2/3, 8, 20
2019/2/4, 17, 22
2019/2/5, 19, 24
2019/2/6, 25, 31
2019/2/7, 31, 29
2019/2/8, 27, 24
2019/2/9, 16, 12
2019/2/10, 8, 20
2019/2/11, 9, 25
2019/2/12, 18, 24
2019/2/13, 23, 24
2019/2/14, 22, 25
2019/2/15, 28, 25
2019/2/16, 20, 20
2019/2/17, 15, 25
2019/2/18, 27, 27
2019/2/19, 26, 26
2019/2/20, 39, 24
2019/2/21, 33, 25
2019/2/22, 27, 24
2019/2/23, 17, 20
2019/2/24, 21, 22
2019/2/25, 22, 22
2019/2/26, 20, 22
2019/2/27, 22, 17
2019/2/28, 18, 23
2019/3/1, 22, 21
2019/3/2, 18, 15
2019/3/3, 12, 12
2019/3/4, 13, 18
2019/3/5, 15, 13
2019/3/6, 17, 10
2019/3/7, 11, 18
2019/3/8, 14, 14
2019/3/9, 12, 9
2019/3/10, 7, 14
2019/3/11, 12, 15
2019/3/12, 10, 18
2019/3/13, 14, 16
2019/3/14, 13, 23
2019/3/15, 15, 9
2019/3/16, 5, 8
2019/3/17, 9, 19
2019/3/18, 11, 18
2019/3/19, 13, 19
2019/3/20, 16, 22
2019/3/21, 15, 23
2019/3/22, 17, 19
2019/3/23, 14, 15
2019/3/24, 12, 18
2019/3/25, 18, 16
2019/3/26, 9, 20
2019/3/27, 15, 18
2019/3/28, 13, 19
2019/3/29, 12, 16
2019/3/30, 10, 15
2019/3/31, 10, 18
2018/10/1, 10, 16
2018/10/2, 10, 17
2018/10/3, 14, 15
2018/10/4, 13, 19
2018/10/5, 15, 11
2018/10/6, 10, 15
2018/10/7, 16, 16
2018/10/8, 12, 14
2018/10/9, 14, 14
2018/10/10, 15, 8
2018/10/11, 14, 20
2018/10/12, 12, 15
2018/10/13, 11, 7
2018/10/14, 12, 15
2018/10/15, 20, 19
2018/10/16, 20, 20
2018/10/17, 19, 20
2018/10/18, 21, 21
2018/10/19, 23, 19
2018/10/20, 22, 18
2018/10/21, 19, 18
2018/10/22, 18, 20
2018/10/23, 16, 21
2018/10/24, 13, 15
2018/10/25, 14, 16
2018/10/26, 11, 23
2018/10/27, 11, 16
2018/10/28, 11, 18
2018/10/29, 11, 11
2018/10/30, 6, 9
2018/10/31, 6, 5
2018/11/1, 11, 20
2018/11/2, 19, 16
2018/11/3, 20, 13
2018/11/4, 12, 12
2018/11/5, 11, 11
2018/11/6, 6, 9
2018/11/7, 7, 19
2018/11/8, 15, 20
2018/11/9, 15, 8
2018/11/10, 5, 5
2018/11/11, 4, 9
2018/11/12, 6, 19
2018/11/13, 10, 19
2018/11/14, 15, 21
2018/11/15, 17, 19
2018/11/16, 18, 20
2018/11/17, 17, 17
2018/11/18, 22, 19
2018/11/19, 29, 20
2018/11/20, 22, 21
2018/11/21, 20, 20
2018/11/22, 27, 15
2018/11/23, 14, 15
2018/11/24, 8, 15
2018/11/25, 16, 16
2018/11/26, 18, 17
2018/11/27, 13, 18
2018/11/28, 13, 22
2018/11/29, 17, 27
2018/11/30, 30, 18
2018/12/1, 20, 11
2018/12/2, 8, 14
2018/12/3, 15, 19
2018/12/4, 12, 16
2018/12/5, 16, 16
2018/12/6, 15, 15
2018/12/7, 13, 14
2018/12/8, 9, 9
2018/12/9, 7, 21
2018/12/10, 10, 24
2018/12/11, 13, 21
2018/12/12, 19, 24
2018/12/13, 22, 26
2018/12/14, 22, 24
2018/12/15, 25, 26
2018/12/16, 21, 26
2018/12/17, 22, 25
2018/12/18, 20, 35
2018/12/19, 25, 25
2018/12/20, 15, 21
2018/12/21, 10, 20
2018/12/22, 14, 16
2018/12/23, 12, 14
2018/12/24, 8, 14
2018/12/25, 11, 17
2018/12/26, 10, 21
2018/12/27, 12, 19
2018/12/28, 13, 21
2018/12/29, 17, 25
2018/12/30, 15, 
2018/7/1, 15, 20
2018/7/2, 19, 16
2018/7/3, 18, 18
2018/7/4, 12, 18
2018/7/5, 14, 18
2018/7/6, 13, 13
2018/7/7, 9, 15
2018/7/8, 13, 21
2018/7/9, 16, 19
2018/7/10, 18, 21
2018/7/11, 14, 20
2018/7/12, 14, 23
2018/7/13, 14, 21
2018/7/14, 17, 15
2018/7/15, 11, 18
2018/7/16, 12, 20
2018/7/17, 13, 24
2018/7/18, 14, 24
2018/7/19, 18, 21
2018/7/20, 18, 18
2018/7/21, 12, 14
2018/7/22, 10, 15
2018/7/23, 16, 18
2018/7/24, 18, 20
2018/7/25, 18, 24
2018/7/26, 16, 25
2018/7/27, 15, 17
2018/7/28, 13, 17
2018/7/29, 10, 19
2018/7/30, 14, 20
2018/7/31, 15, 25
2018/8/1, 19, 16
2018/8/2, 15, 20
2018/8/3, 17, 22
2018/8/4, 20, 23
2018/8/5, 17, 20
2018/8/6, 22, 20
2018/8/7, 13, 20
2018/8/8, 14, 10
2018/8/9, 14, 20
2018/8/10, 12, 17
2018/8/11, 8, 11
2018/8/12, 9, 13
2018/8/13, 11, 12
2018/8/14, 8, 12
2018/8/15, 8, 17
2018/8/16, 10, 17
2018/8/17, 11, 24
2018/8/18, 14, 20
2018/8/19, 13, 20
2018/8/20, 14, 21
2018/8/21, 19, 14
2018/8/22, 11, 15
2018/8/23, 11, 20
2018/8/24, 13, 18
2018/8/25, 9, 17
2018/8/26, 6, 16
2018/8/27, 9, 19
2018/8/28, 12, 18
2018/8/29, 14, 18
2018/8/30, 12, 18
2018/8/31, 14, 19
2018/9/1, 9, 13
2018/9/2, 10, 15
2018/9/3, 10, 14
2018/9/4, 13, 18
2018/9/5, 14, 17
2018/9/6, 14, 17
2018/9/7, 15, 14
2018/9/8, 12, 15
2018/9/9, 11, 15
2018/9/10, 13, 17
2018/9/11, 14, 22
2018/9/12, 15, 17
2018/9/13, 17, 21
2018/9/14, 12, 14
2018/9/15, 11, 14
2018/9/16, 14, 17
2018/9/17, 20, 14
2018/9/18, 16, 14
2018/9/19, 15, 17
2018/9/20, 16, 20
2018/9/21, 17, 15
2018/9/22, 10, 10
2018/9/23, 13, 17
2018/9/24, 7, 17
2018/9/25, 13, 17
2018/9/26, 13, 19
2018/9/27, 12, 26
2018/9/28, 15, 22
2018/9/29, 16, 19
2018/9/30, 17, 18
2018/4/1, 5, 8
2018/4/2, 7, 6
2018/4/3, 16, 7
2018/4/4, 9, 18
2018/4/5, 11, 21
2018/4/6, 14, 14
2018/4/7, 9, 4
2018/4/8, 14, 18
2018/4/9, 16, 11
2018/4/10, 11, 
2018/4/11, 13, 11
2018/4/12, 11, 12
2018/4/13, 15, 16
2018/4/14, 6, 12
2018/4/15, 13, 14
2018/4/16, 16, 16
2018/4/17, 12, 19
2018/4/18, 16, 20
2018/4/19, 16, 17
2018/4/20, 16, 16
2018/4/21, 14, 11
2018/4/22, 13, 16
2018/4/23, 23, 14
2018/4/24, 14, 16
2018/4/25, 21, 22
2018/4/26, 17, 12
2018/4/27, 22, 13
2018/4/28, 20, 7
2018/4/29, 19, 8
2018/4/30, 21, 15
2018/5/1, 10, 17
2018/5/2, 23, 18
2018/5/3, 23, 20
2018/5/4, 20, 16
2018/5/5, 17, 14
2018/5/6, 18, 16
2018/5/7, 20, 20
2018/5/8, 18, 18
2018/5/9, 14, 15
2018/5/10, 8, 14
2018/5/11, 9, 16
2018/5/12, 8, 8
2018/5/13, 7, 16
2018/5/14, 13, 15
2018/5/15, 9, 23
2018/5/16, 13, 14
2018/5/17, 10, 22
2018/5/18, 11, 19
2018/5/19, 13, 15
2018/5/20, 7, 12
2018/5/21, 7, 16
2018/5/22, 12, 18
2018/5/23, 13, 13
2018/5/24, 11, 20
2018/5/25, 10, 20
2018/5/26, 12, 14
2018/5/27, 15, 11
2018/5/28, 15, 14
2018/5/29, 16, 18
2018/5/30, 20, 11
2018/5/31, 20, 20
2018/6/1, 18, 14
2018/6/2, 12, 16
2018/6/3, 9, 16
2018/6/4, 15, 15
2018/6/5, 12, 16
2018/6/6, 12, 14
2018/6/7, 13, 19
2018/6/8, 12, 17
2018/6/9, 15, 13
2018/6/10, 10, 10
2018/6/11, 15, 16
2018/6/12, 19, 14
2018/6/13, 10, 17
2018/6/14, 9, 20
2018/6/15, 13, 20
2018/6/16, 12, 15
2018/6/17, 11, 17
2018/6/18, 13, 16
2018/6/19, 13, 19
2018/6/20, 15, 15
2018/6/21, 16, 14
2018/6/22, 10, 14
2018/6/23, 10, 15
2018/6/24, 10, 18
2018/6/25, 9, 14
2018/6/26, 11, 18
2018/6/27, 11, 15
2018/6/28, 13, 17
2018/6/29, 12, 17
2018/6/30, 13, 19
2018/1/1, 27, 24
2018/1/2, 13, 16
2018/1/3, 12, 22
2018/1/4, 11, 21
2018/1/5, 11, 14
2018/1/6, 7, 14
2018/1/7, 7, 10
2018/1/8, 11, 17
2018/1/9, 13, 18
2018/1/10, 16, 23
2018/1/11, 22, 21
2018/1/12, 24, 21
2018/1/13, 20, 21
2018/1/14, 21, 21
2018/1/15, 28, 13
2018/1/16, 13, 24
2018/1/17, 10, 15
2018/1/18, 9, 28
2018/1/19, 15, 22
2018/1/20, 10, 23
2018/1/21, 13, 28
2018/1/22, 16, 31
2018/1/23, 20, 25
2018/1/24, 14, 21
2018/1/25, 11, 15
2018/1/26, 10, 29
2018/1/27, 19, 24
2018/1/28, 17, 24
2018/1/29, 15, 23
2018/1/30, 19, 20
2018/1/31, 20, 24
2018/2/1, 12, 24
2018/2/2, 14, 24
2018/2/3, 15, 20
2018/2/4, 17, 25
2018/2/5, 22, 28
2018/2/6, 18, 27
2018/2/7, 26, 20
2018/2/8, 32, 25
2018/2/9, 32, 25
2018/2/10, 34, 24
2018/2/11, 23, 27
2018/2/12, 26, 22
2018/2/13, 18, 25
2018/2/14, 18, 34
2018/2/15, 22, 31
2018/2/16, 33, 
2018/2/18, 22, 19
2018/2/19, 24, 21
2018/2/20, 29, 21
2018/2/21, 28, 22
2018/2/22, 35, 23
2018/2/23, 35, 22
2018/2/24, 36, 15
2018/2/25, 21, 20
2018/2/26, 22, 18
2018/2/27, 34, 26
2018/2/28, 32, 15
2018/3/1, 36, 40
2018/3/2, 58, 31
2018/3/3, 49, 16
2018/3/4, 21, 23
2018/3/5, 17, 24
2018/3/6, 16, 27
2018/3/7, 16, 19
2018/3/8, 11, 14
2018/3/9, 12, 12
2018/3/10, 10, 7
2018/3/11, 5, 17
2018/3/12, 9, 19
2018/3/13, 12, 20
2018/3/14, 14, 13
2018/3/15, 15, 16
2018/3/16, 12, 19
2018/3/17, 16, 14
2018/3/18, 21, 21
2018/3/19, 31, 23
2018/3/20, 38, 22
2018/3/21, 27, 21
2018/3/22, 17, 23
2018/3/23, 20, 25
2018/3/24, 16, 19
2018/3/25, 12, 24
2018/3/26, 26, 21
2018/3/27, 24, 20
2018/3/28, 18, 27
2018/3/29, 13, 18
2018/3/30, 13, 19
2018/3/31, 8, 10
2017/10/1, 11, 12
2017/10/2, 13, 18
2017/10/3, 15, 12
2017/10/4, 16, 16
2017/10/5, 12, 18
2017/10/6, 9, 15
2017/10/7, 10, 15
2017/10/8, 12, 15
2017/10/9, 13, 15
2017/10/10, 19, 15
2017/10/11, 17, 20
2017/10/12, 21, 16
2017/10/13, 22, 15
2017/10/14, 14, 12
2017/10/15, 11, 17
2017/10/16, 19, 18
2017/10/17, 22, 21
2017/10/18, 19, 21
2017/10/19, 20, 23
2017/10/20, 20, 18
2017/10/21, 21, 19
2017/10/22, 10, 24
2017/10/23, 12, 16
2017/10/24, 13, 16
2017/10/25, 15, 14
2017/10/26, 11, 25
2017/10/27, 17, 18
2017/10/28, 12, 13
2017/10/29, 7, 18
2017/10/30, 13, 19
2017/10/31, 18, 14
2017/11/1, 18, 19
2017/11/2, 25, 19
2017/11/3, 19, 18
2017/11/4, 14, 10
2017/11/5, 9, 23
2017/11/6, 10, 17
2017/11/7, 17, 19
2017/11/8, 20, 17
2017/11/9, 21, 18
2017/11/10, 17, 16
2017/11/11, 14, 10
2017/11/12, 6, 19
2017/11/13, 9, 19
2017/11/14, 17, 20
2017/11/15, 19, 20
2017/11/16, 24, 18
2017/11/17, 25, 16
2017/11/18, 25, 18
2017/11/19, 18, 23
2017/11/20, 16, 25
2017/11/21, 25, 
2017/11/23, 30, 31
2017/11/24, 29, 17
2017/11/25, 14, 17
2017/11/26, 11, 18
2017/11/27, 15, 26
2017/11/28, 30, 24
2017/11/29, 25, 27
2017/11/30, 15, 22
2017/12/1, 18, 19
2017/12/2, 16, 17
2017/12/3, 14, 30
2017/12/4, 20, 26
2017/12/5, 20, 26
2017/12/6, 22, 26
2017/12/7, 22, 19
2017/12/8, 13, 23
2017/12/9, 12, 10
2017/12/10, 9, 8
2017/12/11, 5, 26
2017/12/12, 12, 23
2017/12/13, 18, 28
2017/12/14, 20, 30
2017/12/15, 16, 24
2017/12/16, 16, 23
2017/12/17, 14, 26
2017/12/18, 14, 25
2017/12/19, 20, 26
2017/12/20, 22, 29
2017/12/21, 18, 29
2017/12/22, 32, 21
2017/12/23, 12, 16
2017/12/24, 9, 18
2017/12/25, 12, 
2017/12/27, 15, 19
2017/12/28, 7, 18
2017/12/29, 11, 16
2017/12/30, 8, 
2017/7/1, 9, 13
2017/7/2, 9, 19
2017/7/3, 9, 18
2017/7/4, 12, 17
2017/7/5, 16, 19
2017/7/6, 18, 21
2017/7/7, 20, 17
2017/7/8, 14, 11
2017/7/9, 11, 14
2017/7/10, 15, 16
2017/7/11, 10, 14
2017/7/12, 15, 19
2017/7/13, 11, 18
2017/7/14, 15, 21
2017/7/15, 13, 14
2017/7/16, 10, 19
2017/7/17, 12, 14
2017/7/18, 14, 17
2017/7/19, 14, 20
2017/7/20, 20, 16
2017/7/21, 15, 15
2017/7/22, 14, 14
2017/7/23, 9, 20
2017/7/24, 11, 13
2017/7/25, 8, 20
2017/7/26, 10, 14
2017/7/27, 13, 15
2017/7/28, 16, 16
2017/7/29, 13, 13
2017/7/30, 9, 14
2017/7/31, 17, 15
2017/8/1, 20, 23
2017/8/2, 19, 21
2017/8/3, 28, 19
2017/8/4, 25, 14
2017/8/5, 15, 17
2017/8/6, 10, 15
2017/8/7, 11, 11
2017/8/8, 13, 17
2017/8/9, 11, 13
2017/8/10, 13, 22
2017/8/11, 9, 16
2017/8/12, 10, 11
2017/8/13, 10, 13
2017/8/14, 14, 12
2017/8/15, 11, 16
2017/8/16, 14, 16
2017/8/17, 18, 11
2017/8/18, 20, 23
2017/8/19, 9, 13
2017/8/20, 8, 13
2017/8/21, 13, 17
2017/8/22, 17, 16
2017/8/23, 19, 17
2017/8/24, 17, 14
2017/8/25, 16, 16
2017/8/26, 19, 13
2017/8/27, 18, 15
2017/8/28, 24, 15
2017/8/29, 19, 19
2017/8/30, 25, 20
2017/8/31, 21, 22
2017/9/1, 10, 19
2017/9/2, 9, 13
2017/9/3, 7, 14
2017/9/4, 12, 14
2017/9/5, 12, 6
2017/9/6, 10, 
2017/9/11, 12, 19
2017/9/12, 11, 11
2017/9/13, 10, 14
2017/9/14, 9, 16
2017/9/15, 12, 14
2017/9/16, 8, 14
2017/9/17, 10, 14
2017/9/18, 12, 21
2017/9/19, 13, 21
2017/9/20, 16, 14
2017/9/21, 15, 18
2017/9/22, 16, 15
2017/9/23, 15, 17
2017/9/24, 13, 14
2017/9/25, 15, 17
2017/9/26, 16, 16
2017/9/27, 20, 16
2017/9/28, 21, 15
2017/9/29, 19, 16
2017/9/30, 19, 18
2017/4/1, 18, 16
2017/4/2, 15, 17
2017/4/3, 16, 21
2017/4/4, 14, 21
2017/4/5, 13, 23
2017/4/6, 18, 24
2017/4/7, 21, 20
2017/4/8, 9, 16
2017/4/9, 9, 19
2017/4/10, 20, 23
2017/4/11, 17, 20
2017/4/12, 17, 27
2017/4/13, 17, 24
2017/4/14, 17, 14
2017/4/15, 13, 16
2017/4/16, 8, 10
2017/4/17, 6, 15
2017/4/18, 8, 20
2017/4/19, 14, 21
2017/4/20, 18, 20
2017/4/21, 15, 17
2017/4/22, 12, 14
2017/4/23, 8, 13
2017/4/24, 20, 12
2017/4/25, 23, 23
2017/4/26, 13, 23
2017/4/27, 12, 27
2017/4/28, 10, 19
2017/4/29, 12, 8
2017/4/30, 7, 8
2017/5/1, 9, 13
2017/5/2, 10, 17
2017/5/3, 12, 17
2017/5/4, 13, 18
2017/5/5, 10, 9
2017/5/6, 11, 17
2017/5/7, 9, 16
2017/5/8, 12, 21
2017/5/9, 10, 19
2017/5/10, 13, 11
2017/5/11, 24, 15
2017/5/12, 10, 11
2017/5/13, 8, 10
2017/5/14, 6, 15
2017/5/15, 11, 18
2017/5/16, 12, 18
2017/5/17, 15, 14
2017/5/18, 19, 11
2017/5/19, 21, 14
2017/5/20, 8, 16
2017/5/21, 9, 16
2017/5/22, 15, 18
2017/5/23, 15, 21
2017/5/24, 15, 14
2017/5/25, 8, 19
2017/5/26, 14, 20
2017/5/27, 12, 19
2017/5/28, 13, 22
2017/5/29, 18, 18
2017/5/30, 19, 16
2017/5/31, 15, 18
2017/6/1, 16, 17
2017/6/2, 14, 15
2017/6/3, 9, 16
2017/6/4, 12, 9
2017/6/5, 8, 17
2017/6/6, 11, 17
2017/6/7, 8, 21
2017/6/8, 17, 19
2017/6/9, 14, 20
2017/6/10, 10, 18
2017/6/11, 11, 20
2017/6/12, 16, 24
2017/6/13, 21, 28
2017/6/14, 23, 18
2017/6/15, 15, 21
2017/6/16, 17, 18
2017/6/17, 13, 22
2017/6/18, 10, 22
2017/6/19, 17, 18
2017/6/20, 19, 22
2017/6/21, 22, 20
2017/6/22, 20, 16
2017/6/23, 20, 22
2017/6/24, 26, 14
2017/6/25, 14, 13
2017/6/26, 12, 11
2017/6/27, 11, 19
2017/6/28, 15, 17
2017/6/29, 11, 15
2017/6/30, 8, 13
2017/1/2, 24, 22
2017/1/3, 17, 17
2017/1/4, 11, 15
2017/1/5, 16, 19
2017/1/6, 14, 29
2017/1/7, 20, 34
2017/1/8, 26, 28
2017/1/9, 17, 25
2017/1/10, 17, 25
2017/1/11, 22, 29
2017/1/12, 24, 20
2017/1/13, 15, 26
2017/1/14, 19, 24
2017/1/15, 15, 26
2017/1/16, 18, 25
2017/1/17, 22, 26
2017/1/18, 26, 30
2017/1/19, 28, 32
2017/1/20, 27, 35
2017/1/21, 21, 24
2017/1/22, 11, 33
2017/1/23, 26, 37
2017/1/24, 41, 41
2017/1/25, 55, 41
2017/1/26, 46, 29
2017/1/27, 19, 31
2017/1/28, 20, 27
2017/1/29, 18, 37
2017/1/30, 23, 25
2017/1/31, 23, 26
2017/2/1, 30, 14
2017/2/2, 14, 20
2017/2/3, 9, 23
2017/2/4, 17, 20
2017/2/5, 10, 26
2017/2/6, 23, 19
2017/2/7, 18, 22
2017/2/8, 28, 24
2017/2/9, 32, 28
2017/2/10, 32, 24
2017/2/11, 30, 20
2017/2/12, 14, 24
2017/2/13, 38, 22
2017/2/14, 16, 24
2017/2/15, 23, 20
2017/2/16, 17, 30
2017/2/17, 23, 22
2017/2/18, 20, 17
2017/2/19, 10, 24
2017/2/20, 18, 25
2017/2/21, 15, 18
2017/2/22, 17, 15
2017/2/23, 18, 22
2017/2/24, 16, 24
2017/2/25, 14, 23
2017/2/26, 14, 14
2017/2/27, 19, 21
2017/2/28, 15, 18
2017/3/1, 13, 21
2017/3/2, 14, 14
2017/3/3, 14, 11
2017/3/4, 9, 18
2017/3/5, 8, 17
2017/3/6, 12, 22
2017/3/7, 11, 18
2017/3/8, 16, 25
2017/3/9, 12, 22
2017/3/10, 11, 21
2017/3/11, 12, 17
