date, pm25, pm10, no2
2017/2/5, 27, , 29
2017/2/6, 53, 1, 37
2017/2/7, 38, , 44
2017/2/8, 65, 2, 48
2017/2/9, 59, 4, 53
2017/2/10, 102, 3, 30
2017/2/11, 99, 3, 29
2017/2/12, 108, 3, 22
2017/2/13, 127, , 55
2017/2/14, 89, , 
2017/2/15, 95, 18, 35
2017/2/16, 57, 13, 24
2017/2/17, 57, 23, 30
2017/2/18, 73, 17, 30
2017/2/19, 61, 11, 17
2017/2/20, 55, 20, 24
2017/2/21, 61, 11, 15
2017/2/22, 53, 5, 
2017/2/23, 13, 13, 25
2017/2/24, 57, 15, 11
2017/2/25, 58, 11, 9
2017/2/26, 49, 10, 37
2017/2/27, 50, 13, 27
2017/2/28, 55, 19, 23
2017/3/1, 62, 15, 6
2017/3/2, 55, 24, 18
2017/3/3, 66, 23, 21
2017/3/4, 69, 14, 7
2017/3/5, 57, 13, 10
2017/3/6, 53, 22, 18
2017/3/7, 67, 20, 22
2017/3/8, 64, 17, 10
2017/3/9, 65, 26, 24
2017/3/10, 67, 26, 23
2017/3/11, 71, 18, 20
2017/3/12, 61, 17, 16
2017/3/13, 54, 18, 17
2017/3/14, 61, 18, 15
2017/3/15, 61, 26, 19
2017/3/16, 86, 12, 9
2017/3/17, 47, 10, 5
2017/3/18, 50, 12, 6
2017/3/19, 53, 11, 14
2017/3/20, 50, 11, 4
2017/3/21, 46, 20, 16
2017/3/22, 62, 18, 25
2017/3/23, 62, 27, 23
2017/3/24, 70, 20, 41
2017/3/25, 63, 21, 12
2017/3/26, 65, 16, 11
2017/3/27, 59, 17, 16
2017/3/28, 63, 20, 13
2017/3/29, 63, 15, 12
2017/3/30, 57, 17, 20
2017/3/31, 57, 22, 20
2020/1/1, , 2, 3
2019/11/7, , 46, 7
2019/11/24, , 7, 13
2019/12/7, , 8, 4
2019/12/11, , 8, 25
2019/7/4, , 18, 13
2019/7/5, , 14, 15
2019/7/6, , 16, 14
2019/7/7, , 13, 12
2019/7/8, , 18, 14
2019/7/9, , 15, 12
2019/7/10, , 15, 11
2019/7/11, , 15, 7
2019/7/12, , 11, 10
2019/7/13, , 11, 6
2019/7/14, , 11, 11
2019/7/15, , 14, 14
2019/7/16, , 15, 16
2019/7/17, , 14, 6
2019/7/18, , 13, 13
2019/7/19, , 9, 7
2019/7/20, , 12, 5
2019/7/21, , 11, 5
2019/7/22, , 13, 11
2019/5/28, , 9, 25
2019/6/3, , 26, 17
2018/12/31, , 15, 5
2018/8/1, , 26, 21
2018/8/7, , 18, 
2018/8/20, , 10, 42
2018/5/10, , 35, 53
2017/12/31, , 14, 5
2018/1/16, , 17, 16
2018/1/17, , 12, 16
2018/1/18, , 16, 24
2018/1/19, , 18, 20
2018/1/20, , 16, 19
2018/1/21, , 15, 19
2018/1/22, , 15, 22
2018/1/23, , 13, 27
2018/1/24, , 19, 9
2018/1/25, , 20, 29
2018/1/26, , 19, 30
2018/1/27, , 11, 24
2018/1/28, , 12, 11
2018/1/29, , 20, 30
2018/1/30, , 11, 20
2018/1/31, , 15, 11
2018/2/1, , 15, 9
2018/2/2, , 19, 22
2018/2/3, , 15, 18
2018/2/4, , 13, 11
2018/2/5, , 25, 43
2018/2/10, , 14, 6
2017/11/23, , 18, 17
2017/8/27, , 23, 20
2017/9/10, , 16, 10
2017/4/30, , 29, 29
2017/5/2, , 22, 13
2017/5/7, , 29, 6
2017/5/11, , 24, 34
2017/6/25, , 29, 60
2017/1/4, , 18, 27
2017/1/25, , 1, 30
2017/1/26, , 28, 39
2017/1/27, , 12, 16
2017/1/28, , 6, 14
2017/1/29, , 9, 24
2017/1/30, , 17, 46
2017/1/31, , 19, 34
2017/11/22, , , 23
