date, pm25, pm10, o3, so2
2018/9/2, 17, 10, 2, 8
2018/9/3, 25, 12, 2, 11
2018/9/4, 30, 13, 27, 11
2018/9/5, 38, 19, 14, 12
2018/9/6, 50, 12, 45, 9
2018/9/7, 34, 13, 24, 12
2018/9/8, 34, 14, 1, 13
2018/9/9, 38, 17, 41, 10
2018/9/10, 46, 20, 11, 15
2018/9/11, 53, 25, 10, 26
2018/9/12, 59, 27, 57, 15
2018/9/13, 68, 21, 47, 20
2018/9/14, 55, 14, 35, 9
2018/9/15, 38, 20, 23, 9
2018/9/16, 57, 22, 13, 12
2018/9/17, 61, 22, 12, 15
2018/9/18, 57, 16, 12, 19
2018/9/19, 34, 20, 11, 33
2018/9/20, 46, 26, 24, 31
2018/9/21, 57, 25, 15, 23
2018/9/22, 59, 23, 18, 10
2018/9/23, 57, 3, 24, 7
2018/9/24, 9, 5, 23, 22
2018/9/25, 9, 14, 14, 30
2018/9/26, 25, 15, 8, 33
2018/9/27, 38, 18, 11, 35
2018/9/28, 42, 19, 20, 17
2018/9/29, 50, 18, 18, 16
2018/9/30, 53, 17, 8, 28
2018/4/2, 17, 19, , 25
2018/4/3, 50, 20, , 30
2018/4/4, 57, 14, , 22
2018/4/5, 50, 10, , 11
2018/4/6, 21, 19, , 15
2018/4/7, 55, 20, , 12
2018/4/8, 59, 15, , 16
2018/4/9, 46, 11, , 15
2018/4/10, 30, 10, , 13
2018/4/11, 30, 12, , 20
2018/4/12, 34, 9, , 15
2018/4/13, 21, 10, , 11
2018/4/14, 34, 13, , 9
2018/4/15, 38, 18, , 12
2018/4/16, 50, 12, , 15
2018/4/17, 34, 16, , 18
2018/4/18, 50, 16, , 16
2018/4/19, 50, 19, , 19
2018/4/20, 50, 17, , 15
2018/4/21, 46, , , 8
2018/4/23, 61, 23, , 26
2018/4/24, 59, 30, , 18
2018/4/25, 70, 24, , 25
2018/4/26, 57, , , 24
2018/4/28, 53, 24, , 13
2018/4/29, 55, 14, , 11
2018/4/30, 21, 10, , 8
2018/5/1, 13, 12, , 22
2018/5/2, 30, 20, , 20
2018/5/3, 50, 20, , 26
2018/5/4, 46, 17, , 19
2018/5/5, 42, 19, , 13
2018/5/6, 46, 18, , 13
2018/5/7, 46, 14, , 12
2018/5/8, 38, 17, , 21
2018/5/9, 38, 13, , 20
2018/5/10, 34, 13, , 18
2018/5/11, 38, 11, , 17
2018/5/12, 34, 12, , 12
2018/5/13, 34, 10, 13, 19
2018/5/14, 30, 10, 13, 21
2018/5/15, 21, 10, 19, 16
2018/5/16, 25, 7, 23, 14
2018/5/17, 17, 10, 22, 18
2018/5/18, 30, 13, 22, 16
2018/5/19, 38, 10, 14, 11
2018/5/20, 25, 9, 14, 9
2018/5/21, 25, 15, 13, 16
2018/5/22, 42, 14, 21, 17
2018/5/23, 38, 12, 21, 15
2018/5/24, 25, 11, 22, 14
2018/5/25, 25, 25, 14, 20
2018/5/26, 63, 23, 32, 14
2018/5/27, 57, 14, 20, 6
2018/5/28, 21, 19, 6, 10
2018/5/29, 53, 21, 15, 13
2018/5/30, 55, 24, 16, 12
2018/5/31, 57, 24, 10, 12
2018/6/1, 57, 15, 8, 10
2018/6/2, 34, 12, 6, 8
2018/6/3, 38, 19, 1, 12
2018/6/4, 50, 14, 3, 11
2018/6/5, 42, 17, 8, 10
2018/6/6, 50, 20, 8, 13
2018/6/7, 50, 11, 3, 11
2018/6/8, 17, 14, 6, 10
2018/6/9, 34, 18, 13, 9
2018/6/10, 53, 26, 9, 17
2018/6/11, 65, 23, 34, 18
2018/6/12, 46, 11, 20, 15
2018/6/13, 21, 6, 4, 16
2018/6/15, 30, 13, 5, 17
2018/6/16, 50, 14, 4, 13
2018/6/17, 50, 10, 9, 11
2018/6/18, 30, 12, 11, 18
2018/6/19, 34, 18, 11, 24
2018/6/20, 46, 22, 14, 22
2018/6/21, 55, 9, 16, 16
2018/6/24, 5, 9, 12, 16
2018/6/26, 17, 10, 13, 23
2018/6/27, 25, 7, 12, 25
2018/6/28, 13, 10, 14, 26
2018/6/29, 21, 15, 12, 20
2018/6/30, 42, 22, 16, 16
2018/1/1, 132, 21, , 31
2018/1/2, 70, 16, , 29
2018/1/3, 53, 21, , 29
2018/1/4, 65, 23, , 31
2018/1/5, 72, 29, , 22
2018/1/6, 85, 28, , 17
2018/1/7, 82, 28, , 21
2018/1/8, 78, 18, , 22
2018/1/9, 59, 23, , 28
2018/1/10, 68, 20, , 24
2018/1/11, 59, 22, , 28
2018/1/12, 57, 18, , 28
2018/1/13, 53, 26, , 28
2018/1/14, 70, 32, , 33
2018/1/15, 74, 40, , 32
2018/1/16, 89, 24, , 20
2018/1/17, 68, 19, , 36
2018/1/18, 42, 25, , 39
2018/1/19, 59, 20, , 36
2018/1/20, 46, 11, , 14
2018/1/21, 42, 13, , 35
2018/1/22, 38, 29, , 37
2018/1/23, 68, 25, , 37
2018/1/24, 61, 34, , 37
2018/1/25, 72, 45, , 39
2018/1/26, 99, 28, , 26
2018/1/27, 74, 18, , 24
2018/1/28, 57, 32, , 30
2018/1/29, 63, 32, , 30
2018/1/30, 70, 41, , 26
2018/1/31, 91, 35, , 32
2018/2/1, 85, 6, , 23
2018/2/2, 17, 5, , 15
2018/2/3, 17, 11, , 23
2018/2/4, 34, 19, , 29
2018/2/5, 53, 30, , 35
2018/2/6, 68, 28, , 31
2018/2/7, 68, 26, , 25
2018/2/8, 68, 30, , 30
2018/2/9, 74, 19, , 19
2018/2/10, 55, 15, , 30
2018/2/11, 50, 20, , 25
2018/2/12, 61, 9, , 27
2018/2/13, 17, 17, , 30
2018/2/14, 42, 20, , 29
2018/2/15, 50, 30, , 29
2018/2/16, 63, 40, , 30
2018/2/17, 93, 35, , 25
2018/2/18, 89, 22, , 15
2018/2/19, 65, , , 18
2018/2/22, 53, 19, , 18
2018/2/23, 53, 20, , 16
2018/2/24, 59, 17, , 7
2018/2/25, 57, 14, , 10
2018/2/26, 46, 22, , 12
2018/2/27, 68, 34, , 13
2018/2/28, 89, 53, , 33
2018/3/1, 139, 52, , 37
2018/3/2, 132, 47, , 31
2018/3/3, 124, 26, , 19
2018/3/4, 76, 32, , 28
2018/3/5, 89, 21, , 28
2018/3/6, 65, 23, , 27
2018/3/7, 72, 11, , 32
2018/3/8, 34, 20, , 23
2018/3/9, 55, 32, , 31
2018/3/10, 76, 33, , 25
2018/3/11, 80, 11, , 29
2018/3/12, 34, 13, , 20
2018/3/13, 42, 17, , 22
2018/3/14, 50, 30, , 33
2018/3/15, 70, 9, , 30
2018/3/16, 25, 16, , 29
2018/3/17, 46, 5, , 19
2018/3/18, 13, 9, , 23
2018/3/19, 38, 13, , 23
2018/3/20, 46, 10, , 16
2018/3/21, 25, 10, , 13
2018/3/22, 34, 6, , 25
2018/3/23, 13, 19, , 23
2018/3/24, 57, 24, , 19
2018/3/25, 68, , , 33
2018/3/27, 53, 37, , 16
2018/3/28, 91, 25, , 8
2018/3/29, 68, , , 15
2017/10/2, 72, 49, , 21
2017/10/3, 109, 12, , 24
2017/10/4, 34, 23, , 18
2017/10/5, 57, 8, , 21
2017/10/6, 25, 8, , 12
2017/10/7, 25, 10, , 24
2017/10/8, 34, 15, , 22
2017/10/9, 38, 20, , 26
2017/10/10, 50, 32, , 23
2017/10/11, 72, 30, , 23
2017/10/12, 68, 23, , 24
2017/10/13, 61, 17, , 24
2017/10/14, 53, 17, , 24
2017/10/15, 50, 23, , 21
2017/10/16, 57, 23, , 27
2017/10/17, 59, 25, , 28
2017/10/18, 59, 34, , 25
2017/10/19, 74, 34, , 25
2017/10/20, 76, 56, , 30
2017/10/21, 137, 22, , 26
2017/10/22, 65, 3, , 13
2017/10/23, 5, 8, , 6
2017/10/24, 13, 23, , 30
2017/10/25, 57, 22, , 27
2017/10/26, 57, 26, , 24
2017/10/27, 61, 16, , 17
2017/10/28, 46, 15, , 27
2017/10/29, 50, 10, , 16
2017/10/30, 21, 20, , 15
2017/10/31, 50, 21, , 29
2017/11/1, 61, 31, , 24
2017/11/2, 76, 39, , 25
2017/11/3, 87, 30, , 26
2017/11/4, 76, 30, , 27
2017/11/5, 80, 4, , 17
2017/11/6, 9, 11, , 20
2017/11/7, 38, 15, , 23
2017/11/8, 50, 19, , 20
2017/11/9, 55, 19, , 27
2017/11/10, 55, 17, , 23
2017/11/11, 55, 16, , 16
2017/11/12, 55, 1, , 11
2017/11/14, 9, 17, , 17
2017/11/15, 38, 24, , 26
2017/11/16, 59, 27, , 26
2017/11/17, 63, 20, , 33
2017/11/18, 59, 9, , 31
2017/11/19, 25, 15, , 24
2017/11/20, 34, , , 30
2017/11/22, 76, 36, , 27
2017/11/23, 78, 34, , 26
2017/11/24, 78, 34, , 29
2017/11/25, 85, 4, , 27
2017/11/26, 9, 14, , 10
2017/11/27, 25, 27, , 31
2017/11/28, 65, 33, , 32
2017/11/29, 87, 12, , 28
2017/11/30, 42, 17, , 25
2017/12/1, 38, 19, , 27
2017/12/2, 55, 15, , 25
2017/12/3, 53, 30, , 25
2017/12/4, 65, 38, , 35
2017/12/5, 82, 31, , 42
2017/12/6, 68, 38, , 38
2017/12/7, 80, 32, , 34
2017/12/8, 80, 3, , 6
2017/12/9, 5, 10, , 17
2017/12/10, 25, 24, , 24
2017/12/11, 70, 34, , 32
2017/12/12, 82, 18, , 40
2017/12/13, 50, 25, , 31
2017/12/14, 68, 33, , 31
2017/12/15, 87, 13, , 31
2017/12/16, 42, 12, , 31
2017/12/17, 42, 19, , 20
2017/12/18, 46, 38, , 28
2017/12/19, 72, 42, , 41
2017/12/20, 87, 33, , 43
2017/12/21, 74, 47, , 33
2017/12/22, 107, 42, , 45
2017/12/23, 104, 18, , 40
2017/12/24, 57, 21, , 35
2017/12/25, 68, 30, , 32
2017/12/26, 85, , , 30
2017/12/28, 30, 9, , 35
2017/12/29, 30, 16, , 
2017/12/30, 55, 27, , 
2017/12/31, 80, 50, , 27
2017/7/1, 25, 6, , 8
2017/7/2, 17, 8, , 8
2017/7/3, 21, 14, , 11
2017/7/4, 46, 20, , 12
2017/7/5, 57, 20, , 15
2017/7/6, 59, 24, , 13
2017/7/7, 65, , , 13
2017/7/9, 13, 17, , 10
2017/7/10, 50, 17, , 10
2017/7/11, 42, 16, , 13
2017/7/12, 46, 13, , 12
2017/7/13, 38, 10, , 10
2017/7/14, 21, 6, , 11
2017/7/15, 21, 7, , 6
2017/7/16, 21, , , 10
2017/7/29, 57, 10, , 7
2017/7/30, 17, 13, , 6
2017/7/31, 25, 22, , 8
2017/8/1, 63, 23, , 11
2017/8/2, 63, 27, , 17
2017/8/3, 63, 31, , 15
2017/8/4, 68, 21, , 7
2017/8/5, 57, 11, , 6
2017/8/6, 17, 8, , 7
2017/8/7, 17, 14, , 10
2017/8/8, 42, 17, , 6
2017/8/9, 46, 18, , 6
2017/8/10, 50, 7, , 10
2017/8/11, 17, 4, , 8
2017/8/12, 17, 5, , 8
2017/8/13, 25, 11, , 5
2017/8/14, 38, 13, , 6
2017/8/15, 46, 19, , 6
2017/8/16, 53, 16, , 16
2017/8/17, 53, 19, , 8
2017/8/18, 59, 9, , 7
2017/8/19, 17, 5, , 8
2017/8/20, 17, 8, , 5
2017/8/21, 30, 10, , 9
2017/8/22, 38, 14, , 8
2017/8/23, 50, 20, , 9
2017/8/24, 57, 24, , 9
2017/8/25, 68, 22, , 11
2017/8/26, 61, 15, , 9
2017/8/27, 42, 20, , 8
2017/8/28, 50, 15, , 15
2017/8/29, 46, 21, , 13
2017/8/30, 57, 25, , 11
2017/8/31, 61, 12, , 14
2017/9/1, 34, 5, , 12
2017/9/2, 13, 4, , 10
2017/9/3, 17, 9, , 7
2017/9/4, 29, 10, , 13
2017/9/5, 30, , , 11
2017/9/10, 21, 12, , 10
2017/9/11, 25, 8, , 16
2017/9/12, 13, 9, , 17
2017/9/13, 25, 16, , 14
2017/9/14, 46, 8, , 14
2017/9/15, 17, 10, , 14
2017/9/16, 30, 8, , 14
2017/9/17, 21, 10, , 12
2017/9/18, 21, 4, , 12
