date, pm10, no2, co
2019/9/3, 26, 12, 6
2019/9/4, 36, 10, 5
2019/9/5, 38, 11, 5
2019/9/6, 22, 12, 7
2019/9/7, 27, 10, 4
2019/9/8, 19, , 6
2019/9/9, 14, 10, 5
2019/9/10, 17, 11, 5
2019/9/11, 18, 14, 5
2019/9/12, 24, 11, 5
2019/9/13, 31, 7, 3
2019/9/14, 17, 10, 4
2019/9/15, 14, 12, 5
2019/9/16, 20, 13, 4
2019/9/17, 32, 10, 3
2019/9/18, 32, 13, 6
2019/9/19, 36, 12, 6
2019/9/20, 39, 9, 4
2019/9/21, 40, 6, 3
2019/9/22, 17, 10, 4
2019/9/23, 17, 14, 4
2019/9/24, 29, 18, 8
2019/9/25, 40, 9, 8
2019/9/26, 28, 7, 3
2019/9/27, 19, 7, 3
2019/9/28, 21, 7, 2
2019/9/29, 19, 12, 6
2019/9/30, 28, 10, 6
2019/4/26, 18, 8, 7
2019/4/27, 17, 8, 5
2019/4/28, 19, 9, 6
2019/4/29, 26, , 
2019/5/10, 13, 11, 4
2019/5/11, 15, , 
2019/5/16, 26, 5, 3
2019/5/17, 20, 6, 3
2019/5/18, 20, 7, 2
2019/5/19, 18, , 
2019/5/29, 24, 9, 4
2019/5/30, 18, 8, 5
2019/5/31, 24, 7, 4
2019/6/1, 20, 8, 3
2019/6/2, 25, 7, 3
2019/6/3, 29, 3, 1
2019/6/4, 21, 3, 2
2019/6/5, 16, 6, 4
2019/6/6, 26, 7, 4
2019/6/7, 29, 5, 2
2019/6/9, 15, 9, 4
2019/6/10, 27, 4, 3
2019/6/11, 28, 7, 5
2019/6/12, 39, 12, 4
2019/6/13, 22, , 
2019/6/15, 11, , 
2019/6/18, 10, 6, 3
2019/6/19, 16, 4, 2
2019/6/20, 16, 5, 3
2019/6/21, 14, 5, 3
2019/6/22, 23, 6, 3
2019/6/23, 34, 5, 3
2019/6/24, 26, 6, 2
2019/6/25, 19, 4, 2
2019/6/27, 14, 5, 4
2019/6/28, 25, 4, 3
2019/6/29, 21, 5, 2
2019/6/30, 10, 5, 2
2019/1/15, 24, 10, 8
2019/2/7, 25, , 
2019/2/8, 32, 13, 4
2019/2/14, 24, 13, 7
2019/2/15, 26, 12, 6
2019/2/16, 21, 7, 4
2019/3/28, 24, 8, 7
2018/10/15, 18, 12, 3
2018/10/16, 21, 14, 5
2018/10/17, 30, 11, 4
2018/10/18, 27, , 
2018/10/22, 27, , 4
2018/10/23, 21, , 6
2018/10/24, 19, , 8
2018/10/25, 28, , 7
2018/10/26, 23, , 5
2018/10/27, 13, , 3
2018/10/28, 11, 15, 3
2018/10/29, 17, 12, 5
2018/10/30, 17, , 
2018/11/17, 20, , 
2018/11/26, 17, 9, 5
2018/11/27, 19, 10, 6
2018/11/28, 17, 7, 5
2018/11/29, 19, , 
2018/12/2, 17, 11, 6
2018/12/3, 25, 10, 5
2018/12/4, 29, 10, 6
2018/12/5, 28, 11, 5
2018/12/6, 28, 10, 5
2018/12/7, 30, 8, 3
2018/12/8, 20, 13, 5
2018/12/9, 23, 14, 5
2018/12/10, 31, 11, 
2018/12/11, 34, 9, 
2018/12/12, 32, , 
2018/12/17, 28, , 
2018/12/29, 28, 6, 5
2018/7/4, 10, , 2
2018/7/5, 16, , 1
2018/7/6, 12, , 2
2018/7/7, 12, , 2
2018/7/8, 16, , 2
2018/7/9, 19, , 2
2018/7/10, 15, , 1
2018/7/11, 13, 5, 1
2018/7/12, 17, 4, 2
2018/7/13, 36, 5, 2
2018/7/14, 41, 3, 5
2018/7/15, 30, 3, 1
2018/7/16, 19, 3, 1
2018/7/17, 17, 4, 2
2018/7/18, 23, 2, 3
2018/7/19, 15, 3, 2
2018/7/20, 9, 2, 1
2018/7/21, 14, 3, 1
2018/7/22, 14, 5, 1
2018/7/23, 29, 3, 3
2018/7/24, 31, 3, 2
2018/7/25, 19, 3, 2
2018/7/26, 13, 3, 2
2018/7/27, 16, 2, 2
2018/7/28, 13, 2, 2
2018/7/29, 10, 3, 2
2018/7/30, 26, 3, 2
2018/7/31, 33, 2, 2
2018/8/1, 24, 2, 1
2018/8/2, 24, 3, 2
2018/8/3, 25, 3, 2
2018/8/4, 30, 2, 3
2018/8/5, 23, 2, 1
2018/8/6, 25, 2, 1
2018/8/7, 23, 2, 1
2018/8/8, 17, 3, 2
2018/8/9, 28, 1, 2
2018/8/10, 19, 1, 1
2018/8/11, 11, 1, 1
2018/8/12, 11, 2, 1
2018/8/13, 20, 2, 2
2018/8/14, 25, 1, 2
2018/8/15, 27, 2, 1
2018/8/16, 21, , 2
2018/8/17, 37, , 
2018/8/18, 27, , 
2018/8/19, 16, , 
2018/8/20, 19, , 
2018/8/21, 29, , 
2018/8/22, 20, , 
2018/8/23, 16, 2, 
2018/8/24, 24, 2, 
2018/8/25, 25, 1, 1
2018/8/26, 25, 1, 
2018/8/27, 25, 4, 
2018/8/28, 32, 4, 1
2018/8/29, 46, 3, 2
2018/8/30, 35, , 1
2018/9/8, 20, , 
2018/9/9, 16, , 
2018/9/10, 17, , 1
2018/9/11, 17, , 1
2018/9/12, 21, , 1
2018/9/13, 28, , 1
2018/9/14, 22, , 1
2018/9/15, 27, , 1
2018/9/16, 15, , 1
2018/9/17, 30, 3, 1
2018/9/18, 18, 4, 1
2018/9/19, 16, 2, 1
2018/9/20, 24, 4, 
2018/9/21, 31, 2, 1
2018/9/22, 28, 3, 
2018/9/23, 15, 2, 
2018/9/24, 23, 2, 1
2018/9/25, 17, 2, 
2018/9/26, 23, 2, 1
2018/9/27, 23, , 1
2018/4/1, 16, 6, 2
2018/4/2, 23, 6, 3
2018/4/3, 23, 8, 3
2018/4/4, 19, 9, 3
2018/4/5, 25, 7, 6
2018/4/6, 26, 7, 7
2018/4/7, 20, 7, 6
2018/4/8, 15, 7, 7
2018/4/9, 21, 7, 5
2018/4/10, 28, 7, 6
2018/4/11, 38, 9, 7
2018/4/12, 31, 6, 6
2018/4/13, 28, 4, 3
2018/4/14, 18, 4, 4
2018/4/15, 13, 5, 5
2018/4/16, 15, 8, 6
2018/4/17, 20, 8, 6
2018/4/18, 31, 10, 8
2018/4/19, 28, 7, 6
2018/4/20, 19, 8, 7
2018/4/21, 18, 9, 7
2018/4/22, 26, 7, 6
2018/4/23, 26, 6, 5
2018/4/24, 23, 7, 5
2018/4/25, 22, 5, 4
2018/4/26, 22, 7, 5
2018/4/27, 28, 4, 4
2018/4/28, 29, 6, 5
2018/5/3, 20, 5, 3
2018/5/4, 13, 3, 2
2018/5/5, 16, 3, 2
2018/5/6, 17, 4, 3
2018/5/7, 21, 4, 3
2018/5/8, 19, 7, 7
2018/5/9, 42, 6, 3
2018/5/10, 26, 7, 4
2018/5/11, 19, 7, 7
2018/5/12, 31, 3, 2
2018/5/13, 23, 5, 2
2018/5/14, 15, 6, 3
2018/5/15, 27, , 3
2018/5/16, 30, , 2
2018/5/17, 19, , 4
2018/5/18, 26, , 3
2018/5/19, 21, , 3
2018/5/20, 22, , 3
2018/5/21, 23, , 4
2018/5/23, 36, 18, 2
2018/5/24, 18, 18, 2
2018/5/25, 18, 12, 2
2018/5/26, 20, 16, 2
2018/5/27, 34, 7, 1
2018/5/28, 38, 3, 2
2018/5/29, 32, 5, 4
2018/5/30, 24, , 5
2018/5/31, 24, 3, 4
2018/6/1, 27, 4, 3
2018/6/2, 25, 5, 3
2018/6/3, 20, 8, 4
2018/6/4, 26, 7, 3
2018/6/5, 38, 5, 2
2018/6/6, 30, 6, 2
2018/6/7, 26, 4, 2
2018/6/8, 22, 3, 2
2018/6/9, 20, 5, 3
2018/6/10, 28, 4, 3
2018/6/11, 34, 3, 2
2018/6/12, 21, 4, 2
2018/6/13, 15, 5, 3
2018/6/14, 22, 5, 3
2018/6/15, 31, 3, 1
2018/6/16, 15, 3, 1
2018/6/17, 10, 3, 1
2018/6/18, 14, 4, 2
2018/6/19, 23, 4, 2
2018/6/20, 36, 14, 2
2018/6/21, 27, , 2
2018/6/22, 22, , 2
2018/6/23, 26, , 2
2018/1/1, 21, 9, 7
2018/1/2, 25, 10, 6
2018/1/3, 33, 9, 7
2018/1/4, 40, 10, 7
2018/1/5, 32, 5, 4
2018/1/7, 19, 8, 6
2018/1/8, 18, 7, 7
2018/1/9, 21, 9, 8
2018/1/10, 25, 10, 8
2018/1/11, 24, 9, 7
2018/1/12, 20, 6, 6
2018/1/13, 20, 6, 7
2018/1/24, 20, 5, 4
2018/1/25, 22, 5, 4
2018/1/26, 20, 8, 6
2018/1/27, 18, 5, 4
2018/1/28, 18, 5, 4
2018/1/29, 17, 8, 4
2018/1/30, 23, 9, 4
2018/1/31, 24, 13, 5
2018/2/1, 27, 5, 4
2018/2/2, 30, 4, 3
2018/2/3, 14, 4, 3
2018/2/4, 19, 7, 4
2018/2/5, 21, 7, 7
2018/2/6, 22, 8, 2
2018/2/7, 23, 7, 3
2018/2/8, 27, 10, 6
2018/2/9, 27, 6, 4
2018/2/10, 24, 5, 3
2018/2/11, 20, 5, 3
2018/2/12, 18, 6, 3
2018/2/13, 12, 6, 5
2018/2/14, 16, 6, 4
2018/2/15, 18, , 4
2018/2/16, 17, , 
2018/2/25, 10, 6, 4
2018/2/26, 12, 7, 5
2018/2/27, 17, 6, 4
2018/2/28, 15, 9, 5
2018/3/1, 19, 8, 5
2018/3/2, 20, 6, 3
2018/3/3, 17, 9, 4
2018/3/4, 13, 9, 6
2018/3/5, 36, 9, 6
2018/3/6, 33, 9, 2
2018/3/7, 28, 9, 4
2018/3/8, 20, 7, 5
2018/3/9, 22, 6, 4
2018/3/10, 25, 9, 4
2018/3/11, 26, 8, 4
2018/3/12, 21, , 6
2018/3/13, 37, 9, 5
2018/3/14, 38, 7, 5
2018/3/15, 31, 6, 4
2018/3/16, 24, 5, 5
2018/3/17, 16, 5, 3
2018/3/18, 11, 10, 5
2018/3/19, 20, 8, 6
2018/3/20, 35, 5, 2
2018/3/21, 29, 7, 2
2018/3/22, 24, 10, 4
2018/3/23, 25, 6, 2
2018/3/24, 23, 8, 3
2018/3/25, 19, 6, 2
2018/3/26, 20, 6, 2
2018/3/27, 19, 8, 4
2018/3/28, 18, 7, 2
2018/3/29, 19, 9, 3
2018/3/30, 17, 4, 2
2018/3/31, 19, 4, 2
2017/12/31, 26, 5, 5
2019/12/31, , 6, 5
2019/10/14, , 10, 5
2019/11/4, , 12, 3
2019/12/9, , 15, 6
2019/7/3, , 6, 2
2019/7/4, , 8, 3
2019/7/5, , 6, 2
2019/7/6, , 4, 2
2019/7/7, , 5, 2
2019/7/8, , 6, 3
2019/7/9, , 16, 10
2019/7/25, , 15, 9
2019/8/1, , 12, 5
2019/8/7, , 13, 6
2019/8/11, , 11, 7
2019/4/25, , 7, 5
2019/5/15, , 5, 2
2019/5/28, , 7, 4
2019/6/8, , 5, 2
2019/6/14, , 4, 2
2019/6/16, , 3, 
2019/6/17, , 4, 2
2019/6/26, , 4, 2
2019/1/8, , 11, 7
2019/1/30, , 10, 
2018/10/14, , 6, 1
2018/11/16, , 12, 5
2018/11/25, , 9, 5
2018/12/1, , 8, 3
2018/12/16, , 8, 
2018/12/28, , 7, 7
2018/4/29, , 4, 3
2018/4/30, , 3, 3
2018/5/1, , 6, 5
2018/5/2, , 6, 4
2018/1/6, , 6, 6
2018/1/14, , 6, 7
2018/1/15, , 6, 6
2018/1/17, , 16, 7
2018/1/18, , 7, 6
2018/1/19, , 5, 6
2018/1/20, , 7, 7
2018/1/21, , 7, 7
2018/1/22, , 10, 7
2018/1/23, , 8, 4
2018/2/24, , 4, 3
2017/12/30, , 6, 5
2018/10/21, , , 5
2018/7/1, , , 3
2018/7/2, , , 3
2018/7/3, , , 3
2018/5/22, , , 4
2018/6/24, , , 3
2018/6/25, , , 2
2018/6/26, , , 3
2018/6/27, , , 3
2018/6/28, , , 4
2018/6/29, , , 2
2018/6/30, , , 3
