date, pm25, o3, so2, co
2019/12/4, 25, 22, , 6
2019/12/5, 27, 20, , 7
2019/12/6, 28, 17, , 8
2019/12/7, 27, 20, 1, 7
2019/12/8, 35, 16, , 7
2019/12/9, 31, 25, , 6
2019/12/10, 24, 26, , 6
2019/12/11, 32, 13, 1, 3
2019/12/12, 29, 12, 1, 5
2019/12/17, 32, 27, , 4
2019/12/18, 32, 20, 1, 4
2019/12/19, 40, 17, 1, 5
2019/12/20, 54, 16, 2, 6
2019/12/21, 46, 25, 1, 6
2019/12/22, 42, 18, 1, 7
2019/12/23, 50, 15, , 6
2019/12/24, 46, 17, 1, 8
2019/12/25, 43, 19, , 8
2019/12/26, 43, 18, , 4
2019/12/27, 29, 16, , 2
2019/12/28, 35, , , 
2019/7/1, 35, 44, , 6
2019/7/2, 35, 35, , 4
2019/7/3, 30, 46, , 3
2019/7/4, 48, 42, , 4
2019/7/5, 55, 33, , 4
2019/7/6, 48, 28, , 5
2019/7/7, 43, 30, , 5
2019/7/8, 30, 53, , 6
2019/7/9, 48, 50, , 5
2019/7/10, 44, 35, , 3
2019/7/11, 20, 32, 2, 3
2019/7/12, 31, 38, , 4
2019/7/13, 42, 29, , 4
2019/7/14, 27, 41, 1, 5
2019/7/15, 40, 29, , 5
2019/7/16, 41, 34, , 6
2019/7/17, 44, 38, , 5
2019/7/18, 37, 56, , 3
2019/7/19, 52, 35, , 3
2019/7/20, 28, 30, , 4
2019/7/21, 20, 22, , 4
2019/7/22, 21, 27, 1, 5
2019/7/23, 32, 26, , 5
2019/7/24, 27, 42, 1, 7
2019/7/25, 44, 46, 1, 7
2019/7/26, 52, 48, 1, 8
2019/7/27, 56, 57, , 8
2019/7/28, 54, 40, 1, 9
2019/7/29, 51, 34, , 9
2019/7/30, 23, 30, , 6
2019/7/31, 16, 34, , 3
2019/8/1, 25, 44, , 4
2019/8/2, 34, 45, 2, 4
2019/8/3, 42, 34, , 5
2019/8/4, 46, 40, 1, 6
2019/8/5, 35, 43, , 5
2019/8/6, 25, 33, 2, 6
2019/8/7, 32, 29, , 6
2019/8/8, 21, 18, , 7
2019/8/9, 25, , , 
2019/8/12, 49, 28, , 9
2019/8/13, 30, 16, , 9
2019/8/14, 22, 21, , 10
2019/8/15, 24, 35, , 10
2019/8/16, 29, 37, 1, 10
2019/8/17, 27, 36, , 10
2019/8/18, 24, 35, 1, 11
2019/8/19, 26, 33, 1, 12
2019/8/20, 37, 32, , 12
2019/8/21, 25, 20, 1, 12
2019/8/22, 18, 21, , 13
2019/8/23, 18, 21, , 13
2019/8/24, 19, 29, 1, 13
2019/8/25, 23, 25, 2, 7
2019/8/26, 27, 34, , 3
2019/8/27, 35, 26, 1, 3
2019/8/28, 45, 36, , 4
2019/8/29, 31, 29, , 4
2019/8/30, 26, 25, , 5
2019/8/31, 29, 20, , 5
2019/9/1, 31, 28, , 6
2019/9/2, 38, 30, , 6
2019/9/3, 35, 21, , 6
2019/9/4, 22, 30, 1, 7
2019/9/5, 24, 18, , 8
2019/9/6, 32, 25, 1, 7
2019/9/7, 21, 15, , 7
2019/9/8, 21, 16, , 8
2019/9/9, 24, 42, , 9
2019/9/10, 56, 42, , 11
2019/9/11, 54, 18, , 9
2019/9/12, 17, 25, , 7
2019/9/13, 22, 26, , 3
2019/9/14, 22, 31, , 3
2019/9/15, 35, 31, , 4
2019/9/16, 37, 22, , 4
2019/9/17, 29, 36, , 5
2019/9/18, 32, 44, , 5
2019/9/19, 32, 46, 1, 7
2019/9/20, 57, 32, 1, 7
2019/9/21, 57, 29, , 6
2019/9/22, 33, 24, , 6
2019/9/23, 19, 31, 1, 7
2019/9/24, 31, 32, 1, 6
2019/9/25, 37, 25, , 5
2019/9/26, 21, 22, , 3
2019/9/27, 31, 20, , 3
2019/9/28, 24, 14, , 3
2019/9/29, 19, 27, , 4
2019/9/30, 42, 18, 1, 5
2019/4/1, 28, 34, 1, 1
2019/4/2, 36, 35, 1, 1
2019/4/3, 29, 29, 1, 2
2019/4/4, 33, 26, 1, 2
2019/4/5, 43, 40, 1, 2
2019/4/6, 53, 37, 1, 2
2019/4/7, 48, 34, 1, 1
2019/4/8, 16, 34, , 1
2019/4/9, 24, 26, , 1
2019/4/10, 17, 28, , 1
2019/4/11, 13, 31, , 1
2019/4/12, 21, 34, 1, 1
2019/4/13, 15, 29, , 1
2019/4/14, 10, 36, 1, 1
2019/4/15, 20, 30, 1, 2
2019/4/16, 33, 29, , 2
2019/4/17, 29, 28, , 2
2019/4/18, 26, 30, , 2
2019/4/19, 13, 37, , 1
2019/4/20, 15, 39, , 2
2019/4/21, 29, 42, , 1
2019/4/22, 26, 33, , 1
2019/4/23, 23, 36, , 2
2019/4/24, 23, 40, 1, 3
2019/4/25, 34, 37, , 1
2019/4/26, 27, 35, , 1
2019/4/27, 22, 34, , 1
2019/4/28, 23, 30, , 1
2019/4/29, 28, 23, , 2
2019/4/30, 27, 29, , 1
2019/5/1, 19, 22, , 2
2019/5/2, 18, 22, , 2
2019/5/3, 15, 34, , 2
2019/5/4, 26, 42, , 3
2019/5/5, 43, 34, , 2
2019/5/6, 36, 28, , 1
2019/5/7, 20, 31, , 1
2019/5/8, 15, 33, , 2
2019/5/9, 27, 29, , 1
2019/5/10, 16, 31, , 1
2019/5/11, 23, 32, , 1
2019/5/12, 18, 24, , 1
2019/5/13, 20, 36, 1, 2
2019/5/14, 25, 40, 1, 2
2019/5/15, 44, 35, 2, 2
2019/5/16, 45, 9, , 3
2019/5/17, 55, , , 
2019/5/20, 15, 28, , 2
2019/5/21, 18, 40, 1, 1
2019/5/22, 32, 35, , 1
2019/5/23, 28, 18, , 2
2019/5/24, 29, 38, , 1
2019/5/25, 31, 30, , 1
2019/5/26, 22, 8, , 3
2019/5/27, 53, 24, 2, 2
2019/5/28, 30, 23, , 1
2019/5/29, 23, 34, 1, 2
2019/5/30, 29, 55, 1, 3
2019/5/31, 34, 34, , 2
2019/6/1, 51, 28, , 2
2019/6/2, 25, 18, , 
2019/6/3, 13, 43, 1, 2
2019/6/4, 41, 44, , 2
2019/6/5, 38, 40, , 2
2019/6/6, 45, 44, , 3
2019/6/7, 38, 42, 1, 2
2019/6/8, 31, 28, , 3
2019/6/9, 44, 23, , 3
2019/6/10, 17, 42, 1, 4
2019/6/11, 26, 41, , 4
2019/6/12, 37, 26, , 4
2019/6/13, 21, 43, , 5
2019/6/14, 25, 38, , 6
2019/6/15, 47, 23, , 6
2019/6/16, 18, 24, , 7
2019/6/17, 31, 43, , 5
2019/6/18, 35, 33, , 4
2019/6/19, 36, 25, , 4
2019/6/20, 28, 28, , 5
2019/6/21, 36, 28, , 4
2019/6/22, 21, 35, , 5
2019/6/23, 29, 35, , 5
2019/6/24, 23, 43, , 6
2019/6/25, 29, 39, 1, 5
2019/6/26, 33, , 1, 3
2019/6/27, 44, 44, , 3
2019/6/28, 46, 43, , 5
2019/6/29, 41, 39, , 5
2019/6/30, 41, 41, , 6
2019/1/1, 26, 19, , 6
2019/1/2, 26, 17, , 11
2019/1/3, 26, 12, 1, 10
2019/1/4, 36, 19, 1, 8
2019/1/5, 46, 26, 1, 5
2019/1/6, 21, 22, , 5
2019/1/7, 22, 19, , 
2019/1/8, 32, 21, , 
2019/1/9, 25, 26, 1, 
2019/1/10, 19, 23, , 2
2019/1/11, 26, 18, 2, 2
2019/1/12, 37, 28, 1, 3
2019/1/13, 18, 18, 1, 7
2019/1/14, 38, 19, , 5
2019/1/15, 40, 24, , 2
2019/1/16, 19, 17, , 
2019/1/17, 37, 25, , 
2019/1/18, 30, 26, , 
2019/1/19, 17, 27, , 
2019/1/20, 27, 26, 1, 
2019/1/21, 32, 23, 1, 
2019/1/22, 34, 19, 1, 
2019/1/23, 29, 24, , 5
2019/1/24, 29, 27, , 2
2019/1/25, 22, 25, , 2
2019/1/26, 27, 29, , 2
2019/1/27, 24, 26, , 2
2019/1/28, 28, 27, , 2
2019/1/29, 21, 26, , 2
2019/1/30, 27, 21, 1, 3
2019/1/31, 30, 23, , 3
2019/2/1, 33, 16, 1, 3
2019/2/2, 56, 18, , 3
2019/2/3, 44, 12, 1, 3
2019/2/4, 37, 20, , 2
2019/2/5, 14, 14, , 3
2019/2/6, 26, 18, , 3
2019/2/7, 14, 27, , 1
2019/2/8, 28, 28, 1, 2
2019/2/9, 25, 21, , 3
2019/2/10, 35, 25, , 2
2019/2/11, 35, 25, , 2
2019/2/12, 19, 33, , 1
2019/2/13, 24, 19, 1, 3
2019/2/14, 31, 27, , 2
2019/2/15, 30, 31, , 2
2019/2/16, 19, 30, , 2
2019/2/17, 27, 30, , 2
2019/2/18, 28, 28, , 3
2019/2/19, 33, 29, 1, 2
2019/2/20, 28, 37, 1, 2
2019/2/21, 42, 38, 1, 5
2019/2/22, 48, 32, 1, 3
2019/2/23, 38, , , 
2019/2/25, 33, 27, , 2
2019/2/26, 28, 25, , 2
2019/2/27, 28, 29, , 2
2019/2/28, 32, 26, 1, 4
2019/3/1, 47, 36, , 2
2019/3/2, 31, 28, , 1
2019/3/3, 21, 29, , 1
2019/3/4, 29, 31, , 1
2019/3/5, 29, 32, , 1
2019/3/6, 27, 36, , 2
2019/3/7, 32, 34, , 5
2019/3/8, 39, 37, 1, 3
2019/3/9, 53, 38, , 1
2019/3/10, 32, 40, , 2
2019/3/11, 36, 38, 1, 4
2019/3/12, 43, 27, , 1
2019/3/13, 35, 31, , 1
2019/3/14, 34, 30, , 1
2019/3/15, 24, 31, , 1
2019/3/16, 21, 32, , 3
2019/3/17, 34, 34, 1, 4
2019/3/18, 43, 37, 1, 4
2019/3/19, 39, 26, , 3
2019/3/20, 45, 30, , 2
2019/3/21, 37, 29, , 1
2019/3/22, 22, 36, 1, 2
2019/3/23, 25, 39, 1, 3
2019/3/24, 43, 30, , 1
2019/3/25, 20, 34, 1, 2
2019/3/26, 29, 37, , 3
2019/3/27, 38, 35, 1, 1
2019/3/28, 44, 32, , 2
2019/3/29, 25, 31, , 1
2019/3/30, 23, 34, , 1
2019/3/31, 20, 33, 1, 1
2018/10/1, 11, 9, 1, 2
2018/10/2, 12, 27, , 2
2018/10/3, 23, 21, , 1
2018/10/4, 19, 16, , 2
2018/10/5, 16, 12, , 2
2018/10/6, 18, 11, , 1
2018/10/7, 15, 25, 1, 2
2018/10/8, 40, 26, 1, 2
2018/10/9, 42, 18, , 1
2018/10/10, 20, 17, , 1
2018/10/11, 10, 23, , 1
2018/10/12, 9, 27, , 2
2018/10/13, 19, 27, , 1
2018/10/14, 26, 20, , 1
2018/10/15, 19, 25, 1, 1
2018/10/16, 7, 24, , 2
2018/10/17, 15, 25, 1, 3
2018/10/18, 20, 20, 2, 2
2018/10/19, 20, 23, , 1
2018/10/20, 18, 21, , 1
2018/10/21, 11, 16, 1, 3
2018/10/22, 18, 17, , 2
2018/10/23, 17, 17, 1, 3
2018/10/24, 20, 15, 1, 5
2018/10/25, 26, 17, 1, 2
2018/10/26, 27, 16, , 2
2018/10/27, 22, 14, , 2
2018/10/28, 17, 16, , 2
2018/10/29, 21, 19, , 3
2018/10/30, 28, 19, , 2
2018/10/31, 31, 15, 2, 2
2018/11/1, 23, 14, 1, 2
2018/11/2, 20, 21, , 2
2018/11/3, 29, 21, , 1
2018/11/4, 27, 17, 3, 2
2018/11/5, 24, 15, , 1
2018/11/6, 21, 12, , 1
2018/11/7, 20, 15, , 2
2018/11/8, 32, 18, , 2
2018/11/9, 33, 21, , 1
2018/11/10, 23, 16, 1, 2
2018/11/11, 33, 13, , 2
2018/11/12, 45, 23, , 1
2018/11/13, 24, 24, , 2
2018/11/14, 27, 16, , 2
2018/11/15, 33, 14, , 2
2018/11/16, 36, 18, , 2
2018/11/17, 24, 18, , 2
2018/11/18, 29, 15, , 3
2018/11/19, 38, 20, , 2
2018/11/20, 23, 23, , 1
2018/11/21, 29, 22, , 1
2018/11/22, 18, 18, , 2
2018/11/23, 37, 16, , 2
2018/11/24, 28, 12, , 1
2018/11/25, 17, 19, , 1
2018/11/26, 16, 19, , 1
2018/11/27, 20, 18, , 2
2018/11/28, 28, 10, , 2
2018/11/29, 42, 8, , 4
2018/11/30, 52, 13, , 2
2018/12/1, 40, 12, , 2
2018/12/2, 15, 19, , 2
2018/12/3, 19, 24, , 2
2018/12/4, 21, 19, , 2
2018/12/5, 30, 18, , 2
2018/12/6, 43, 20, , 2
2018/12/7, 31, 22, , 2
2018/12/8, 40, 20, , 4
2018/12/9, 51, 22, 1, 2
2018/12/10, 43, 21, , 1
2018/12/11, 42, 17, , 
2018/12/12, 44, 13, , 2
2018/12/13, 52, 13, , 1
2018/12/14, 44, 15, , 
2018/12/15, 36, 13, , 
2018/12/16, 36, 20, , 2
2018/12/17, 20, 16, 1, 5
2018/12/18, 46, 9, 1, 3
2018/12/19, 35, 9, , 4
2018/12/20, 43, 16, , 3
2018/12/21, 20, 22, , 4
2018/12/22, 25, 15, , 5
2018/12/23, 27, 16, , 2
2018/12/24, 24, 11, , 1
2018/12/25, 36, 7, , 3
2018/12/26, 56, 18, , 2
2018/12/27, 31, 17, , 2
2018/12/28, 14, 24, , 2
2018/12/29, 17, 17, , 2
2018/12/30, 30, , , 
2018/7/1, 46, 41, , 1
2018/7/2, 24, 47, 1, 2
2018/7/3, 48, 43, 1, 2
2018/7/4, 62, 40, 1, 2
2018/7/5, 52, 30, , 1
2018/7/6, 17, 33, , 2
2018/7/7, 26, 47, 1, 2
2018/7/8, 38, 53, 1, 2
2018/7/9, 45, 38, , 2
2018/7/10, 33, 34, , 2
2018/7/11, 39, 47, 2, 2
2018/7/12, 50, 60, 1, 2
2018/7/13, 61, 40, 1, 2
2018/7/14, 45, 50, 2, 2
2018/7/15, 51, 43, 1, 2
2018/7/16, 42, 19, , 1
2018/7/17, 17, 30, , 2
2018/7/18, 17, 42, , 2
2018/7/19, 31, 39, , 1
2018/7/20, 27, 28, , 1
2018/7/21, 26, 33, , 2
2018/7/22, 33, 21, , 2
2018/7/23, 37, 29, , 2
2018/7/24, 39, 28, , 2
2018/7/25, 33, 26, , 1
2018/7/26, 24, 21, , 2
2018/7/27, 23, 25, , 2
2018/7/28, 32, 34, , 2
2018/7/29, 40, 32, , 3
2018/7/30, 38, 35, 2, 2
2018/7/31, 42, 44, , 2
2018/8/1, 47, 57, 1, 2
2018/8/2, 51, 39, , 2
2018/8/3, 34, 49, , 3
2018/8/4, 54, 50, , 3
2018/8/5, 51, 36, , 2
2018/8/6, 43, 40, , 3
2018/8/7, 37, 31, , 2
2018/8/8, 38, 33, 1, 2
2018/8/9, 46, 25, , 2
2018/8/10, 36, 33, , 3
2018/8/11, 44, 26, , 2
2018/8/12, 53, 33, 1, 3
2018/8/13, 55, 39, 2, 3
2018/8/14, 69, 37, 1, 2
2018/8/15, 66, 30, , 1
2018/8/16, 58, 20, , 3
2018/8/17, 52, 24, , 2
2018/8/18, 51, 33, , 2
2018/8/19, 53, 36, , 2
2018/8/20, 64, 30, , 2
2018/8/21, 52, 23, , 2
2018/8/22, 45, 37, , 3
2018/8/23, 42, 32, 2, 2
2018/8/24, 47, 32, , 3
2018/8/25, 60, 40, , 3
2018/8/26, 78, 43, , 2
2018/8/27, 33, 33, , 1
2018/8/28, 22, 26, , 1
2018/8/29, 28, 23, , 2
2018/8/30, 14, 38, , 2
2018/8/31, 29, 28, , 2
2018/9/1, 35, 30, , 1
2018/9/2, 25, 24, , 1
2018/9/3, 19, 32, , 2
2018/9/4, 35, 36, 1, 2
2018/9/5, 27, 18, , 2
2018/9/6, 17, 19, , 3
2018/9/7, 21, 19, , 2
2018/9/8, 17, 21, , 1
2018/9/9, 12, 23, , 2
2018/9/10, 19, 32, 1, 3
2018/9/11, 30, 40, , 3
2018/9/12, 34, 32, , 3
2018/9/13, 40, 41, , 3
2018/9/14, 45, 37, , 3
2018/9/15, 57, 29, 1, 2
2018/9/16, 40, 30, 2, 2
2018/9/17, 24, 23, , 2
2018/9/18, 37, 26, , 2
2018/9/19, 19, 31, , 2
2018/9/20, 36, 30, , 1
2018/9/21, 32, 25, , 2
2018/9/22, 16, 29, , 2
2018/9/23, 32, 23, , 2
2018/9/24, 21, 25, , 2
2018/9/25, 19, 25, , 1
2018/9/26, 16, 28, , 2
2018/9/27, 19, 18, , 2
2018/9/28, 20, 22, , 2
2018/9/29, 20, 19, , 1
2018/9/30, 14, 16, , 2
2018/4/1, 31, 34, , 3
2018/4/2, 35, 29, , 2
2018/4/3, 19, 33, , 1
2018/4/4, 25, 37, , 2
2018/4/5, 24, 38, , 2
2018/4/6, 26, 30, , 2
2018/4/7, 24, 38, , 3
2018/4/8, 25, 36, , 2
2018/4/9, 28, 38, , 3
2018/4/10, 30, 35, , 2
2018/4/11, 32, 31, , 2
2018/4/12, 39, 28, , 2
2018/4/13, 21, 36, , 1
2018/4/14, 12, 35, , 2
2018/4/15, 18, 28, , 2
2018/4/16, 17, 32, , 2
2018/4/17, 18, 34, , 2
2018/4/18, 20, 38, , 2
2018/4/19, 30, 39, , 3
2018/4/20, 29, 41, , 3
2018/4/21, 39, 47, , 3
2018/4/22, 42, 52, 2, 2
2018/4/23, 42, 35, , 2
2018/4/24, 32, 31, , 2
2018/4/25, 20, 35, , 2
2018/4/26, 24, 32, , 3
2018/4/27, 31, 33, , 1
2018/4/28, 23, 37, , 1
2018/4/29, 24, 46, , 3
2018/4/30, 35, 51, 1, 2
2018/5/1, 50, 48, , 2
2018/5/2, 52, 39, , 2
2018/5/3, 19, 38, , 2
2018/5/4, 29, 47, , 2
2018/5/5, 38, 36, , 2
2018/5/6, 29, 37, , 2
2018/5/7, 33, 52, , 2
2018/5/8, 40, 44, , 2
2018/5/9, 46, 31, , 2
2018/5/10, 36, 27, , 2
2018/5/11, 16, 32, , 2
2018/5/12, 20, 34, , 2
2018/5/13, 26, 36, , 3
2018/5/14, 40, 39, , 2
2018/5/15, 33, 49, , 2
2018/5/16, 42, 43, , 3
2018/5/17, 47, 39, , 2
2018/5/18, 25, 26, , 2
2018/5/19, 28, 24, , 2
2018/5/20, 25, 28, , 2
2018/5/21, 26, 27, , 2
2018/5/22, 32, 38, , 3
2018/5/23, 35, 50, , 4
2018/5/24, 41, 66, 1, 4
2018/5/25, 49, 52, , 2
2018/5/26, 46, 17, , 4
2018/5/27, 62, , , 
2018/6/4, 13, 27, , 2
2018/6/6, 41, 39, 1, 3
2018/6/7, 40, 46, , 2
2018/6/8, 37, 29, , 2
2018/6/9, 41, 31, , 1
2018/6/10, 33, 48, , 2
2018/6/11, 28, 39, , 2
2018/6/12, 42, 32, , 2
2018/6/13, 35, 37, 1, 2
2018/6/14, 30, 55, 1, 2
2018/6/15, 43, 42, , 2
2018/6/16, 45, 40, , 2
2018/6/17, 54, 39, , 2
2018/6/18, 47, 21, , 2
2018/6/19, 21, 28, , 2
2018/6/20, 28, 29, , 2
2018/6/21, 32, 31, 1, 2
2018/6/22, 30, 35, 1, 2
2018/6/23, 36, 31, , 2
2018/6/24, 31, 28, , 1
2018/6/25, 25, 40, 1, 1
2018/6/26, 27, 38, , 2
2018/6/27, 34, 44, 3, 2
2018/6/28, 44, 49, , 3
2018/6/29, 46, 37, , 2
2018/6/30, 56, 38, , 1
2018/1/1, 21, 26, , 2
2018/1/2, 21, 21, , 2
2018/1/3, 33, 25, , 2
2018/1/4, 23, 21, , 5
2018/1/5, 45, 24, , 4
2018/1/6, 38, 22, , 2
2018/1/7, 36, 19, , 2
2018/1/8, 44, 14, , 5
2018/1/9, 48, 9, , 3
2018/1/10, 35, 17, , 2
2018/1/11, 22, 27, , 1
2018/1/12, 20, 27, , 2
2018/1/13, 23, 25, , 2
2018/1/14, 27, 22, , 2
2018/1/15, 39, 14, , 3
2018/1/16, 51, 25, , 3
2018/1/17, 36, 21, , 2
2018/1/18, 41, 22, 1, 3
2018/1/19, 44, 20, , 4
2018/1/20, 49, 7, , 5
2018/1/21, 60, 7, , 4
2018/1/22, 22, 25, , 2
2018/1/23, 23, 27, , 2
2018/1/24, 23, 21, , 2
2018/1/25, 37, 28, , 3
2018/1/26, 35, 29, , 2
2018/1/27, 43, 20, , 3
2018/1/28, 40, 25, , 2
2018/1/29, 32, 26, , 2
2018/1/30, 24, 19, , 2
2018/1/31, 30, 23, , 2
2018/2/1, 33, 26, , 2
2018/2/2, 21, 18, , 2
2018/2/3, 27, 26, , 2
2018/2/4, 26, 30, , 2
2018/2/5, 25, 26, , 2
2018/2/6, 34, 26, , 2
2018/2/7, 36, 27, , 2
2018/2/8, 35, 23, 4, 3
2018/2/9, 45, 27, , 3
2018/2/10, 32, 30, , 2
2018/2/11, 34, 29, 1, 4
2018/2/12, 40, 27, , 4
2018/2/13, 45, 27, 1, 3
2018/2/14, 51, 11, , 3
2018/2/15, 44, 28, , 2
2018/2/16, 35, 26, , 2
2018/2/17, 35, 29, , 2
2018/2/18, 35, 16, , 3
2018/2/19, 27, 16, , 2
2018/2/20, 30, 21, , 2
2018/2/21, 28, 26, , 2
2018/2/22, 23, 18, , 2
2018/2/23, 26, 20, , 2
2018/2/24, 26, 33, , 1
2018/2/25, 25, 31, , 2
2018/2/26, 29, 34, , 2
2018/2/27, 31, 31, , 2
2018/2/28, 36, 29, , 2
2018/3/1, 35, 31, , 2
2018/3/2, 30, 33, , 2
2018/3/3, 28, 32, , 2
2018/3/4, 23, 31, , 1
2018/3/5, 19, 25, , 2
2018/3/6, 31, 27, , 2
2018/3/7, 22, 27, , 1
2018/3/8, 22, 29, , 2
2018/3/9, 22, 33, , 2
2018/3/10, 30, 34, , 2
2018/3/11, 25, 32, , 2
2018/3/12, 31, 30, , 2
2018/3/13, 28, 33, , 2
2018/3/14, 29, 33, , 2
2018/3/15, 31, 32, , 2
2018/3/16, 28, 35, , 3
2018/3/17, 33, 37, , 3
2018/3/18, 35, 33, , 2
2018/3/19, 20, 30, , 2
2018/3/20, 22, 32, , 2
2018/3/21, 25, 35, , 2
2018/3/22, 28, 33, , 2
2018/3/23, 24, 34, , 1
2018/3/24, 21, 36, , 1
2018/3/25, 23, 37, , 2
2018/3/26, 34, 23, , 2
2018/3/27, 36, 28, , 3
2018/3/28, 35, 28, , 3
2018/3/29, 43, 35, , 2
2018/3/30, 26, 30, , 2
2018/3/31, 30, 35, , 1
2017/10/1, 27, 40, , 2
2017/10/2, 35, 30, , 2
2017/10/3, 44, 24, , 2
2017/10/4, 26, 17, 2, 3
2017/10/5, 31, 25, , 2
2017/10/6, 27, 31, , 2
2017/10/7, 38, 14, , 2
2017/10/8, 19, 34, 2, 3
2017/10/9, 40, 20, , 2
2017/10/10, 20, 26, , 1
2017/10/11, 13, 22, , 2
2017/10/12, 19, 23, 2, 2
2017/10/13, 41, 26, , 2
2017/10/14, 35, 27, , 1
2017/10/15, 17, 22, , 2
2017/10/16, 23, 28, , 2
2017/10/17, 28, 34, 1, 2
2017/10/18, 29, 30, , 2
2017/10/19, 30, 39, 1, 4
2017/10/20, 48, 37, , 2
2017/10/21, 46, 30, , 2
2017/10/22, 35, 27, , 2
2017/10/23, 6, 24, , 2
2017/10/24, 16, 26, , 2
2017/10/25, 21, 24, , 3
2017/10/26, 37, 17, , 1
2017/10/27, 27, 17, , 1
2017/10/28, 20, 17, , 1
2017/10/29, 15, 17, , 2
2017/10/30, 24, 15, , 1
2017/10/31, 21, 16, , 2
2017/11/1, 30, 6, , 3
2017/11/2, 39, 19, , 2
2017/11/3, 30, 17, , 2
2017/11/4, 24, 12, , 2
2017/11/5, 29, 20, , 2
2017/11/6, 29, 19, , 3
2017/11/7, 32, 19, , 4
2017/11/8, 43, 25, , 2
2017/11/9, 39, 26, , 2
2017/11/10, 26, 23, , 2
2017/11/11, 28, 12, , 3
2017/11/12, 58, 16, , 4
2017/11/13, 57, 19, , 4
2017/11/14, 45, 19, , 2
2017/11/15, 24, 20, , 2
2017/11/16, 20, 14, , 2
2017/11/17, 19, 13, , 2
2017/11/18, 19, 24, , 1
2017/11/19, 29, 20, , 2
2017/11/20, 29, 20, , 2
2017/11/21, 31, 23, , 1
2017/11/22, 20, 18, , 3
2017/11/23, 35, 23, , 2
2017/11/24, 35, 23, , 1
2017/11/25, 29, 25, , 3
2017/11/26, 34, 16, , 3
2017/11/27, 46, 24, , 2
2017/11/28, 40, 22, , 2
2017/11/29, 30, 20, , 2
2017/11/30, 28, 15, , 7
2017/12/1, 41, 16, , 5
2017/12/2, 52, 18, , 8
2017/12/3, 62, 25, , 2
2017/12/4, 43, 26, , 1
2017/12/5, 22, 24, , 2
2017/12/6, 22, 21, , 2
2017/12/7, 24, 20, , 2
2017/12/8, 30, 14, , 2
2017/12/9, 37, 23, , 2
2017/12/10, 25, 21, , 2
2017/12/11, 32, 26, , 1
2017/12/12, 25, , , 
2017/12/21, 33, 14, , 2
2017/12/22, 40, 24, , 2
2017/12/23, 33, 24, , 2
2017/12/24, 23, 29, , 1
2017/12/25, 26, 27, , 2
2017/12/26, 27, 21, , 6
2017/12/27, 54, 22, , 5
2017/12/28, 51, 19, , 2
2017/12/29, 36, 24, , 2
2017/12/30, 28, 26, , 3
2017/12/31, 36, 28, , 2
