date, pm25, pm10, no2, co
2019/4/11, 19, 14, 11, 2
2019/4/12, 18, 28, 6, 1
2019/4/13, 65, 14, 5, 2
2019/4/14, 29, 15, 11, 2
2019/4/15, 22, 18, 12, 3
2019/4/16, 29, 20, 11, 3
2019/4/17, 36, 9, 2, 1
2019/4/18, 16, 9, 4, 3
2019/4/19, 15, 17, 13, 3
2019/4/20, 28, 13, 7, 3
2019/4/21, 22, 20, 11, 3
2019/4/22, 29, 11, 4, 1
2019/4/23, 32, 15, 10, 3
2019/4/24, 42, 15, 7, 2
2019/4/25, 33, 19, 13, 4
2019/4/26, 28, 18, 6, 2
2019/4/27, 24, 16, 7, 3
2019/4/28, 28, 14, 6, 2
2019/4/29, 27, 10, 6, 2
2019/4/30, 29, 15, 11, 4
2019/5/1, 30, 12, 6, 3
2019/5/2, 31, 13, 9, 4
2019/5/3, 30, 10, 6, 3
2019/5/4, 21, 13, 11, 4
2019/5/5, 29, 16, 13, 4
2019/5/6, 27, 19, 11, 5
2019/5/7, 39, 9, 11, 3
2019/5/8, 16, 5, 2, 1
2019/5/9, 8, 9, 9, 2
2019/5/10, 16, 9, 6, 2
2019/5/11, 17, 12, 8, 4
2019/5/12, 25, 17, 10, 2
2019/5/13, 26, 19, 9, 2
2019/5/14, 26, 19, 10, 2
2019/5/15, 28, 23, 12, 3
2019/5/16, 40, 23, 12, 5
2019/5/17, 43, 14, 11, 3
2019/5/18, 30, 9, 5, 3
2019/5/19, 14, 17, 7, 4
2019/5/20, 35, 20, 9, 2
2019/5/21, 20, 32, 13, 6
2019/5/22, 50, 29, 8, 5
2019/5/23, 55, 24, 9, 3
2019/5/24, 48, 14, 8, 3
2019/5/25, 32, 13, 6, 3
2019/5/26, 29, 17, 6, 3
2019/5/27, 40, 21, 10, 3
2019/5/28, 45, 12, 8, 2
2019/5/29, 24, 15, 7, 3
2019/5/30, 31, 21, 13, 3
2019/5/31, 33, 15, 11, 2
2019/6/1, 26, 11, 12, 3
2019/6/2, 25, 17, 15, 3
2019/6/3, 27, 16, 10, 3
2019/6/4, 23, 15, 10, 2
2019/6/5, 28, 8, 7, 3
2019/6/6, 15, 12, 8, 3
2019/6/7, 26, 16, 15, 4
2019/6/8, 34, 15, 5, 2
2019/6/9, 31, 15, 9, 2
2019/6/10, 31, 24, 17, 3
2019/6/11, 39, 12, 4, 1
2019/6/12, 20, 19, 12, 2
2019/6/13, 23, 19, 12, 3
2019/6/14, 35, 18, 10, 3
2019/6/15, 37, 8, 7, 1
2019/6/16, 18, 10, 10, 2
2019/6/17, 20, 17, 16, 3
2019/6/18, 27, 11, 5, 3
2019/6/19, 19, 22, 16, 7
2019/6/20, 41, 29, 8, 6
2019/6/21, 55, 25, 7, 6
2019/6/22, 47, 15, 8, 5
2019/6/23, 30, 14, 9, 4
2019/6/24, 18, 20, 15, 6
2019/6/25, 32, 28, 13, 6
2019/6/26, 39, 48, 9, 6
2019/6/27, 62, 42, 10, 6
2019/6/28, 60, 30, 10, 6
2019/6/29, 51, 22, 8, 6
2019/6/30, 43, 26, 12, 6
2019/1/1, 37, 17, 9, 5
2019/1/2, 39, 18, 9, 4
2019/1/3, 53, 14, 9, 4
2019/1/4, 44, 26, 22, 9
2019/1/5, 50, 16, 14, 6
2019/1/6, 31, 13, 4, 4
2019/1/7, 19, 15, 8, 5
2019/1/8, 16, 17, 15, 7
2019/1/9, 27, 24, 16, 7
2019/1/10, 30, 14, 8, 6
2019/1/11, 34, 11, 2, 4
2019/1/12, 35, 19, 3, 4
2019/1/13, 60, 24, 9, 5
2019/1/14, 59, 25, 9, 5
2019/1/15, 59, 28, 10, 7
2019/1/16, 66, 20, 7, 6
2019/1/17, 49, 25, 11, 7
2019/1/18, 58, 11, 3, 4
2019/1/19, 34, 15, 12, 5
2019/1/20, 35, 18, 8, 5
2019/1/21, 37, 16, 6, 5
2019/1/22, 44, 18, 9, 5
2019/1/23, 41, 13, 11, 5
2019/1/24, 32, 23, 12, 5
2019/1/25, 42, 25, 11, 5
2019/1/26, 51, 11, 6, 4
2019/1/27, 17, 10, 5, 4
2019/1/28, 13, 19, 15, 5
2019/1/29, 25, 24, 11, 6
2019/1/30, 35, 27, 15, 8
2019/1/31, 49, 32, 12, 8
2019/2/1, 68, 19, 9, 7
2019/2/2, 53, 19, 7, 6
2019/2/3, 55, 19, 4, 5
2019/2/4, 48, 19, 4, 5
2019/2/5, 56, 12, 3, 6
2019/2/6, 38, 12, 2, 3
2019/2/7, 32, 19, 11, 6
2019/2/8, 34, 20, 9, 6
2019/2/9, 36, 13, 7, 6
2019/2/10, 39, 14, 6, 7
2019/2/11, 37, 10, 9, 5
2019/2/12, 22, 16, 12, 5
2019/2/13, 17, 19, 9, 5
2019/2/14, 19, 16, 4, 4
2019/2/15, 47, 17, 7, 5
2019/2/16, 52, 14, 3, 4
2019/2/17, 43, 14, 7, 4
2019/2/18, 38, 19, 9, 4
2019/2/19, 53, 17, 8, 4
2019/2/20, 51, 25, 9, 
2019/2/21, 45, 15, 9, 
2019/2/22, 38, 14, 4, 
2019/2/23, 24, 9, 7, 
2019/2/24, 26, 20, 12, 2
2019/2/25, 23, 20, 7, 2
2019/2/26, 40, 18, 3, 
2019/2/27, 51, 22, 5, 1
2019/2/28, 60, 34, 14, 2
2019/3/1, 67, 29, 10, 1
2019/3/2, 66, 18, 3, 
2019/3/3, 44, 18, 3, 
2019/3/4, 23, 18, 12, 2
2019/3/5, 36, 32, 18, 2
2019/3/6, 44, 29, 14, 4
2019/3/7, 38, 29, 10, 2
2019/3/8, 64, 18, 7, 2
2019/3/9, 29, 13, 7, 1
2019/3/10, 31, 21, 14, 3
2019/3/11, 50, 12, 8, 2
2019/3/12, 34, 48, 4, 1
2019/3/13, 35, 10, 1, 
2019/3/14, 12, 9, 7, 17
2019/3/15, 12, 19, 18, 4
2019/3/16, 32, 18, 13, 3
2019/3/17, 36, 30, 20, 3
2019/3/18, 49, 30, 15, 3
2019/3/19, 44, 17, 8, 3
2019/3/20, 46, 15, 10, 2
2019/3/21, 28, 30, 21, 4
2019/3/22, 47, 23, , 3
2019/3/23, 60, 16, , 2
2019/3/24, 47, 14, 12, 2
2019/3/25, 40, 27, 15, 3
2019/3/26, 57, 26, 16, 3
2019/3/27, 47, 23, 13, 3
2019/3/28, 45, 20, 11, 3
2019/3/29, 37, 7, 2, 
2019/3/30, 21, 10, 8, 2
2019/3/31, 24, 21, 16, 3
2018/10/1, 35, 16, 11, 3
2018/10/2, 29, 18, 9, 2
2018/10/3, 29, 20, 9, 3
2018/10/4, 36, 24, 8, 3
2018/10/5, 39, 12, 4, 1
2018/10/6, 25, 10, 6, 2
2018/10/7, 22, 14, 8, 3
2018/10/8, 30, 8, 8, 2
2018/10/9, 16, 4, 3, 1
2018/10/10, 9, 8, 8, 2
2018/10/11, 14, 11, 8, 2
2018/10/12, 25, 9, 7, 2
2018/10/13, 21, 5, 3, 1
2018/10/14, 14, 8, 4, 
2018/10/15, 19, 12, 10, 3
2018/10/16, 26, 18, 15, 4
2018/10/17, 37, 16, 14, 5
2018/10/18, 29, 10, 9, 4
2018/10/19, 24, 14, 7, 4
2018/10/20, 38, 20, 13, 6
2018/10/21, 34, 22, 16, 5
2018/10/22, 27, 22, 16, 7
2018/10/23, 33, 21, 13, 7
2018/10/24, 38, 8, 9, 4
2018/10/25, 17, 15, 8, 5
2018/10/26, 32, 19, 12, 4
2018/10/27, 43, 14, 8, 4
2018/10/28, 27, 23, 14, 6
2018/10/29, 32, 19, 4, 2
2018/10/30, 28, 19, 6, 2
2018/10/31, 22, 15, 9, 3
2018/11/1, 22, 15, 7, 4
2018/11/2, 21, 14, 7, 3
2018/11/3, 20, 9, 7, 5
2018/11/4, 13, 19, 9, 4
2018/11/5, 21, 21, 13, 6
2018/11/6, 27, 11, 7, 4
2018/11/7, 18, 11, 6, 4
2018/11/8, 22, 10, 4, 2
2018/11/9, 30, 16, 9, 4
2018/11/10, 37, 13, 7, 4
2018/11/11, 33, 11, 2, 2
2018/11/12, 38, 14, 6, 8
2018/11/13, 38, 24, 16, 9
2018/11/14, 56, 22, 14, 3
2018/11/15, 30, 26, 22, 7
2018/11/16, 35, 21, 11, 4
2018/11/17, 36, 12, 2, 3
2018/11/18, 40, 19, 7, 3
2018/11/19, 40, 24, 17, 6
2018/11/20, 34, 24, 18, 5
2018/11/21, 27, 18, 14, 5
2018/11/22, 34, 20, 7, 3
2018/11/23, 31, 24, 15, 6
2018/11/24, 30, 21, 4, 2
2018/11/25, 24, 18, 7, 5
2018/11/26, 37, 28, 16, 7
2018/11/27, 51, 33, 14, 7
2018/11/28, 42, 35, 12, 8
2018/11/29, 46, 32, 15, 7
2018/11/30, 57, 20, 2, 2
2018/12/1, 27, 4, 4, 3
2018/12/2, 8, 11, 3, 2
2018/12/3, 35, 18, 5, 3
2018/12/4, 44, 28, 12, 4
2018/12/5, 48, 20, 8, 3
2018/12/6, 41, 21, 6, 3
2018/12/7, 53, 21, 5, 3
2018/12/8, 57, 25, 8, 5
2018/12/9, 59, 32, 16, 9
2018/12/10, 60, 22, 15, 5
2018/12/11, 41, 19, 14, 6
2018/12/12, 39, 11, 3, 3
2018/12/13, 33, 9, 2, 2
2018/12/14, 24, 12, 13, 6
2018/12/15, 22, 14, 17, 5
2018/12/16, 28, 24, 18, 6
2018/12/17, 40, 29, 19, 8
2018/12/18, 54, 25, 9, 5
2018/12/19, 60, 10, 2, 2
2018/12/20, 9, 13, 11, 5
2018/12/21, 14, 11, 9, 4
2018/12/22, 17, 9, 7, 4
2018/12/23, 20, 13, 15, 6
2018/12/24, 27, 16, 9, 5
2018/12/25, 44, 13, 4, 4
2018/12/26, 38, 7, 4, 3
2018/12/27, 17, 10, 3, 3
2018/12/28, 26, 15, 7, 4
2018/12/29, 43, 19, 12, 6
2018/12/30, 50, , , 
2018/7/1, 79, 55, 14, 6
2018/7/2, 72, 49, 17, 6
2018/7/3, 61, 30, 10, 4
2018/7/4, 54, 28, 15, 6
2018/7/5, 56, 24, 16, 6
2018/7/6, 48, 20, 12, 4
2018/7/7, 43, 20, 13, 5
2018/7/8, 49, 23, 18, 6
2018/7/9, 45, 22, 18, 5
2018/7/10, 40, 31, 21, 6
2018/7/11, 45, 39, 20, 6
2018/7/12, 54, 31, 20, 6
2018/7/13, 43, 34, 15, 5
2018/7/14, 50, 22, 14, 5
2018/7/15, 37, 36, 18, 5
2018/7/16, 58, 57, 18, 6
2018/7/17, 71, 46, 19, 6
2018/7/18, 62, 53, 20, 6
2018/7/19, 66, 42, 11, 3
2018/7/20, 51, 32, 14, 5
2018/7/21, 50, 20, 11, 4
2018/7/22, 34, 24, 15, 4
2018/7/23, 49, 23, 18, 5
2018/7/24, 47, 33, 25, 6
2018/7/25, 55, 30, 17, 4
2018/7/26, 50, 19, 10, 5
2018/7/27, 37, 26, , 5
2018/7/28, 48, 19, , 5
2018/7/29, 51, 11, 13, 4
2018/7/30, 26, 13, 10, 3
2018/7/31, 27, 21, 16, 4
2018/8/1, 39, 26, 23, 
2018/8/2, 45, 25, 23, 
2018/8/3, 48, 23, 20, 
2018/8/4, 50, 27, 14, 
2018/8/5, 47, 31, 13, 
2018/8/6, 41, 22, 15, 
2018/8/7, 29, 12, 17, 
2018/8/8, 30, 14, 18, 6
2018/8/9, 31, 19, 20, 
2018/8/10, 37, 19, 19, 
2018/8/11, 41, 13, 11, 
2018/8/12, 26, 18, 12, 5
2018/8/13, 33, 21, 13, 3
2018/8/14, 37, 19, 9, 3
2018/8/15, 35, 23, 16, 4
2018/8/16, 43, 24, 11, 3
2018/8/17, 45, 18, 15, 3
2018/8/18, 39, 12, 6, 2
2018/8/19, 28, 21, 4, 1
2018/8/20, 53, 26, 12, 3
2018/8/21, 61, 33, 19, 4
2018/8/22, 66, 33, 19, 4
2018/8/23, 61, 30, 16, 4
2018/8/24, 55, 24, 16, 4
2018/8/25, 49, 24, 13, 3
2018/8/26, 53, 26, 14, 3
2018/8/27, 49, 21, 13, 3
2018/8/28, 33, 29, 11, 3
2018/8/29, 49, 22, 16, 3
2018/8/30, 31, 20, 19, 4
2018/8/31, 29, 18, 15, 3
2018/9/1, 34, 13, 8, 3
2018/9/2, 27, 10, 6, 2
2018/9/3, 19, 12, 11, 4
2018/9/4, 26, 12, 10, 2
2018/9/5, 24, 11, 11, 3
2018/9/6, 23, 9, 8, 2
2018/9/7, 20, 9, 5, 2
2018/9/8, 19, 9, 8, 2
2018/9/9, 17, 13, 13, 4
2018/9/10, 29, 18, 14, 5
2018/9/11, 31, 17, 13, 3
2018/9/12, 32, 18, 12, 4
2018/9/13, 32, 21, 13, 4
2018/9/14, 34, 14, 12, 3
2018/9/15, 31, 19, 14, 4
2018/9/16, 43, 21, 13, 3
2018/9/17, 44, 19, 11, 3
2018/9/18, 30, 20, 13, 3
2018/9/19, 33, 23, 13, 2
2018/9/20, 37, 11, 7, 2
2018/9/21, 22, 10, 5, 2
2018/9/22, 18, 10, 6, 2
2018/9/23, 16, 13, 10, 3
2018/9/24, 22, 18, 6, 3
2018/9/25, 27, 11, 7, 2
2018/9/26, 18, 15, 15, 4
2018/9/27, 27, 17, 11, 3
2018/9/28, 38, 17, 8, 4
2018/9/29, 44, 12, 7, 3
2018/9/30, 29, 18, 11, 4
2018/4/1, 39, 22, 6, 2
2018/4/2, 42, 18, 3, 3
2018/4/3, 35, 17, 18, 5
2018/4/4, 26, 20, 16, 5
2018/4/5, 29, 21, 9, 4
2018/4/6, 46, 12, 7, 2
2018/4/7, 28, 16, 15, 
2018/4/8, 37, 17, 10, 
2018/4/9, 40, 27, 16, 
2018/4/10, 56, 27, 14, 6
2018/4/11, 44, 23, 14, 5
2018/4/12, 35, 59, 7, 4
2018/4/13, 72, 18, 1, 1
2018/4/14, 17, 12, 20, 4
2018/4/15, 21, 22, 19, 4
2018/4/16, 33, 31, 12, 4
2018/4/17, 34, 48, 3, 2
2018/4/18, 30, 25, 15, 4
2018/4/19, 37, 26, 14, 4
2018/4/20, 36, 14, 9, 3
2018/4/21, 35, 14, 2, 2
2018/4/22, 39, 16, 5, 3
2018/4/23, 38, 19, 11, 4
2018/4/24, 40, 7, 1, 2
2018/4/25, 16, 11, 7, 3
2018/4/26, 29, 16, 9, 4
2018/4/27, 26, 22, 20, 5
2018/4/28, 38, 20, 16, 5
2018/4/29, 40, 20, 16, 5
2018/4/30, 41, 19, 14, 6
2018/5/1, 45, 19, 12, 5
2018/5/2, 41, 16, 12, 5
2018/5/3, 28, 14, 6, 3
2018/5/4, 30, 21, 16, 5
2018/5/5, 39, 21, 10, 4
2018/5/6, 38, 27, 22, 6
2018/5/7, 43, 26, 19, 5
2018/5/8, 39, 28, 8, 5
2018/5/9, 37, 27, 20, 5
2018/5/10, 42, 23, 16, 5
2018/5/11, 38, 21, 13, 5
2018/5/12, 43, 20, 12, 5
2018/5/13, 51, 24, 12, 5
2018/5/14, 52, 15, 14, 5
2018/5/15, 30, 12, 14, 5
2018/5/16, 25, 18, 20, 6
2018/5/17, 30, 20, 19, 6
2018/5/18, 36, 27, 14, 6
2018/5/19, 49, 14, 7, 3
2018/5/20, 36, 18, 18, 6
2018/5/21, 40, 20, 19, 6
2018/5/22, 35, 20, 15, 6
2018/5/23, 37, 22, 17, 6
2018/5/24, 39, 14, 20, 6
2018/5/25, 25, 17, 17, 6
2018/5/26, 31, 15, 12, 5
2018/5/27, 35, 17, 12, 5
2018/5/28, 45, 21, 18, 6
2018/5/29, 49, 21, 18, 6
2018/5/30, 38, 22, 15, 6
2018/5/31, 34, 27, 19, 7
2018/6/1, 50, 26, 10, 4
2018/6/2, 48, 13, 13, 4
2018/6/3, 17, 26, 19, 6
2018/6/4, 35, 21, 19, 6
2018/6/5, 39, 23, 15, 6
2018/6/6, 45, 17, 14, 5
2018/6/7, 36, 20, 19, 7
2018/6/8, 32, 19, 15, 6
2018/6/9, 37, 25, 11, 5
2018/6/10, 43, 50, 14, 6
2018/6/11, 64, 27, 15, 6
2018/6/12, 44, 28, 17, 7
2018/6/13, 47, 23, 16, 6
2018/6/14, 35, 20, 15, 6
2018/6/15, 27, 18, 11, 5
2018/6/16, 27, 20, 8, 5
2018/6/17, 34, 20, 12, 6
2018/6/18, 30, 20, 12, 6
2018/6/19, 32, 18, 13, 4
2018/6/20, 27, 18, 8, 4
2018/6/21, 27, 23, 17, 6
2018/6/22, 41, 11, 11, 6
2018/6/23, 23, 10, 13, 5
2018/6/24, 20, 9, 11, 4
2018/6/25, 16, 21, 11, 5
2018/6/26, 38, 24, 11, 5
2018/6/27, 40, 23, 15, 5
2018/6/28, 36, 27, 14, 6
2018/6/29, 40, 43, 13, 6
2018/6/30, 58, 59, 11, 6
2020/1/1, , 16, 10, 6
2019/11/16, , 18, , 4
2018/12/31, , 13, 2, 3
2018/3/31, , 15, 8, 4
2018/1/1, , , 8, 3
2018/1/2, , , 12, 3
2018/1/3, , , 11, 6
2018/1/4, , , 24, 9
2018/1/5, , , 21, 6
2018/1/6, , , 20, 6
2018/1/7, , , 10, 4
2018/1/8, , , 9, 6
2018/1/9, , , 17, 8
2018/1/10, , , 14, 5
2018/1/11, , , 5, 3
2018/1/12, , , 5, 
2018/1/13, , , 9, 
2018/1/14, , , 11, 
2018/1/15, , , 11, 
2018/1/24, , , 24, 5
2018/1/25, , , 13, 4
2018/1/26, , , 16, 6
2018/1/27, , , 12, 4
2018/1/28, , , 18, 8
2018/1/29, , , 7, 6
2018/1/30, , , 18, 5
2018/1/31, , , 9, 3
2018/2/1, , , 9, 3
2018/2/2, , , 16, 5
2018/2/3, , , 16, 6
2018/2/4, , , 9, 4
2018/2/5, , , 15, 5
2018/2/6, , , 9, 2
2018/2/7, , , 10, 6
2018/2/8, , , 22, 5
2018/2/9, , , 11, 4
2018/2/10, , , 3, 2
2018/2/11, , , 10, 8
2018/2/12, , , 19, 7
2018/2/13, , , 17, 5
2018/2/14, , , 13, 5
2018/2/15, , , 7, 3
2018/2/16, , , 7, 3
2018/2/17, , , 12, 3
2018/2/18, , , 9, 5
2018/2/19, , , 7, 4
2018/2/20, , , 4, 3
2018/2/21, , , 6, 3
2018/2/22, , , 8, 3
2018/2/23, , , 10, 5
2018/2/24, , , 5, 4
2018/2/25, , , 11, 7
2018/2/26, , , 21, 7
2018/2/27, , , 14, 6
2018/2/28, , , 8, 4
2018/3/1, , , 9, 4
2018/3/2, , , 22, 6
2018/3/3, , , 13, 6
2018/3/4, , , 9, 5
2018/3/5, , , 5, 3
2018/3/6, , , 7, 3
2018/3/7, , , 8, 5
2018/3/8, , , 27, 9
2018/3/9, , , 14, 5
2018/3/10, , , 22, 10
2018/3/11, , , 4, 3
2018/3/12, , , 9, 3
2018/3/13, , , 18, 5
2018/3/14, , , 22, 7
2018/3/15, , , 18, 5
2018/3/16, , , 6, 3
2018/3/17, , , 10, 4
2018/3/18, , , 14, 6
2018/3/19, , , 2, 2
2018/3/20, , , 7, 5
2018/3/21, , , 20, 8
2018/3/22, , , 17, 6
2018/3/23, , , 16, 7
2018/3/24, , , 5, 5
2018/3/25, , , 7, 6
2018/3/26, , , 9, 6
2018/3/27, , , 5, 4
2018/3/28, , , 8, 5
2018/3/29, , , 7, 4
2018/3/30, , , 15, 6
2017/10/1, , , 20, 5
2017/10/2, , , 22, 5
2017/10/3, , , 16, 5
2017/10/4, , , 14, 6
2017/10/5, , , 20, 5
2017/10/6, , , 22, 3
2017/10/7, , , 9, 4
2017/10/8, , , 23, 3
2017/10/9, , , 11, 3
2017/10/10, , , 8, 5
2017/10/11, , , 21, 6
2017/10/12, , , 26, 5
2017/10/13, , , 22, 4
2017/10/14, , , 12, 2
2017/10/15, , , 6, 6
2017/10/16, , , 22, 5
2017/10/17, , , 28, 5
2017/10/18, , , 30, 6
2017/10/19, , , 34, 5
2017/10/20, , , 21, 4
2017/10/21, , , 12, 4
2017/10/22, , , 7, 2
2017/10/23, , , 7, 2
2017/10/24, , , 5, 3
2017/10/25, , , 14, 3
2017/10/26, , , 10, 2
2017/10/27, , , 2, 5
2017/11/2, , , 3, 7
2017/11/3, , , 7, 6
