date, pm25, o3, so2
2019/6/22, 16, 24, 
2019/6/23, 13, 24, 
2019/6/24, 12, 34, 
2019/6/25, 16, 32, 
2019/6/26, 13, 27, 
2019/6/27, 16, 26, 
2019/6/28, 13, 29, 
2019/6/29, 15, 31, 
2019/6/30, 18, 25, 
2019/1/1, 48, 20, 
2019/1/2, 14, 23, 
2019/1/3, 6, 29, 
2019/1/4, 11, 25, 
2019/1/5, 12, 31, 
2019/1/6, 13, 28, 
2019/1/7, 14, 29, 
2019/1/8, 15, 27, 
2019/1/9, 11, 26, 
2019/1/10, 16, 16, 
2019/1/11, 34, 18, 
2019/1/12, 38, 15, 
2019/1/13, 37, 14, 
2019/1/14, 35, 15, 
2019/1/15, 37, 21, 
2019/1/16, 37, 25, 
2019/1/17, 19, 27, 
2019/1/18, 8, 30, 
2019/1/19, 16, 21, 
2019/1/20, 27, 15, 
2019/1/21, 30, 18, 
2019/1/22, 16, 21, 
2019/1/23, 18, 8, 
2019/1/24, 20, 6, 
2019/1/25, 32, 12, 
2019/1/26, 44, 9, 
2019/1/27, 41, 30, 
2019/1/28, 33, , 
2019/1/29, 31, , 
2019/1/30, 43, , 
2019/1/31, 47, , 
2019/2/1, 24, , 
2019/2/2, 15, , 
2019/2/3, 20, , 
2019/2/4, 13, , 
2019/2/5, 22, , 
2019/2/6, 31, , 
2019/2/7, 33, , 
2019/2/8, 20, , 
2019/2/9, 16, , 
2019/2/10, 16, , 
2019/2/11, 19, , 
2019/2/12, 18, , 
2019/2/13, 27, , 
2019/2/14, 17, , 
2019/2/15, 25, , 
2019/2/16, 25, , 
2019/2/17, 39, , 
2019/2/18, 40, , 
2019/2/19, 27, , 
2019/2/20, 39, , 
2019/2/21, 23, , 
2019/2/22, 14, , 
2019/2/23, 27, , 
2019/2/24, 15, , 
2019/2/25, 13, , 
2019/2/26, 11, , 
2019/2/27, 13, , 
2019/2/28, 25, , 
2019/3/1, 31, , 
2019/3/2, 23, , 
2019/3/3, 16, , 
2019/3/4, 23, , 
2019/3/5, 31, , 
2019/3/6, 35, , 
2019/3/7, 27, , 
2019/3/8, 22, , 
2019/3/9, 35, , 
2019/3/10, 31, , 
2019/3/11, 19, , 
2019/3/12, 13, , 
2019/3/13, 18, , 
2019/3/14, 20, , 
2019/3/15, 27, , 
2019/3/16, 28, , 
2019/3/17, 33, , 
2019/3/18, 32, , 
2019/3/19, 28, , 
2019/3/20, 40, , 
2019/3/21, 25, , 
2019/3/22, 15, , 
2019/3/23, 17, , 
2019/3/24, 28, , 
2019/3/25, 29, , 
2019/3/26, 13, , 
2019/3/27, 14, , 
2019/3/28, 12, , 
2019/3/29, 22, , 
2019/3/30, 23, , 
2019/3/31, 34, , 
2018/10/1, 12, 29, 
2018/10/2, 10, 22, 
2018/10/3, 13, 19, 
2018/10/4, 22, 14, 
2018/10/5, 20, 18, 
2018/10/6, 28, 12, 
2018/10/7, 28, 15, 
2018/10/8, 19, 17, 
2018/10/9, 22, 13, 
2018/10/10, 17, 20, 
2018/10/11, 32, 15, 
2018/10/12, 34, 23, 
2018/10/13, 32, 23, 
2018/10/14, 23, 13, 
2018/10/15, 31, 16, 
2018/10/16, 36, 19, 
2018/10/17, 39, 13, 
2018/10/18, 42, 13, 
2018/10/19, 46, 13, 
2018/10/20, 60, 12, 
2018/10/21, 60, 10, 
2018/10/22, 56, 11, 
2018/10/23, 48, 19, 
2018/10/24, 26, 18, 
2018/10/25, 13, 28, 
2018/10/26, 15, 22, 
2018/10/27, 11, 28, 
2018/10/28, 9, 23, 
2018/10/29, 7, 16, 
2018/10/30, 15, 22, 
2018/10/31, 14, 23, 
2018/11/1, 8, 29, 
2018/11/2, 11, 25, 
2018/11/3, 8, 31, 
2018/11/4, 22, 26, 
2018/11/5, 12, 24, 
2018/11/6, 14, 18, 
2018/11/7, 28, 14, 
2018/11/8, 34, 10, 
2018/11/9, 18, 11, 
2018/11/10, 31, 9, 
2018/11/11, 36, 15, 
2018/11/12, 35, 9, 
2018/11/13, 33, 28, 
2018/11/14, 60, 18, 
2018/11/15, 24, 22, 
2018/11/16, 23, 21, 
2018/11/17, 34, 15, 
2018/11/18, 39, 9, 
2018/11/19, 39, 9, 
2018/11/20, 42, 12, 
2018/11/21, 29, 24, 
2018/11/22, 13, 26, 
2018/11/23, 9, 19, 
2018/11/24, 19, 19, 
2018/11/25, 14, 27, 
2018/11/26, 8, 26, 
2018/11/27, 13, 19, 
2018/11/28, 10, 16, 
2018/11/29, 16, 14, 
2018/11/30, 13, 11, 
2018/12/1, 19, 11, 
2018/12/2, 32, 26, 
2018/12/3, 30, 21, 
2018/12/4, 30, 28, 
2018/12/5, 39, 23, 
2018/12/6, 36, 21, 
2018/12/7, 38, 17, 
2018/12/8, 40, 20, 
2018/12/9, 29, 18, 
2018/12/10, 13, 30, 
2018/12/11, 8, 26, 
2018/12/12, 13, 28, 
2018/12/13, 9, 29, 
2018/12/14, 10, 28, 
2018/12/15, 14, 28, 
2018/12/16, 10, 29, 
2018/12/17, 16, 29, 
2018/12/18, 8, 27, 
2018/12/19, 14, 26, 
2018/12/20, 16, 24, 
2018/12/21, 21, 25, 
2018/12/22, 15, 26, 
2018/12/23, 9, 17, 
2018/12/24, 25, 16, 
2018/12/25, 31, 18, 
2018/12/26, 15, 10, 
2018/12/27, 31, 15, 
2018/12/28, 13, 29, 
2018/12/29, 11, 30, 
2018/12/30, 25, , 
2018/7/1, 9, 24, 1
2018/7/2, 8, 24, 1
2018/7/3, 12, 23, 1
2018/7/4, 28, 31, 1
2018/7/5, 37, 19, 1
2018/7/6, 13, 22, 1
2018/7/7, 11, 24, 1
2018/7/8, 13, 22, 
2018/7/9, 14, 24, 
2018/7/10, 12, 22, 1
2018/7/11, 17, 24, 1
2018/7/12, 15, 25, 1
2018/7/13, 17, 30, 1
2018/7/14, 18, 35, 1
2018/7/15, 21, 40, 1
2018/7/16, 22, 36, 1
2018/7/17, 27, 20, 
2018/7/18, 14, 23, 1
2018/7/19, 11, 26, 1
2018/7/20, 13, 22, 1
2018/7/21, 13, 28, 2
2018/7/22, 15, 37, 1
2018/7/23, 19, 39, 1
2018/7/24, 24, 39, 1
2018/7/25, 24, 33, 1
2018/7/26, 31, 41, 1
2018/7/27, 35, 35, 1
2018/7/28, 26, 51, 1
2018/7/29, 44, 52, 1
2018/7/30, 48, 27, 
2018/7/31, 20, 23, 1
2018/8/1, 14, 17, 1
2018/8/2, 7, 22, 
2018/8/3, 11, 25, 1
2018/8/4, 16, 31, 1
2018/8/5, 16, 30, 1
2018/8/6, 17, 42, 1
2018/8/7, 18, 62, 2
2018/8/8, 34, 35, 1
2018/8/9, 36, 33, 1
2018/8/10, 27, 16, 1
2018/8/11, 9, 18, 1
2018/8/12, 14, 18, 1
2018/8/13, 68, 28, 1
2018/8/14, 127, 26, 1
2018/8/15, 87, 27, 1
2018/8/16, 68, 32, 1
2018/8/17, 53, 27, 1
2018/8/18, 46, 16, 1
2018/8/19, 57, 43, 1
2018/8/20, 151, 56, 1
2018/8/21, 170, 15, 1
2018/8/22, 182, , 
2018/8/23, 107, 18, 1
2018/8/24, 77, 20, 
2018/8/25, 96, 1, 
2018/8/26, 62, , 1
2018/8/27, 30, 15, 2
2018/8/28, 29, 17, 
2018/8/29, 49, 23, 
2018/8/30, 8, 22, 
2018/8/31, 9, 25, 
2018/9/1, 23, 30, 
2018/9/2, 26, 31, 
2018/9/3, 12, 28, 
2018/9/4, 26, 33, 
2018/9/5, 47, 42, 
2018/9/6, 52, 18, 
2018/9/7, 13, 18, 
2018/9/8, 13, 14, 
2018/9/9, 10, 25, 
2018/9/10, 13, 21, 
2018/9/11, 10, 23, 
2018/9/12, 12, 23, 
2018/9/13, 12, 19, 
2018/9/14, 7, 17, 
2018/9/15, 13, 25, 
2018/9/16, 7, 24, 
2018/9/17, 10, 20, 
2018/9/18, 19, 23, 
2018/9/19, 20, 19, 
2018/9/20, 14, 14, 
2018/9/21, 10, 27, 
2018/9/22, 11, 20, 
2018/9/23, 16, 13, 
2018/9/24, 21, 15, 
2018/9/25, 19, 17, 
2018/9/26, 26, 17, 
2018/9/27, 26, 25, 
2018/9/28, 20, 25, 
2018/9/29, 19, 18, 
2018/9/30, 19, 21, 
2018/4/1, 11, , 
2018/4/2, 11, , 
2018/4/3, 14, , 
2018/4/4, 18, , 
2018/4/5, 10, , 
2018/4/6, 13, , 
2018/4/7, 12, , 
2018/4/8, 8, , 
2018/4/9, 14, , 
2018/4/10, 19, , 
2018/4/11, 10, , 
2018/4/12, 13, , 
2018/4/13, 10, , 
2018/4/14, 11, , 
2018/4/15, 11, , 
2018/4/16, 10, , 
2018/4/17, 11, , 
2018/4/18, 13, , 
2018/4/19, 14, , 
2018/4/20, 15, , 
2018/4/21, 17, , 
2018/4/22, 17, , 
2018/4/23, 21, , 
2018/4/24, 26, , 
2018/4/25, 29, , 
2018/4/26, 32, , 
2018/4/27, 38, , 
2018/4/28, 10, , 
2018/4/29, 9, , 
2018/4/30, 13, , 
2018/5/1, 20, , 
2018/5/2, 21, , 
2018/5/3, 25, , 
2018/5/4, 14, , 
2018/5/5, 23, , 
2018/5/6, 29, , 
2018/5/7, 18, , 
2018/5/8, 32, , 
2018/5/9, 9, , 
2018/5/10, 9, , 
2018/5/11, 12, , 
2018/5/12, 19, , 
2018/5/13, 22, , 
2018/5/14, 34, 30, 
2018/5/15, 27, 27, 
2018/5/16, 11, 27, 
2018/5/17, 16, 23, 
2018/5/18, 17, 25, 1
2018/5/19, 24, 29, 
2018/5/20, 12, 32, 
2018/5/21, 16, 37, 1
2018/5/22, 25, 41, 
2018/5/23, 28, 27, 
2018/5/24, 19, 21, 
2018/5/25, 13, , 
2018/5/26, 11, , 
2018/5/27, 11, 27, 
2018/5/28, 13, 31, 1
2018/5/29, 14, 31, 1
2018/5/30, 13, 28, 
2018/5/31, 13, 29, 
2018/6/1, 11, 34, 1
2018/6/2, 15, 23, 
2018/6/3, 14, 31, 
2018/6/4, 8, 30, 
2018/6/5, 12, 31, 
2018/6/6, 12, 33, 1
2018/6/7, 11, 29, 
2018/6/8, 14, 31, 
2018/6/9, 6, , 
2018/6/10, 8, , 
2018/6/11, 7, , 1
2018/6/12, 10, , 
2018/6/13, 17, , 
2018/6/14, 8, , 1
2018/6/15, 10, 24, 1
2018/6/16, 18, 32, 1
2018/6/17, 22, 34, 
2018/6/18, 24, 31, 
2018/6/19, 32, 36, 
2018/6/20, 23, 22, 
2018/6/21, 13, , 
2018/6/22, 12, , 
2018/6/23, 9, , 1
2018/6/24, 21, , 
2018/6/25, 10, , 
2018/6/26, 10, 28, 1
2018/6/27, 14, 27, 
2018/6/28, 11, 22, 1
2018/6/29, 13, 15, 
2018/6/30, 13, 25, 
2018/1/4, 47, , 
2018/1/5, 32, , 
2018/1/6, 13, , 
2018/1/7, 11, , 
2018/1/8, 19, , 
2018/1/9, 20, , 
2018/1/10, 7, , 
2018/1/11, 13, , 
2018/1/12, 24, , 
2018/1/13, 26, , 
2018/1/14, 35, , 
2018/1/15, 33, , 
2018/1/16, 12, , 
2018/1/17, 14, , 
2018/1/18, 13, , 
2018/1/19, 7, , 
2018/1/20, 10, , 
2018/1/21, 10, , 
2018/1/22, 14, , 
2018/1/23, 13, , 
2018/1/24, 8, , 
2018/1/25, 14, , 
2018/1/26, 12, , 
2018/1/27, 11, , 
2018/1/28, 14, , 
2018/1/29, 14, , 
2018/1/30, 16, , 
2018/1/31, 14, , 
2018/2/1, 21, , 
2018/2/2, 15, , 
2018/2/3, 9, , 
2018/2/4, 9, , 
2018/2/5, 12, , 
2018/2/6, 10, , 
2018/2/7, 7, , 
2018/2/8, 11, , 
2018/2/9, 14, , 
2018/2/10, 24, , 
2018/2/11, 24, , 
2018/2/12, 19, , 
2018/2/13, 28, , 
2018/2/14, 32, , 
2018/2/15, 19, , 
2018/2/16, 12, , 
2018/2/17, 11, , 
2018/2/18, 15, , 
2018/2/19, 16, , 
2018/2/20, 14, , 
2018/2/21, 21, , 
2018/2/22, 21, , 
2018/2/23, 24, , 
2018/2/26, 11, , 
2018/2/27, 15, , 
2018/2/28, 14, , 
2018/3/1, 13, , 
2018/3/2, 13, , 
2018/3/3, 16, , 
2018/3/4, 21, , 
2018/3/5, 10, , 
2018/3/6, 14, , 
2018/3/7, 22, , 
2018/3/8, 18, , 
2018/3/9, 14, , 
2018/3/10, 24, , 
2018/3/11, 26, , 
2018/3/12, 26, , 
2018/3/13, 17, , 
2018/3/14, 11, , 
2018/3/15, 13, , 
2018/3/16, 18, , 
2018/3/17, 21, , 
2018/3/18, 17, , 
2018/3/19, 17, , 
2018/3/20, 16, , 
2018/3/21, 18, , 
2018/3/22, 13, , 
2018/3/23, 10, , 
2018/3/24, 14, , 
2018/3/25, 9, , 
2018/3/26, 6, , 
2018/3/27, 14, , 
2018/3/28, 14, , 
2018/3/29, 12, , 
2018/3/30, 13, , 
2018/3/31, 15, , 
2020/1/1, , 29, 
2018/12/31, , 17, 
