date, pm25, pm10, no2, so2, co
2018/1/31, 51, , 8, , 
2018/2/1, 42, , 7, , 
2018/2/2, 40, , 8, , 
2018/2/3, 39, , 7, , 
2018/2/4, 44, , 8, , 
2018/2/5, 41, , 15, , 
2018/2/6, 56, , 10, , 
2018/2/7, 57, , 13, , 
2018/2/8, 65, , 21, , 
2018/2/9, 72, , 20, , 
2018/2/10, 69, , 11, , 
2018/2/11, 45, , 12, , 
2018/2/12, 48, , 9, , 
2018/2/13, 45, , 12, , 
2018/2/14, 48, , 8, , 
2018/2/15, 23, , 9, , 
2018/2/16, 38, , 7, , 
2018/2/17, 40, , 6, , 
2018/2/18, 43, , 11, , 
2018/2/19, 43, , 6, , 
2018/2/20, 46, , 8, , 
2018/2/21, 43, , 7, , 
2018/2/22, 23, , 8, , 
2018/2/23, 35, , 6, , 
2018/2/24, 34, , 5, , 
2018/2/25, 22, , 13, , 
2018/2/26, 33, , 16, , 
2018/2/27, 59, , 14, , 
2018/2/28, 41, , 9, , 
2018/3/1, 34, , 4, , 
2018/3/2, 22, , 5, , 
2018/3/3, 22, , 6, , 
2018/3/4, 26, , 11, , 
2018/3/5, 27, , 8, , 
2018/3/6, 45, , 12, , 
2018/3/7, 40, , 8, , 
2018/3/8, 27, , 12, , 
2018/3/9, 38, , 16, , 
2018/3/10, 53, , 10, , 
2018/3/11, 30, , 11, , 
2018/3/12, 36, , 10, , 
2018/3/13, 43, , 8, , 
2018/3/14, 30, , 8, , 
2018/3/15, 38, , 8, , 
2018/3/16, 36, , 19, , 
2018/3/17, 50, , 21, , 
2018/3/18, 40, , 17, , 
2018/3/19, 44, , 9, , 
2018/3/20, 36, , 10, , 
2018/3/21, 32, , 12, , 
2018/3/22, 29, , 16, , 
2018/3/23, 36, , 10, , 
2018/3/24, 35, , 4, , 
2018/3/25, 23, , 4, , 
2018/3/26, 29, , 8, , 
2018/3/27, 42, , 15, , 
2018/3/28, 45, , 11, , 
2018/3/29, 40, , 10, , 
2018/3/30, 27, , 11, , 
2018/3/31, 58, , 4, , 
2017/10/1, 32, , 10, , 
2017/10/2, 34, , 9, , 
2017/10/3, 39, , 9, , 
2017/10/4, 53, , 11, , 
2017/10/5, 53, , 8, , 
2017/10/6, 60, , 6, , 
2017/10/7, 46, , 4, , 
2017/10/8, 32, , 7, , 
2017/10/9, 20, , 10, , 
2017/10/10, 49, , 7, , 
2017/10/11, 45, , 6, , 
2017/10/12, 31, , 2, , 
2017/10/13, 24, , 5, , 
2017/10/14, 44, , 6, , 
2017/10/15, 51, , 8, , 
2017/10/16, 16, , 10, , 
2017/10/17, 51, , 16, , 
2017/10/18, 57, , 13, , 
2017/10/19, 60, , 19, , 
2017/10/20, 55, , 9, , 
2017/10/21, 59, , 4, , 
2017/10/22, 55, , 4, , 
2017/10/23, 38, , 4, , 
2017/10/24, 25, , 7, , 
2017/10/25, 27, , 13, , 
2017/10/26, 53, , 7, , 
2017/10/27, 44, , 8, , 
2017/10/28, 38, , 5, , 
2017/10/29, 30, , 6, , 
2017/10/30, 36, , 8, , 
2017/10/31, 32, , 12, , 
2017/11/1, 45, , 11, , 
2017/11/2, 58, , 11, , 
2017/11/3, 45, , 4, , 
2017/11/4, 39, , 6, , 
2017/11/5, 43, , 8, , 
2017/11/6, 27, , 10, , 
2017/11/7, 32, , 11, , 
2017/11/8, 28, , 13, , 
2017/11/9, 51, , 7, , 
2017/11/10, 18, , 7, , 
2017/11/11, 40, , 16, , 
2017/11/12, 60, , 14, , 
2017/11/13, 62, , 13, , 
2017/11/14, 57, , 10, , 
2017/11/15, 57, , 7, , 
2017/11/16, 33, , 10, , 
2017/11/17, 37, , 11, , 
2017/11/18, 49, , 4, , 
2017/11/19, 20, , 7, , 
2017/11/20, 48, , 12, , 
2017/11/21, 51, , , , 
2017/11/22, 24, , 13, , 
2017/11/23, 55, , 17, , 
2017/11/24, 73, , 10, , 
2017/11/25, 55, , 6, , 
2017/11/26, 26, , 15, , 8
2017/11/27, 58, , 15, , 9
2017/11/28, 54, , 13, , 5
2017/11/29, 41, , 12, , 8
2017/11/30, 49, , 17, , 7
2017/12/1, 77, , 18, , 9
2017/12/2, 87, , 18, , 13
2017/12/3, 119, , 12, , 
2017/12/4, 65, , 9, , 
2017/12/5, 42, , 6, , 
2017/12/6, 24, , 8, , 
2017/12/7, 34, , 8, , 
2017/12/8, 44, , 12, , 
2017/12/9, 48, , 6, , 
2017/12/10, 48, , 11, , 
2017/12/11, 47, , 9, , 
2017/12/12, 41, , 9, , 
2017/12/13, 29, , 14, , 
2017/12/14, 46, , 17, , 
2017/12/15, 60, , 10, , 
2017/12/16, 57, , 17, , 
2017/12/17, 76, , 11, , 
2017/12/18, 50, , 7, , 
2017/12/19, 43, , 12, , 
2017/12/20, 41, , 10, , 
2017/12/21, 32, , 10, , 
2017/12/22, 49, , 8, , 
2017/12/23, 39, , 6, , 
2017/12/24, 36, , 4, , 
2017/12/25, 40, , 8, , 
2017/12/26, 41, , 9, , 
2017/12/27, 48, , 17, , 
2017/12/28, 56, , 14, , 
2017/12/29, 59, , 12, , 
2017/12/30, 63, , 17, , 
2017/12/31, 56, , 16, , 
2017/7/1, 40, , 6, , 
2017/7/2, 44, , 10, , 
2017/7/3, 58, , 8, , 
2017/7/4, 57, , 6, , 
2017/7/5, 57, , 6, , 
2017/7/6, 51, , 7, , 
2017/7/7, 35, , 6, , 
2017/7/8, 38, , 7, , 
2017/7/9, 57, , 9, , 
2017/7/10, 61, , 6, , 
2017/7/11, 45, , 7, , 
2017/7/12, 61, , 6, , 
2017/7/13, 50, , 10, , 
2017/7/14, 54, , 7, , 
2017/7/15, 41, , 9, , 
2017/7/16, 59, , 11, , 
2017/7/17, 69, , 13, , 
2017/7/18, 62, , 14, , 
2017/7/19, 78, , 12, , 
2017/7/20, 78, , 10, , 
2017/7/21, 59, , 4, , 
2017/7/22, 52, , 3, , 
2017/7/23, 43, , 6, , 
2017/7/24, 40, , 8, , 
2017/7/25, 32, , 8, , 
2017/7/26, 46, , 9, , 
2017/7/27, 66, , 9, , 
2017/7/28, 58, , 5, , 
2017/7/29, 26, , 6, , 
2017/7/30, 52, , 12, , 
2017/7/31, 50, , 18, , 
2017/8/1, 78, , 16, , 
2017/8/2, 76, , 8, , 
2017/8/3, 56, , 7, , 
2017/8/4, 51, , 5, , 
2017/8/5, 35, , 6, , 
2017/8/6, 51, , 10, , 
2017/8/7, 47, , 10, , 
2017/8/8, 38, , 8, , 
2017/8/9, 62, , 4, , 
2017/8/10, 50, , 10, , 
2017/8/11, 63, , 11, , 
2017/8/12, 66, , 6, , 
2017/8/13, 50, , 7, , 
2017/8/14, 54, , 9, , 
2017/8/15, 63, , 10, , 
2017/8/16, 52, , 6, , 
2017/8/17, 55, , 8, , 
2017/8/18, 32, , 8, , 
2017/8/19, 51, , 5, , 
2017/8/20, 65, , 7, , 
