date, pm25, so2
2019/12/22, 13, 
2019/12/23, 16, 
2019/12/24, 13, 3
2019/12/25, 12, 3
2019/12/26, 11, 
2019/12/27, 13, 
2019/12/28, 11, 
2019/7/1, 15, 1
2019/7/2, 14, 1
2019/7/3, 13, 1
2019/7/4, 16, 1
2019/7/5, 13, 1
2019/7/6, 16, 1
2019/7/7, 18, 1
2019/7/8, 11, 1
2019/7/9, 16, 1
2019/7/10, 15, 1
2019/7/11, 23, 1
2019/7/12, 19, 1
2019/7/13, 12, 1
2019/7/14, 14, 1
2019/7/15, 15, 1
2019/7/16, 16, 1
2019/7/17, 17, 2
2019/7/18, 17, 1
2019/7/19, 20, 1
2019/7/20, 16, 1
2019/7/21, 17, 1
2019/7/22, 15, 1
2019/7/23, 19, 1
2019/7/24, 25, 1
2019/7/25, 18, 1
2019/7/26, 17, 1
2019/7/27, 16, 1
2019/7/28, 15, 1
2019/7/29, 23, 1
2019/7/30, 14, 1
2019/7/31, 16, 1
2019/8/1, 16, 1
2019/8/2, 16, 1
2019/8/3, 21, 1
2019/8/4, 12, 1
2019/8/5, 14, 1
2019/8/6, 19, 1
2019/8/7, 17, 1
2019/8/8, 17, 1
2019/8/9, 15, 1
2019/8/10, 16, 1
2019/8/11, 20, 1
2019/8/12, 15, 1
2019/8/13, 17, 1
2019/8/14, 15, 1
2019/8/15, 16, 1
2019/8/16, 18, 1
2019/8/17, 18, 1
2019/8/18, 17, 2
2019/8/19, 18, 1
2019/8/20, 12, 1
2019/8/21, 15, 1
2019/8/22, 15, 1
2019/8/23, 16, 1
2019/8/24, 19, 1
2019/8/25, 17, 1
2019/8/26, 13, 1
2019/8/27, 15, 1
2019/8/28, 17, 1
2019/8/29, 15, 1
2019/8/30, 13, 1
2019/8/31, 17, 1
2019/9/1, 14, 1
2019/9/2, 17, 
2019/9/3, 16, 1
2019/9/4, 18, 1
2019/9/5, 16, 1
2019/9/6, 14, 1
2019/9/7, 20, 1
2019/9/8, 17, 1
2019/9/9, 14, 1
2019/9/10, 18, 1
2019/9/11, 14, 2
2019/9/12, 17, 1
2019/9/13, 11, 1
2019/9/14, 11, 1
2019/9/15, 16, 1
2019/9/16, 16, 1
2019/9/17, 15, 1
2019/9/18, 15, 1
2019/9/19, 17, 1
2019/9/20, 14, 2
2019/9/21, 17, 1
2019/9/22, 16, 1
2019/9/23, 13, 1
2019/9/24, 17, 1
2019/9/25, 15, 1
2019/9/26, 14, 1
2019/9/27, 12, 1
2019/9/28, 16, 1
2019/9/29, 15, 1
2019/9/30, 15, 1
2019/4/1, 8, 2
2019/4/2, 7, 1
2019/4/3, 6, 1
2019/4/4, 12, 2
2019/4/5, 13, 2
2019/4/6, 11, 1
2019/4/7, 14, 
2019/4/8, 8, 1
2019/4/9, 9, 
2019/4/10, 13, 
2019/4/11, 15, 
2019/4/12, 14, 1
2019/4/13, 18, 1
2019/4/14, 21, 1
2019/4/15, 9, 1
2019/4/16, 5, 1
2019/4/17, 8, 1
2019/4/18, 5, 1
2019/4/19, 8, 
2019/4/21, 7, 1
2019/4/22, 9, 1
2019/4/23, 9, 1
2019/4/24, 5, 1
2019/4/26, 5, 1
2019/4/27, 14, 1
2019/4/28, 5, 1
2019/4/29, 5, 1
2019/4/30, 5, 1
2019/5/1, 5, 1
2019/5/2, 13, 1
2019/5/3, 7, 2
2019/5/4, 6, 1
2019/5/5, 9, 1
2019/5/6, 7, 1
2019/5/7, 9, 1
2019/5/8, 9, 1
2019/5/10, 5, 1
2019/5/12, 12, 1
2019/5/13, 6, 1
2019/5/14, 5, 1
2019/5/15, 5, 1
2019/5/17, 5, 1
2019/5/18, 9, 1
2019/5/19, 9, 1
2019/5/20, 5, 1
2019/5/21, 6, 1
2019/5/22, 10, 1
2019/5/23, 8, 1
2019/5/24, 10, 1
2019/5/25, 9, 1
2019/5/26, 5, 1
2019/5/27, 5, 1
2019/5/28, 5, 1
2019/5/29, 13, 1
2019/5/30, 16, 1
2019/5/31, 19, 1
2019/6/1, 24, 1
2019/6/2, 13, 1
2019/6/3, 18, 1
2019/6/4, 19, 1
2019/6/5, 16, 1
2019/6/6, 14, 1
2019/6/7, 14, 1
2019/6/8, 17, 1
2019/6/9, 15, 1
2019/6/10, 17, 1
2019/6/11, 15, 1
2019/6/12, 14, 1
2019/6/13, 18, 1
2019/6/14, 14, 1
2019/6/15, 15, 1
2019/6/16, 15, 1
2019/6/17, 20, 1
2019/6/18, 22, 1
2019/6/19, 21, 1
2019/6/20, 15, 1
2019/6/21, 14, 1
2019/6/22, 17, 1
2019/6/23, 18, 1
2019/6/24, 14, 1
2019/6/25, 19, 1
2019/6/26, 14, 1
2019/6/27, 13, 1
2019/6/28, 12, 1
2019/6/29, 18, 1
2019/6/30, 12, 1
2019/1/1, 26, 3
2019/1/2, 19, 3
2019/1/3, 22, 3
2019/1/4, 19, 3
2019/1/5, 30, 4
2019/1/6, 25, 3
2019/1/7, 22, 3
2019/1/8, 21, 3
2019/1/9, 22, 3
2019/1/10, 21, 4
2019/1/11, 20, 4
2019/1/12, 21, 5
2019/1/13, 29, 4
2019/1/14, 26, 7
2019/1/15, 42, 5
2019/1/16, 30, 4
2019/1/17, 26, 4
2019/1/18, 29, 3
2019/1/19, 15, 4
2019/1/20, 23, 6
2019/1/21, 28, 3
2019/1/22, 20, 3
2019/1/23, 14, 3
2019/1/24, 14, 4
2019/1/25, 12, 3
2019/1/26, 18, 4
2019/1/27, 12, 4
2019/1/28, 23, 4
2019/1/29, 17, 4
2019/1/30, 12, 4
2019/1/31, 15, 4
2019/2/1, 21, 4
2019/2/2, 30, 4
2019/2/3, 32, 4
2019/2/4, 42, 5
2019/2/5, 48, 5
2019/2/6, 51, 4
2019/2/7, 48, 4
2019/2/8, 7, 4
2019/2/9, 12, 4
2019/2/10, 18, 5
2019/2/11, 10, 5
2019/2/12, 19, 5
2019/2/13, 9, 4
2019/2/14, 6, 4
2019/2/15, 5, 5
2019/2/16, 8, 5
2019/2/17, 10, 5
2019/2/18, 7, 4
2019/2/20, 9, 6
2019/2/21, 8, 4
2019/2/22, 8, 4
2019/2/24, 9, 4
2019/2/25, 7, 4
2019/2/26, 6, 4
2019/2/27, 15, 4
2019/2/28, 15, 4
2019/3/1, 9, 4
2019/3/2, 5, 4
2019/3/3, 5, 4
2019/3/4, 7, 4
2019/3/5, 9, 4
2019/3/6, 12, 4
2019/3/7, 10, 4
2019/3/8, 5, 4
2019/3/9, 7, 4
2019/3/10, 6, 4
2019/3/11, 30, 4
2019/3/15, 6, 1
2019/3/16, 5, 1
2019/3/17, 18, 1
2019/3/18, 13, 
2019/3/19, 10, 1
2019/3/20, 9, 1
2019/3/21, 8, 1
2019/3/22, 6, 
2019/3/23, 5, 
2019/3/24, 6, 1
2019/3/25, 11, 
2019/3/26, 13, 
2019/3/27, 5, 5
2019/3/28, 9, 1
2019/3/29, 11, 3
2019/3/30, 9, 1
2019/3/31, 10, 1
2018/10/1, 14, 3
2018/10/2, 18, 3
2018/10/3, 13, 3
2018/10/4, 7, 2
2018/10/5, 11, 3
2018/10/6, 11, 2
2018/10/7, 11, 2
2018/10/8, 15, 3
2018/10/9, 18, 3
2018/10/10, 16, 3
2018/10/11, 7, 4
2018/10/12, 6, 4
2018/10/13, 11, 4
2018/10/14, 8, 3
2018/10/15, 5, 3
2018/10/17, 5, 2
2018/10/18, 17, 2
2018/10/19, 11, 3
2018/10/20, 5, 3
2018/10/21, 6, 3
2018/10/22, 7, 3
2018/10/24, 5, 2
2018/10/25, 9, 2
2018/10/26, 6, 2
2018/10/27, 5, 2
2018/10/28, 5, 2
2018/10/30, 18, 6
2018/10/31, 8, 3
2018/11/1, 9, 2
2018/11/2, 8, 2
2018/11/3, 10, 3
2018/11/4, 5, 2
2018/11/5, 13, 3
2018/11/6, 10, 2
2018/11/7, 9, 4
2018/11/8, 12, 4
2018/11/9, 9, 3
2018/11/10, 13, 2
2018/11/11, 18, 3
2018/11/12, 16, 3
2018/11/13, 22, 5
2018/11/14, 24, 3
2018/11/15, 21, 3
2018/11/16, 28, 3
2018/11/17, 25, 3
2018/11/18, 33, 3
2018/11/19, 31, 3
2018/11/20, 27, 3
2018/11/21, 33, 3
2018/11/22, 32, 3
2018/11/23, 35, 2
2018/11/24, 39, 3
2018/11/25, 31, 4
2018/11/26, 35, 3
2018/11/27, 39, 2
2018/11/28, 28, 6
2018/11/29, 35, 4
2018/11/30, 31, 4
2018/12/1, 33, 2
2018/12/2, 31, 3
2018/12/3, 33, 3
2018/12/4, 36, 3
2018/12/5, 45, 3
2018/12/6, 35, 3
2018/12/7, 29, 3
2018/12/8, 31, 3
2018/12/9, 25, 3
2018/12/10, 30, 4
2018/12/11, 26, 3
2018/12/12, 31, 3
2018/12/13, 21, 3
2018/12/14, 27, 3
2018/12/15, 19, 3
2018/12/16, 22, 3
2018/12/17, 24, 4
2018/12/18, 23, 3
2018/12/19, 14, 3
2018/12/20, 15, 3
2018/12/21, 18, 3
2018/12/22, 15, 3
2018/12/23, 22, 3
2018/12/24, 14, 3
2018/12/25, 14, 5
2018/12/26, 21, 4
2018/12/27, 25, 3
2018/12/28, 25, 3
2018/12/29, 18, 3
2018/12/30, 19, 
2018/7/1, 38, 19
2018/7/2, 36, 3
2018/7/3, 16, 2
2018/7/4, 14, 3
2018/7/5, 11, 2
2018/7/7, 16, 3
2018/7/8, 16, 7
2018/7/9, 20, 3
2018/7/10, 14, 3
2018/7/11, 10, 3
2018/7/12, 18, 3
2018/7/13, 15, 11
2018/7/14, 22, 3
2018/7/15, 20, 3
2018/7/16, 20, 3
2018/7/17, 16, 2
2018/7/18, 14, 3
2018/7/19, 14, 3
2018/7/20, 15, 3
2018/7/21, 11, 3
2018/7/22, 15, 13
2018/7/23, 38, 3
2018/7/24, 27, 2
2018/7/25, 31, 17
2018/7/26, 42, 4
2018/7/27, 46, 3
2018/7/28, 46, 3
2018/7/29, 52, 3
2018/7/30, 49, 3
2018/7/31, 51, 3
2018/8/1, 56, 3
2018/8/2, 48, 2
2018/8/3, 45, 2
2018/8/4, 40, 3
2018/8/5, 45, 3
2018/8/6, 48, 3
2018/8/7, 48, 2
2018/8/8, 31, 13
2018/8/9, 36, 2
2018/8/10, 33, 2
2018/8/11, 52, 2
2018/8/12, 58, 2
2018/8/13, 64, 3
2018/8/14, 60, 3
2018/8/15, 54, 2
2018/8/16, 58, 3
2018/8/17, 55, 
2018/8/18, 55, 3
2018/8/19, 55, 3
2018/8/20, 57, 3
2018/8/21, 60, 2
2018/8/22, 57, 
2018/8/24, 56, 5
2018/8/25, 55, 2
2018/8/26, 61, 3
2018/8/27, 55, 2
2018/8/28, 8, 2
2018/8/29, 10, 3
2018/8/30, 11, 2
2018/8/31, 13, 3
2018/9/1, 11, 6
2018/9/2, 18, 2
2018/9/3, 10, 3
2018/9/4, 11, 2
2018/9/5, 25, 2
2018/9/6, 14, 2
2018/9/7, 11, 3
2018/9/8, 15, 2
2018/9/9, 14, 2
2018/9/10, 12, 3
2018/9/11, 19, 7
2018/9/12, 18, 2
2018/9/13, 14, 3
2018/9/14, 18, 2
2018/9/19, 9, 3
2018/9/20, 11, 2
2018/9/21, 13, 3
2018/9/22, 14, 3
2018/9/23, 11, 4
2018/9/24, 18, 5
2018/9/25, 11, 3
2018/9/26, 8, 3
2018/9/27, 5, 2
2018/9/28, 11, 2
2018/9/29, 11, 3
2018/9/30, 10, 3
2018/4/1, 16, 8
2018/4/2, 8, 20
2018/4/3, 31, 25
2018/4/4, 46, 20
2018/4/5, 39, 6
2018/4/6, 37, 2
2018/4/7, 26, 2
2018/4/8, 15, 1
2018/4/9, 8, 2
2018/4/10, 7, 2
2018/4/11, 16, 2
2018/4/12, 17, 
2018/4/13, 15, 2
2018/4/14, 16, 2
2018/4/15, 13, 2
2018/4/16, 20, 3
2018/4/17, 28, 2
2018/4/18, 23, 2
2018/4/19, 33, 2
2018/4/20, 36, 2
2018/4/21, 35, 2
2018/4/22, 37, 
2018/4/23, 33, 3
2018/4/24, 35, 
2018/4/25, 30, 2
2018/4/26, 31, 6
2018/4/27, 19, 11
2018/4/28, 17, 
2018/4/29, 11, 2
2018/4/30, 10, 3
2018/5/1, 16, 
2018/5/2, 12, 
2018/5/3, 12, 10
2018/5/4, 21, 18
2018/5/5, 28, 3
2018/5/6, 18, 2
2018/5/7, 5, 2
2018/5/9, 23, 6
2018/5/10, 16, 
2018/5/11, 18, 
2018/5/12, 15, 
2018/5/13, 17, 3
2018/5/14, 24, 3
2018/5/15, 26, 13
2018/5/16, 33, 65
2018/5/17, 49, 4
2018/5/18, 25, 3
2018/5/19, 19, 2
2018/5/20, 12, 2
2018/5/21, 16, 3
2018/5/22, 11, 2
2018/5/23, 12, 2
2018/5/24, 10, 3
2018/5/25, 15, 2
2018/5/26, 12, 3
2018/5/27, 11, 8
2018/5/28, 15, 8
2018/5/29, 20, 3
2018/5/30, 9, 2
2018/5/31, 14, 2
2018/6/1, 14, 3
2018/6/2, 9, 2
2018/6/3, 9, 2
2018/6/4, 11, 2
2018/6/5, 12, 2
2018/6/6, 11, 2
2018/6/7, 14, 12
2018/6/8, 28, 3
2018/6/9, 18, 2
2018/6/10, 19, 2
2018/6/11, 37, 3
2018/6/12, 37, 2
2018/6/13, 40, 3
2018/6/14, 50, 9
2018/6/15, 60, 11
2018/6/16, 62, 3
2018/6/17, 58, 3
2018/6/18, 53, 37
2018/6/19, 57, 16
2018/6/20, 58, 6
2018/6/21, 56, 3
2018/6/22, 54, 2
2018/6/23, 55, 
2018/6/24, 50, 
2018/6/25, 54, 
2018/6/26, 56, 3
2018/6/27, 59, 2
2018/6/28, 59, 2
2018/1/1, 13, 1
2018/1/2, 16, 2
2018/1/3, 16, 2
2018/1/4, 23, 1
2018/1/5, 29, 
2018/1/6, 21, 
2018/1/7, 20, 
2018/1/8, 15, 1
2018/1/9, 20, 10
2018/1/10, 23, 
2018/1/11, 15, 28
2018/1/12, 47, 22
2018/1/13, 54, 4
2018/1/14, 41, 1
2018/1/15, 19, 2
2018/1/16, 22, 2
2018/1/17, 19, 
2018/1/18, 12, 
2018/1/19, 15, 
2018/1/20, 13, 
2018/1/21, 7, 1
2018/1/22, 10, 2
2018/1/23, 10, 
2018/1/24, 17, 3
2018/1/25, 11, 13
2018/1/26, 35, 34
2018/1/27, 33, 
2018/1/28, 14, 2
2018/1/29, 21, 63
2018/1/30, 58, 22
2018/1/31, 39, 22
2018/2/1, 32, 12
2018/2/2, 26, 14
2018/2/3, 21, 51
2018/2/4, 47, 48
2018/2/5, 63, 15
2018/2/6, 41, 9
2018/2/7, 39, 5
2018/2/8, 26, 5
2018/2/9, 37, 6
2018/2/10, 32, 3
2018/2/11, 26, 7
2018/2/12, 46, 16
2018/2/13, 40, 31
2018/2/14, 26, 32
2018/2/15, 32, 2
2018/2/16, 9, 14
2018/2/17, 19, 14
2018/2/18, 33, 17
2018/2/19, 32, 19
2018/2/20, 35, 3
2018/2/21, 19, 6
2018/2/22, 15, 2
2018/2/23, 12, 
2018/2/24, 7, 6
2018/2/25, 11, 1
2018/2/26, 10, 2
2018/2/27, 12, 
2018/2/28, 12, 
2018/3/1, 6, 1
2018/3/2, 12, 
2018/3/3, 10, 2
2018/3/4, 12, 2
2018/3/5, 9, 2
2018/3/6, 9, 2
2018/3/7, 10, 2
2018/3/8, 10, 1
2018/3/9, 7, 
2018/3/12, 18, 2
2018/3/13, 11, 2
2018/3/14, 11, 4
2018/3/15, 12, 4
2018/3/16, 19, 
2018/3/17, 15, 2
2018/3/18, 18, 1
2018/3/19, 15, 2
2018/3/20, 20, 
2018/3/21, 27, 1
2018/3/22, 31, 1
2018/3/23, 28, 9
2018/3/24, 30, 17
2018/3/25, 33, 16
2018/3/26, 25, 27
2018/3/27, 45, 6
2018/3/28, 48, 7
2018/3/29, 33, 2
2018/3/30, 18, 2
2018/3/31, 14, 22
2017/10/1, 31, 
2017/10/2, 19, 1
2017/10/3, 12, 
2017/10/4, 13, 
2017/10/5, 13, 
2017/10/6, 13, 4
2017/10/7, 14, 7
2017/10/8, 17, 
2017/10/9, 16, 2
2017/10/10, 18, 
2017/10/11, 15, 2
2017/10/12, 19, 16
2017/10/13, 21, 3
2017/10/14, 13, 
2017/10/15, 14, 1
2017/10/16, 21, 1
2017/10/17, 17, 
2017/10/18, 19, 
2017/10/19, 15, 
2017/10/20, 15, 
2017/10/21, 17, 9
2017/10/22, 25, 28
2017/10/23, 46, 6
2017/10/24, 27, 10
2017/10/25, 19, 2
2017/10/26, 11, 5
2017/10/27, 26, 12
2017/10/28, 43, 18
2017/10/29, 51, 10
2017/10/30, 27, 10
2017/10/31, 17, 13
2017/11/1, 45, 
2017/11/2, 32, 2
2017/11/3, 20, 2
2017/11/4, 14, 
2017/11/5, 14, 
2017/11/6, 19, 1
2017/11/7, 10, 
2017/11/8, 14, 
2017/11/9, 13, 
2017/11/10, 9, 13
2017/11/11, 13, 1
2017/11/12, 13, 
2017/11/13, 10, 1
2017/11/14, 12, 
2017/11/15, 13, 
2017/11/16, 13, 2
2017/11/17, 15, 16
2017/11/18, 37, 2
2017/11/19, 18, 9
2017/11/20, 22, 2
2017/11/21, 15, 1
2017/11/22, 10, 
2017/11/23, 12, 
2017/11/24, 13, 
2017/11/25, 7, 
2017/11/26, 6, 
2017/11/27, 9, 1
2017/11/28, 7, 
2017/11/29, 7, 
2017/11/30, 5, 
2017/12/1, 7, 
2017/12/2, 7, 
2017/12/3, 12, 
2017/12/4, 16, 2
2017/12/5, 20, 2
2017/12/6, 25, 1
2017/12/7, 26, 2
2017/12/8, 18, 9
2017/12/9, 15, 
2017/12/10, 13, 33
2017/12/11, 33, 31
2017/12/12, 50, 4
2017/12/13, 27, 
2017/12/14, 9, 2
2017/12/15, 10, 10
2017/12/16, 22, 5
2017/12/17, 42, 11
2017/12/18, 20, 13
2017/12/19, 36, 9
2017/12/20, 11, 1
2017/12/21, 7, 
2017/12/22, 11, 1
2017/12/23, 13, 2
2017/12/24, 13, 1
2017/12/25, 12, 23
2017/12/26, 19, 11
2017/12/27, 42, 9
2017/12/28, 33, 2
2017/12/29, 12, 2
2017/12/30, 12, 
2017/12/31, 13, 1
2017/7/1, 11, 
2017/7/2, 17, 
2017/7/3, 14, 1
2017/7/4, 26, 
2017/7/5, 26, 
2017/7/6, 16, 
2017/7/7, 16, 
2017/7/8, 22, 
2017/7/9, 12, 
2017/7/10, 16, 1
2017/7/11, 9, 
2017/7/12, 11, 
2017/7/13, 15, 
2017/7/14, 16, 
2017/7/15, 13, 
2017/7/16, 17, 
2017/7/17, 14, 
2017/7/18, 18, 
2017/7/19, 39, 
2017/7/20, 13, 
2017/7/21, 5, 
2017/7/22, 9, 1
2017/7/24, 13, 
2017/7/25, 8, 
2017/7/26, 19, 
2017/7/27, 9, 
2017/7/28, 22, 
2017/7/29, 7, 
2017/7/30, 18, 
2017/7/31, 19, 12
2017/8/1, 21, 
2017/8/2, 16, 
2017/8/3, 12, 
2017/8/4, 15, 
2017/8/5, 16, 
2017/8/6, 13, 
2017/8/8, 15, 
2017/8/9, 16, 
2017/8/10, 16, 
2017/8/11, 15, 
2017/8/12, 21, 
2017/8/13, 14, 
2017/8/14, 16, 1
2017/8/15, 14, 1
2017/8/16, 19, 1
2017/8/17, 9, 
2017/8/18, 17, 
2017/8/20, 19, 
2017/8/21, 19, 1
2017/8/22, 51, 1
2017/8/23, 15, 
2017/8/24, 15, 
2017/8/25, 14, 
2017/8/26, 13, 
2017/8/27, 15, 
2017/8/30, 20, 
2017/8/31, 15, 
2017/9/1, 9, 
2017/9/9, 11, 
2017/9/10, 24, 
2017/9/11, 18, 2
2017/9/12, 20, 11
2017/9/18, 28, 1
2017/9/19, 14, 
2017/9/20, 16, 
2017/9/21, 21, 
2017/9/22, 18, 
2017/9/23, 15, 
2017/9/24, 12, 
2017/9/25, 12, 1
2017/9/26, 11, 
2017/9/27, 17, 
2017/9/28, 12, 
2017/9/29, 17, 11
2017/9/30, 22, 3
2017/4/1, 22, 
2017/4/2, 22, 1
2017/4/3, 27, 1
2017/4/4, 19, 
2017/4/5, 19, 1
2017/4/6, 20, 
2017/4/7, 22, 
2017/4/8, 17, 6
2017/4/9, 23, 
2017/4/10, 25, 2
2017/4/11, 17, 
2017/4/12, 18, 
2017/4/13, 11, 
2017/4/14, 32, 1
2017/4/15, 21, 1
2017/4/16, 18, 
2017/4/17, 14, 10
2017/4/18, 23, 22
2017/4/19, 31, 22
2017/4/20, 44, 1
2017/4/21, 25, 
2017/4/22, 24, 
2017/4/23, 21, 
2017/4/24, 31, 
2017/4/25, 26, 
2017/4/26, 20, 
2017/4/27, 17, 8
2017/4/28, 19, 40
2017/4/29, 34, 35
2017/4/30, 22, 13
2017/5/1, 28, 1
2017/5/2, 20, 
2017/5/3, 23, 
2017/5/4, 33, 
2017/5/5, 28, 
2017/5/6, 19, 
2017/5/7, 18, 19
2017/5/8, 13, 6
2017/5/9, 14, 
2017/5/10, 13, 
2017/5/11, 18, 
2017/5/12, 14, 
2017/5/13, 20, 
2017/5/14, 6, 
2017/5/15, 6, 1
2017/5/16, 13, 
2017/5/17, 8, 
2017/5/18, 15, 
2017/5/19, 18, 
2017/5/20, 18, 
2017/5/21, 8, 
2017/5/22, 16, 1
2017/5/23, 23, 1
2017/5/24, 12, 
2017/5/26, 12, 
2017/5/27, 11, 13
2017/5/28, 26, 24
2017/5/29, 16, 
2017/5/30, 11, 
2017/5/31, 12, 
2017/6/1, 19, 
2017/6/2, 12, 
2017/6/3, 16, 
2017/6/4, 5, 
2017/6/5, 5, 
2017/6/6, 7, 
2017/6/7, 19, 
2017/6/8, 17, 
2017/6/9, 13, 
2017/6/10, 20, 
2017/6/11, 6, 
2017/6/12, 12, 
2017/6/13, 15, 
2017/6/14, 9, 
2017/6/15, 9, 
2017/6/16, 13, 
2017/6/17, 11, 
2017/6/18, 8, 
2017/6/19, 12, 
2017/6/20, 9, 
2017/6/21, 14, 
2017/6/22, 15, 
2017/6/24, 13, 
2017/6/25, 16, 
2017/6/26, 17, 2
2017/6/27, 17, 
2017/6/28, 28, 
2017/6/29, 11, 
2017/6/30, 9, 
2017/3/28, 14, 1
2017/3/29, 18, 
2017/3/30, 26, 
2017/3/31, 12, 
2020/1/1, , 3
2019/4/20, , 1
2019/5/9, , 1
2019/5/11, , 1
2019/5/16, , 1
2018/12/31, , 3
2019/2/19, , 5
2019/2/23, , 4
2019/3/12, , 4
2019/3/13, , 3
2019/3/14, , 1
2018/10/16, , 2
2018/10/23, , 3
2018/10/29, , 9
2018/6/30, , 15
2018/7/6, , 2
2018/8/23, , 3
2018/9/15, , 3
2018/9/16, , 2
2018/9/17, , 3
2018/9/18, , 7
2018/5/8, , 2
2018/3/11, , 2
2017/7/23, , 5
2017/8/7, , 1
2017/8/28, , 1
2017/9/3, , 20
2017/9/8, , 1
2017/9/13, , 2
2017/3/6, , 1
2017/3/7, , 3
2017/3/8, , 7
2017/3/9, , 14
2017/3/10, , 25
2017/3/11, , 23
2017/3/12, , 18
2017/3/13, , 24
2017/3/14, , 1
2017/3/16, , 1
2017/3/17, , 1
2017/3/18, , 1
2017/3/19, , 2
2017/3/20, , 1
2017/3/21, , 2
2017/3/23, , 3
