date, pm25, pm10, o3, no2, so2, co, aqi
2019/11/7, 185, 106, 25, 26, 8, 14, 
2019/11/8, 176, 126, 40, 23, 8, 12, 
2019/11/9, 196, 74, 34, 15, 9, 4, 
2019/11/10, 78, 87, 24, 26, 12, 8, 
2019/11/11, 105, 112, 31, 28, 12, 11, 
2019/11/12, 148, 57, 31, 9, 8, 1, 
2019/11/13, 54, 88, 19, 24, 12, 1, 
2019/11/14, 108, 98, 19, 29, 18, 8, 
2019/11/15, 157, 97, 8, 32, 13, 3, 
2019/11/16, 161, 69, 27, 16, 8, 5, 
2019/11/17, 129, 130, 22, 14, 8, , 
2019/11/18, 108, 137, 9, 24, 15, , 
2019/11/19, 156, 138, 3, 28, 13, , 
2019/11/20, 171, 112, 16, 26, 7, , 
2019/11/21, 166, 149, 12, 38, 9, , 
2019/11/22, 199, 175, 12, 42, 10, , 
2019/11/23, 244, 90, 20, 17, 6, , 
2019/11/24, 132, 36, 21, 17, 4, , 
2019/11/25, 60, 62, 13, 22, 7, 5, 
2019/11/26, 107, 75, 10, 25, 11, , 
2019/11/27, 112, 68, 18, 22, 9, 1, 
2019/11/28, 112, 87, 11, 26, 10, 6, 
2019/11/29, 160, 93, 11, 26, 11, , 
2019/11/30, 167, 110, 17, 29, 9, , 
2019/12/1, 185, 66, 21, 22, 8, , 
2019/12/2, 111, 53, 20, 20, 11, , 
2019/12/3, 80, 80, 3, 26, 15, , 
2019/12/4, 145, 90, 8, 23, 12, 4, 
2019/12/5, 157, 79, 13, 20, 6, 9, 
2019/12/6, 158, 111, 2, 22, 4, 14, 
2019/12/7, 203, 138, 5, 26, 5, 23, 
2019/12/8, 229, 126, 4, 26, 6, 29, 
2019/12/9, 214, 137, 4, 29, 8, 27, 
2019/12/10, 237, 105, 34, 26, 12, 22, 
2019/12/11, 168, 73, 10, 25, 10, 10, 
2019/12/12, 135, 105, 8, 34, 12, 14, 
2019/12/13, 174, 61, 14, 28, 8, 8, 
2019/12/14, 127, 57, 6, 24, 6, 13, 
2019/12/15, 148, 93, 1, 25, 5, 19, 
2019/12/16, 188, 76, 8, 21, 3, 22, 
2019/12/17, 164, 44, 16, 22, 5, 6, 
2019/12/18, 108, 85, 12, 23, 10, 14, 
2019/12/19, 166, 67, 13, 21, 13, 17, 
2019/12/20, 140, 108, 8, 22, 9, 18, 
2019/12/21, 191, 139, 3, 25, 7, 23, 
2019/12/22, 239, 159, 2, 30, 5, 21, 
2019/12/23, 272, 145, 2, 33, 8, 19, 
2019/12/24, 254, 139, 2, 28, 6, 20, 
2019/12/25, 236, 90, 24, 22, 10, 18, 
2019/12/26, 159, 72, 13, 22, 9, 13, 
2019/12/27, 142, 107, 9, 30, 16, 18, 
2019/12/28, 177, 106, 1, 28, 8, 16, 
2019/12/29, 183, , , , , , 
2019/7/1, 99, 82, 112, 19, 6, 5, 
2019/7/2, 110, 79, 103, 11, 6, 6, 
2019/7/3, 130, 86, 85, 17, 6, 7, 
2019/7/4, 131, 69, 96, 9, 6, 5, 
2019/7/5, 92, 47, 43, 4, 5, 4, 
2019/7/6, 69, 47, 51, 6, 4, 3, 
2019/7/7, 79, 57, 49, 6, 4, 3, 
2019/7/8, 103, 66, 55, 12, 7, 4, 
2019/7/9, 136, 65, 96, 8, 4, 5, 
2019/7/10, 153, 67, 77, 10, 4, 6, 
2019/7/11, 153, 79, 85, 11, 5, 8, 
2019/7/12, 156, 71, 102, 16, 4, 6, 
2019/7/13, 147, 85, 108, 21, 6, 8, 
2019/7/14, 145, 84, 120, 16, 6, 9, 
2019/7/15, 148, 76, 96, 19, 3, 5, 
2019/7/16, 141, 88, 79, 9, 4, 6, 
2019/7/17, 169, 93, 87, 17, 4, 5, 
2019/7/18, 169, 88, 101, 13, 6, 5, 
2019/7/19, 159, 90, 59, 19, 6, 9, 
2019/7/20, 160, 89, 98, 11, 4, 9, 
2019/7/21, 166, 74, 79, 10, 3, 5, 
2019/7/22, 140, 51, 81, 10, 4, 9, 
2019/7/23, 118, 75, 96, 16, 5, 7, 
2019/7/24, 113, 67, 93, 15, 7, 8, 
2019/7/25, 121, 72, 98, 11, 4, 6, 
2019/7/26, 129, 49, 59, 8, 5, 3, 
2019/7/27, 78, 48, 58, 7, 5, 3, 
2019/7/28, 84, 40, 44, 6, 3, 3, 
2019/7/29, 68, 42, 57, 9, 4, 6, 
2019/7/30, 83, 64, 72, 13, 3, 6, 
2019/7/31, 122, 54, 54, 10, 4, 4, 
2019/8/1, 114, 50, 60, 11, 5, 7, 
2019/8/2, 113, 56, 66, 12, 5, 4, 
2019/8/3, 109, 57, 45, 9, 4, 7, 
2019/8/4, 140, 79, 45, 14, 6, 6, 
2019/8/5, 151, 93, 33, 12, 4, 7, 
2019/8/6, 176, 70, 38, 12, 3, 6, 
2019/8/7, 139, 64, 64, 13, 4, 4, 
2019/8/8, 127, 64, 69, 12, 5, 5, 
2019/8/9, 125, 34, 54, 3, 4, 5, 
2019/8/10, 88, 42, 41, 4, 6, 5, 
2019/8/11, 89, 31, 62, 5, 7, 5, 
2019/8/12, 66, 40, 48, 10, 5, 4, 
2019/8/13, 58, 69, 91, 11, 8, 9, 
2019/8/14, 131, 67, 92, 9, 8, 9, 
2019/8/15, 127, 63, 64, 11, 6, 4, 
2019/8/16, 114, 59, 64, 16, 10, 5, 
2019/8/17, 86, 68, 90, 17, 15, 7, 
2019/8/18, 112, 67, 90, 15, 7, 4, 
2019/8/19, 125, 53, 57, 9, 6, 4, 
2019/8/20, 99, 69, 70, 9, 6, 8, 
2019/8/21, 147, 88, 53, 22, 7, 7, 
2019/8/22, 151, 79, 41, 23, 9, 8, 
2019/8/23, 128, 76, 37, 19, 10, 7, 
2019/8/24, 118, 52, 37, 12, 7, 13, 
2019/8/25, 115, 71, 29, 16, 8, 16, 
2019/8/26, 159, 100, 63, 17, 8, 19, 
2019/8/27, 179, 53, 54, 12, 8, 6, 
2019/8/28, 78, 47, 53, 16, 10, 4, 
2019/8/29, 57, 51, 48, 19, 11, 5, 
2019/8/30, 75, 56, 65, 20, 9, 6, 
2019/8/31, 82, 73, 84, 22, 8, 5, 
2019/9/1, 99, 72, 69, 22, 13, 8, 
2019/9/2, 122, 79, 81, 28, 9, 8, 
2019/9/3, 127, 80, 103, 24, 15, 9, 
2019/9/4, 138, 76, 102, 20, 8, 7, 
2019/9/5, 130, 73, 92, 24, 9, 5, 
2019/9/6, 126, 81, 102, 20, 13, 10, 
2019/9/7, 134, 89, 112, 23, 8, 9, 
2019/9/8, 148, 90, 99, 22, 7, 5, 
2019/9/9, 147, 75, 42, 12, 8, 11, 
2019/9/10, 145, 26, 19, 8, 4, 6, 
2019/9/11, 71, 42, 15, 10, 3, 6, 
2019/9/12, 109, 67, 33, 12, 5, 9, 
2019/9/13, 143, 59, 22, 14, 11, 10, 
2019/9/14, 110, 22, 36, 8, 5, 5, 
2019/9/15, 59, 70, 51, 15, 5, 13, 
2019/9/16, 144, 93, 40, 15, 10, 11, 
2019/9/17, 170, 77, 49, 12, 8, 9, 
2019/9/18, 126, 72, 15, 16, 9, 6, 
2019/9/19, 101, 94, 6, 16, 10, 12, 
2019/9/20, 155, 77, 74, 13, 8, 12, 
2019/9/21, 135, 99, 105, 19, 9, 12, 
2019/9/22, 156, 90, 95, 22, 7, 9, 
2019/9/23, 155, 79, 90, 22, 10, 11, 
2019/9/24, 133, 79, 108, 25, 10, 10, 
2019/9/25, 123, 82, 100, 23, 10, 11, 
2019/9/26, 143, 90, 101, 19, 10, 12, 
2019/9/27, 156, 71, 96, 14, 8, 8, 
2019/9/28, 106, 85, 95, 14, 6, 4, 
2019/9/29, 134, 85, 96, 17, 6, 4, 
2019/9/30, 139, 74, 69, 12, 6, 3, 
2019/4/20, 134, 96, 55, 20, 8, 16, 
2019/4/21, 171, 98, 36, 18, 4, 14, 
2019/4/22, 174, 64, 43, 8, 3, 10, 
2019/4/23, 149, 71, 54, 10, 6, 10, 
2019/4/24, 153, 26, 26, 7, 4, 4, 
2019/4/25, 69, 55, 32, 15, 9, 5, 
2019/4/26, 120, 66, 18, 25, 9, 7, 
2019/4/27, 145, 51, 48, 17, 8, 7, 
2019/4/28, 120, 76, 46, 18, 9, 9, 
2019/4/29, 157, 117, 40, 20, 10, 8, 
2019/4/30, 130, 57, 48, 20, 14, 9, 
2019/5/1, 77, 70, 56, 19, 16, 8, 
2019/5/2, 98, 78, 68, 17, 12, 6, 
2019/5/3, 116, 63, 56, 14, 9, 3, 
2019/5/4, 111, 99, 40, 17, 12, 3, 
2019/5/5, 128, 54, 45, 12, 14, 2, 
2019/5/6, 61, 69, 55, 19, 12, 4, 
2019/5/7, 95, 68, 39, 18, 13, 3, 
2019/5/8, 99, 75, 72, 15, 12, 6, 
2019/5/9, 127, 62, 77, 15, 16, 6, 
2019/5/10, 112, 57, 69, 15, 17, 7, 
2019/5/11, 103, 98, 47, 19, 13, 6, 
2019/5/12, 134, 88, 37, 12, 12, 2, 
2019/5/13, 87, 107, 51, 17, 11, 5, 
2019/5/14, 123, 90, 56, 14, 8, 6, 
2019/5/15, 136, 83, 83, 11, 9, 6, 
2019/5/16, 158, 77, 69, 12, 8, 4, 
2019/5/17, 151, 51, 36, 9, 6, 1, 
2019/5/18, 105, 78, 48, 11, 8, 2, 
2019/5/19, 102, 58, 43, 9, 14, 4, 
2019/5/20, 70, 56, 58, 15, 14, 7, 
2019/5/21, 75, 66, 83, 22, 15, 12, 
2019/5/22, 90, 73, 101, 16, 16, 10, 
2019/5/23, 105, 74, 85, 14, 11, 4, 
2019/5/24, 110, 79, 92, 15, 11, 6, 
2019/5/25, 150, 81, 51, 8, 7, 5, 
2019/5/26, 143, 50, 43, 9, 8, 2, 
2019/5/27, 68, 58, 55, 15, 10, 5, 
2019/5/28, 82, 56, 66, 18, 9, 5, 
2019/5/29, 86, 56, 82, 9, 9, 4, 
2019/5/30, 105, 61, 64, 12, 9, 3, 
2019/5/31, 121, 69, 87, 14, 9, 5, 
2019/6/1, 112, 91, 82, 16, 9, 5, 
2019/6/2, 127, 91, 96, 17, 14, 6, 
2019/6/3, 132, 118, 111, 22, 17, 12, 
2019/6/4, 153, 88, 66, 11, 11, 8, 
2019/6/5, 164, 64, 45, 11, 9, 8, 
2019/6/6, 157, 79, 96, 12, 10, 11, 
2019/6/7, 156, 54, 77, 14, 13, 7, 
2019/6/8, 95, 62, 74, 13, 10, 4, 
2019/6/9, 82, 74, 71, 22, 13, 4, 
2019/6/10, 88, 79, 95, 20, 11, 5, 
2019/6/11, 105, 80, 95, 20, 12, 7, 
2019/6/12, 109, 72, 104, 23, 14, 7, 
2019/6/13, 127, 69, 156, 18, 12, 9, 
2019/6/14, 132, 89, 123, 22, 12, 7, 
2019/6/15, 140, 67, 66, 11, 11, 5, 
2019/6/16, 111, 65, 90, 13, 11, 5, 
2019/6/17, 111, 81, 93, 15, 10, 6, 
2019/6/18, 141, 61, 89, 11, 8, 4, 
2019/6/19, 121, 75, 70, 16, 9, 6, 
2019/6/20, 140, 80, 102, 20, 11, 7, 
2019/6/21, 135, 79, 100, 11, 9, 5, 
2019/6/22, 142, 75, 85, 19, 10, 5, 
2019/6/23, 119, 65, 103, 17, 12, 6, 
2019/6/24, 112, 71, 101, 13, 7, 4, 
2019/6/25, 132, 68, 103, 12, 2, 4, 
2019/6/26, 128, 71, 104, 12, 3, 5, 
2019/6/27, 129, 62, 44, 11, 3, 10, 
2019/6/28, 145, 74, 77, 11, 3, 8, 
2019/6/29, 123, 43, 57, 11, 3, 6, 
2019/6/30, 68, 71, 94, 23, 9, 8, 
2018/10/1, 60, 70, 61, 25, 12, 21, 76
2018/10/2, 106, 91, 70, 30, 15, 20, 96
2018/10/3, 136, 104, 88, 29, 12, 16, 121
2018/10/4, 149, 111, 111, 31, 13, 16, 130
2018/10/5, 157, 115, 66, 32, 14, 15, 126
2018/10/6, 155, 82, 49, 30, 13, 4, 85
2018/10/7, 103, 108, 50, 36, 19, 19, 113
2018/10/8, 150, 81, 33, 29, 15, 12, 87
2018/10/9, 99, 79, 35, 21, 11, 7, 82
2018/10/10, 111, 81, 39, 26, 14, 14, 84
2018/10/11, 122, 102, 47, 27, 11, 8, 115
2018/10/12, 149, 112, 77, 27, 11, 14, 141
2018/10/13, 165, 84, 64, 29, 10, 7, 101
2018/10/14, 147, 86, 59, 22, 9, 7, 128
2018/10/15, 157, 110, 53, 24, 9, 11, 166
2018/10/16, 194, 77, 45, 23, 9, 10, 107
2018/10/17, 151, 80, 45, 29, 12, 7, 98
2018/10/18, 148, 74, 46, 28, 10, 4, 106
2018/10/19, 131, 100, 27, 35, 18, , 
2018/10/20, 157, 101, 33, 28, 16, , 
2018/10/21, 163, 99, 50, 22, 13, , 
2018/10/22, 163, 82, 35, 18, 10, , 
2018/10/23, 107, 95, 53, 21, 17, , 
2018/10/24, 153, 124, 12, 33, 11, , 
2018/10/25, 172, 61, 29, 13, 7, , 
2018/10/26, 64, 77, 28, 18, 9, , 
2018/10/27, 100, 55, 37, 13, 11, 2, 55
2018/10/28, 72, 61, 12, 19, 10, 8, 63
2018/10/29, 88, 79, 2, 22, 8, , 
2018/10/30, 127, 98, 47, 27, 11, , 
2018/10/31, 157, 134, 40, 37, 19, , 
2018/11/1, 190, 123, 2, 31, 6, , 
2018/11/2, 182, 80, 49, 18, 8, , 
2018/11/3, 155, 104, 34, 23, 9, , 
2018/11/4, 179, 46, 6, 18, 4, , 
2018/11/5, 115, 57, 15, 18, 9, , 
2018/11/6, 119, 71, 16, 18, 10, , 
2018/11/7, 123, 50, 24, 13, 7, , 
2018/11/8, 126, 94, 15, 22, 10, , 
2018/11/9, 162, 101, 15, 28, 17, , 
2018/11/10, 169, 69, 19, 23, 14, , 
2018/11/11, 143, 96, 23, 20, 9, , 
2018/11/12, 178, 82, 25, 19, 5, , 
2018/11/13, 163, 77, 3, 18, 4, 1, 163
2018/11/14, 155, , , , , , 
2018/7/1, 139, 75, 84, 15, 11, 11, 113
2018/7/2, 145, 70, 79, 14, 8, 9, 101
2018/7/3, 144, 70, 78, 12, 11, 11, 113
2018/7/4, 146, 76, 107, 19, 8, 7, 112
2018/7/5, 156, 88, 116, 15, 9, 10, 119
2018/7/6, 164, 67, 90, 14, 8, 5, 95
2018/7/7, 127, 68, 51, 14, 7, 6, 108
2018/7/8, 150, 58, 28, 13, 8, 8, 89
2018/7/9, 152, 55, 38, 10, 6, 8, 85
2018/7/10, 127, 73, 23, 17, 8, 8, 106
2018/7/11, 156, 80, 39, 16, 7, 6, 116
2018/7/12, 162, 45, 101, 12, 6, 7, 87
2018/7/13, 112, 44, 40, 9, 7, 10, 87
2018/7/14, 122, 61, 49, 12, 5, 7, 90
2018/7/15, 134, 51, 47, 10, 6, 6, 68
2018/7/16, 101, 49, 59, 10, 5, 6, 83
2018/7/17, 103, 56, 62, 10, 5, 5, 76
2018/7/18, 111, 52, 65, 9, 5, 4, 59
2018/7/19, 97, 58, 76, 9, 6, 5, 85
2018/7/20, 118, 59, 69, 11, 5, 6, 91
2018/7/21, 122, 60, 72, 8, 5, 5, 107
2018/7/22, 136, 61, 60, 8, 6, 9, 86
2018/7/23, 120, 60, 97, 8, 6, 8, 93
2018/7/24, 124, 53, 105, 11, 10, 9, 89
2018/7/25, 92, 53, 81, 10, 7, 8, 80
2018/7/26, 108, 52, 66, 10, 6, 6, 110
2018/7/27, 119, 60, 61, 8, 5, 4, 104
2018/7/28, 146, 68, 51, 12, 7, 5, 115
2018/7/29, 151, 61, 56, 9, 6, 5, 86
2018/7/30, 140, 54, 62, 9, 5, 3, 89
2018/7/31, 140, 67, 62, 13, 6, 6, 107
2018/8/1, 144, 76, 92, 12, 9, 7, 124
2018/8/2, 152, 83, 97, 11, 11, 12, 121
2018/8/3, 150, 53, 82, 7, 7, 5, 71
2018/8/4, 94, 49, 38, 9, 8, 5, 80
2018/8/5, 106, 47, 76, 8, 6, 6, 66
2018/8/6, 101, 69, 59, 14, 7, 9, 78
2018/8/7, 114, 72, 80, 10, 8, 10, 97
2018/8/8, 131, 54, 82, 8, 8, 10, 88
2018/8/9, 108, 65, 89, 12, 8, 10, 89
2018/8/10, 131, 71, 93, 11, 10, 8, 120
2018/8/11, 147, 61, 58, 8, 7, 6, 114
2018/8/12, 132, 49, 70, 9, 9, 5, 90
2018/8/13, 121, 41, 43, 5, 8, 7, 80
2018/8/14, 126, 34, 57, 4, 7, 2, 57
2018/8/15, 81, 34, 39, 6, 8, 4, 54
2018/8/16, 84, 48, 91, 7, 12, 4, 70
2018/8/17, 89, 52, 55, 8, 10, 5, 82
2018/8/18, 116, 26, 20, 6, 6, 3, 48
2018/8/19, 76, 39, 66, 7, 8, 3, 48
2018/8/20, 76, 67, 67, 13, 9, 9, 89
2018/8/21, 110, 54, 36, 14, 16, 9, 59
2018/8/22, 92, 65, 98, 18, 16, 12, 82
2018/8/23, 103, 92, 108, 19, 17, 12, 127
2018/8/24, 158, 84, 99, 14, 12, 8, 121
2018/8/25, 150, 80, 97, 15, 11, 12, 109
2018/8/26, 145, 82, 98, 16, 14, 13, 114
2018/8/27, 147, 88, 126, 17, 19, 14, 110
2018/8/28, 144, 85, 67, 15, 18, 12, 101
2018/8/29, 137, 70, 38, 12, 14, 9, 86
2018/8/30, 119, 59, 31, 9, 4, 7, 82
2018/8/31, 118, 67, 65, 14, 7, 22, 93
2018/9/1, 125, 90, 77, 21, 12, 13, 115
2018/9/2, 156, 74, 72, 12, 8, 4, 83
2018/9/3, 102, 57, 70, 19, 11, 9, 69
2018/9/4, 84, 88, 71, 21, 14, 10, 99
2018/9/5, 128, 74, 64, 10, 7, 5, 88
2018/9/6, 100, 48, 50, 15, 7, 4, 57
2018/9/7, 68, 73, 75, 25, 13, , 
2018/9/8, 107, 75, 79, 19, 14, 1, 84
2018/9/9, 121, 76, 85, 19, 7, , 
2018/9/10, 133, 63, 69, 17, 5, , 
2018/9/11, 94, 80, 74, 23, 7, , 
2018/9/12, 122, 86, 69, 21, 5, , 
2018/9/13, 142, 58, 52, 16, 4, , 
2018/9/14, 100, 82, 20, 23, 8, , 
2018/9/15, 146, 70, 17, 24, 12, , 66
2018/9/16, 104, 88, 27, 28, 16, 3, 81
2018/9/17, 149, 54, 36, 16, 7, , 
2018/9/18, 127, 52, 26, 16, 6, , 
2018/9/19, 135, 74, 30, 23, 10, 1, 154
2018/9/20, 151, 85, 72, 19, 9, 16, 94
2018/9/21, 127, 69, 54, 22, 11, 9, 74
2018/9/22, 87, 76, 52, 27, 13, 10, 77
2018/9/23, 107, 66, 48, 25, 13, 14, 70
2018/9/24, 94, 42, 36, 14, 5, 16, 67
2018/9/25, 91, 56, 61, 14, 8, 1, 122
2018/9/26, 128, , , , , , 
2018/9/28, 113, 78, 61, 15, 9, 7, 76
2018/9/29, 105, 56, 39, 15, 9, 12, 58
2018/9/30, 68, 42, 50, 17, 8, 11, 49
2018/4/1, 191, 127, 70, 18, 27, 17, 129
2018/4/2, 161, 156, 33, 7, 6, 9, 159
2018/4/3, 109, 44, 24, 7, 4, 9, 61
2018/4/4, 94, 43, 26, 9, 6, 12, 69
2018/4/5, 110, 60, 41, 6, 5, 11, 69
2018/4/6, 79, 54, 39, 11, 11, 13, 57
2018/4/7, 72, 91, 39, 25, 17, 16, 96
2018/4/8, 134, 108, 52, 18, 14, 14, 123
2018/4/9, 158, 145, 36, 23, 18, 13, 166
2018/4/10, 185, 84, 48, 16, 12, 5, 82
2018/4/11, 106, 78, 41, 8, 8, 8, 86
2018/4/12, 125, 37, 32, 7, 5, 14, 53
2018/4/13, 87, 177, 23, 15, 10, 27, 187
2018/4/14, 138, 118, 49, 15, 11, 14, 122
2018/4/15, 110, 130, 55, 23, 13, 15, 134
2018/4/16, 176, 112, 55, 10, 9, 27, 114
2018/4/17, 140, 104, 68, 10, 9, 8, 107
2018/4/18, 150, 84, 56, 9, 9, 10, 95
2018/4/19, 136, 77, 82, 10, 10, 8, 99
2018/4/20, 142, 59, 30, 15, 8, 5, 106
2018/4/21, 132, 28, 23, 8, 5, 9, 44
2018/4/22, 79, 44, 37, 8, 6, 9, 66
2018/4/23, 105, 61, 60, 20, 11, 10, 81
2018/4/24, 118, 83, 46, 21, 13, 12, 109
2018/4/25, 148, 91, 40, 22, 14, 14, 119
2018/4/26, 167, 115, 32, 25, 20, , 
2018/4/27, 180, 76, 84, 11, 13, , 
2018/4/28, 110, 76, 74, 17, 15, 3, 93
2018/4/29, 138, 106, 52, 15, 14, 16, 118
2018/4/30, 160, 91, 77, 13, 12, 11, 118
2018/5/1, 155, 49, 56, 8, 9, 9, 54
2018/5/2, 87, 64, 55, 15, 15, 10, 77
2018/5/3, 99, 82, 90, 14, 12, 4, 86
2018/5/4, 115, 75, 42, 11, 10, 3, 114
2018/5/5, 138, 81, 59, 13, 10, 3, 89
2018/5/6, 152, 80, 71, 16, 15, , 
2018/5/7, 130, 67, 78, 13, 12, 1, 78
2018/5/8, 103, 73, 109, 17, 13, 2, 78
2018/5/9, 118, 59, 83, 6, 8, , 
2018/5/10, 105, 60, 59, 7, 8, , 
2018/5/11, 144, 82, 74, 6, 7, , 
2018/5/12, 160, 81, 97, 11, 15, , 
2018/5/13, 150, 66, 62, 9, 11, , 
2018/5/14, 116, 58, 31, 7, 8, , 
2018/5/15, 121, 69, 55, 10, 9, , 
2018/5/16, 152, 72, 37, 9, 10, 5, 110
2018/5/17, 156, 62, 59, 9, 11, 8, 79
2018/5/18, 112, 70, 35, 12, 11, 10, 101
2018/5/19, 138, 56, 40, 9, 10, 11, 91
2018/5/20, 139, 47, 33, 8, 9, 9, 75
2018/5/21, 119, 56, 56, 9, 10, 8, 72
2018/5/22, 100, 85, 65, 17, 16, 9, 89
2018/5/23, 110, 88, 54, 14, 14, 9, 95
2018/5/24, 137, 79, 74, 10, 11, 9, 115
2018/5/25, 154, 86, 91, 18, 13, 14, 125
2018/5/26, 159, 80, 69, 12, 14, 9, 84
2018/5/27, 112, 82, 105, 16, 17, 12, 97
2018/5/28, 118, 73, 77, 14, 14, 6, 77
2018/5/29, 81, 66, 101, 21, 17, 16, 85
2018/5/30, 99, 71, 115, 26, 20, 24, 103
2018/5/31, 116, 74, 124, 23, 19, 27, 121
2018/6/1, 126, 84, 116, 22, 19, 31, 111
2018/6/2, 134, 94, 133, 22, 18, 20, 115
2018/6/3, 147, 87, 125, 16, 22, 15, 120
2018/6/4, 150, 78, 108, 16, 13, 11, 96
2018/6/5, 115, 85, 110, 21, 15, 20, 99
2018/6/6, 121, 99, 108, 20, 13, 6, 111
2018/6/7, 148, 86, 60, 17, 13, 8, 115
2018/6/8, 146, 26, 48, 8, 7, 5, 66
2018/6/9, 97, 60, 88, 12, 12, 10, 109
2018/6/10, 152, 64, 111, 13, 10, 15, 93
2018/6/11, 131, 63, 116, 15, 19, 14, 90
2018/6/12, 115, 77, 109, 13, 11, 11, 108
2018/6/13, 138, 63, 99, 11, 9, 7, 99
2018/6/14, 130, 67, 120, 17, 11, 7, 110
2018/6/15, 131, 65, 99, 16, 11, 8, 90
2018/6/16, 120, 69, 95, 17, 11, 10, 106
2018/6/17, 145, 68, 98, 12, 10, 8, 102
2018/6/18, 148, 58, 66, 12, 8, 8, 81
2018/6/19, 138, 63, 114, 13, 9, 9, 109
2018/6/20, 126, 72, 114, 13, 10, 10, 111
2018/6/21, 135, 51, 108, 12, 9, 7, 85
2018/6/22, 96, 59, 121, 10, 8, 9, 103
2018/6/23, 118, 59, 100, 6, 7, 7, 94
2018/6/24, 107, 54, 47, 12, 8, 13, 81
2018/6/25, 118, 71, 121, 12, 8, 19, 108
2018/6/26, 157, 72, 132, 15, 8, 15, 121
2018/6/27, 152, 52, 75, 11, 9, 9, 78
2018/6/28, 94, 55, 97, 17, 12, 12, 76
2018/6/29, 86, 70, 82, 15, 9, 13, 105
2018/6/30, 134, 81, 127, 15, 12, 17, 117
2018/1/3, 109, 65, 17, 17, 22, , 
2018/1/4, 145, 84, 19, 19, 24, , 
2018/1/5, 173, 100, 21, 24, 26, , 
2018/1/6, 194, 123, 15, 19, 25, , 
2018/1/7, 222, 78, 28, 9, 27, , 
2018/1/8, 126, 58, 30, 9, 29, , 
2018/1/9, 97, 68, 25, 18, 38, , 
2018/1/10, 128, 69, 22, 20, 32, , 
2018/1/11, 134, 97, 12, 27, 34, , 
2018/1/12, 182, 103, 18, 26, 23, , 
2018/1/13, 184, 196, 11, 40, 36, , 
2018/1/14, 279, 349, 3, 51, 58, , 
2018/1/15, 414, 259, 11, 47, 55, , 276
2018/1/16, 327, 257, 5, 56, 51, , 328
2018/1/17, 337, 240, 7, 46, 46, , 296
2018/1/18, 283, 204, 21, 35, 38, , 276
2018/1/19, 279, 261, 14, 44, 56, , 335
2018/1/20, 336, 149, 6, 29, 27, , 188
2018/1/21, 225, 93, 7, 19, 17, , 128
2018/1/22, 167, 61, 19, 14, 15, , 86
