date, pm25, pm10, so2
2019/7/17, 63, 29, 1
2019/7/18, 46, 22, 1
2019/7/19, 34, 14, 1
2019/7/20, 25, 13, 1
2019/7/21, 30, 16, 1
2019/7/22, 22, 19, 1
2019/7/23, 26, 14, 14
2019/7/24, 28, 19, 12
2019/7/25, 40, 20, 14
2019/7/26, 41, 18, 
2019/7/27, 37, 18, 
2019/7/28, 41, 28, 
2019/7/29, 49, , 
2019/8/4, 18, 15, 3
2019/8/5, 29, 14, 1
2019/8/6, 31, 14, 1
2019/8/7, 30, 23, 1
2019/8/8, 49, 24, 1
2019/8/9, 46, 21, 1
2019/8/10, 50, 14, 3
2019/8/11, 35, 18, 2
2019/8/12, 41, 26, 4
2019/8/13, 46, 20, 4
2019/8/14, 40, 16, 1
2019/8/15, 27, 12, 1
2019/8/16, 20, 12, 1
2019/8/17, 24, 11, 1
2019/8/18, 22, 21, 1
2019/8/19, 35, 26, 1
2019/8/20, 39, 15, 1
2019/8/21, 22, 19, 3
2019/8/22, 22, 14, 1
2019/8/23, 19, 15, 1
2019/8/24, 26, 15, 1
2019/8/25, 31, 18, 5
2019/8/26, 29, 26, 2
2019/8/27, 28, 15, 1
2019/8/28, 28, 23, 13
2019/8/29, 39, 24, 5
2019/8/30, 38, 15, 3
2019/8/31, 25, 17, 4
2019/9/1, 31, , 13
2019/9/3, 17, 12, 1
2019/9/4, 22, 11, 1
2019/9/5, 20, 16, 2
2019/9/6, 30, 20, 1
2019/9/7, 46, 17, 2
2019/9/8, 46, 24, 1
2019/9/9, 53, 22, 3
2019/9/10, 49, 26, 8
2019/9/11, 47, 24, 4
2019/9/12, 39, 24, 3
2019/9/13, 29, 21, 11
2019/9/14, 44, 16, 10
2019/9/15, 31, 21, 14
2019/9/16, 36, 44, 6
2019/9/17, 54, 19, 1
2019/9/18, 29, 24, 8
2019/9/19, 35, 27, 9
2019/9/20, 37, 22, 2
2019/9/21, 29, 14, 2
2019/9/22, 21, 31, 5
2019/9/23, 30, 42, 2
2019/9/24, 40, 30, 2
2019/9/25, 47, 30, 4
2019/9/26, 52, 19, 1
2019/9/27, 36, 13, 1
2019/9/28, 24, 23, 2
2019/9/29, 35, 33, 4
2019/9/30, 53, 28, 2
2019/4/1, 27, 18, 4
2019/4/2, 32, 27, 4
2019/4/3, 48, 24, 2
2019/4/4, 39, 16, 2
2019/4/5, 28, 16, 2
2019/4/6, 42, 14, 3
2019/4/7, 34, 16, 1
2019/4/8, 30, 14, 1
2019/4/9, 26, 17, 3
2019/4/10, 33, 24, 1
2019/4/11, 38, 16, 1
2019/4/12, 30, 12, 1
2019/4/13, 23, 14, 1
2019/4/14, 28, 13, 1
2019/4/15, 19, 16, 2
2019/4/16, 24, 21, 2
2019/4/17, 24, 18, 1
2019/4/18, 23, 20, 1
2019/4/19, 34, , 1
2019/4/21, 17, 20, 3
2019/4/22, 29, 21, 2
2019/4/23, 27, 36, 1
2019/4/24, 57, 36, 1
2019/4/25, 52, 30, 1
2019/4/26, 32, 20, 6
2019/4/27, 37, 22, 1
2019/4/28, 48, 24, 1
2019/4/29, 35, 25, 2
2019/4/30, 32, 19, 1
2019/5/1, 29, 21, 2
2019/5/2, 30, 15, 2
2019/5/3, 23, 13, 1
2019/5/4, 25, 12, 1
2019/5/5, 25, 15, 1
2019/5/6, 27, 16, 2
2019/5/7, 23, 16, 2
2019/5/8, 21, 26, 1
2019/5/9, 23, 14, 1
2019/5/10, 19, 13, 1
2019/5/11, 22, 13, 1
2019/5/12, 27, 16, 1
2019/5/13, 33, 14, 4
2019/5/14, 30, 78, 1
2019/5/15, 41, 31, 1
2019/5/16, 40, 21, 1
2019/5/17, 44, 19, 1
2019/5/18, 46, 12, 1
2019/5/19, 23, 17, 1
2019/5/20, 33, 21, 1
2019/5/21, 43, 16, 1
2019/5/22, 28, 19, 2
2019/5/23, 32, 22, 1
2019/5/24, 37, 23, 4
2019/5/25, 52, 22, 1
2019/5/26, 57, 26, 3
2019/5/27, 60, 41, 4
2019/5/28, 73, 44, 2
2019/5/29, 71, 25, 1
2019/5/30, 53, 21, 1
2019/5/31, 46, 20, 5
2019/6/1, 41, 25, 1
2019/6/2, 57, 43, 7
2019/6/3, 78, 26, 2
2019/6/4, 57, 19, 1
2019/6/5, 42, 17, 1
2019/6/6, 34, 16, 1
2019/6/7, 30, 13, 1
2019/6/8, 27, 14, 1
2019/6/9, 23, 13, 1
2019/6/10, 21, 18, 4
2019/6/11, 34, 11, 1
2019/6/12, 18, 18, 1
2019/6/13, 34, 20, 12
2019/6/14, 37, 20, 2
2019/6/15, 32, 12, 2
2019/6/16, 24, 12, 1
2019/6/17, 17, 13, 3
2019/6/18, 20, 15, 1
2019/6/19, 25, 20, 1
2019/6/20, 33, 21, 1
2019/6/21, 38, 24, 3
2019/6/22, 44, 16, 2
2019/6/23, 29, 37, 1
2019/6/24, 52, 31, 3
2019/6/25, 47, 33, 7
2019/6/26, 47, 32, 5
2019/6/27, 49, 17, 2
2019/6/28, 34, 18, 3
2019/6/29, 29, 13, 1
2019/6/30, 25, 24, 2
2019/1/1, 42, 19, 1
2019/1/2, 45, 18, 2
2019/1/3, 36, 12, 1
2019/1/4, 29, 8, 
2019/1/5, 16, 12, 2
2019/1/6, 25, 34, 3
2019/1/7, 44, 24, 1
2019/1/8, 34, 13, 1
2019/1/9, 24, 27, 2
2019/1/10, 33, 29, 4
2019/1/11, 50, 20, 1
2019/1/12, 41, 10, 1
2019/1/13, 24, 13, 1
2019/1/14, 34, 24, 2
2019/1/15, 44, 21, 1
2019/1/16, 48, 39, 2
2019/1/17, 55, 22, 1
2019/1/18, 51, 15, 2
2019/1/19, 40, 9, 
2019/1/20, 20, 12, 11
2019/1/21, 22, 19, 2
2019/1/22, 29, 21, 1
2019/1/23, 35, 10, 1
2019/1/24, 18, 15, 1
2019/1/25, 33, 20, 2
2019/1/26, 35, 24, 4
2019/1/27, 54, 21, 4
2019/1/28, 45, 13, 1
2019/1/29, 31, 19, 2
2019/1/30, 35, 39, 4
2019/1/31, 41, 32, 1
2019/2/1, 43, 22, 2
2019/2/2, 38, 14, 2
2019/2/3, 37, 19, 3
2019/2/4, 33, 21, 1
2019/2/5, 40, 23, 2
2019/2/6, 47, 21, 1
2019/2/7, 40, 19, 1
2019/2/8, 38, 21, 2
2019/2/9, 28, 19, 1
2019/2/10, 36, 32, 3
2019/2/11, 60, 13, 1
2019/2/12, 27, 12, 1
2019/2/13, 18, 27, 3
2019/2/14, 32, 24, 1
2019/2/15, 33, 20, 1
2019/2/16, 44, 21, 2
2019/2/17, 44, 11, 1
2019/2/18, 26, 20, 3
2019/2/19, 37, 20, 2
2019/2/20, 43, 23, 2
2019/2/21, 46, 16, 1
2019/2/22, 29, 13, 1
2019/2/23, 31, 13, 1
2019/2/24, 26, 15, 4
2019/2/25, 21, 28, 2
2019/2/26, 37, 24, 10
2019/2/27, 37, 22, 1
2019/2/28, 52, 13, 1
2019/3/1, 31, 11, 1
2019/3/2, 27, 11, 1
2019/3/3, 28, 11, 1
2019/3/4, 21, 12, 1
2019/3/5, 27, 21, 1
2019/3/6, 28, 31, 2
2019/3/7, 42, 32, 1
2019/3/8, 41, 15, 1
2019/3/9, 28, 15, 1
2019/3/10, 28, 25, 5
2019/3/11, 42, 26, 3
2019/3/12, 47, 26, 2
2019/3/13, 44, 27, 1
2019/3/14, 30, 22, 1
2019/3/15, 40, 15, 3
2019/3/16, 30, 21, 11
2019/3/17, 43, 34, 3
2019/3/18, 41, 45, 4
2019/3/19, 67, 31, 3
2019/3/20, 61, 54, 1
2019/3/21, 80, 24, 1
2019/3/22, 40, 20, 2
2019/3/23, 40, 13, 2
2019/3/24, 26, 38, 1
2019/3/25, 57, 17, 7
2019/3/26, 41, 22, 19
2019/3/27, 38, 26, 12
2019/3/28, 35, 35, 6
2019/3/29, 50, 21, 1
2019/3/30, 28, 16, 1
2019/3/31, 25, 19, 5
2018/10/1, 30, 19, 2
2018/10/2, 30, 32, 1
2018/10/3, 38, 35, 3
2018/10/4, 40, 26, 2
2018/10/5, 39, 22, 3
2018/10/6, 40, 16, 1
2018/10/7, 37, 17, 1
2018/10/8, 28, 20, 1
2018/10/9, 32, 18, 1
2018/10/10, 31, 20, 1
2018/10/11, 38, , 9
2018/10/15, 22, 19, 1
2018/10/16, 26, 21, 3
2018/10/17, 33, 22, 3
2018/10/18, 33, 27, 15
2018/10/19, 37, 23, 1
2018/10/20, 34, 21, 13
2018/10/21, 32, 19, 6
2018/10/22, 31, 26, 1
2018/10/23, 33, 32, 4
2018/10/24, 43, 28, 2
2018/10/25, 40, 14, 
2018/10/26, 22, 9, 1
2018/10/27, 22, 14, 1
2018/10/28, 37, 29, 1
2018/10/29, 38, 34, 2
2018/10/30, 42, 33, 2
2018/10/31, 36, 26, 1
2018/11/1, 29, 11, 1
2018/11/2, 25, 11, 2
2018/11/3, 24, 18, 4
2018/11/4, 37, 13, 1
2018/11/5, 29, 19, 2
2018/11/6, 32, 20, 2
2018/11/7, 38, 14, 2
2018/11/8, 29, 27, 2
2018/11/9, 42, 15, 2
2018/11/10, 34, 17, 14
2018/11/11, 43, 18, 10
2018/11/12, 42, 17, 2
2018/11/13, 39, 20, 7
2018/11/14, 49, 8, 2
2018/11/15, 18, 19, 1
2018/11/16, 41, 21, 2
2018/11/17, 46, 20, 8
2018/11/18, 39, 21, 3
2018/11/19, 44, 29, 1
2018/11/20, 59, 31, 6
2018/11/21, 53, 28, 1
2018/11/22, 48, 24, 1
2018/11/23, 47, 13, 1
2018/11/24, 30, 18, 7
2018/11/25, 53, 13, 1
2018/11/26, 31, 15, 1
2018/11/27, 25, 18, 1
2018/11/28, 37, 38, 1
2018/11/29, 55, 36, 1
2018/11/30, 59, 16, 1
2018/12/1, 37, 10, 1
2018/12/2, 22, 15, 1
2018/12/3, 32, 17, 1
2018/12/4, 31, 13, 
2018/12/5, 25, 21, 2
2018/12/6, 35, 35, 5
2018/12/7, 59, 24, 1
2018/12/8, 51, 8, 1
2018/12/9, 17, 8, 1
2018/12/10, 21, 14, 1
2018/12/11, 22, 24, 1
2018/12/12, 41, 31, 2
2018/12/13, 49, 12, 1
2018/12/14, 29, 10, 1
2018/12/15, 26, 9, 1
2018/12/16, 24, 17, 1
2018/12/17, 33, 31, 3
2018/12/18, 44, 36, 2
2018/12/19, 56, 14, 1
2018/12/20, 26, 10, 
2018/12/21, 16, 11, 1
2018/12/22, 25, 13, 1
2018/12/23, 34, 16, 4
2018/12/24, 35, 24, 3
2018/12/25, 50, 25, 1
2018/12/26, 46, 30, 1
2018/12/27, 46, 18, 1
2018/12/28, 35, 12, 1
2018/12/29, 22, 18, 1
2018/12/30, 41, , 
2018/7/1, 21, , 1
2018/7/2, 23, , 2
2018/7/3, 35, , 2
2018/7/4, 31, , 2
2018/7/5, 25, , 2
2018/7/6, 29, , 6
2018/7/7, 31, , 8
2018/7/8, 36, , 7
2018/7/9, 35, , 5
2018/7/10, 41, , 2
2018/7/11, 52, , 1
2018/7/12, 56, , 4
2018/7/13, 56, , 1
2018/7/14, 41, , 1
2018/7/15, 39, , 1
2018/7/16, 38, , 
2018/7/17, 29, , 1
2018/7/18, 36, , 1
2018/7/19, 39, , 
2018/7/20, 28, , 
2018/7/21, 26, , 
2018/7/22, 44, , 1
2018/7/23, 40, , 1
2018/7/24, 43, , 1
2018/7/25, 43, , 2
2018/7/26, 41, , 1
2018/7/27, 40, , 2
2018/7/28, 40, , 1
2018/7/29, 40, , 1
2018/7/30, 40, , 
2018/7/31, 40, , 1
2018/8/1, 37, , 1
2018/8/2, 28, , 2
2018/8/3, 32, , 1
2018/8/4, 26, , 3
2018/8/5, 23, , 2
2018/8/6, 24, , 1
2018/8/7, 23, , 
2018/8/8, 27, , 1
2018/8/9, 30, , 1
2018/8/10, 32, , 1
2018/8/11, 29, , 1
2018/8/12, 40, , 1
2018/8/13, 44, , 1
2018/8/14, 38, , 1
2018/8/15, 31, , 1
2018/8/16, 31, , 1
2018/8/17, 28, , 1
2018/8/18, 25, , 1
2018/8/19, 25, , 1
2018/8/20, 24, , 1
2018/8/21, 20, , 1
2018/8/22, 37, , 2
2018/8/23, 50, , 2
2018/8/24, 58, , 11
2018/8/25, 40, , 3
2018/8/26, 29, , 3
2018/8/27, 27, , 2
2018/8/28, 38, , 1
2018/8/30, 24, , 2
2018/8/31, 22, , 2
2018/9/1, 22, , 2
2018/9/2, 23, , 1
2018/9/3, 29, 18, 1
2018/9/4, 36, 25, 1
2018/9/5, 31, 21, 1
2018/9/6, 27, 21, 3
2018/9/7, 30, 23, 3
2018/9/8, 31, 11, 
2018/9/9, 22, 22, 2
2018/9/10, 33, 19, 2
2018/9/11, 30, 19, 2
2018/9/12, 25, 24, 4
2018/9/13, 30, 14, 
2018/9/14, 22, 9, 1
2018/9/15, 11, 9, 1
2018/9/16, 15, 16, 1
2018/9/17, 35, 17, 1
2018/9/18, 34, 28, 7
2018/9/19, 39, 35, 2
2018/9/20, 45, 27, 2
2018/9/21, 42, 24, 1
2018/9/22, 33, 18, 2
2018/9/23, 28, 17, 1
2018/9/24, 26, 25, 1
2018/9/25, 36, 29, 1
2018/9/26, 38, 23, 1
2018/9/27, 33, 18, 1
2018/9/28, 32, 13, 1
2018/9/29, 24, 16, 1
2018/9/30, 26, 17, 5
2018/4/1, 34, , 2
2018/4/2, 29, , 
2018/4/3, 26, , 
2018/4/4, 39, , 2
2018/4/5, 28, , 
2018/4/6, 37, , 
2018/4/7, 35, , 5
2018/4/8, 21, , 6
2018/4/9, 27, , 6
2018/4/10, 40, , 4
2018/4/11, 48, , 1
2018/4/12, 48, , 
2018/4/13, 38, , 
2018/4/14, 32, , 
2018/4/15, 27, , 
2018/4/16, 19, , 
2018/4/17, 26, , 
2018/4/18, 46, , 1
2018/4/20, 33, , 1
2018/4/21, 32, , 1
2018/4/22, 27, , 1
2018/4/23, 33, , 
2018/4/24, 34, , 
2018/4/25, 30, , 
2018/4/26, 31, , 
2018/4/27, 43, , 
2018/4/28, 41, , 8
2018/4/29, 42, , 1
2018/4/30, 27, , 1
2018/5/1, 38, , 
2018/5/2, 26, , 
2018/5/3, 32, , 1
2018/5/4, 39, , 1
2018/5/5, 30, , 
2018/5/6, 39, , 3
2018/5/7, 41, , 1
2018/5/8, 50, , 1
2018/5/9, 52, , 
2018/5/10, 46, , 3
2018/5/11, 49, , 2
2018/5/12, 55, , 1
2018/5/13, 32, , 1
2018/5/14, 24, , 1
2018/5/15, 26, , 
2018/5/16, 19, , 
2018/5/17, 27, , 
2018/5/18, 23, , 1
2018/5/19, 18, , 
2018/5/20, 18, , 
2018/5/21, 36, , 
2018/5/22, 31, , 
2018/5/23, 30, , 
2018/5/24, 31, , 
2018/5/25, 24, , 
2018/5/26, 28, , 
2018/5/27, 26, , 
2018/5/28, 34, , 
2018/5/29, 26, , 
2018/5/30, 28, , 
2018/5/31, 29, , 
2018/6/1, 39, , 
2018/6/2, 28, , 
2018/6/3, 44, , 1
2018/6/4, 53, , 1
2018/6/5, 47, , 1
2018/6/6, 51, , 1
2018/6/7, 53, , 2
2018/6/8, 32, , 2
2018/6/9, 34, , 
2018/6/10, 49, , 
2018/6/11, 48, , 1
2018/6/12, 43, , 
2018/6/13, 37, , 1
2018/6/14, 33, , 
2018/6/15, 34, , 1
2018/6/16, 32, , 1
2018/6/17, 32, , 
2018/6/18, 35, , 
2018/6/19, 38, , 
2018/6/20, 46, , 
2018/6/21, 57, , 
2018/6/22, 55, , 
2018/6/23, 51, , 
2018/6/24, 51, , 1
2018/6/25, 36, , 4
2018/6/26, 39, , 1
2018/6/27, 39, , 
2018/6/28, 24, , 1
2018/6/29, 25, , 2
2018/6/30, 25, , 
2018/1/11, 36, , 1
2018/1/13, 23, , 
2018/1/14, 61, , 13
2018/1/15, 13, , 10
2018/1/16, 23, , 2
2018/1/17, 29, , 1
2018/1/25, 20, , 2
2018/1/26, 52, , 
2018/1/28, 5, , 
2018/1/29, 5, , 
2018/1/30, 11, , 1
2018/1/31, 16, , 1
2018/2/1, 18, , 1
2018/2/2, 11, , 5
2018/2/3, 10, , 2
2018/2/4, 12, , 
2018/2/6, 18, , 1
2018/2/7, 9, , 
2018/2/8, 12, , 7
2018/2/9, 37, , 
2018/2/10, 23, , 
2018/2/11, 27, , 
2018/2/12, 23, , 1
2018/2/13, 34, , 5
2018/2/14, 47, , 4
2018/2/15, 35, , 
2018/2/16, 40, , 
2018/2/17, 45, , 1
2018/2/18, 44, , 
2018/2/19, 45, , 1
2018/2/20, 31, , 2
2018/2/21, 29, , 
2018/2/22, 32, , 
2018/2/23, 30, , 1
2018/2/24, 23, , 
2018/2/25, 28, , 2
2018/2/26, 38, , 1
2018/2/27, 30, , 2
2018/2/28, 32, , 1
2018/3/1, 39, , 
2018/3/2, 19, , 
2018/3/3, 29, , 2
2018/3/4, 39, , 11
2018/3/5, 54, , 2
2018/3/6, 49, , 
2018/3/7, 26, , 
2018/3/8, 32, , 
2018/3/9, 47, , 
2018/3/10, 45, , 
2018/3/11, 48, , 1
2018/3/12, 33, , 
2018/3/13, 42, , 1
2018/3/14, 36, , 
2018/3/15, 47, , 1
2018/3/16, 71, , 
2018/3/17, 75, , 1
2018/3/18, 42, , 
2018/3/19, 30, , 1
2018/3/20, 35, , 
2018/3/21, 20, , 
2018/3/22, 29, , 1
2018/3/23, 39, , 6
2018/3/24, 70, , 2
2018/3/25, 46, , 2
2018/3/26, 33, , 2
2018/3/27, 42, , 1
2018/3/28, 31, , 1
2018/3/29, 29, , 
2018/3/30, 33, , 
2018/3/31, 26, , 2
2017/10/1, 15, , 6
2017/10/2, 28, , 4
2017/10/3, 25, , 3
2017/10/4, 25, , 5
2017/10/5, 32, , 1
2017/10/6, 28, , 
2017/10/7, 24, , 
2017/10/8, 22, , 4
2017/10/9, 24, , 2
2017/10/10, 19, , 1
2017/10/11, 22, , 2
2017/10/12, 31, , 5
2017/10/13, 28, , 14
2017/10/14, 34, , 7
2017/10/15, 30, , 12
2017/10/16, 33, , 21
2017/10/17, 23, , 20
2017/10/18, 37, , 9
2017/10/19, 32, , 8
2017/10/20, 31, , 
2017/10/21, 39, , 
2017/10/22, 28, , 
2017/10/23, 52, , 
2017/10/24, 20, , 
2017/10/25, 21, , 3
2017/10/26, 26, , 
2017/10/27, 40, , 1
2017/10/28, 50, , 
2017/10/29, 13, , 
2017/10/30, 26, , 2
2017/10/31, 48, , 4
2017/11/1, 48, , 4
2017/11/2, 42, , 3
2017/11/3, 49, , 5
2017/11/4, 50, , 4
2017/11/5, 33, , 1
2017/11/6, 45, , 
2017/11/7, 58, , 4
2017/11/14, 33, , 8
2017/11/15, 39, , 2
2017/11/16, 56, , 2
2017/11/17, 51, , 3
2017/11/18, 32, , 
2017/11/19, 21, , 2
2017/11/20, 28, , 2
2017/11/21, 33, , 2
2017/11/22, 42, , 14
2017/11/23, 42, , 12
2017/11/24, 38, , 
2017/11/25, 51, , 4
2017/11/26, 53, , 2
2017/11/27, 48, , 2
2017/11/28, 43, , 5
2017/11/29, 46, , 10
2017/11/30, 55, , 
2017/12/1, 51, , 2
2017/12/2, 51, , 2
2017/12/3, 66, , 1
2017/12/4, 53, , 
2017/12/5, 34, , 
2017/12/6, 32, , 7
2017/12/7, 21, , 9
2017/12/8, 17, , 5
2017/12/9, 18, , 
2017/12/10, 32, , 
2017/12/11, 42, , 
2017/12/12, 31, , 
2017/12/13, 41, , 
2017/12/14, 43, , 2
2017/7/1, 27, , 
2017/7/2, 39, , 
2017/7/3, 38, , 
2017/7/4, 61, , 
2017/7/5, 72, , 
2017/7/6, 54, , 
2017/7/7, 40, , 
2017/7/8, 43, , 
2017/7/9, 50, , 
2017/7/10, 37, , 2
2017/7/11, 42, , 2
2017/7/12, 51, , 3
2017/7/13, 38, , 1
2017/7/14, 40, , 
2017/7/15, 46, , 
2017/7/16, 44, , 2
2017/7/17, 34, , 8
2017/7/18, 44, , 4
2017/7/19, 52, , 5
2017/7/20, 43, , 1
2017/7/21, 43, , 
2017/7/22, 31, , 
2017/7/23, 20, , 
2017/7/24, 17, , 
2017/7/25, 31, , 3
2017/7/26, 33, , 2
2017/7/27, 40, , 11
2017/7/28, 45, , 
2017/7/29, 50, , 12
2017/7/30, 21, , 1
2017/7/31, 36, , 6
2017/8/1, 41, , 
2017/8/2, 46, , 
2017/8/3, 30, , 
2017/8/4, 24, , 
2017/8/5, 35, , 
2017/8/6, 52, , 
2017/8/7, 49, , 
2017/8/8, 37, , 4
2017/8/9, 37, , 1
2017/8/10, 39, , 1
2017/8/11, 38, , 
2017/8/12, 40, , 
2017/8/13, 35, , 
2017/8/14, 39, , 
2017/8/15, 42, , 
2017/8/16, 44, , 
2017/8/17, 43, , 
2017/8/18, 39, , 
2017/8/19, 37, , 2
2017/8/20, 38, , 2
2017/8/21, 27, , 3
2017/8/22, 31, , 
2017/8/23, 42, , 
2017/8/24, 44, , 2
2017/8/25, 36, , 3
2017/8/26, 33, , 3
2017/8/27, 26, , 16
2017/8/28, 35, , 3
2017/8/29, 26, , 3
2017/8/30, 40, , 1
2017/8/31, 36, , 2
2017/9/1, 37, , 2
2017/9/2, 34, , 6
2017/9/3, 38, , 1
2017/9/4, 47, , 
2017/9/5, 46, , 
2017/9/9, 31, , 
2017/9/10, 23, , 5
2017/9/11, 12, , 8
2017/9/13, 40, , 8
2017/9/15, 47, , 8
2017/9/16, 61, , 5
2017/9/17, 59, , 9
2017/9/18, 53, , 
2017/9/19, 48, , 
2017/9/20, 45, , 7
2017/9/21, 58, , 4
2017/9/22, 59, , 6
2017/9/23, 45, , 8
2017/9/24, 45, , 9
2017/9/25, 44, , 3
2017/9/26, 44, , 3
2017/9/27, 53, , 5
2017/9/28, 52, , 5
2017/9/29, 52, , 5
2017/9/30, 38, , 6
2017/4/1, 25, , 1
2017/4/2, 34, , 
2017/4/3, 25, , 
2017/4/4, 30, , 
2017/4/5, 37, , 
2017/4/6, 11, , 
2017/4/7, 16, , 5
2017/4/8, 20, , 2
2017/4/9, 33, , 2
2017/4/10, 34, , 1
2017/4/11, 25, , 4
2017/4/12, 28, , 3
2017/4/13, 35, , 2
2017/4/14, 31, , 2
2017/4/15, 31, , 
2017/4/16, 27, , 
2017/4/17, 32, , 
2017/4/18, 41, , 5
2017/4/19, 40, , 6
2017/4/20, 40, , 
2017/4/21, 28, , 
2017/4/22, 36, , 
2017/4/23, 39, , 
2017/4/24, 32, , 1
2017/4/25, 20, , 
2017/4/26, 52, , 
2017/4/27, 37, , 
2017/4/28, 53, , 
2017/4/29, 25, , 
2017/4/30, 19, , 
2017/5/1, 24, , 
2017/5/2, 17, , 8
2017/5/3, 34, , 
2017/5/4, 32, , 
2017/5/5, 10, , 
2017/5/6, 16, , 
2017/5/7, 25, , 3
2017/5/8, 30, , 
2017/5/9, 51, , 
2017/5/10, 55, , 
2017/5/11, 45, , 
2017/5/12, 69, , 1
2017/5/13, 34, , 15
2017/5/14, 36, , 2
2017/5/15, 37, , 
2017/5/16, 34, , 
2017/5/17, 24, , 
2017/5/18, 27, , 
2017/5/19, 31, , 
2017/5/20, 57, , 
2017/5/21, 57, , 4
2017/5/22, 46, , 
2017/5/23, 23, , 
2017/5/24, 24, , 
2017/5/25, 16, , 
2017/5/26, 30, , 
2017/5/27, 48, , 
2017/5/28, 49, , 
2017/5/29, 46, , 
2017/5/30, 40, , 
2017/5/31, 50, , 
2017/6/1, 45, , 4
2017/6/2, 45, , 2
2017/6/3, 45, , 
2017/6/4, 29, , 
2017/6/5, 26, , 
2017/6/6, 23, , 
2017/6/7, 29, , 2
2017/6/8, 30, , 2
2017/6/9, 34, , 1
2017/6/10, 49, , 
2017/6/11, 38, , 3
2017/6/12, 32, , 2
2017/6/13, 59, , 
2017/6/14, 35, , 
2017/6/15, 45, , 
2017/6/16, 36, , 
2017/6/17, 30, , 
2017/6/18, 29, , 
2017/6/19, 33, , 2
2017/6/20, 25, , 1
2017/6/21, 40, , 1
2017/6/22, 36, , 
2017/6/23, 27, , 
2017/6/24, 30, , 3
2017/6/25, 32, , 3
2017/6/26, 29, , 3
2017/6/27, 43, , 3
2017/6/28, 54, , 2
2017/6/29, 30, , 
2017/6/30, 35, , 
