date, pm25, co
2019/7/5, 61, 3
2019/7/6, 48, 3
2019/7/7, 45, 2
2019/7/8, 36, 3
2019/7/9, 42, 4
2019/7/10, 57, 4
2019/7/11, 47, 4
2019/7/12, 31, 5
2019/7/13, 56, 4
2019/7/14, 36, 4
2019/7/15, 49, 4
2019/7/16, 49, 4
2019/7/17, 36, 4
2019/7/18, 50, 5
2019/7/19, 63, 5
2019/7/20, 63, 4
2019/7/21, 51, 4
2019/7/22, 27, 4
2019/7/23, 24, 5
2019/7/24, 35, 6
2019/7/25, 56, 6
2019/7/26, 60, 5
2019/7/27, 60, 4
2019/7/28, 68, 4
2019/7/29, 72, 3
2019/7/30, 48, 4
2019/7/31, 40, 3
2019/8/1, 36, 3
2019/8/2, 45, 4
2019/8/3, 50, 5
2019/8/4, 66, 5
2019/8/5, 59, 4
2019/8/6, 59, 4
2019/8/7, 56, 5
2019/8/8, 38, 4
2019/8/9, 25, 3
2019/8/10, 35, 3
2019/8/11, 43, 3
2019/8/12, 47, 4
2019/8/13, 60, 3
2019/8/14, 42, 3
2019/8/15, 38, 4
2019/8/16, 49, 3
2019/8/17, 48, 4
2019/8/18, 55, 4
2019/8/19, 30, 4
2019/8/20, 47, 3
2019/8/21, 40, 3
2019/8/22, 21, 
2019/8/23, 13, 
2019/8/24, 28, 
2019/8/25, 29, 
2019/8/26, 28, 
2019/8/27, 35, 
2019/8/28, 31, 
2019/8/29, 24, 
2019/8/30, 38, 
2019/8/31, 35, 
2019/9/1, 43, 
2019/9/2, 52, 
2019/9/3, 46, 
2019/9/4, 32, 
2019/9/5, 23, 
2019/9/6, 40, 
2019/9/7, 44, 
2019/9/8, 33, 
2019/9/9, 31, 
2019/9/10, 55, 
2019/9/11, 69, 
2019/9/12, 44, 
2019/9/13, 51, 
2019/9/14, 27, 
2019/9/15, 29, 
2019/9/16, 47, 
2019/9/17, 38, 
2019/9/18, 18, 
2019/9/19, 28, 
2019/9/20, 54, 
2019/9/21, 73, 
2019/9/22, 46, 
2019/9/23, 24, 
2019/9/24, 27, 
2019/9/25, 36, 
2019/9/26, 32, 
2019/9/27, 34, 
2019/9/28, 49, 
2019/9/29, 35, 
2019/9/30, 48, 
2019/4/1, 26, 3
2019/4/2, 37, 3
2019/4/3, 34, 4
2019/4/4, 52, 3
2019/4/5, 54, 5
2019/4/6, 65, 5
2019/4/7, 65, 4
2019/4/8, 49, 3
2019/4/9, 29, 3
2019/4/10, 15, 2
2019/4/11, 27, 2
2019/4/12, 38, 2
2019/4/13, 24, 1
2019/4/14, 30, 1
2019/4/15, 15, 1
2019/4/16, 40, 2
2019/4/17, 52, 3
2019/4/18, 53, 3
2019/4/19, 35, 2
2019/4/20, 19, 2
2019/4/21, 20, 4
2019/4/22, 30, 2
2019/4/23, 30, 1
2019/4/24, 29, 1
2019/4/25, 52, 1
2019/4/26, 29, 1
2019/4/27, 11, 
2019/4/28, 23, 1
2019/4/29, 38, 1
2019/4/30, 40, 2
2019/5/1, 54, 1
2019/5/2, 36, 2
2019/5/3, 47, 2
2019/5/4, 37, 1
2019/5/5, 20, 2
2019/5/6, 37, 2
2019/5/7, 48, 1
2019/5/8, 24, 2
2019/5/9, 50, 1
2019/5/10, 28, 1
2019/5/11, 14, 1
2019/5/12, 15, 1
2019/5/13, 21, 1
2019/5/14, 25, 2
2019/5/15, 37, 1
2019/5/16, 43, 1
2019/5/17, 55, 1
2019/5/18, 47, 1
2019/5/19, 51, 1
2019/5/20, 23, 1
2019/5/21, 13, 2
2019/5/22, 45, 2
2019/5/23, 48, 2
2019/5/24, 18, 2
2019/5/25, 54, 1
2019/5/26, 41, 1
2019/5/27, 22, 3
2019/5/28, 59, 2
2019/5/29, 56, 2
2019/5/30, 36, 3
2019/5/31, 50, 2
2019/6/1, 37, 1
2019/6/2, 44, 1
2019/6/3, 11, 1
2019/6/4, 24, 2
2019/6/5, 64, 2
2019/6/6, 49, 2
2019/6/7, 34, 1
2019/6/8, 33, 2
2019/6/9, 40, 2
2019/6/10, 21, 1
2019/6/11, 13, 2
2019/6/12, 35, 2
2019/6/13, 30, 1
2019/6/14, 19, 2
2019/6/15, 38, 2
2019/6/16, 39, 4
2019/6/17, 48, 3
2019/6/18, 30, 3
2019/6/19, 41, 2
2019/6/20, 31, 3
2019/6/21, 22, 2
2019/6/22, 30, 3
2019/6/23, 33, 2
2019/6/24, 38, 2
2019/6/25, 32, 4
2019/6/26, 41, 4
2019/6/27, 60, 3
2019/6/28, 46, 4
2019/6/29, 44, 3
2019/6/30, 37, 4
2019/1/1, 27, 2
2019/1/2, 36, 3
2019/1/3, 34, 3
2019/1/4, 52, 4
2019/1/5, 60, 3
2019/1/6, 28, 3
2019/1/7, 22, 3
2019/1/8, 43, 2
2019/1/9, 24, 1
2019/1/10, 16, 1
2019/1/11, 35, 1
2019/1/12, 50, 1
2019/1/13, 58, 2
2019/1/14, 45, 1
2019/1/15, 74, 2
2019/1/16, 35, 1
2019/1/17, 41, 3
2019/1/18, 60, 2
2019/1/19, 52, 1
2019/1/20, 8, 3
2019/1/21, 21, 3
2019/1/22, 50, 2
2019/1/23, 22, 3
2019/1/24, 39, 3
2019/1/25, 34, 2
2019/1/26, 40, 3
2019/1/27, 50, 4
2019/1/28, 53, 3
2019/1/29, 39, 3
2019/1/30, 17, 3
2019/1/31, 17, 4
2019/2/1, 51, 4
2019/2/2, 70, 5
2019/2/3, 63, 6
2019/2/4, 51, 4
2019/2/5, 63, 6
2019/2/6, 55, 4
2019/2/7, 33, 1
2019/2/8, 17, 2
2019/2/9, 22, 1
2019/2/10, 44, 3
2019/2/11, 64, 2
2019/2/12, 16, 2
2019/2/13, 38, 2
2019/2/14, 27, 3
2019/2/15, 43, 1
2019/2/16, 17, 2
2019/2/17, 32, 2
2019/2/18, 35, 2
2019/2/19, 45, 2
2019/2/20, 36, 2
2019/2/21, 55, 3
2019/2/22, 74, 3
2019/2/23, 61, 2
2019/2/24, 22, 2
2019/2/25, 25, 2
2019/2/26, 30, 3
2019/2/27, 49, 2
2019/2/28, 41, 3
2019/3/1, 53, 5
2019/3/2, 69, 4
2019/3/3, 58, 5
2019/3/4, 26, 4
2019/3/5, 41, 4
2019/3/6, 39, 3
2019/3/7, 59, 3
2019/3/8, 75, 4
2019/3/9, 69, 2
2019/3/10, 39, 2
2019/3/11, 39, 4
2019/3/12, 44, 3
2019/3/13, 36, 3
2019/3/14, 34, 3
2019/3/15, 20, 3
2019/3/16, 19, 3
2019/3/17, 17, 4
2019/3/18, 46, 5
2019/3/19, 58, 5
2019/3/20, 41, 4
2019/3/21, 56, 2
2019/3/22, 28, 2
2019/3/23, 24, 3
2019/3/24, 37, 2
2019/3/25, 37, 1
2019/3/26, 13, 3
2019/3/27, 38, 3
2019/3/28, 48, 3
2019/3/29, 72, 3
2019/3/30, 41, 2
2019/3/31, 14, 3
2018/10/1, 49, 4
2018/10/2, 47, 4
2018/10/3, 54, 4
2018/10/4, 30, 3
2018/10/5, 37, 3
2018/10/6, 43, 4
2018/10/7, 43, 4
2018/10/8, 58, 3
2018/10/9, 28, 3
2018/10/10, 20, 3
2018/10/11, 16, 2
2018/10/12, 10, 3
2018/10/13, 17, 3
2018/10/14, 22, 4
2018/10/15, 28, 4
2018/10/16, 23, 4
2018/10/17, 22, 3
2018/10/18, 21, 2
2018/10/19, 30, 2
2018/10/20, 31, 2
2018/10/21, 13, 3
2018/10/22, 24, 3
2018/10/23, 36, 3
2018/10/24, 23, 4
2018/10/25, 45, 3
2018/10/26, 36, 4
2018/10/27, 14, 3
2018/10/28, 35, 4
2018/10/29, 22, 5
2018/10/30, 16, 3
2018/10/31, 31, 2
2018/11/1, 25, 3
2018/11/2, 16, 3
2018/11/3, 21, 4
2018/11/4, 33, 3
2018/11/5, 32, 2
2018/11/6, 20, 3
2018/11/7, 27, 4
2018/11/8, 32, 3
2018/11/9, 30, 3
2018/11/10, 23, 3
2018/11/11, 23, 7
2018/11/12, 73, 4
2018/11/13, 56, 4
2018/11/14, 28, 4
2018/11/15, 25, 4
2018/11/16, 59, 1
2018/11/17, 65, 1
2018/11/18, 67, 3
2018/11/19, 54, 2
2018/11/20, 45, 2
2018/11/21, 48, 1
2018/11/22, 7, 2
2018/11/23, 36, 2
2018/11/24, 34, 3
2018/11/25, 69, 3
2018/11/26, 17, 3
2018/11/27, 18, 3
2018/11/28, 28, 2
2018/11/29, 47, 3
2018/11/30, 76, 2
2018/12/1, 53, 2
2018/12/2, 19, 3
2018/12/3, 19, 3
2018/12/4, 14, 4
2018/12/5, 34, 3
2018/12/6, 34, 4
2018/12/7, 38, 4
2018/12/8, 45, 6
2018/12/9, 57, 6
2018/12/10, 71, 5
2018/12/11, 88, 6
2018/12/12, 68, 5
2018/12/13, 56, 3
2018/12/14, 53, 2
2018/12/15, 61, 3
2018/12/16, 40, 2
2018/12/17, 41, 3
2018/12/18, 27, 4
2018/12/19, 48, 5
2018/12/20, 56, 3
2018/12/21, 26, 3
2018/12/22, 34, 3
2018/12/23, 56, 2
2018/12/24, 33, 3
2018/12/25, 37, 6
2018/12/26, 61, 4
2018/12/27, 50, 2
2018/12/28, 21, 2
2018/12/29, 25, 
2018/12/30, 28, 
2018/7/1, 64, 4
2018/7/2, 45, 4
2018/7/3, 49, 5
2018/7/4, 68, 5
2018/7/5, 61, 3
2018/7/6, 18, 3
2018/7/7, 23, 4
2018/7/8, 37, 5
2018/7/9, 49, 5
2018/7/10, 52, 3
2018/7/11, 48, 3
2018/7/12, 37, 4
2018/7/13, 63, 5
2018/7/14, 76, 4
2018/7/15, 69, 4
2018/7/16, 60, 4
2018/7/17, 29, 3
2018/7/18, 21, 4
2018/7/19, 41, 4
2018/7/20, 44, 4
2018/7/21, 30, 4
2018/7/22, 23, 5
2018/7/23, 43, 5
2018/7/24, 44, 6
2018/7/25, 47, 5
2018/7/26, 42, 3
2018/7/27, 27, 3
2018/7/28, 30, 3
2018/7/29, 47, 3
2018/7/30, 55, 3
2018/7/31, 48, 4
2018/8/1, 37, 3
2018/8/2, 54, 4
2018/8/3, 47, 4
2018/8/4, 47, 5
2018/8/5, 68, 5
2018/8/6, 61, 4
2018/8/7, 36, 4
2018/8/8, 43, 4
2018/8/9, 46, 4
2018/8/10, 83, 3
2018/8/11, 128, 3
2018/8/12, 45, 4
2018/8/13, 29, 5
2018/8/14, 40, 5
2018/8/15, 70, 5
2018/8/16, 66, 5
2018/8/17, 49, 4
2018/8/18, 40, 5
2018/8/19, 43, 5
2018/8/20, 56, 5
2018/8/21, 33, 5
2018/8/22, 51, 4
2018/8/23, 48, 4
2018/8/24, 49, 3
2018/8/25, 45, 5
2018/8/26, 70, 5
2018/8/27, 66, 4
2018/8/28, 60, 4
2018/8/29, 47, 4
2018/8/30, 31, 5
2018/8/31, 41, 4
2018/9/1, 46, 4
2018/9/2, 32, 4
2018/9/3, 39, 5
2018/9/4, 44, 5
2018/9/5, 54, 5
2018/9/6, 36, 3
2018/9/7, 33, 2
2018/9/8, 30, 2
2018/9/9, 8, 3
2018/9/10, 13, 3
2018/9/11, 26, 4
2018/9/12, 35, 5
2018/9/13, 43, 4
2018/9/14, 33, 4
2018/9/15, 35, 4
2018/9/16, 38, 4
2018/9/17, 27, 5
2018/9/18, 37, 4
2018/9/19, 37, 4
2018/9/20, 54, 4
2018/9/21, 55, 2
2018/9/22, 12, 3
2018/9/23, 31, 3
2018/9/24, 17, 3
2018/9/25, 22, 4
2018/9/26, 26, 4
2018/9/27, 35, 4
2018/9/28, 38, 4
2018/9/29, 21, 4
2018/9/30, 40, 5
2018/4/1, 22, 5
2018/4/2, 29, 4
2018/4/3, 33, 
2018/4/4, 16, 3
2018/4/5, 28, 4
2018/4/6, 26, 4
2018/4/7, 20, 5
2018/4/8, 30, 9
2018/4/9, 42, 8
2018/4/10, 54, 7
2018/4/11, 53, 5
2018/4/12, 40, 3
2018/4/13, 52, 3
2018/4/14, 56, 4
2018/4/15, 33, 4
2018/4/16, 18, 4
2018/4/17, 16, 5
2018/4/18, 32, 6
2018/4/19, 23, 5
2018/4/20, 22, 4
2018/4/21, 44, 2
2018/4/22, 31, 3
2018/4/23, 38, 4
2018/4/24, 28, 5
2018/4/25, 45, 5
2018/4/26, 20, 6
2018/4/27, 40, 6
2018/4/28, 40, 6
2018/4/29, 14, 7
2018/4/30, 42, 7
2018/5/1, 40, 4
2018/5/2, 53, 3
2018/5/3, 52, 3
2018/5/4, 37, 4
2018/5/5, 35, 4
2018/5/6, 46, 3
2018/5/7, 39, 5
2018/5/8, 36, 4
2018/5/9, 42, 3
2018/5/10, 46, 2
2018/5/11, 20, 4
2018/5/12, 54, 4
2018/5/13, 52, 5
2018/5/14, 54, 5
2018/5/15, 38, 4
2018/5/16, 45, 3
2018/5/17, 46, 3
2018/5/18, 42, 3
2018/5/19, 22, 3
2018/5/20, 35, 4
2018/5/21, 34, 3
2018/5/22, 34, 3
2018/5/23, 31, 5
2018/5/24, 66, 6
2018/5/25, 72, 4
2018/5/26, 56, 5
2018/5/27, 45, 5
2018/5/28, 58, 5
2018/5/29, 63, 2
2018/5/30, 34, 2
2018/5/31, 44, 3
2018/6/1, 52, 3
2018/6/2, 44, 3
2018/6/3, 43, 2
2018/6/4, 13, 3
2018/6/5, 26, 3
2018/6/6, 21, 3
2018/6/7, 34, 4
2018/6/8, 57, 5
2018/6/9, 61, 5
2018/6/10, 41, 4
2018/6/11, 36, 2
2018/6/12, 26, 3
2018/6/13, 47, 4
2018/6/14, 27, 5
2018/6/15, 42, 5
2018/6/16, 59, 5
2018/6/17, 66, 5
2018/6/18, 68, 5
2018/6/19, 30, 4
2018/6/20, 52, 3
2018/6/21, 25, 3
2018/6/22, 41, 4
2018/6/23, 37, 3
2018/6/24, 32, 2
2018/6/25, 28, 3
2018/6/26, 30, 3
2018/6/27, 24, 5
2018/6/28, 37, 5
2018/6/29, 54, 4
2018/6/30, 67, 4
2018/1/1, 61, 4
2018/1/2, 43, 4
2018/1/3, 45, 4
2018/1/4, 27, 2
2018/1/5, 22, 3
2018/1/6, 37, 4
2018/1/7, 40, 3
2018/1/8, 47, 5
2018/1/9, 81, 5
2018/1/10, 58, 3
2018/1/11, 13, 4
2018/1/12, 8, 4
2018/1/13, 10, 4
2018/1/14, 28, 4
2018/1/15, 38, 4
2018/1/16, 60, 4
2018/1/17, 75, 2
2018/1/18, 60, 2
2018/1/19, 55, 2
2018/1/20, 42, 3
2018/1/21, 58, 4
2018/1/22, 30, 4
2018/1/23, 26, 5
2018/1/24, 21, 5
2018/1/25, 42, 6
2018/1/26, 30, 7
2018/1/27, 38, 8
2018/1/28, 44, 7
2018/1/29, 45, 8
2018/1/30, 8, 6
2018/1/31, 23, 4
2018/2/1, 46, 2
2018/2/2, 18, 2
2018/2/3, 37, 2
2018/2/4, 29, 2
2018/2/5, 26, 4
2018/2/6, 61, 8
2018/2/7, 52, 4
2018/2/8, 69, 5
2018/2/9, 54, 9
2018/2/10, 68, 4
2018/2/11, 50, 5
2018/2/12, 38, 3
2018/2/13, 40, 6
2018/2/14, 63, 4
2018/2/15, 33, 5
2018/2/16, 42, 2
2018/2/17, 43, 2
2018/2/18, 40, 3
2018/2/19, 24, 2
2018/2/20, 44, 4
2018/2/21, 23, 2
2018/2/22, 17, 3
2018/2/23, 27, 3
2018/2/24, 31, 
2018/2/25, 12, 4
2018/2/26, 27, 5
2018/2/27, 35, 4
2018/2/28, 27, 2
2018/3/1, 34, 2
2018/3/2, 20, 4
2018/3/3, 17, 2
2018/3/4, 17, 1
2018/3/5, 13, 2
2018/3/6, 33, 2
2018/3/7, 22, 2
2018/3/8, 17, 3
2018/3/9, 34, 4
2018/3/10, 42, 4
2018/3/11, 24, 5
2018/3/12, 25, 4
2018/3/13, 29, 3
2018/3/14, 26, 2
2018/3/15, 33, 4
2018/3/16, 23, 5
2018/3/17, 50, 6
2018/3/18, 31, 5
2018/3/19, 39, 4
2018/3/20, 20, 4
2018/3/21, 21, 5
2018/3/22, 19, 6
2018/3/23, 34, 5
2018/3/24, 26, 3
2018/3/25, 17, 
2018/3/26, 30, 5
2018/3/27, 35, 6
2018/3/28, 54, 4
2018/3/29, 26, 5
2018/3/30, 15, 3
2018/3/31, 29, 2
2017/10/1, 34, 5
2017/10/2, 43, 5
2017/10/3, 37, 3
2017/10/4, 41, 4
2017/10/5, 43, 4
2017/10/6, 48, 3
2017/10/7, 31, 3
2017/10/8, 17, 4
2017/10/9, 16, 4
2017/10/10, 38, 3
2017/10/11, 47, 4
2017/10/12, 30, 6
2017/10/13, 32, 6
2017/10/14, 50, 3
2017/10/15, 36, 3
2017/10/16, 10, 4
2017/10/17, 25, 4
2017/10/18, 26, 3
2017/10/19, 46, 5
2017/10/20, 56, 5
2017/10/21, 61, 5
2017/10/22, 57, 2
2017/10/23, 31, 2
2017/10/24, 18, 3
2017/10/25, 24, 3
2017/10/26, 39, 3
2017/10/27, 29, 2
2017/10/28, 27, 2
2017/10/29, 22, 3
2017/10/30, 26, 3
2017/10/31, 24, 3
2017/11/1, 36, 3
2017/11/2, 45, 2
2017/11/3, 37, 2
2017/11/4, 38, 3
2017/11/5, 34, 3
2017/11/6, 13, 3
2017/11/7, 23, 5
2017/11/8, 37, 6
2017/11/9, 50, 4
2017/11/10, 8, 5
2017/11/11, 36, 7
2017/11/12, 61, 4
2017/11/13, 65, 4
2017/11/14, 59, 4
2017/11/15, 49, 3
2017/11/16, 27, 
2017/11/17, 21, 3
2017/11/18, 30, 2
2017/11/19, 19, 3
2017/11/20, 39, 3
2017/11/21, 30, 3
2017/11/22, 23, 3
2017/11/23, 40, 3
2017/11/24, 33, 2
2017/11/25, 22, 3
2017/11/26, 28, 4
2017/11/27, 58, 3
2017/11/28, 28, 5
2017/11/29, 36, 3
2017/11/30, 56, 6
2017/12/1, 48, 8
2017/12/2, 70, 8
2017/12/3, 71, 8
2017/12/4, 56, 3
2017/12/5, 35, 3
2017/12/6, 20, 3
2017/12/7, 31, 2
2017/12/8, 40, 2
2017/12/9, 42, 2
2017/12/10, 44, 2
2017/12/11, 41, 2
2017/12/12, 23, 2
2017/12/13, 21, 3
2017/12/14, 34, 4
2017/12/15, 63, 8
2017/12/16, 57, 7
2017/12/17, 65, 6
2017/12/18, 60, 4
2017/12/19, 62, 3
2017/12/20, 29, 2
2017/12/21, 30, 3
2017/12/22, 52, 6
2017/12/23, 27, 3
2017/12/24, 52, 2
2017/12/25, 20, 2
2017/12/26, 26, 3
2017/12/27, 41, 4
2017/12/28, 55, 4
2017/12/29, 65, 3
2017/12/30, 64, 
2017/7/1, 27, 2
2017/7/2, 37, 3
2017/7/3, 45, 3
2017/7/4, 32, 3
2017/7/5, 46, 4
2017/7/6, 55, 4
2017/7/7, 45, 3
2017/7/8, 31, 3
2017/7/9, 33, 4
2017/7/10, 28, 4
2017/7/11, 40, 5
2017/7/12, 47, 5
2017/7/13, 42, 4
2017/7/14, 44, 3
2017/7/15, 34, 4
2017/7/16, 41, 3
2017/7/17, 51, 4
2017/7/18, 51, 4
2017/7/19, 69, 4
2017/7/20, 53, 5
2017/7/21, 53, 5
2017/7/22, 38, 4
2017/7/23, 30, 4
2017/7/24, 30, 3
2017/7/25, 12, 5
2017/7/26, 41, 5
2017/7/27, 59, 3
2017/7/28, 44, 2
2017/7/29, 19, 3
2017/7/30, 42, 4
2017/7/31, 49, 5
2017/8/1, 57, 4
2017/8/2, 63, 3
2017/8/3, 54, 4
2017/8/4, 48, 2
2017/8/5, 20, 3
2017/8/6, 38, 3
2017/8/7, 51, 3
2017/8/8, 42, 5
2017/8/9, 62, 5
2017/8/11, 47, 4
2017/8/12, 40, 5
2017/8/13, 39, 5
2017/8/14, 43, 5
2017/8/15, 58, 4
2017/8/16, 50, 5
2017/8/17, 43, 5
2017/8/18, 32, 5
2017/8/19, 47, 6
2017/8/20, 55, 6
2017/8/21, 58, 3
2017/8/22, 47, 2
2017/8/23, 32, 3
2017/8/24, 45, 3
2017/8/25, 33, 3
2017/8/26, 40, 4
2017/8/27, 55, 3
2017/8/28, 52, 4
2017/8/29, 51, 4
2017/8/30, 52, 4
2017/8/31, 52, 2
2017/9/1, 20, 2
2017/9/2, 19, 5
2017/9/3, 39, 4
2017/9/4, 63, 
2017/9/9, 23, 4
2017/9/10, 24, 4
2017/9/11, 29, 5
2017/9/12, 36, 4
2017/9/13, 35, 5
2017/9/14, 36, 7
2017/9/15, 43, 8
2017/9/16, 62, 7
2017/9/17, 63, 7
2017/9/18, 60, 7
2017/9/19, 65, 6
2017/9/20, 63, 5
2017/9/21, 54, 5
2017/9/22, 59, 5
2017/9/23, 53, 5
2017/9/24, 61, 4
2017/9/25, 67, 6
2017/9/26, 48, 6
2017/9/27, 60, 3
2017/9/28, 10, 4
2017/9/29, 29, 2
2017/9/30, 12, 4
2017/4/1, 30, 3
2017/4/2, 42, 3
2017/4/3, 31, 3
2017/4/4, 26, 3
2017/4/5, 20, 3
2017/4/6, 20, 6
2017/4/7, 9, 5
2017/4/8, 30, 5
2017/4/9, 34, 4
2017/4/10, 39, 5
2017/4/11, 52, 5
2017/4/12, 30, 5
2017/4/13, 40, 5
2017/4/14, 41, 7
2017/4/15, 67, 5
2017/4/16, 39, 4
2017/4/17, 16, 2
2017/4/18, 20, 3
2017/4/19, 38, 3
2017/4/20, 44, 4
2017/4/21, 30, 3
2017/4/22, 12, 4
2017/4/23, 27, 4
2017/4/24, 20, 
2017/4/25, 14, 5
2017/4/26, 23, 4
2017/4/27, 30, 5
2017/4/28, 28, 6
2017/4/29, 42, 6
2017/4/30, 47, 5
2017/5/1, 30, 3
2017/5/2, 13, 2
2017/5/3, 18, 3
2017/5/4, 28, 5
2017/5/5, 16, 3
2017/5/6, 16, 2
2017/5/7, 16, 3
2017/5/8, 19, 3
2017/5/9, 35, 4
2017/5/10, 33, 4
2017/5/11, 38, 5
2017/5/12, 49, 4
2017/5/13, 39, 3
2017/5/14, 36, 4
2017/5/15, 14, 6
2017/5/16, 52, 3
2017/5/17, 59, 3
2017/5/18, 52, 3
2017/5/19, 46, 4
2017/5/20, 51, 4
2017/5/21, 30, 3
2017/5/22, 18, 4
2017/5/23, 37, 5
2017/5/24, 32, 5
2017/5/25, 17, 7
2017/5/26, 35, 6
2017/5/27, 42, 5
2017/5/28, 51, 
2017/5/29, 20, 5
2017/5/30, 24, 5
2017/5/31, 27, 6
2017/6/1, 31, 6
2017/6/2, 45, 3
2017/6/3, 42, 3
2017/6/4, 50, 4
2017/6/5, 46, 7
2017/6/6, 16, 3
2017/6/7, 9, 4
2017/6/8, 21, 4
2017/6/9, 41, 4
2017/6/10, 49, 3
2017/6/11, 55, 4
2017/6/12, 59, 5
2017/6/13, 53, 5
2017/6/14, 45, 4
2017/6/15, 43, 3
2017/6/16, 39, 4
2017/6/17, 51, 3
2017/6/18, 49, 3
2017/6/19, 18, 2
2017/6/20, 14, 3
2017/6/21, 33, 4
2017/6/22, 49, 3
2017/6/23, 23, 3
2017/6/24, 24, 3
2017/6/25, 25, 2
2017/6/26, 13, 2
2017/6/27, 19, 3
2017/6/28, 28, 4
2017/6/29, 45, 3
2017/6/30, 39, 
2017/1/2, 57, 2
2017/1/3, 24, 1
2017/1/4, 24, 2
2017/1/5, 19, 1
2017/1/6, 61, 
2017/1/7, 53, 
2017/1/8, 23, 
2017/1/9, 39, 
2017/1/10, 27, 
2017/1/11, 34, 
2017/1/12, 23, 3
2017/1/13, 33, 2
2017/1/14, 47, 3
2017/1/15, 63, 3
2017/1/16, 75, 1
2017/1/17, 38, 2
2017/1/18, 28, 1
2017/1/19, 30, 2
2017/1/20, 43, 3
2017/1/21, 38, 3
2017/1/22, 41, 1
2017/1/23, 21, 2
2017/1/24, 22, 2
2017/1/25, 29, 2
2017/1/26, 22, 2
2017/1/27, 23, 1
2017/1/28, 42, 
2017/1/29, 39, 2
2017/1/30, 21, 2
2017/1/31, 25, 3
2017/2/1, 42, 2
2017/2/2, 23, 2
2017/2/3, 31, 
2017/2/4, 21, 
2017/2/5, 40, 4
2017/2/6, 64, 
2017/2/7, 33, 5
2017/2/8, 35, 5
2017/2/9, 17, 4
2017/2/10, 35, 6
2017/2/11, 43, 5
2017/2/12, 48, 6
2017/2/13, 16, 5
2017/2/14, 33, 5
2017/2/15, 18, 5
2017/2/16, 23, 4
2017/2/17, 45, 3
2017/2/18, 39, 4
2017/2/19, 64, 5
2017/2/20, 53, 4
2017/2/21, 48, 5
2017/2/22, 72, 5
2017/2/23, 52, 5
2017/2/24, 38, 4
2017/2/25, 24, 4
2017/2/26, 28, 5
2017/2/27, 30, 6
2017/2/28, 44, 2
2017/3/1, 28, 3
2017/3/2, 20, 2
2017/3/3, 23, 3
2017/3/4, 28, 2
2017/3/5, 28, 4
2017/3/6, 53, 3
2017/3/7, 45, 3
2017/3/8, 16, 3
2017/3/9, 15, 4
2017/3/10, 26, 4
2017/3/11, 24, 4
2017/3/12, 29, 4
2017/3/13, 36, 6
2017/3/14, 21, 5
2017/3/15, 27, 6
2017/3/16, 29, 8
2017/3/17, 44, 4
2017/3/18, 46, 6
2017/3/19, 62, 4
2017/3/20, 47, 4
2017/3/21, 51, 4
