date, pm25, pm10, no2, co
2019/9/3, 64, 16, 6, 3
2019/9/4, 36, 23, 10, 3
2019/9/5, 43, 25, 15, 1
2019/9/6, 58, 31, 14, 1
2019/9/7, 55, 26, 16, 1
2019/9/8, 40, 24, 13, 1
2019/9/9, 36, 18, 15, 2
2019/9/10, 40, 18, 10, 3
2019/9/11, 31, 19, 12, 3
2019/9/12, 40, 25, 10, 3
2019/9/13, 60, 21, 10, 3
2019/9/14, 59, 15, 12, 4
2019/9/15, 42, 26, 18, 3
2019/9/16, 55, 33, 15, 4
2019/9/17, 66, 28, 13, 4
2019/9/18, 65, 32, 16, 4
2019/9/19, 60, 20, 6, 
2019/9/20, 35, 24, 14, 4
2019/9/21, 45, 42, 21, 5
2019/9/22, 61, 26, 14, 4
2019/9/23, 45, 18, 9, 3
2019/9/24, 30, 20, 12, 3
2019/9/25, 33, 23, 13, 4
2019/9/26, 32, 25, 15, 8
2019/9/27, 33, 35, 16, 
2019/9/28, 47, 27, 14, 
2019/9/29, 51, 19, 12, 
2019/9/30, 45, 32, 14, 9
2019/4/1, 89, 44, 21, 7
2019/4/2, 91, 35, 20, 5
2019/4/3, 79, 23, 19, 5
2019/4/4, 58, 13, 8, 3
2019/4/5, 21, 28, 21, 6
2019/4/6, 51, 18, 9, 3
2019/4/7, 26, 10, 11, 3
2019/4/8, 10, 13, 8, 3
2019/4/9, 18, 19, 17, 4
2019/4/10, 20, 14, 18, 4
2019/4/11, 20, 8, 15, 4
2019/4/12, 45, 6, 11, 4
2019/4/13, 30, 15, 18, 5
2019/4/14, 50, 9, 14, 3
2019/4/15, 36, 15, 12, 4
2019/4/16, 48, 22, 15, 4
2019/4/17, 57, 21, 14, 3
2019/4/18, 58, 15, 10, 2
2019/4/19, 42, 14, 11, 2
2019/4/20, 40, 18, 7, 2
2019/4/21, 47, 34, 7, 3
2019/4/22, 54, 61, 11, 3
2019/4/23, 56, 76, 18, 4
2019/4/24, 65, 64, 22, 4
2019/4/25, 63, 73, 20, 5
2019/4/26, 65, 36, 6, 2
2019/4/27, 18, 21, 8, 2
2019/4/28, 4, 19, 8, 2
2019/4/29, 12, 17, 11, 3
2019/4/30, 15, 14, 13, 3
2019/5/1, 29, 15, 13, 3
2019/5/2, 33, 21, 14, 4
2019/5/3, 34, 18, 12, 4
2019/5/4, 47, 17, 8, 3
2019/5/5, 51, 8, 12, 4
2019/5/6, 13, 12, 11, 2
2019/5/7, 15, 14, 14, 3
2019/5/8, 37, 26, 16, 4
2019/5/9, 52, 31, 12, 3
2019/5/10, 53, 24, 16, 3
2019/5/11, 48, 16, 10, 3
2019/5/12, 25, 6, 10, 2
2019/5/13, 6, 4, 8, 2
2019/5/14, 2, 4, 9, 2
2019/5/15, 17, 4, 6, 2
2019/5/16, 6, 7, 13, 3
2019/5/17, 23, 17, 14, 3
2019/5/18, 28, 25, 11, 3
2019/5/19, 28, 12, 10, 2
2019/5/20, 21, 8, 8, 2
2019/5/21, 11, 9, 10, 3
2019/5/22, 29, 14, 10, 3
2019/5/23, 33, 18, 14, 3
2019/5/24, 41, 20, 13, 3
2019/5/25, 51, 12, 11, 3
2019/5/26, 33, 15, 12, 3
2019/5/27, 14, 6, 8, 3
2019/5/28, 11, 21, 6, 2
2019/5/29, 18, 16, 16, 4
2019/5/30, 20, 6, 11, 2
2019/5/31, 9, 13, 14, 3
2019/6/1, 26, 18, 9, 3
2019/6/2, 31, 30, 12, 3
2019/6/3, 46, 24, 9, 3
2019/6/4, 44, 17, 9, 3
2019/6/5, 49, 23, 15, 4
2019/6/6, 58, 25, 18, 3
2019/6/7, 58, 39, 22, 5
2019/6/8, 63, 50, 19, 4
2019/6/9, 68, 53, 22, 5
2019/6/10, 69, , 24, 5
2019/6/12, 68, 50, 11, 4
2019/6/13, 71, 56, 13, 4
2019/6/14, 75, 51, 9, 3
2019/6/15, 68, 43, 6, 3
2019/6/16, 60, 31, 9, 3
2019/6/17, 52, 25, 10, 3
2019/6/18, 56, 33, 8, 3
2019/6/19, 53, 25, 7, 3
2019/6/20, 48, 37, 11, 4
2019/6/21, 56, 38, 20, 4
2019/6/22, 64, 36, 10, 3
2019/6/23, 58, 45, 9, 4
2019/6/24, 52, 28, 11, 4
2019/6/25, 60, 20, 10, 5
2019/6/26, 48, 29, 11, 6
2019/6/27, 54, 25, 15, 8
2019/6/28, 48, 20, 8, 6
2019/6/29, 45, 17, 8, 6
2019/6/30, 45, 21, 14, 7
2019/2/5, 33, 14, 7, 3
2019/2/6, 33, , 10, 7
2019/2/10, 71, 36, 18, 4
2019/2/11, 77, 39, 14, 3
2019/2/12, 79, , 13, 1
2019/2/14, 66, 32, 18, 4
2019/2/15, 66, , 18, 4
2019/2/18, 155, 73, 28, 11
2019/2/19, 161, 76, 29, 11
2019/2/20, 163, 87, 28, 12
2019/2/21, 164, 77, 31, 11
2019/2/22, 166, 32, 30, 1
2019/2/23, 60, 19, 10, 1
2019/2/24, 34, 20, 8, 2
2019/2/25, 47, 42, 11, 4
2019/2/26, 83, 49, 18, 17
2019/2/27, 94, , 22, 
2019/3/2, 112, 55, 23, 7
2019/3/3, 102, 38, 22, 4
2019/3/4, 65, 36, 12, 4
2019/3/5, 58, 49, 11, 8
2019/3/6, 84, 52, 25, 7
2019/3/7, 85, 52, 25, 5
2019/3/8, 77, 42, 18, 5
2019/3/9, 63, 30, 17, 4
2019/3/10, 38, 38, 12, 3
2019/3/11, 21, 42, 9, 2
2019/3/12, 18, 24, 7, 3
2019/3/13, 48, 19, 14, 3
2019/3/14, 27, 33, 11, 4
2019/3/15, 44, 47, 15, 5
2019/3/16, 67, 51, 17, 6
2019/3/17, 75, 31, 18, 5
2019/3/18, 61, 22, 17, 3
2019/3/19, 38, 9, 12, 2
2019/3/20, 17, 12, 5, 2
2019/3/21, 30, 18, 5, 2
2019/3/22, 48, 26, 7, 3
2019/3/23, 65, 32, 13, 4
2019/3/24, 71, 45, 19, 6
2019/3/25, 85, 30, 25, 4
2019/3/26, 64, 12, 14, 2
2019/3/27, 29, 12, 6, 2
2019/3/28, 24, 20, 9, 3
2019/3/29, 47, 31, 13, 5
2019/3/30, 64, 43, 20, 7
2019/3/31, 83, 46, 21, 8
2018/10/2, 38, 10, 15, 2
2018/10/3, 21, 9, 5, 2
2018/10/4, 18, 10, 6, 1
2018/10/5, 22, 10, 8, 3
2018/10/6, 31, 12, 12, 3
2018/10/7, 27, 19, 12, 3
2018/10/8, 27, 14, 17, 2
2018/10/9, 27, 16, 15, 213
2018/10/10, 48, 27, 19, 41
2018/10/11, 67, 30, 26, 5
2018/10/12, 72, 23, 14, 5
2018/10/13, 65, 30, 13, 5
2018/10/14, 71, 21, 11, 4
2018/10/15, 46, 30, 8, 6
2018/10/16, 67, 21, 16, 5
2018/10/17, 54, 13, 15, 4
2018/10/18, 43, 12, 6, 5
2018/10/19, 43, 33, 13, 5
2018/10/20, 66, 23, 15, 3
2018/10/21, 62, 14, 8, 3
2018/10/22, 23, 9, 8, 3
2018/10/23, 28, 33, 7, 6
2018/10/24, 64, 31, 20, 6
2018/10/25, 64, 31, 25, 6
2018/10/26, 65, 21, 20, 4
2018/10/27, 39, 22, 12, 3
2018/10/28, 27, 44, 5, 3
2018/10/29, 41, 24, 6, 3
2018/10/30, 22, 27, 13, 4
2018/10/31, 35, 35, 23, 4
2018/11/1, 48, 20, 17, 5
2018/11/2, 46, 12, 18, 3
2018/11/3, 36, 13, 9, 3
2018/11/4, 48, 22, 10, 8
2018/11/5, 51, 37, 23, 7
2018/11/6, 62, 33, 23, 6
2018/11/7, 58, 31, 19, 8
2018/11/8, 63, 41, 23, 7
2018/11/9, 82, 45, 26, 8
2018/11/10, 95, 48, 25, 9
2018/11/11, 103, 54, 22, 11
2018/11/12, 116, 55, 29, 10
2018/11/13, 128, 55, 27, 8
2018/11/14, 130, , 24, 2
2018/11/25, 28, 19, 7, 7
2018/11/26, 28, , 16, 6
2018/9/6, 54, 23, 13, 3
2018/9/7, 53, 14, 15, 3
2018/9/8, 34, 30, 10, 3
2018/9/9, 57, 32, 14, 3
2018/9/10, 57, , 15, 2
2018/9/13, 51, 17, 17, 4
2018/9/14, 39, 25, 14, 4
2018/9/15, 47, 25, 13, 4
2018/9/16, 55, 34, 15, 4
2018/9/17, 53, 37, 14, 4
2018/9/18, 52, 36, 13, 4
2018/9/19, 51, 36, 16, 4
2018/9/20, 51, 22, 14, 4
2018/9/21, 51, 28, 15, 5
2018/9/22, 60, 35, 17, 4
2018/9/23, 63, 24, 15, 4
2018/9/24, 38, 14, 13, 1
2018/9/25, 30, 13, 3, 
2020/1/1, , 86, 25, 11
2020/1/6, , 112, 32, 12
2019/11/14, , 45, 10, 2
2019/12/20, , 32, 6, 3
2019/12/21, , 31, 4, 3
2019/12/22, , 25, 12, 5
2019/12/25, , 52, 19, 10
2019/6/11, , 53, 11, 3
2019/2/4, , 14, 15, 3
2019/2/9, , 30, 24, 6
2019/2/13, , 32, 9, 4
2019/2/17, , 67, 22, 10
2019/3/1, , 52, 28, 6
2018/10/1, , 24, 21, 3
2018/11/24, , 19, 22, 3
2018/9/5, , 18, 10, 3
2018/9/12, , 23, 16, 4
2019/11/13, , , 17, 
2019/1/1, , , 22, 
2019/1/2, , , 23, 
2019/1/3, , , 8, 
2019/1/4, , , 11, 
2019/1/5, , , 22, 
2019/1/6, , , 25, 
2019/1/7, , , 19, 
2019/1/8, , , 29, 
2019/1/9, , , 18, 
2019/1/10, , , 20, 
2019/1/11, , , 19, 
2019/1/12, , , 22, 
2019/1/13, , , 27, 
2019/1/14, , , 30, 
2019/1/15, , , 19, 
2019/1/16, , , 28, 
2019/1/17, , , 20, 
2019/1/18, , , 22, 
2019/1/19, , , 26, 
2019/1/20, , , 22, 
2019/1/21, , , 24, 
2019/1/22, , , 14, 
2019/1/23, , , 22, 
2019/1/24, , , 12, 
2019/1/25, , , 15, 
2019/1/26, , , 13, 
2019/1/27, , , 15, 
2019/1/28, , , 10, 
2019/1/29, , , 20, 
2019/1/30, , , 23, 
2019/1/31, , , 19, 
2019/2/1, , , 8, 
2019/2/2, , , 10, 
2019/2/3, , , 13, 
2019/2/7, , , 20, 11
2019/2/8, , , 31, 6
2019/2/16, , , 16, 7
2019/2/28, , , 23, 
2018/11/15, , , 13, 1
2018/11/16, , , 9, 1
2018/11/17, , , 6, 2
2018/11/18, , , 4, 4
2018/11/19, , , 16, 4
2018/11/20, , , 13, 6
2018/11/21, , , 18, 13
2018/11/22, , , 25, 13
2018/11/23, , , 26, 14
2018/11/27, , , 17, 3
2018/11/28, , , 10, 3
2018/11/29, , , 13, 7
2018/11/30, , , 25, 5
2018/12/1, , , 15, 7
2018/12/2, , , 17, 15
2018/12/3, , , 28, 13
2018/12/4, , , 21, 
2018/12/5, , , 23, 
2018/12/6, , , 28, 
2018/12/7, , , 18, 
2018/12/8, , , 10, 
2018/12/9, , , 22, 
2018/12/10, , , 22, 
2018/12/11, , , 21, 
2018/12/12, , , 24, 
2018/12/13, , , 23, 
2018/12/14, , , 21, 
2018/12/15, , , 10, 
2018/12/16, , , 20, 
2018/12/17, , , 11, 
2018/12/18, , , 20, 
2018/12/19, , , 29, 
2018/12/20, , , 33, 
2018/12/21, , , 29, 
2018/12/22, , , 30, 
2018/12/23, , , 25, 
2018/12/24, , , 18, 
2018/12/25, , , 6, 
2018/12/26, , , 18, 
2018/12/27, , , 28, 
2018/12/28, , , 35, 
2018/12/29, , , 31, 
2018/12/30, , , 28, 
2018/7/15, , , 15, 
2018/7/16, , , 14, 
2018/7/17, , , 8, 
2018/7/18, , , 9, 
2018/7/19, , , 12, 
2018/7/20, , , 10, 
2018/7/21, , , 11, 
2018/7/22, , , 7, 
2018/7/23, , , 9, 
2018/7/24, , , 8, 
2018/7/25, , , 8, 
2018/7/26, , , 12, 
2018/7/27, , , 11, 
2018/7/28, , , 7, 
2018/7/29, , , 7, 
2018/7/30, , , 12, 
2018/7/31, , , 13, 
2018/8/1, , , 11, 
2018/8/2, , , 10, 
2018/8/3, , , 16, 
2018/8/4, , , 12, 
2018/8/5, , , 9, 
2018/8/6, , , 12, 
2018/8/7, , , 10, 
2018/8/8, , , 9, 
2018/8/9, , , 10, 
2018/8/10, , , 10, 
2018/8/11, , , 10, 
2018/8/12, , , 9, 
2018/8/13, , , 8, 
2018/8/14, , , 9, 
2018/8/15, , , 8, 
2018/8/16, , , 10, 
2018/8/17, , , 7, 
2018/8/18, , , 9, 
2018/8/19, , , 7, 
2018/8/20, , , 10, 
2018/8/21, , , 10, 
2018/8/22, , , 14, 
2018/8/23, , , 15, 
2018/8/24, , , 10, 
2018/8/25, , , 10, 
2018/8/26, , , 8, 
2018/8/27, , , 8, 
2018/8/28, , , 9, 
2018/8/29, , , 12, 
2018/8/30, , , 11, 
2018/8/31, , , 10, 
2018/9/1, , , 11, 
2018/9/2, , , 10, 
2018/9/3, , , 14, 
2018/9/4, , , 12, 
2018/9/11, , , 14, 3
2018/9/26, , , 5, 1
2018/9/27, , , 7, 2
2018/9/28, , , 14, 
2018/9/29, , , 7, 
2018/9/30, , , 9, 
2018/4/4, , , 28, 
2018/4/5, , , 17, 
2018/4/6, , , 5, 
2018/4/7, , , 20, 
2018/4/8, , , 22, 
2018/4/9, , , 20, 
2018/4/11, , , 18, 
2018/4/12, , , 22, 
2018/4/17, , , 13, 
2018/4/18, , , 9, 
2018/4/19, , , 5, 
2018/4/20, , , 12, 
2018/4/21, , , 19, 
2018/4/22, , , 5, 
2018/4/23, , , 12, 
2018/4/24, , , 13, 
2018/4/25, , , 11, 
2018/4/26, , , 19, 
2018/4/27, , , 22, 
2018/4/28, , , 16, 
2018/4/29, , , 8, 
2018/4/30, , , 7, 
2018/5/1, , , 9, 
2018/5/2, , , 6, 
2018/5/3, , , 4, 
2018/5/4, , , 7, 
2018/5/5, , , 9, 
2018/5/6, , , 8, 
2018/5/7, , , 13, 
2018/5/8, , , 15, 
2018/5/9, , , 12, 
2018/5/10, , , 10, 
2018/5/11, , , 11, 
2018/5/12, , , 9, 
2018/5/13, , , 6, 
2018/5/14, , , 5, 
2018/5/15, , , 11, 
2018/5/16, , , 14, 
2018/5/17, , , 11, 
2018/5/18, , , 13, 
2018/5/19, , , 8, 
2018/5/20, , , 4, 
2018/5/21, , , 10, 
2018/5/22, , , 12, 
2018/5/23, , , 7, 
2018/5/24, , , 9, 
2018/5/25, , , 10, 
2018/5/26, , , 9, 
2018/5/27, , , 10, 
2018/5/28, , , 11, 
2018/5/29, , , 16, 
2018/5/30, , , 13, 
2018/5/31, , , 6, 
2018/6/1, , , 8, 
2018/6/2, , , 11, 
2018/6/3, , , 10, 
2018/6/4, , , 11, 
2018/6/5, , , 5, 
2018/6/6, , , 9, 
2018/6/7, , , 11, 
2018/6/8, , , 9, 
2018/6/9, , , 5, 
2018/6/10, , , 8, 
2018/6/11, , , 13, 
2018/6/12, , , 9, 
2018/6/13, , , 5, 
2018/6/14, , , 9, 
2018/6/15, , , 9, 
2018/6/16, , , 9, 
2018/6/17, , , 12, 
2018/6/18, , , 14, 
2018/6/19, , , 11, 
2018/6/20, , , 12, 
2018/6/21, , , 11, 
2018/6/22, , , 7, 
2018/6/23, , , 6, 
2018/6/24, , , 7, 
2018/6/25, , , 5, 
2018/6/26, , , 4, 
