date, pm10, no2
2020/1/1, , 38
2019/9/20, , 29
2019/9/21, , 20
2019/9/26, , 35
2018/12/31, , 24
2018/7/4, , 22
2018/7/5, , 22
2018/7/6, , 16
2018/7/7, , 15
2018/7/8, , 19
2018/7/9, , 19
2018/7/15, , 30
2018/7/16, , 22
2018/7/17, , 29
2018/7/18, , 34
2018/7/19, , 38
2018/7/20, , 20
2018/7/21, , 16
2018/7/22, , 17
2018/7/23, , 42
2018/7/24, , 31
2018/7/25, , 29
2017/12/31, , 28
2018/2/21, , 18
2017/8/13, , 33
2017/8/14, , 21
2017/8/15, , 36
2017/9/10, , 24
2017/1/1, , 22
