date, pm25, no2, co
2017/9/1, 24, 7, 3
2017/9/2, 24, 5, 3
2017/9/3, 25, 3, 
2017/9/4, 44, , 5
2017/9/5, 63, , 
2017/9/9, 22, 7, 3
2017/9/10, 25, 16, 3
2017/9/11, 32, 21, 3
2017/9/12, 38, 23, 4
2017/9/13, 47, 16, 4
2017/9/14, 52, 20, 4
2017/9/15, 44, 17, 5
2017/9/16, 69, 13, 5
2017/9/17, 80, 12, 4
2017/9/18, 33, 7, 
2017/9/19, 47, 9, 1
2017/9/20, 26, 12, 1
2017/9/21, 41, 9, 1
2017/9/22, 28, 10, 1
2017/9/23, 29, 14, 2
2017/9/24, 48, 23, 2
2017/9/25, 56, 18, 2
2017/9/26, 39, 12, 1
2017/9/27, 30, 12, 1
2017/9/28, 26, 17, 1
2017/9/29, 26, 11, 1
2017/9/30, 25, 12, 2
2017/4/1, 11, 11, 2
2017/4/2, 18, 23, 3
2017/4/3, 37, 16, 2
2017/4/4, 30, 20, 3
2017/4/5, 58, 15, 2
2017/4/6, 26, 11, 1
2017/4/7, 13, 7, 1
2017/4/8, 12, 13, 2
2017/4/10, 58, 25, 3
2017/4/11, 54, 31, 4
2017/4/12, 55, 16, 1
2017/4/13, 21, 16, 1
2017/4/14, 24, 13, 1
2017/4/15, 30, 5, 2
2017/4/16, 50, 10, 1
2017/4/17, 18, 8, 1
2017/4/18, 20, 10, 2
2017/4/19, 28, 21, 3
2017/4/20, 48, 14, 1
2017/4/21, 35, 12, 2
2017/4/22, 24, 9, 1
2017/4/23, 15, 21, 3
2017/4/24, 36, , 
2017/4/28, 42, 14, 
2017/4/29, 42, 6, 
2017/4/30, 18, 14, 
2017/5/1, 49, 9, 10
2017/5/2, 30, 9, 8
2017/5/3, 15, 9, 7
2017/5/4, 24, 11, 8
2017/5/5, 23, 6, 7
2017/5/6, 25, 4, 6
2017/5/8, 22, 14, 3
2017/5/9, 29, 18, 1
2017/5/10, 31, 16, 
2017/5/11, 27, 17, 
2017/5/12, 29, 6, 
2017/5/13, 13, 8, 
2017/5/14, 20, 12, 1
2017/5/15, 15, 17, 1
2017/5/16, 26, 20, 1
2017/5/17, 51, 15, 3
2017/5/18, 59, 14, 3
2017/5/19, 53, 9, 
2017/5/20, 22, 9, 
2017/5/21, 23, 19, 4
2017/5/22, 27, 19, 3
2017/5/23, 39, 24, 3
2017/5/24, 44, 10, 3
2017/5/25, 15, 13, 2
2017/5/26, 21, 11, 3
2017/5/27, 16, 7, 3
2017/5/28, 34, 6, 3
2017/5/29, 22, 10, 3
2017/5/30, 27, 21, 4
2017/5/31, 36, 19, 4
2017/6/1, 33, 15, 3
2017/6/2, 26, 12, 3
2017/6/3, 21, 12, 4
2017/6/4, 25, 15, 4
2017/6/5, 56, 12, 2
2017/6/6, 17, 14, 4
2017/6/7, 21, 21, 4
2017/6/8, 32, 16, 3
2017/6/9, 34, 12, 4
2017/6/10, 47, 5, 4
2017/6/11, 49, 11, 5
2017/6/12, 58, 16, 5
2017/6/13, 61, 12, 4
2017/6/14, 46, 11, 4
2017/6/15, 32, 14, 5
2017/6/16, 31, , 6
2017/6/17, 42, , 6
2017/6/18, 49, 9, 5
2017/6/19, 47, 10, 3
2017/6/20, 26, 17, 3
2017/6/21, 40, 23, 4
2017/6/22, 44, 15, 5
2017/6/23, 58, 7, 3
2017/6/24, 28, 8, 3
2017/6/25, 32, 11, 3
2017/6/26, 24, 17, 4
2017/6/27, 36, 13, 3
2017/6/28, 27, 14, 3
2017/6/29, 43, 8, 3
2017/6/30, 54, 8, 4
2017/1/2, 41, 13, 2
2017/1/3, 19, 14, 2
2017/1/4, 30, 12, 1
2017/1/5, 41, 18, 2
2017/1/6, 46, 11, 2
2017/1/7, 19, 10, 2
2017/1/8, 65, 25, 2
2017/1/9, 52, 36, 5
2017/2/8, 21, 8, 1
2017/2/9, 15, 14, 2
2017/2/10, 23, 30, 4
2017/2/11, 59, 16, 3
2017/2/12, 48, 12, 2
2017/2/13, 24, 22, 3
2017/2/14, 37, 26, 4
2017/2/15, 53, 12, 1
2017/2/16, 23, 17, 2
2017/2/17, 32, 27, 3
2017/2/18, 56, 14, 3
2017/2/19, 39, 13, 1
2017/2/20, 17, 20, 2
2017/2/21, 34, 31, 4
2017/2/22, 54, 37, 7
2017/2/23, 77, 17, 2
2017/2/24, 32, 12, 2
2017/2/25, 23, 7, 1
2017/2/26, 16, 20, 2
2017/2/27, 38, 26, 4
2017/2/28, 47, 18, 3
2017/3/1, 48, 8, 1
2017/3/2, 19, 15, 1
2017/3/3, 30, 9, 1
2017/3/4, 12, 11, 2
2017/3/5, 19, 31, 3
2017/3/6, 45, 40, 6
2017/3/7, 74, 13, 2
2017/3/8, 30, 11, 1
2017/3/9, 18, 14, 1
2017/3/10, 15, 8, 1
2017/3/11, 13, 8, 1
2017/3/12, 11, 23, 2
2017/3/13, 35, 8, 1
2017/3/14, 14, 10, 1
2017/3/15, 10, 17, 2
2017/3/16, 20, 19, 3
2017/3/17, 39, 25, 3
2017/3/18, 39, 12, 1
2017/3/19, 21, 30, 3
2017/3/20, 26, 24, 3
2017/3/21, 38, 17, 1
2017/3/22, 24, 21, 2
2017/3/23, 20, 24, 3
2017/3/24, 45, 22, 4
2017/3/25, 56, 10, 2
2017/3/26, 33, 26, 4
2017/3/27, 48, 22, 3
2017/3/28, 49, 18, 2
2017/3/29, 27, 22, 2
2017/3/30, 31, 16, 2
2017/3/31, 28, 7, 2
2020/1/1, , 25, 3
2019/7/11, , 12, 2
2018/12/31, , 8, 1
2019/1/11, , 16, 2
2019/1/12, , 8, 1
2019/1/13, , 18, 2
2018/10/13, , 11, 2
2018/10/14, , 17, 2
2018/8/18, , 5, 2
2018/8/19, , 10, 2
2018/8/20, , 8, 2
2018/6/3, , 13, 2
2018/2/2, , 13, 2
2018/2/3, , 19, 4
2018/2/4, , 20, 3
2018/2/5, , 32, 6
2018/2/6, , 24, 4
2018/2/7, , 17, 3
2018/2/8, , 17, 4
2017/12/18, , 14, 2
2017/9/8, , 16, 3
2017/4/9, , 20, 2
2017/4/27, , 10, 
2017/5/7, , 9, 5
2017/1/1, , 21, 3
2017/1/10, , 21, 3
2017/1/11, , 20, 2
2017/1/12, , 13, 2
2017/1/13, , 19, 2
2017/1/14, , 16, 2
2017/1/15, , 27, 3
2017/1/16, , 28, 5
2017/1/17, , 21, 3
2017/1/18, , 20, 4
2017/1/19, , 25, 4
2017/1/20, , 18, 3
2017/1/21, , 16, 4
2017/1/22, , 7, 1
2017/1/23, , 15, 2
2017/1/24, , 17, 2
2017/1/25, , 22, 3
2017/1/26, , 8, 1
2017/1/27, , 9, 2
2017/1/28, , 15, 2
2017/1/29, , 23, 2
2017/1/30, , 26, 3
2017/1/31, , 22, 3
2017/2/1, , 21, 2
2017/2/2, , 18, 2
2017/2/3, , 11, 2
2017/2/4, , 13, 2
2017/2/5, , 19, 3
2017/2/6, , 26, 4
2017/2/7, , 23, 4
