date, pm10, no2, co
2017/4/27, 8, 23, 
2017/4/28, 8, 20, 
2017/4/29, 10, 14, 
2017/4/30, 6, 13, 
2017/5/1, 12, 20, 
2017/5/2, 5, 25, 
2017/5/3, 19, 20, 
2017/5/4, 16, 26, 
2017/5/5, 10, 18, 
2017/5/6, 11, 14, 
2017/5/7, 6, 26, 
2017/5/8, 10, 23, 
2017/5/9, 7, 23, 
2017/5/10, 11, 21, 
2017/5/11, 12, 23, 
2017/5/12, 14, 19, 
2017/5/13, 9, 15, 
2017/5/14, 10, 22, 
2017/5/15, 13, 20, 
2017/5/16, 10, 23, 
2017/5/17, 15, 27, 
2017/5/18, 22, 17, 
2017/5/19, 16, 13, 
2017/5/20, 8, 12, 
2017/5/21, 11, 22, 
2017/5/22, 17, 25, 
2017/5/23, 19, 29, 
2017/5/24, 23, 17, 
2017/5/25, 8, 22, 
2017/5/26, 11, 17, 
2017/5/27, 13, 18, 
2017/5/28, 14, 29, 
2017/5/29, 16, 25, 
2017/5/30, 32, 23, 
2017/5/31, 25, 25, 
2017/6/1, 17, 23, 
2017/6/2, 13, 20, 
2017/6/3, 12, 16, 
2017/6/4, 8, 11, 
2017/6/5, 8, 19, 
2017/6/6, 9, 23, 
2017/6/7, 10, 19, 
2017/6/8, 9, 23, 
2017/6/9, 14, 21, 
2017/6/10, 12, 15, 
2017/6/11, 11, 21, 
2017/6/12, 15, 25, 
2017/6/13, 17, 26, 
2017/6/14, 21, 20, 
2017/6/15, 16, 24, 
2017/6/16, 15, 19, 
2017/6/17, 14, 16, 
2017/6/18, 10, 25, 
2017/6/19, 16, 24, 
2017/6/20, 22, 32, 
2017/6/21, 22, 33, 
2017/6/22, 26, 29, 
2017/6/23, 26, 22, 
2017/6/24, 26, 16, 
2017/6/25, 16, 18, 
2017/6/26, 11, 22, 
2017/6/27, 16, 23, 
2017/6/28, 15, 21, 
2017/6/29, 7, 21, 
2017/6/30, 7, 18, 
2017/1/2, 42, 30, 
2017/1/3, 32, 26, 
2017/1/4, 22, 20, 
2017/1/5, 14, 29, 
2017/1/6, 28, 33, 
2017/1/7, 34, 31, 
2017/1/8, 31, 27, 
2017/1/9, 43, 37, 
2017/1/10, 25, 30, 
2017/1/11, 27, 35, 
2017/1/12, 26, 22, 
2017/1/13, 10, 26, 
2017/1/14, 17, 29, 
2017/1/15, 24, 34, 
2017/1/16, 33, 33, 
2017/1/17, 33, 39, 
2017/1/18, 40, 41, 
2017/1/19, 43, 50, 
2017/1/20, 60, 49, 
2017/1/21, 72, 45, 
2017/1/22, 79, 52, 
2017/1/23, 86, 45, 
2017/1/24, 78, 39, 
2017/1/25, 57, 41, 
2017/1/26, 54, 53, 
2017/1/27, 60, 51, 
2017/1/28, 70, 47, 
2017/1/29, 43, 40, 
2017/1/30, 54, 40, 
2017/1/31, 32, 33, 
2017/2/1, 32, 26, 
2017/2/2, 8, 31, 
2017/2/3, 35, 31, 
2017/2/4, 22, 28, 
2017/2/5, 19, 33, 
2017/2/6, 41, 27, 
2017/2/7, 30, 28, 
2017/2/8, 35, 22, 
2017/2/9, 50, 28, 
2017/2/10, 57, 28, 
2017/2/11, 55, 21, 
2017/2/12, 47, 24, 
2017/2/13, 42, 30, 
2017/2/14, 49, 34, 
2017/2/15, 33, 24, 
2017/2/16, 23, 36, 
2017/2/17, 36, 32, 
2017/2/18, 21, 22, 
2017/2/19, 14, 31, 
2017/2/20, 22, 32, 
2017/2/21, 23, 20, 
2017/2/22, 9, 26, 
2017/2/23, 16, 18, 
2017/2/24, 11, 25, 
2017/2/25, 14, 23, 
2017/2/26, 15, 27, 
2017/2/27, 25, 25, 
2017/2/28, 18, 27, 
2017/3/1, 9, 30, 
2017/3/2, 16, 22, 
2017/3/3, 9, 15, 
2017/3/4, 6, 22, 
2017/3/5, 12, 22, 
2017/3/6, 10, 27, 
2017/3/7, 15, 22, 
2017/3/8, 9, 31, 
2017/3/9, 10, 23, 
2017/3/10, 10, 25, 
2017/3/11, 12, 18, 
2017/3/12, 16, 24, 
2017/3/13, 25, 28, 
2017/3/14, 35, 31, 
2017/3/15, 44, 26, 
2017/3/16, 39, 27, 
2017/3/17, 18, 27, 
2017/3/18, 16, 20, 
2017/3/19, 7, 19, 
2017/3/20, 15, 15, 
2017/3/21, 19, 21, 
2017/3/22, 23, 15, 
2017/3/23, 18, 17, 
2017/3/24, 20, 18, 
2017/3/25, 17, 15, 
2017/3/26, 12, 26, 
2017/3/27, 13, 29, 
2017/3/28, 26, 29, 
2017/3/29, 25, 26, 
2017/3/30, 20, 25, 
2017/3/31, 17, 20, 
2020/1/1, , 24, 
2018/12/31, , 22, 
2018/4/16, , 20, 
2018/4/17, , 20, 
2018/4/18, , 25, 
2018/4/19, , 22, 
2018/4/20, , 20, 
2018/4/21, , 19, 
2018/4/22, , 23, 
2018/4/23, , 19, 
2018/4/24, , 18, 
2018/4/25, , 23, 
2018/4/26, , 20, 
2017/12/31, , 18, 
2017/12/26, , 29, 
2017/9/10, , 20, 
2017/1/1, , 27, 
