date, pm25, pm10, no2, so2
2019/8/29, , 30, 10, 6
2019/8/30, , 40, 15, 7
2019/8/31, , 43, 15, 6
2019/9/1, , 41, 14, 6
2019/9/2, , 32, 10, 6
2019/9/3, , 29, 9, 6
2019/9/4, , 19, 9, 6
2019/9/5, , 23, 9, 7
2019/9/6, , 26, 11, 6
2019/9/7, , 31, 12, 6
2019/9/8, , 23, 9, 6
2019/9/9, , 30, 12, 8
2019/9/10, , 37, 12, 7
2019/9/11, , 21, 8, 7
2019/9/12, , 16, 9, 6
2019/4/1, , 841, 11, 
2019/4/2, , 882, 9, 
2019/4/3, , 499, 9, 
2019/4/4, , 51, 12, 
2019/4/5, , 58, 10, 
2019/4/6, , 61, 6, 
2019/4/7, , 44, 8, 
2019/4/8, , 60, 12, 
2019/4/9, , 49, 17, 
2019/4/10, , 63, 5, 
2019/4/11, , 61, 7, 
2019/4/12, , 118, 4, 
2019/4/13, , 124, 8, 
2019/4/14, , 245, 12, 
2019/4/15, , 63, 15, 
2019/4/16, , 71, 4, 
2019/4/17, , 57, 4, 
2019/4/18, , 517, 4, 
2019/4/19, , 105, 8, 
2019/4/20, , 83, 10, 
2019/4/21, , 523, 13, 
2019/4/22, , 703, 13, 
2019/4/23, , 71, 8, 
2019/4/24, , 71, 6, 
2019/4/25, , 40, 7, 
2019/4/26, , 58, 9, 
2019/4/27, , 57, 13, 
2019/4/28, , 65, 15, 
2019/4/29, , 64, 14, 
2019/4/30, , 69, 11, 
2019/5/1, , 69, 10, 
2019/5/2, , 57, 8, 
2019/5/3, , 56, 11, 
2019/5/4, , 56, 7, 
2019/5/5, , 61, 8, 
2019/5/6, , 57, 16, 
2019/5/7, , 60, , 
2019/5/8, , 71, , 
2019/5/9, , 60, , 
2019/5/10, , 61, , 
2019/5/11, , 58, , 
2019/5/12, , 64, , 
2019/5/13, , 54, , 
2019/5/14, , 75, , 
2019/5/15, , 65, , 
2019/5/16, , 63, , 
2019/5/17, , 58, , 
2019/5/18, , 47, , 
2019/5/19, , 47, , 
2019/5/20, , 70, 10, 
2019/5/21, , 64, 15, 
2019/5/22, , 69, 14, 
2019/5/23, , 74, 9, 
2019/5/24, , 63, 9, 
2019/5/25, , 59, 8, 
2019/5/26, , 52, 10, 
2019/5/27, , 54, 15, 
2019/5/28, , 71, 12, 
2019/5/29, , 61, 10, 
2019/5/30, , 70, 9, 
2019/5/31, , 58, 7, 
2019/6/1, , 52, 6, 
2019/6/2, , 46, 6, 
2019/6/3, , 41, 7, 
2019/6/4, , 41, 13, 
2019/6/5, , 83, 19, 
2019/6/6, , 101, 16, 
2019/6/8, , 50, 12, 
2019/6/9, , 39, 13, 
2019/6/10, , 51, 7, 
2019/6/11, , 23, 11, 
2019/6/12, , 44, 7, 
2019/6/13, , 17, 9, 
2019/6/14, , 25, 11, 
2019/6/15, , 32, 7, 
2019/6/16, , 30, 11, 
2019/6/17, , 39, 9, 
2019/6/18, , 36, 8, 
2019/6/19, , 30, 11, 
2019/6/20, , 33, 15, 
2019/6/21, , 36, 16, 
2019/6/22, , 38, 9, 
2019/6/23, , 44, 11, 
2019/6/24, , 116, 13, 
2019/6/25, , 39, 9, 
2019/6/26, , 32, 7, 
2019/6/27, , 40, 8, 
2019/6/28, , 37, 8, 
2019/6/29, , 267, 8, 
2019/6/30, , 834, 10, 
2019/1/1, , 270, 10, 
2019/1/2, , 46, 11, 
2019/1/3, , 39, 18, 
2019/1/4, , 52, 20, 
2019/1/5, , 58, 24, 
2019/1/6, , 61, 22, 
2019/1/7, , 61, 21, 
2019/1/8, , 54, 12, 
2019/1/9, , 49, 16, 
2019/1/10, , 53, 18, 
2019/1/11, , 57, 15, 
2019/1/12, , 38, 7, 
2019/1/13, , 26, 10, 
2019/1/14, , 26, 18, 
2019/1/15, , 44, 18, 
2019/1/16, , 51, 14, 
2019/1/17, , 50, 10, 
2019/1/18, , 39, 11, 
2019/1/19, , 42, 9, 
2019/1/20, , 44, 21, 
2019/1/21, , 68, 23, 
2019/1/22, , 114, 8, 
2019/1/23, , 599, 16, 
2019/1/24, , 52, 14, 
2019/1/25, , 52, 12, 
2019/1/26, , 48, 9, 
2019/1/27, , 34, 18, 
2019/1/28, , 54, 15, 
2019/1/29, , 52, 18, 
2019/1/30, , 48, 18, 
2019/1/31, , 52, 6, 
2019/2/1, , 22, 22, 
2019/2/2, , 55, 20, 
2019/2/3, , 53, 19, 
2019/2/4, , 44, 20, 
2019/2/5, , 49, 26, 
2019/2/6, , 68, 20, 
2019/2/7, , 72, 8, 
2019/2/8, , 49, 8, 
2019/2/9, , 33, 10, 
2019/2/10, , 41, 15, 
2019/2/11, , 60, 11, 
2019/2/12, , 52, 9, 
2019/2/13, , 41, 20, 
2019/2/14, , 65, 8, 
2019/2/15, , 42, 18, 
2019/2/16, , 73, 3, 
2019/2/17, , 52, 8, 
2019/2/18, , 47, 12, 
2019/2/19, , 64, 8, 
2019/2/20, , 44, 7, 
2019/2/21, , 58, 6, 
2019/2/22, , 42, 4, 
2019/2/23, , 26, 7, 
2019/2/24, , 44, 12, 
2019/2/25, , 48, 17, 
2019/2/26, , 55, 15, 
2019/2/27, , 55, 17, 390
2019/2/28, , 58, 10, 500
2019/3/1, , 57, 12, 394
2019/3/2, , 56, 11, 392
2019/3/3, , 44, 9, 462
2019/3/4, , 56, 9, 500
2019/3/5, , 49, 10, 216
2019/3/6, , 42, 19, 
2019/3/7, , 56, 19, 
2019/3/8, , 57, 19, 
2019/3/9, , 64, 16, 
2019/3/10, , 57, 14, 
2019/3/11, , 65, 9, 
2019/3/12, , 88, 6, 
2019/3/13, , 67, 10, 
2019/3/14, , 50, 8, 
2019/3/15, , 51, 8, 
2019/3/16, , 40, 8, 
2019/3/17, , 38, 6, 
2019/3/18, , 34, 8, 
2019/3/19, , 34, 8, 
2019/3/20, , 38, 8, 
2019/3/21, , 40, 9, 
2019/3/22, , 42, 8, 
2019/3/23, , 38, 10, 
2019/3/24, , 46, 12, 
2019/3/25, , 50, 8, 
2019/3/26, , 49, 7, 
2019/3/27, , 44, 14, 
2019/3/28, , 86, 15, 
2019/3/29, , 56, 15, 
2019/3/30, , 136, 5, 
2019/3/31, , 882, 9, 
2018/10/1, , 23, 10, 
2018/10/2, , 31, 9, 
2018/10/3, , 27, 9, 
2018/10/4, , 29, 9, 
2018/10/5, , 41, 12, 
2018/10/6, , 39, 12, 
2018/10/7, , 33, 11, 
2018/10/8, , 35, 8, 
2018/10/9, , 26, 16, 
2018/10/10, , 52, 11, 
2018/10/11, , 41, 15, 
2018/10/12, , 45, 20, 
2018/10/13, , 57, 12, 
2018/10/14, , 43, 10, 
2018/10/15, , 43, 7, 
2018/10/16, , 31, 9, 
2018/10/17, , 29, 9, 
2018/10/18, , 21, 8, 
2018/10/19, , 27, , 
2018/11/7, , 60, 19, 
2018/11/8, , 54, 14, 
2018/11/9, , 57, 9, 
2018/11/10, , 31, 13, 
2018/11/11, , 48, 22, 
2018/11/12, , 63, 12, 
2018/11/13, , 31, 11, 
2018/11/14, , 29, 19, 
2018/11/15, , 189, 23, 
2018/11/16, , 881, 27, 
2018/11/17, , 642, 23, 
2018/11/18, , 61, 16, 
2018/11/19, , 48, 15, 
2018/11/20, , 55, 13, 
2018/11/21, , 52, 19, 
2018/11/22, , 61, 24, 
2018/11/23, , 73, 20, 
2018/11/24, , 57, 11, 
2018/11/25, , 35, 13, 
2018/11/26, , 50, 14, 
2018/11/27, , 47, 14, 
2018/11/28, , 34, 17, 
2018/11/29, , 36, 14, 
2018/11/30, , 47, 3, 
2018/12/1, , 32, 8, 
2018/12/2, , 25, 28, 
2018/12/3, , 72, 13, 
2018/12/4, , 53, 11, 
2018/12/5, , 37, 14, 
2018/12/6, , 45, 23, 
2018/12/7, , 55, 14, 
2018/12/8, , 52, 8, 
2018/12/9, , 30, 9, 
2018/12/10, , 32, 13, 
2018/12/11, , 45, 13, 
2018/12/12, , 57, 5, 
2018/12/13, , 30, 13, 
2018/12/14, , 31, 25, 
2018/12/15, , 52, 27, 
2018/12/16, , 60, 26, 
2018/12/17, , 63, 21, 
2018/12/18, , 71, 7, 
2018/12/19, , 29, 10, 
2018/12/20, , 25, 28, 
2018/12/21, , 59, 32, 
2018/12/22, , 83, 24, 
2018/12/23, , 54, 19, 
2018/12/24, , 52, 21, 
2018/12/25, , 72, 17, 
2018/12/26, , 65, 8, 
2018/12/27, , 33, 10, 
2018/12/28, , 36, 21, 
2018/12/29, , 72, 10, 
2018/12/30, , 52, , 
2018/7/6, , 478, 10, 
2018/7/7, , 35, 11, 
2018/7/8, , 37, 9, 
2018/7/9, , 40, 9, 
2018/7/10, , 46, 10, 
2018/7/11, , 42, 11, 
2018/7/12, , 46, 11, 
2018/7/13, , 51, 12, 
2018/7/14, , 37, 10, 
2018/7/15, , 62, 9, 
2018/7/16, , 70, 10, 
2018/7/17, , 61, 12, 
2018/7/18, , 48, 10, 
2018/7/19, , 47, 11, 
2018/7/20, , 53, 11, 
2018/7/21, , 47, , 
2018/7/22, , 50, , 
2018/7/23, , 50, , 
2018/7/24, , 50, , 
2018/7/25, , 56, , 
2018/7/26, , 58, , 
2018/7/27, , 63, , 
2018/7/28, , 52, , 
2018/7/30, , 45, , 
2018/7/31, , 35, , 
2018/8/1, , 35, , 
2018/8/2, , 30, 8, 169
2018/8/3, , 38, 9, 238
2018/8/4, , 35, 8, 348
2018/8/5, , 26, 5, 165
2018/8/6, , 28, 7, 273
2018/8/7, , 35, 7, 245
2018/8/8, , 42, 9, 446
2018/8/9, , 45, 8, 201
2018/8/10, , 42, 9, 287
2018/8/11, , 42, 9, 163
2018/8/12, , 23, 9, 237
2018/8/13, , 43, 15, 436
2018/8/14, , 44, 11, 285
2018/8/15, , 47, 12, 265
2018/8/16, , 44, 10, 198
2018/8/17, , 43, 10, 222
2018/8/18, , 40, 10, 356
2018/8/19, , 37, 10, 371
2018/8/20, , 181, 11, 359
2018/8/21, , 884, 7, 398
2018/8/22, , 884, 9, 452
2018/8/23, , 571, 8, 366
2018/8/24, , 39, 12, 268
2018/8/25, , 37, 10, 266
2018/8/26, , 32, 8, 490
2018/8/27, , 39, 9, 
2018/8/28, , 40, 9, 
2018/8/29, , 38, 10, 
2018/8/30, , 39, 13, 
2018/8/31, , 38, 11, 
2018/9/1, , 43, 7, 
2018/9/2, , 40, 8, 
2018/9/3, , 42, 9, 
2018/9/4, , 41, 9, 
2018/9/5, , 39, 9, 
2018/9/6, , 30, 10, 
2018/9/7, , 36, 14, 
2018/9/8, , 534, 17, 
2018/9/9, , 882, 16, 
2018/9/10, , 538, 14, 
2018/9/11, , 29, 17, 
2018/9/12, , 31, 14, 
2018/9/13, , 23, 12, 
2018/9/14, , 35, 10, 
2018/9/15, , 37, 8, 
2018/9/16, , 33, 11, 
2018/9/17, , 41, 13, 
2018/9/18, , 43, 12, 
2018/9/19, , 41, 12, 
2018/9/20, , 39, 12, 
2018/9/21, , 35, 4, 
2018/9/23, , 33, 7, 
2018/9/24, , 39, 10, 
2018/9/25, , 39, 8, 
2018/9/26, , 36, 8, 
2018/9/27, , 43, 12, 
2018/9/28, , 32, 10, 
2018/9/29, , 29, 10, 
2018/9/30, , 28, 7, 
2017/3/31, , 24, 29, 
2020/1/1, , , 3, 1
2020/1/4, , , 30, 3
2019/9/13, , , 9, 6
2019/9/14, , , 8, 5
2019/9/15, , , 9, 6
2019/9/16, , , 7, 6
2019/9/17, , , 12, 7
2019/6/7, , , 15, 
2018/12/31, , , 18, 
2018/11/6, , , 20, 
2018/7/1, , , 21, 
2018/7/2, , , 20, 
2018/7/3, , , 20, 
2018/7/4, , , 17, 
2018/7/5, , , 12, 
2018/4/1, , , 12, 
2018/4/2, , , 11, 
2018/4/3, , , 9, 
2018/4/4, , , 13, 
2018/4/5, , , 13, 
2018/4/6, , , 14, 
2018/4/7, , , 10, 
2018/4/8, , , 16, 
2018/4/9, , , 12, 
2018/4/10, , , 14, 
2018/4/11, , , 16, 
2018/4/12, , , 15, 
2018/4/13, , , 13, 
2018/4/14, , , 8, 
2018/4/15, , , 12, 
2018/4/16, , , 20, 
2018/4/17, , , 20, 
2018/4/18, , , 12, 
2018/4/19, , , 12, 
2018/4/20, , , 12, 
2018/4/21, , , 11, 
2018/4/22, , , 10, 
2018/4/24, , , 12, 
2018/4/25, , , 14, 
2018/4/26, , , 13, 
2018/4/27, , , 14, 
2018/4/28, , , 11, 
2018/4/29, , , 12, 
2018/4/30, , , 14, 
2018/5/1, , , 17, 
2018/5/2, , , 15, 
2018/5/3, , , 18, 
2018/5/4, , , 19, 
2018/5/6, , , 14, 
2018/5/7, , , 14, 
2018/5/8, , , 15, 
2018/5/9, , , 18, 
2018/5/10, , , 18, 
2018/5/11, , , 14, 
2018/5/12, , , 14, 
2018/5/13, , , 22, 
2018/5/14, , , 22, 
2018/5/15, , , 21, 
2018/5/16, , , 21, 
2018/5/17, , , 18, 
2018/5/18, , , 17, 
2018/5/19, , , 14, 
2018/5/20, , , 14, 
2018/5/21, , , 13, 
2018/5/22, , , 20, 
2018/5/23, , , 14, 
2018/5/24, , , 12, 
2018/5/25, , , 12, 
2018/5/26, , , 13, 
2018/5/27, , , 14, 
2018/5/28, , , 16, 
2018/5/29, , , 16, 
2018/5/30, , , 14, 
2018/5/31, , , 12, 
2018/6/1, , , 12, 
2018/6/2, , , 12, 
2018/6/5, , , 13, 
2018/6/6, , , 17, 
2018/6/7, , , 15, 
2018/6/8, , , 14, 
2018/6/9, , , 13, 
2018/6/10, , , 14, 
2018/6/11, , , 15, 
2018/6/12, , , 20, 
2018/6/13, , , 18, 
2018/6/14, , , 19, 
2018/6/15, , , 19, 
2018/6/16, , , 17, 
2018/6/17, , , 16, 
2018/6/18, , , 15, 
2018/6/19, , , 14, 
2018/6/20, , , 15, 
2018/6/21, , , 18, 
2018/6/22, , , 22, 
2018/6/25, , , 21, 
2018/6/26, , , 18, 
2018/6/27, , , 16, 
2018/6/28, , , 18, 
2018/6/29, , , 20, 
2018/3/14, , , 17, 
2018/3/15, , , 14, 
2018/3/16, , , 10, 
2018/3/23, , , 18, 
2018/3/24, , , 20, 
2018/3/25, , , 16, 
2018/3/26, , , 18, 
2018/3/27, , , 17, 
2018/3/28, , , 11, 
2018/3/29, , , 12, 
2018/3/30, , , 12, 
2018/3/31, , , 9, 
2017/10/1, , , 20, 
2017/10/2, , , 18, 
2017/10/3, , , 19, 
2017/10/4, , , 18, 
2017/10/5, , , 18, 
2017/10/6, , , 19, 
2017/10/7, , , 25, 
2017/10/8, , , 11, 
2017/10/9, , , 17, 
2017/10/10, , , 16, 
2017/10/17, , , 20, 
2017/10/18, , , 33, 
2017/10/22, , , 14, 
2017/10/23, , , 19, 
2017/10/24, , , 18, 
2017/10/25, , , 17, 
2017/10/29, , , 24, 
2017/10/30, , , 26, 
2017/11/5, , , 20, 
2017/11/6, , , 29, 
2017/11/12, , , 14, 
2017/11/13, , , 19, 
2017/11/14, , , 20, 
2017/11/15, , , 26, 
2017/11/23, , , 25, 
2017/11/24, , , 28, 
2017/11/25, , , 30, 
2017/11/26, , , 24, 
2017/11/27, , , 24, 
2017/11/28, , , 28, 
2017/7/1, , , 12, 
2017/7/3, , , 10, 
2017/7/4, , , 10, 
2017/7/5, , , 9, 
2017/7/6, , , 8, 
2017/7/7, , , 11, 
2017/7/8, , , 8, 
2017/7/9, , , 7, 
2017/7/10, , , 8, 
2017/7/11, , , 18, 
2017/7/12, , , 12, 
2017/7/14, , , 13, 
2017/7/15, , , 12, 
2017/7/16, , , 11, 
2017/7/17, , , 14, 
2017/7/18, , , 14, 
2017/7/19, , , 11, 
2017/7/20, , , 9, 
2017/7/21, , , 10, 
2017/7/22, , , 9, 
2017/7/23, , , 10, 
2017/7/24, , , 10, 
2017/7/25, , , 9, 
2017/7/26, , , 9, 
2017/7/27, , , 11, 
2017/7/28, , , 12, 
2017/7/29, , , 9, 
2017/7/30, , , 8, 
2017/7/31, , , 12, 
2017/8/1, , , 10, 
2017/8/2, , , 9, 
2017/8/4, , , 10, 
2017/8/5, , , 11, 
2017/8/7, , , 9, 
2017/8/8, , , 8, 
2017/8/9, , , 9, 
2017/8/10, , , 9, 
2017/8/11, , , 12, 
2017/8/14, , , 12, 
2017/8/15, , , 15, 
2017/8/16, , , 14, 
2017/8/18, , , 17, 
2017/8/19, , , 16, 
2017/8/20, , , 12, 
2017/8/21, , , 14, 
2017/8/22, , , 13, 
2017/8/23, , , 14, 
2017/8/24, , , 14, 
2017/8/25, , , 13, 
2017/8/27, , , 9, 
2017/8/28, , , 14, 
2017/8/29, , , 15, 
2017/8/30, , , 16, 
2017/8/31, , , 20, 
2017/9/1, , , 18, 
2017/9/2, , , 14, 
2017/9/3, , , 12, 
2017/9/4, , , 11, 
2017/9/5, , , 12, 
2017/9/11, , , 15, 
2017/9/12, , , 8, 
2017/9/13, , , 19, 
2017/9/14, , , 21, 
2017/9/15, , , 21, 
2017/9/19, , , 14, 
2017/9/20, , , 17, 
2017/9/21, , , 17, 
2017/9/22, , , 16, 
2017/9/23, , , 14, 
2017/9/24, , , 13, 
2017/9/25, , , 16, 
2017/9/26, , , 18, 
2017/9/27, , , 15, 
2017/9/28, , , 18, 
2017/9/29, , , 17, 
2017/9/30, , , 17, 
2017/4/2, , , 5, 
2017/4/3, , , 15, 
2017/4/4, , , 17, 
2017/4/5, , , 26, 
2017/4/6, , , 14, 
2017/4/7, , , 21, 
2017/4/8, , , 13, 
2017/4/9, , , 15, 
2017/4/10, , , 17, 
2017/4/11, , , 13, 
2017/4/18, , , 20, 
2017/4/19, , , 22, 
2017/4/20, , , 17, 
2017/4/21, , , 13, 
2017/4/22, , , 13, 
2017/4/23, , , 10, 
2017/4/24, , , 13, 
2017/4/25, , , 10, 
2017/5/2, , , 27, 
2017/5/3, , , 23, 
2017/5/5, , , 14, 
2017/5/6, , , 19, 
2017/5/7, , , 14, 
2017/5/8, , , 16, 
2017/5/9, , , 16, 
2017/5/10, , , 20, 
2017/5/11, , , 23, 
2017/5/12, , , 17, 
2017/6/8, , , 14, 
2017/6/9, , , 19, 
2017/6/14, , , 10, 
2017/6/15, , , 11, 
2017/6/16, , , 13, 
2017/6/17, , , 14, 
2017/6/18, , , 13, 
2017/6/19, , , 10, 
2017/6/20, , , 9, 
2017/6/21, , , 11, 
2017/6/22, , , 13, 
2017/6/23, , , 14, 
2017/6/24, , , 18, 
2017/6/25, , , 10, 
2017/6/26, , , 10, 
2017/6/27, , , 13, 
2017/6/28, , , 13, 
2017/6/29, , , 14, 
2017/6/30, , , 12, 
2017/3/30, , , 23, 
