date, pm10, no2, so2, co
2019/7/6, 29, 21, 3, 
2019/7/7, 30, 23, 3, 
2019/7/8, 31, 23, 3, 
2019/7/9, 27, 16, 3, 
2019/7/10, 27, 20, 3, 
2019/7/11, 22, 19, 1, 
2019/7/12, 22, 21, 1, 
2019/7/13, 24, 13, 3, 
2019/7/14, 25, 20, 3, 
2019/7/15, 19, 18, 3, 
2019/7/16, 20, 20, 3, 
2019/7/17, 20, 23, 3, 
2019/7/18, 21, 19, 3, 
2019/7/19, 25, 19, 3, 
2019/7/20, 25, 14, 3, 
2019/7/21, 25, 21, 3, 
2019/7/22, 27, 17, 3, 
2019/7/23, 29, 13, 3, 
2019/7/24, 25, 21, 3, 
2019/7/25, 21, 19, 3, 
2019/7/26, 24, 17, 4, 
2019/7/27, 25, 8, 4, 
2019/7/28, 24, 13, 3, 
2019/7/29, 22, 17, 3, 
2019/7/30, 27, 20, 3, 
2019/7/31, 22, 19, 3, 
2019/8/1, 26, 17, 3, 
2019/8/2, 27, 13, 3, 
2019/8/3, 23, 12, 3, 
2019/8/4, 19, 17, 2, 
2019/8/5, 18, 24, 3, 
2019/8/6, 24, 23, 3, 
2019/8/7, 26, 22, 4, 
2019/8/8, 41, 22, 4, 
2019/8/9, 57, 15, 5, 
2019/8/10, 37, 13, 4, 
2019/8/11, 30, 18, 7, 
2019/8/12, 26, 19, 9, 
2019/8/13, 28, 28, 6, 
2019/8/14, 26, 16, 4, 
2019/8/15, 27, 18, 4, 
2019/8/16, 22, 17, 4, 
2019/8/17, 23, 15, 4, 
2019/8/18, 22, 26, 4, 
2019/8/19, 23, 17, 5, 
2019/8/20, 25, 20, 5, 
2019/8/21, 25, 21, 4, 
2019/8/22, 31, 23, 5, 
2019/8/23, 32, 17, 5, 
2019/8/24, 33, 16, 5, 
2019/8/25, 31, 23, 6, 
2019/8/26, 34, 23, 6, 
2019/8/27, 37, 26, 7, 
2019/8/28, 31, 24, 5, 
2019/8/29, 33, 23, 6, 
2019/8/30, 29, 16, 6, 
2019/8/31, 29, 20, 5, 
2019/9/1, 27, 26, 5, 
2019/9/2, 28, 29, 6, 
2019/9/3, 30, 21, 6, 
2019/9/4, 35, 16, 11, 
2019/9/5, 40, 16, 9, 
2019/9/6, 33, 15, 6, 
2019/9/7, 26, 15, 8, 
2019/9/8, 28, 24, 8, 
2019/9/9, 27, 20, 7, 
2019/9/10, 28, 20, 6, 
2019/9/11, 29, 26, 5, 
2019/9/12, 29, 28, 4, 
2019/9/13, 35, 32, 5, 
2019/9/14, 37, 32, 2, 
2019/9/15, 41, 34, 2, 
2019/9/16, 32, 42, 6, 
2019/9/17, 36, 31, 7, 
2019/9/18, 42, 24, 9, 
2019/9/19, 35, 23, 5, 
2019/9/20, 34, 23, 5, 
2019/9/21, 28, 24, 5, 
2019/9/22, 26, 30, 5, 
2019/9/23, 33, 27, 6, 
2019/9/24, 36, 19, 6, 
2019/9/25, 43, 22, 7, 
2019/9/26, 27, 21, 5, 
2019/9/27, 25, 31, 5, 
2019/9/28, 23, 23, 7, 
2019/9/29, 29, 43, 6, 
2019/9/30, 30, 29, 6, 
2019/4/1, 31, 16, 5, 
2019/4/2, 35, 18, 4, 
2019/4/3, 34, 17, 4, 
2019/4/4, 37, 18, 2, 
2019/4/5, 34, 11, 2, 
2019/4/6, 37, 17, 2, 
2019/4/7, 30, 19, 2, 
2019/4/8, 43, 18, 1, 
2019/4/9, 34, 23, 1, 
2019/4/10, 27, 22, 1, 
2019/4/11, 82, 21, 1, 
2019/4/12, 48, 20, 1, 
2019/4/13, 33, 18, , 
2019/4/14, 44, 15, 1, 
2019/4/15, 23, 20, 2, 
2019/4/16, 21, 16, 2, 
2019/4/17, 25, 17, 4, 
2019/4/18, 22, 17, 1, 
2019/4/19, 21, 16, 1, 
2019/4/20, 20, 14, , 
2019/4/21, 21, 15, 3, 
2019/4/23, 27, 19, 4, 
2019/4/24, 30, 21, 4, 
2019/4/25, 36, 16, 5, 
2019/4/26, 44, 12, 4, 
2019/4/27, 47, 13, 1, 
2019/4/28, 29, 17, 2, 
2019/4/29, 19, 16, 1, 
2019/4/30, 30, 9, , 
2019/5/1, 26, 25, 1, 
2019/5/2, 17, 23, 1, 
2019/5/3, 27, 19, 2, 
2019/5/4, 63, 10, 1, 
2019/5/5, 24, 13, 1, 
2019/5/6, 21, 9, 1, 
2019/5/7, 18, 16, 1, 
2019/5/8, 21, 23, 1, 
2019/5/9, 25, 17, 1, 
2019/5/10, 34, 16, 1, 
2019/5/11, 27, 12, 1, 
2019/5/12, 25, 12, 4, 
2019/5/13, 23, 15, 2, 
2019/5/14, 24, 17, 3, 
2019/5/15, 31, 18, 1, 
2019/5/16, 28, 17, 1, 
2019/5/17, 24, 20, 1, 
2019/5/18, 25, 18, 1, 
2019/5/19, 28, 21, 1, 
2019/5/20, 23, 20, 1, 
2019/5/21, 21, 20, 1, 
2019/5/22, 19, 18, 1, 
2019/5/23, 18, 17, 1, 
2019/5/24, 18, 15, 1, 
2019/5/25, 19, 16, 1, 
2019/5/26, 17, 16, 1, 
2019/5/27, 19, 15, 2, 
2019/5/28, 24, 20, 2, 
2019/5/29, 31, 17, 1, 
2019/5/30, 27, 22, , 
2019/5/31, 24, 14, , 
2019/6/1, 23, 17, , 
2019/6/2, 22, 20, , 
2019/6/3, 25, 21, , 
2019/6/4, 29, 19, , 
2019/6/5, 31, 21, , 
2019/6/6, 31, 23, , 
2019/6/7, 30, 19, , 
2019/6/8, 31, 17, , 
2019/6/9, 36, 20, , 
2019/6/10, 34, 20, , 
2019/6/11, 28, 18, , 
2019/6/12, 27, 18, , 
2019/6/13, 28, 21, 1, 
2019/6/14, 35, 18, 1, 
2019/6/15, 34, 16, 1, 
2019/6/16, 28, 19, 1, 
2019/6/17, 27, 17, 1, 
2019/6/18, 28, 16, 1, 
2019/6/19, 28, 19, 1, 
2019/6/20, 28, 19, 1, 
2019/6/21, 26, 18, 1, 
2019/6/22, 26, 17, 1, 
2019/6/23, 26, 18, 1, 
2019/6/24, 28, 17, 1, 
2019/6/25, 28, 15, 1, 
2019/6/26, 25, 20, 1, 
2019/6/27, 27, 21, , 
2019/6/28, 30, 14, 1, 
2019/6/29, 27, 15, 1, 
2019/6/30, 24, 21, 1, 
2019/1/1, 37, 11, 3, 
2019/1/2, 28, 11, 2, 
2019/1/3, 20, 16, 2, 
2019/1/4, 25, 14, 3, 
2019/1/5, 32, 11, 2, 
2019/1/6, 33, 13, 2, 
2019/1/7, 24, 16, 2, 
2019/1/8, 34, 18, 3, 
2019/1/9, 58, 16, 3, 
2019/1/10, 53, 13, 3, 
2019/1/11, 43, , 2, 
2019/1/12, 25, , 3, 
2019/1/13, 25, 13, 4, 
2019/1/14, 44, 2, 2, 
2019/1/15, 30, 2, 2, 
2019/1/16, 16, 33, 5, 
2019/1/17, 22, 41, 5, 
2019/1/18, 67, 25, 5, 
2019/1/19, 82, 16, 2, 
2019/1/20, 55, 20, 3, 
2019/1/21, 50, 18, 3, 
2019/1/22, 44, 18, 2, 
2019/1/23, 48, 21, 2, 
2019/1/24, 42, 14, 2, 
2019/1/25, 36, 15, 2, 
2019/1/26, 33, 21, 2, 
2019/1/27, 29, 28, 3, 
2019/1/28, 56, 23, 2, 
2019/1/29, 84, 28, 2, 
2019/1/30, 68, 25, 2, 
2019/1/31, 58, 34, 3, 
2019/2/1, 39, 32, 3, 
2019/2/2, 94, 30, 3, 
2019/2/3, 91, 34, 3, 
2019/2/4, 95, 25, 5, 
2019/2/5, 89, 24, 3, 
2019/2/6, 52, 20, 2, 
2019/2/7, 35, 23, 2, 
2019/2/8, 39, 23, 10, 
2019/2/9, 49, 26, 7, 
2019/2/10, 48, 29, 4, 
2019/2/11, 82, 19, 2, 
2019/2/12, 67, 23, 2, 
2019/2/13, 24, 20, 2, 
2019/2/14, 30, 23, 2, 
2019/2/15, 27, 23, 2, 
2019/2/16, 31, 29, 3, 
2019/2/17, 43, 41, 4, 
2019/2/18, 76, 27, 6, 
2019/2/19, 78, 30, 4, 
2019/2/20, 72, 26, 2, 
2019/2/21, 52, 26, 3, 
2019/2/22, 42, 16, 1, 
2019/2/23, 27, 17, 2, 
2019/2/24, 23, 19, 2, 
2019/2/25, 30, 20, 3, 
2019/2/26, 32, 28, 3, 
2019/2/27, 36, 22, 3, 
2019/2/28, 41, 26, 3, 
2019/3/1, 28, 25, 2, 
2019/3/2, 30, 20, 3, 
2019/3/3, 30, 28, 3, 
2019/3/4, 38, 31, 3, 
2019/3/5, 49, 36, 3, 
2019/3/6, 41, 31, 4, 
2019/3/7, 38, 40, 4, 
2019/3/8, 56, 35, 3, 
2019/3/9, 63, 32, 4, 
2019/3/10, 44, 31, 3, 
2019/3/11, 38, 23, 2, 
2019/3/12, 28, 24, 3, 
2019/3/13, 19, 24, 2, 
2019/3/14, 29, 28, 2, 
2019/3/15, 37, 26, 3, 
2019/3/16, 29, 25, 3, 
2019/3/17, 20, 30, 3, 
2019/3/18, 26, 30, 3, 
2019/3/19, 37, 20, 3, 
2019/3/20, 34, 18, 5, 
2019/3/21, 31, 21, 5, 
2019/3/22, 30, 22, 4, 
2019/3/23, 39, 16, 5, 
2019/3/24, 31, 24, 3, 
2019/3/25, 35, 19, 2, 
2019/3/26, 38, 16, 2, 
2019/3/27, 31, 16, 4, 
2019/3/28, 26, 18, 3, 
2019/3/29, 27, 14, 5, 
2019/3/30, 28, 17, 2, 
2019/3/31, 33, 23, 2, 
2018/10/1, 19, 16, , 
2018/10/2, 31, 18, , 
2018/10/3, 41, 21, , 
2018/10/4, 30, 20, , 
2018/10/5, 29, 19, , 
2018/10/6, 36, 22, , 
2018/10/7, 34, 20, , 
2018/10/8, 38, 21, , 
2018/10/9, 35, 21, , 
2018/10/10, 33, 22, 1, 
2018/10/11, 38, 22, 2, 
2018/10/12, 48, 18, 2, 
2018/10/13, 45, 20, 1, 
2018/10/14, 39, 21, 2, 
2018/10/15, 44, 20, 2, 
2018/10/16, 38, 18, 2, 
2018/10/17, 42, 21, 2, 
2018/10/18, 49, 21, 2, 
2018/10/19, 58, 21, 2, 
2018/10/20, 61, 16, 2, 
2018/10/21, 51, 16, 2, 
2018/10/22, 50, 21, 2, 
2018/10/23, 46, 16, 1, 
2018/10/24, 53, 14, 1, 
2018/10/25, 23, 20, 1, 
2018/10/26, 23, 19, 1, 
2018/10/27, 39, 19, 2, 
2018/10/28, 50, 17, 2, 
2018/10/29, 55, 19, 2, 
2018/10/30, 61, 18, 1, 
2018/10/31, 64, 20, 25, 
2018/11/1, 70, 13, 6, 
2018/11/2, 64, 13, 4, 
2018/11/3, 54, 11, 2, 
2018/11/4, 50, 12, 2, 
2018/11/5, 37, 11, 2, 
2018/11/6, 57, 11, 2, 
2018/11/7, 46, 13, 3, 
2018/11/8, 55, 13, 3, 
2018/11/9, 67, 12, 4, 
2018/11/10, 63, 16, 5, 
2018/11/11, 59, 12, 3, 
2018/11/12, 64, 8, 2, 
2018/11/13, 78, 8, 4, 
2018/11/14, 56, 9, 2, 
2018/11/15, 59, 6, 2, 
2018/11/16, 29, 5, 1, 
2018/11/17, 20, 6, 2, 
2018/11/18, 25, 7, 3, 
2018/11/19, 21, 6, 3, 
2018/11/20, 53, 5, 3, 
2018/11/21, 30, 5, 4, 
2018/11/22, 19, 7, 22, 
2018/11/23, 33, 7, 19, 
2018/11/24, 43, , 1, 
2018/11/26, 64, , 1, 
2018/11/27, 58, , 1, 
2018/11/28, 46, 12, 1, 
2018/11/29, 35, 12, 1, 
2018/11/30, 45, 16, 2, 
2018/12/1, 41, 20, 2, 
2018/12/2, 81, 26, 4, 
2018/12/3, 95, 27, 4, 
2018/12/4, 106, 16, 3, 
2018/12/5, 92, 13, 5, 
2018/12/6, 38, 20, 3, 
2018/12/7, 47, 21, 3, 
2018/12/8, 71, 21, 4, 
2018/12/9, 88, 16, 3, 
2018/12/10, 60, 13, 2, 
2018/12/11, 38, 15, 3, 
2018/12/12, 21, 19, 4, 
2018/12/13, 34, 17, 4, 
2018/12/14, 57, 16, 3, 
2018/12/15, 60, 17, 2, 
2018/12/16, 51, 15, 3, 
2018/12/17, 37, 16, 2, 
2018/12/18, 42, 16, 3, 
2018/12/19, 28, 18, 4, 
2018/12/20, 55, 17, 3, 
2018/12/21, 64, 18, 2, 
2018/12/22, 68, 14, 3, 
2018/12/23, 57, 17, 3, 
2018/12/24, 36, 9, 2, 
2018/12/25, 27, 10, 2, 
2018/12/26, 16, 11, 3, 
2018/12/27, 17, 18, 3, 
2018/12/28, 26, 10, 3, 
2018/12/29, 34, 12, 3, 
2018/12/30, 19, , , 
2018/7/1, 21, 20, 1, 
2018/7/2, 25, 14, , 
2018/7/3, 34, 13, , 
2018/7/4, 36, 16, 1, 
2018/7/5, 31, 19, 2, 
2018/7/6, 28, 14, 2, 
2018/7/7, 35, 14, 2, 
2018/7/8, 29, 16, 2, 
2018/7/9, 23, 14, 1, 
2018/7/10, 23, 13, 1, 
2018/7/11, 24, 16, 2, 
2018/7/12, 26, 16, 1, 
2018/7/13, 30, 14, 1, 
2018/7/14, 30, 14, 2, 
2018/7/15, 21, 17, 2, 
2018/7/16, 22, 19, 2, 
2018/7/17, 31, 13, 1, 
2018/7/18, 30, 12, 2, 
2018/7/19, 24, 16, 2, 
2018/7/20, 22, 15, 2, 
2018/7/21, 24, 15, 1, 
2018/7/22, 24, 16, 2, 
2018/7/23, 34, 15, 2, 
2018/7/24, 25, 13, 1, 
2018/7/25, 24, 14, 1, 
2018/7/26, 22, 16, , 
2018/7/27, 21, 13, 1, 
2018/7/28, 24, , , 
2018/7/31, 24, 13, 1, 
2018/8/1, 25, 13, 1, 
2018/8/2, 31, 12, 1, 
2018/8/3, 32, 12, 1, 
2018/8/4, 31, 14, 1, 
2018/8/5, 28, 15, 1, 
2018/8/6, 31, 14, 1, 
2018/8/7, 32, 14, 1, 
2018/8/8, 34, 12, 1, 
2018/8/9, 30, 14, 2, 
2018/8/10, 27, 12, 2, 
2018/8/11, 25, 10, 2, 
2018/8/12, 24, 14, 3, 
2018/8/13, 27, 15, 5, 
2018/8/14, 45, 18, 4, 
2018/8/15, 40, 18, 2, 
2018/8/16, 35, 16, 1, 
2018/8/17, 33, 17, , 
2018/8/18, 35, 17, 1, 
2018/8/19, 32, 18, 2, 
2018/8/23, 29, 18, 4, 
2018/8/24, 31, 16, 6, 
2018/8/25, 34, 15, 3, 
2018/8/27, 32, 20, 2, 
2018/8/29, 28, 18, 2, 
2018/8/30, 30, 20, 3, 
2018/8/31, 35, 20, 3, 
2018/9/1, 36, , 3, 
2018/9/2, 35, , 3, 
2018/9/4, 43, 16, 2, 
2018/9/5, 24, 17, 2, 
2018/9/6, 23, 14, 2, 
2018/9/7, 26, 17, 1, 
2018/9/8, 25, 17, 2, 
2018/9/9, 26, 21, 2, 
2018/9/10, 22, 20, , 
2018/9/11, 23, 20, 1, 
2018/9/13, 25, 19, 2, 
2018/9/14, 25, 17, 1, 
2018/9/15, 24, 19, 1, 
2018/9/16, 26, 19, 6, 
2018/9/17, 29, 20, 5, 
2018/9/18, 29, 17, 4, 
2018/9/19, 24, 18, 4, 
2018/9/20, 24, 18, 5, 
2018/9/21, 28, 19, 5, 
2018/9/22, 31, 17, 3, 
2018/9/23, 33, , , 
2018/9/27, 20, 20, , 
2018/9/28, 28, 20, , 
2018/9/29, 28, 19, , 
2018/4/1, 40, 12, 2, 
2018/4/2, 38, , , 
2018/4/6, 44, 9, 1, 
2018/4/7, 26, 11, 1, 
2018/4/8, 26, 12, 3, 
2018/4/9, 31, 17, 2, 
2018/4/10, 35, 21, 2, 
2018/4/11, 50, 18, 1, 
2018/4/12, 57, 16, 4, 
2018/4/13, 48, 13, 3, 
2018/4/14, 47, 9, 1, 
2018/4/15, 42, 14, 2, 
2018/4/16, 40, 18, 6, 
2018/4/17, 33, 13, 2, 
2018/4/18, 44, 18, 2, 
2018/4/19, 38, 13, 1, 
2018/4/20, 39, 15, 1, 
2018/4/21, 25, 17, 1, 
2018/4/22, 30, 20, 1, 
2018/4/23, 39, 18, 1, 
2018/4/24, 38, 17, 1, 
2018/4/25, 40, 18, 1, 
2018/4/26, 40, 16, 1, 
2018/4/27, 38, 12, 1, 
2018/4/28, 42, 11, 3, 
2018/4/29, 25, 18, 1, 
2018/4/30, 20, 13, 2, 
2018/5/1, 36, 12, 1, 
2018/5/2, 36, 11, 1, 
2018/5/3, 36, 17, 8, 
2018/5/4, 40, 10, 7, 
2018/5/5, 39, 11, 1, 
2018/5/6, 30, , , 
2018/5/9, 30, 15, , 
2018/5/10, 33, 16, , 
2018/5/11, 33, 13, , 
2018/5/12, 35, 13, , 
2018/5/13, 29, 14, , 
2018/5/14, 30, 15, , 
2018/5/15, 32, 17, , 
2018/5/16, 31, 17, , 
2018/5/17, 30, 16, 1, 
2018/5/18, 34, 13, 1, 
2018/5/19, 29, 14, , 
2018/5/20, 24, 15, 1, 
2018/5/21, 29, 14, 1, 
2018/5/22, 50, 16, 2, 
2018/5/23, 31, 16, 1, 
2018/5/24, 33, 17, , 
2018/5/25, 35, 15, , 
2018/5/26, 29, 11, , 
2018/5/27, 28, 14, , 
2018/5/28, 31, 15, 2, 
2018/5/29, 35, 14, 1, 
2018/5/30, 41, 17, 1, 
2018/5/31, 33, 20, 1, 
2018/6/1, 31, 15, 3, 
2018/6/2, 37, 14, 2, 
2018/6/3, 31, 17, 1, 
2018/6/4, 30, 17, 1, 
2018/6/5, 27, 18, 1, 
2018/6/6, 32, 17, , 
2018/6/7, 40, 17, , 
2018/6/8, 46, 13, , 
2018/6/9, 38, 12, , 
2018/6/10, 32, 18, 1, 
2018/6/11, 25, 17, 1, 
2018/6/12, 30, 18, 1, 
2018/6/13, 33, 18, , 
2018/6/14, 35, 17, , 
2018/6/15, 38, 14, , 
2018/6/16, 34, 12, , 
2018/6/17, 30, 16, , 
2018/6/18, 23, 18, , 
2018/6/19, 26, 19, , 
2018/6/20, 28, 18, 1, 
2018/6/21, 33, 18, , 
2018/6/22, 34, 13, , 
2018/6/23, 38, 11, , 
2018/6/24, 38, 13, 3, 
2018/6/25, 39, 17, 1, 
2018/6/26, 33, 15, , 
2018/6/27, 26, 19, , 
2018/6/28, 27, 16, , 
2018/6/29, 23, 15, , 
2018/6/30, 21, 15, 1, 
2018/2/13, 53, 9, 2, 
2018/2/14, 48, 8, 3, 
2018/2/15, 32, 28, 4, 
2018/2/16, 51, 25, 3, 
2018/2/17, 67, 23, 3, 
2018/2/18, 64, 16, 4, 
2018/2/19, 79, 12, 3, 
2018/2/20, 36, 12, 4, 
2018/2/21, 35, 14, 2, 
2018/2/22, 22, 13, 6, 
2018/2/23, 29, 11, 4, 
2018/2/24, 38, 8, 5, 
2018/2/25, 32, 12, 2, 
2018/2/26, 25, 14, 5, 
2018/2/27, 21, 11, 6, 
2018/2/28, 33, 24, 8, 
2018/3/1, 44, 36, 14, 
2018/3/2, 79, 36, 13, 
2018/3/3, 82, 20, 6, 
2018/3/4, 68, 17, 5, 
2018/3/5, 65, 22, 3, 
2018/3/6, 49, 21, 4, 
2018/3/7, 56, 20, 4, 
2018/3/8, 65, 18, 2, 
2018/3/9, 37, 25, 3, 
2018/3/10, 53, 18, 3, 
2018/3/11, 60, 20, 2, 
2018/3/12, 59, 13, 2, 
2018/3/13, 53, 12, 2, 
2018/3/14, 25, 16, 3, 
2018/3/15, 25, 21, 3, 
2018/3/16, 39, 16, 2, 
2018/3/17, 59, 12, 2, 
2018/3/18, 55, 9, 1, 
2018/3/19, 42, 11, 2, 
2018/3/20, 24, 11, 4, 
2018/3/21, 29, 13, 1, 
2018/3/22, 30, 15, 2, 
2018/3/23, 20, 10, 11, 
2018/3/24, 20, 8, 8, 
2018/3/25, 18, 14, 1, 
2018/3/26, 29, 16, 3, 
2018/3/27, 33, 17, 4, 
2018/3/28, 36, 17, 1, 
2018/3/29, 46, 21, 2, 
2018/3/30, 45, 17, 2, 
2018/3/31, 48, 17, 1, 
2020/1/6, , 39, 2, 
2019/10/30, , 13, 3, 
2019/11/16, , 21, 2, 
2019/11/17, , 20, 1, 
2019/11/18, , 21, 1, 
2019/11/21, , 15, 1, 
2019/4/22, , 17, 3, 
2018/12/31, , 13, 7, 
2018/9/30, , 19, , 
2018/7/29, , 13, 1, 
2018/7/30, , 13, 1, 
2018/8/20, , 18, 3, 
2018/8/21, , 16, 2, 
2018/8/22, , 19, 4, 
2018/8/26, , 14, 3, 
2018/8/28, , 12, , 
2018/9/3, , 17, 4, 
2018/9/12, , 17, 2, 
2018/9/24, , 15, 3, 
2018/9/25, , 15, 1, 
2018/9/26, , 19, 1, 
2018/4/4, , 23, 3, 
2018/4/5, , 11, 1, 
2018/5/7, , 17, , 
2018/5/8, , 14, , 
2018/2/12, , 21, 2, 
2018/11/25, , , 1, 
