date, pm25, o3, no2, co
2018/5/3, 24, 24, 1, 
2018/5/4, 16, 39, 4, 
2018/5/5, 24, 41, 2, 
2018/5/6, 39, 39, 4, 
2018/5/7, 24, 36, 2, 
2018/5/8, 26, 42, 1, 
2018/5/9, 37, 40, 2, 
2018/5/10, 22, 36, , 
2018/5/11, 19, 36, 1, 
2018/5/12, 18, 38, 1, 
2018/5/13, 22, 39, , 
2018/5/14, 21, 30, 1, 
2018/5/15, 37, 38, 1, 
2018/5/16, 25, 34, 1, 
2018/5/17, 30, 32, 3, 
2018/5/18, 14, 34, 1, 
2018/5/19, 25, 32, 1, 
2018/5/20, 19, 39, 1, 
2018/5/21, 27, 39, 1, 
2018/5/22, 29, 32, 1, 
2018/5/23, 32, 32, , 
2018/5/24, 19, 32, 1, 
2018/5/25, 41, 32, 1, 
2018/5/26, 39, 31, , 
2018/5/27, 24, 31, 1, 
2018/5/28, 27, 35, 1, 
2018/5/29, 32, 34, 1, 
2018/5/30, 26, 35, 2, 
2018/5/31, 43, 30, 1, 
2018/6/1, 50, 20, 1, 
2018/6/2, 35, 30, , 
2018/6/3, 21, 36, 2, 
2018/6/4, 27, 32, 1, 
2018/6/5, 27, 30, 1, 
2018/6/6, 29, 26, 2, 
2018/6/7, 29, 33, 3, 
2018/6/8, 35, 33, 1, 
2018/6/9, 28, 30, 1, 
2018/6/10, 24, 34, 1, 
2018/6/11, 16, 39, 2, 
2018/6/12, 25, 37, 1, 
2018/6/13, 35, 24, 1, 
2018/6/14, 20, 25, 2, 
2018/6/15, 21, 33, 2, 
2018/6/16, 40, 31, , 
2018/6/17, 31, 28, 1, 
2018/6/18, 47, 29, 1, 
2018/6/19, 34, 27, 1, 
2018/6/20, 34, 31, 1, 
2018/6/21, 28, 30, 1, 
2018/6/22, 22, 30, 1, 
2018/6/23, 23, 30, 1, 
2018/6/24, 28, 25, , 
2018/6/25, 20, 28, 3, 
2018/6/26, 17, 9, 1, 
2018/6/27, 21, , , 
2018/1/5, 14, 28, 1, 
2018/1/6, 14, 30, 2, 
2018/1/7, 9, 28, 6, 
2018/1/8, 22, 23, 12, 
2018/1/9, 42, 27, 11, 
2018/1/10, 33, 22, 13, 
2018/1/11, 53, 29, 5, 
2018/1/12, 27, 30, 1, 
2018/1/13, 15, 31, 1, 
2018/1/14, 18, 28, 3, 
2018/1/15, 16, 29, 4, 
2018/1/16, 19, 19, 6, 
2018/1/17, 41, 27, 9, 
2018/1/18, 33, 24, 6, 
2018/1/19, 50, 29, 1, 
2018/1/20, 39, 32, 4, 
2018/1/21, 18, 36, 1, 
2018/1/22, 13, 31, 3, 
2018/1/23, 12, 33, 1, 
2018/1/24, 10, 35, , 
2018/1/25, 9, 33, 3, 
2018/1/26, 11, 33, 4, 
2018/1/27, 35, 31, 4, 
2018/1/28, 31, 31, 1, 
2018/1/29, 14, 33, 1, 
2018/1/30, 9, 34, 8, 
2018/1/31, 22, 26, 7, 
2018/2/1, 34, 30, 9, 
2018/2/2, 29, 32, 11, 
2018/2/3, 21, 33, 7, 
2018/2/4, 35, 35, 9, 
2018/2/5, 17, 34, 6, 
2018/2/6, 24, 30, 4, 
2018/2/7, 39, 33, 3, 
2018/2/8, 27, 29, 10, 
2018/2/9, 50, 24, 8, 
2018/2/10, 59, 33, 4, 
2018/2/11, 41, 37, 3, 
2018/2/12, 27, 34, 10, 
2018/2/13, 29, 34, 13, 
2018/2/14, 42, 35, 10, 
2018/2/15, 55, 34, 6, 
2018/2/16, 39, 34, 5, 
2018/2/17, 23, 33, 4, 
2018/2/18, 28, 38, 3, 
2018/2/19, 37, 32, 4, 
2018/2/20, 33, 31, 3, 
2018/2/21, 7, 35, 2, 
2018/2/22, 12, 35, 3, 
2018/2/23, 15, 34, 2, 
2018/2/24, 12, 36, 1, 
2018/2/25, 11, 36, 2, 
2018/2/26, 15, 38, 9, 
2018/2/27, 23, 37, 5, 
2018/2/28, 26, 34, 1, 
2018/3/1, 17, 35, 1, 
2018/3/2, 9, 38, , 
2018/3/3, 12, 38, , 
2018/3/4, 9, 38, , 
2018/3/5, 10, 39, , 
2018/3/6, 10, 39, 1, 
2018/3/7, 15, 38, 1, 
2018/3/8, 11, 33, 1, 
2018/3/9, 13, 36, , 
2018/3/10, 12, 38, 2, 
2018/3/11, 15, 37, 2, 
2018/3/12, 19, 37, 1, 
2018/3/13, 9, 35, 1, 
2018/3/14, 8, 32, 4, 
2018/3/15, 14, 35, 1, 
2018/3/16, 14, 37, , 
2018/3/17, 9, 36, 1, 
2018/3/18, 11, 32, , 
2018/3/19, 10, 33, 4, 
2018/3/20, 17, 37, 3, 
2018/3/21, 21, 38, 1, 
2018/3/22, 13, 38, 4, 
2018/3/23, 11, 37, 4, 
2018/3/24, 19, 37, 1, 
2018/3/25, 14, 39, 7, 
2018/3/26, 22, 41, 3, 
2018/3/27, 22, 37, 2, 
2018/3/28, 15, 40, 6, 
2018/3/29, 31, 35, 3, 
2018/3/30, 27, 40, 9, 
2018/3/31, 24, 41, 3, 
2017/2/9, 14, 27, 1, 1
2017/2/10, 20, 24, 3, 2
2017/2/11, 30, 28, 5, 2
2017/2/12, 32, 29, 1, 1
2017/2/13, 17, 27, 7, 3
2017/2/14, 29, 15, 10, 3
2017/2/15, 53, , , 
2018/7/18, , 25, 3, 
2018/8/16, , 21, 1, 
2018/1/4, , 30, 2, 
2017/2/8, , 26, 1, 1
