date, pm10, no2
2018/10/4, 40, 31
2018/10/5, 38, 29
2018/10/6, 38, 12
2018/10/7, 16, 30
2018/10/8, 33, 25
2018/10/9, 33, 19
2018/10/10, 22, 20
2018/10/11, 28, 33
2018/10/12, 37, 27
2018/10/13, 34, 17
2018/10/14, 36, 15
2018/10/15, 38, 30
2018/10/16, 37, 31
2018/10/17, 32, 30
2018/10/18, 37, 27
2018/10/19, 41, 27
2018/10/20, 42, 18
2018/10/21, 36, 27
2018/10/22, 43, 25
2018/10/23, 39, 23
2018/10/24, 37, 32
2018/10/25, 48, 30
2018/10/26, 51, 15
2018/10/27, 23, 13
2018/10/28, 16, 14
2018/10/29, 12, 23
2018/10/30, 26, 14
2018/10/31, 23, 23
2018/11/1, 25, 24
2018/11/2, 25, 23
2018/11/3, 31, 24
2018/11/4, 29, 17
2018/11/5, 21, 25
2018/11/6, 30, 27
2018/11/7, 34, 29
2018/11/8, 37, 23
2018/11/9, 31, 20
2018/11/10, 25, 12
2018/11/11, 25, 16
2018/11/12, 32, 29
2018/11/13, 41, 32
2018/11/14, 45, 29
2018/11/15, 42, 30
2018/11/16, 44, 19
2018/11/17, 30, 23
2018/11/18, 28, 30
2018/11/19, 38, 26
2018/11/20, 25, 22
2018/11/21, 22, 27
2018/11/22, 37, 20
2018/11/23, 21, 21
2018/11/24, 26, 17
2018/11/25, 18, 17
2018/11/26, 17, 8
2018/11/27, 11, 24
2018/11/28, 32, 29
2018/11/29, 35, 22
2018/11/30, 23, 19
2018/12/1, 24, 26
2018/12/2, 32, 29
2018/12/3, 38, 14
2018/12/4, 16, 36
2018/12/5, 45, 22
2018/12/6, 29, 21
2018/12/7, 30, 8
2018/12/8, 14, 9
2018/12/9, 17, 9
2018/12/10, 13, 16
2018/12/11, 21, 30
2018/12/12, 41, 28
2018/12/13, 34, 24
2018/12/14, 29, 24
2018/12/15, 41, 27
2018/12/16, 33, 12
2018/12/17, 13, 30
2018/12/18, 36, 22
2018/12/19, 23, 31
2018/12/20, 38, 34
2018/12/21, 60, 24
2018/12/22, 47, 24
2018/12/23, 34, 14
2018/12/24, 17, 22
2018/12/25, 24, 29
2018/12/26, 37, 25
2018/12/27, 34, 23
2018/12/28, 40, 24
2018/12/29, 46, 22
2018/12/30, 42, 
2018/8/20, 30, 22
2018/8/21, 29, 30
2018/8/22, 38, 23
2018/8/23, 31, 12
2018/8/24, 26, 6
2018/8/25, 23, 5
2018/8/26, 11, 27
2018/8/27, 25, 34
2018/8/28, 39, 19
2018/8/29, 32, 11
2018/8/30, 25, 9
2018/8/31, 20, 6
2018/9/1, 18, 18
2018/9/2, 21, 25
2018/9/3, 32, 30
2018/9/4, 34, 26
2018/9/5, 35, 25
2018/9/6, 34, 14
2018/9/7, 22, 19
2018/9/8, 24, 17
2018/9/9, 25, 27
2018/9/10, 36, 30
2018/9/11, 38, 31
2018/9/12, 35, 24
2018/9/13, 34, 21
2018/9/14, 35, 18
2018/9/15, 24, 21
2018/9/16, 30, 29
2018/9/17, 39, 29
2018/9/18, 39, 22
2018/9/19, 39, 32
2018/9/20, 45, 30
2018/9/21, 46, 10
2018/9/22, 22, 13
2018/9/23, 18, 8
2018/9/24, 37, 28
2018/9/25, 44, 26
2018/9/26, 40, 21
2018/9/27, 41, 31
2018/9/28, 46, 27
2018/9/29, 37, 19
2018/9/30, 32, 10
2020/1/1, , 28
2019/11/11, , 10
2019/12/3, , 31
2019/6/19, , 20
2018/12/31, , 18
2018/8/19, , 24
