date, pm25, pm10, o3, so2, co
2018/1/11, 20, 2, 32, , 1
2018/1/12, 10, 3, 29, , 1
2018/1/13, 17, 4, 31, , 1
2018/1/14, 10, 4, 32, , 1
2018/1/15, 12, 5, 32, , 1
2018/1/16, 12, 5, 30, , 1
2018/1/17, 19, 8, 26, , 2
2018/1/18, 31, 13, 25, , 2
2018/1/19, 49, 13, 34, , 2
2018/1/20, 39, 8, 31, , 1
2018/1/21, 34, 7, 32, , 1
2018/1/22, 26, 2, 30, , 1
2018/1/23, 11, 2, 30, , 1
2018/1/24, 11, 3, 33, , 1
2018/1/25, 11, 3, 32, , 1
2018/1/26, 11, 10, 27, , 2
2018/1/27, 30, 5, 30, , 1
2018/1/28, 17, 5, 29, , 1
2018/1/29, 17, 4, 31, , 1
2018/1/30, 12, 5, 31, , 1
2018/1/31, 14, 8, 21, 2, 2
2018/2/1, 25, 4, 29, 1, 1
2018/2/2, 11, 5, 31, 2, 1
2018/2/3, 16, 10, 35, 1, 1
2018/2/4, 27, 3, 34, , 1
2018/2/5, 14, 8, 32, 2, 1
2018/2/6, 22, 5, 31, 2, 2
2018/2/7, 22, 6, 33, , 1
2018/2/8, 23, 9, 33, , 1
2018/2/9, 33, 4, 34, , 1
2018/2/10, 14, 4, 30, , 2
2018/2/11, 13, 4, 35, , 1
2018/2/12, 15, 6, 34, , 1
2018/2/13, 15, 8, 32, , 1
2018/2/14, 22, 7, 24, , 2
2018/2/15, 22, 4, 29, , 2
2018/2/16, 19, 6, 33, , 1
2018/2/17, 12, 5, 33, , 1
2018/2/18, 16, 6, 37, , 1
2018/2/19, 16, 5, 27, , 1
2018/2/20, 18, 7, 27, , 1
2018/2/21, 24, 4, 30, , 1
2018/2/22, 13, 3, 31, , 1
2018/2/23, 13, 3, 26, , 1
2018/2/24, 10, 4, 32, , 1
2018/2/25, 15, 4, 35, , 1
2018/2/26, 12, 5, 37, , 1
2018/2/27, 13, 9, 37, 2, 1
2018/2/28, 19, 9, 37, 1, 1
2018/3/1, 23, 3, 35, 2, 1
2018/3/2, 27, 3, 34, 1, 1
2018/3/3, 12, 4, 36, , 1
2018/3/4, 7, 3, 37, , 1
2018/3/5, 9, 3, 36, , 1
2018/3/6, 9, 4, 35, 2, 1
2018/3/7, 15, 2, 33, , 1
2018/3/8, 9, 3, 32, , 1
2018/3/9, 11, 3, 33, 1, 1
2018/3/10, 13, 3, 33, 1, 1
2018/3/11, 7, 3, 36, , 1
2018/3/12, 11, 2, 38, 2, 1
2018/3/13, 9, 2, 34, , 1
2018/3/14, 9, 3, 36, , 1
2018/3/15, 10, 5, 36, , 1
2018/3/16, 10, 4, 38, , 1
2018/3/17, 11, 3, 37, , 1
2018/3/18, 11, 3, 36, 1, 1
2018/3/19, 14, 4, 36, , 1
2018/3/20, 14, 4, 37, , 1
2018/3/21, 10, 4, 41, , 1
2018/3/22, 13, 5, 40, , 1
2018/3/23, 12, 4, 39, , 1
2018/3/24, 12, 4, 36, , 1
2018/3/25, 12, 5, 40, , 1
2018/3/26, 10, 6, 42, , 1
2018/3/27, 15, 6, 39, , 2
2018/3/28, 15, 5, 36, , 1
2018/3/29, 15, 3, 31, , 2
2018/3/30, 8, 3, 38, , 1
2018/3/31, 10, 7, 40, , 1
2017/10/1, 19, 4, 28, 2, 1
2017/10/2, 11, 7, 30, , 1
2017/10/3, 17, 7, 39, 2, 2
2017/10/4, 19, 6, 33, 2, 2
2017/10/5, 18, 4, 32, 1, 2
2017/10/6, 12, 8, 40, 2, 2
2017/10/7, 20, 2, 22, , 
2017/10/8, 5, 4, 21, , 
2017/10/9, 8, 4, 26, , 1
2017/10/10, 14, 7, 25, 1, 2
2017/10/11, 20, 4, 26, , 1
2017/10/12, 12, 6, 28, , 2
2017/10/13, 12, 3, 27, , 1
2017/10/14, 7, 4, 28, 2, 
2017/10/15, 17, 3, 23, 1, 1
2017/10/16, 9, 4, 24, , 1
2017/10/17, 8, 6, 35, , 1
2017/10/18, 14, 9, 38, , 2
2017/10/19, 21, 8, 33, , 1
2017/10/20, 20, 8, 42, , 2
2017/10/21, 13, 11, 40, , 2
2017/10/22, 15, 7, 41, , 1
2017/10/23, 10, 4, 28, , 
2017/10/24, 8, 1, 30, , 
2017/10/25, 6, 2, 27, , 1
2017/10/26, 9, 4, 29, , 1
2017/10/27, 11, 8, 36, , 2
2017/10/28, 20, 2, 32, , 1
2017/10/29, 18, 2, 32, , 1
2017/10/30, 49, 6, 22, , 1
2017/10/31, 14, 6, 21, , 1
2017/11/1, 18, 4, 32, , 1
2017/11/2, 12, 3, 25, , 1
2017/11/3, 11, 4, 22, , 1
2017/11/4, 12, 5, 22, , 2
2017/11/5, 12, 2, 26, , 
2017/11/6, 8, 3, 18, , 1
2017/11/7, 11, 3, 25, , 1
2017/11/8, 12, 5, 27, , 2
2017/11/9, 14, 4, 30, , 1
2017/11/10, 9, 5, 28, , 1
2017/11/11, 9, 4, 31, , 2
2017/11/12, 18, 6, 29, , 2
2017/11/13, 16, 4, 29, , 2
2017/11/14, 15, 5, 27, 1, 2
2017/11/15, 15, 3, 26, 1, 2
2017/11/16, 11, 3, 27, , 1
2017/11/17, 10, 5, 33, , 1
2017/11/18, 14, 2, 29, , 1
2017/11/19, 18, 3, 29, , 1
2017/11/20, 14, 8, 29, , 1
2017/11/21, 25, 6, 24, , 2
2017/11/22, 21, 4, 25, , 1
2017/11/23, 15, 6, 27, 2, 1
2017/11/24, 18, 10, 29, 2, 2
2017/11/25, 40, 4, 26, , 1
2017/11/26, 14, 4, 30, , 1
2017/11/27, 16, 4, 34, , 1
2017/11/28, 12, 6, 29, , 1
2017/11/29, 29, 5, 27, , 1
2017/11/30, 14, 5, 23, , 
2017/12/1, 17, 4, 25, , 1
2017/12/2, 15, 5, 23, , 1
2017/12/3, 22, 9, 22, , 
2017/12/4, 28, 2, 28, , 
2017/12/5, 10, 3, 30, , 1
2017/12/6, 15, 6, 25, , 2
2017/12/7, 22, 5, 24, , 2
2017/12/8, 21, 5, 28, , 2
2017/12/9, 15, 6, 25, , 2
2017/12/10, 21, 7, 25, , 2
2017/12/11, 28, 5, 22, 2, 1
2017/12/12, 15, 2, 29, 1, 1
2017/12/13, 11, 3, 31, , 
2017/12/14, 13, 4, 31, , 1
2017/12/15, 14, 5, 29, 1, 1
2017/12/16, 19, 4, 32, , 1
2017/12/17, 10, 8, 33, , 1
2017/12/18, 17, 7, 24, , 
2017/12/19, 26, 4, 30, , 1
2017/12/20, 13, 3, 27, , 1
2017/12/21, 14, 5, 31, , 1
2017/12/22, 10, 3, 32, , 
2017/12/23, 10, 3, 29, , 
2017/12/24, 12, 4, 30, , 
2017/12/25, 12, 8, 32, , 
2017/12/26, 14, 4, 31, , 1
2017/12/27, 14, 8, 32, , 2
2017/12/28, 9, 4, 30, , 2
2017/12/29, 10, 6, 30, 2, 2
2017/12/30, 19, 7, 30, 1, 2
2017/12/31, 23, 4, 32, 1, 1
2017/7/1, 14, 5, 35, , 1
2017/7/2, 13, 7, 32, , 1
2017/7/3, 17, 6, 27, , 1
2017/7/4, 14, 9, 37, 1, 1
2017/7/5, 14, 8, 35, , 1
2017/7/6, 14, 5, 34, , 
2017/7/7, 15, 3, 39, , 1
2017/7/8, 8, 5, 25, , 2
2017/7/9, 14, 8, 43, , 4
2017/7/10, 19, 7, 34, 1, 4
2017/7/11, 20, 7, 40, 2, 2
2017/7/12, 14, 2, 27, , 
2017/7/13, 8, 3, 20, , 
2017/7/14, 8, 4, 26, , 
2017/7/15, 9, 7, 26, , 
2017/7/16, 16, 10, 39, 3, 
2017/7/17, 18, 7, 39, , 
2017/7/18, 18, 9, 40, 4, 2
2017/7/19, 22, 12, 42, 1, 2
2017/7/20, 34, 9, 37, 2, 2
2017/7/21, 25, 11, 34, , 2
2017/7/22, 34, 9, 23, , 1
2017/7/23, 20, 4, 24, 1, 1
2017/7/24, 9, 4, 24, , 1
2017/7/25, 7, 5, 30, , 1
2017/7/26, 14, 5, 25, , 1
2017/7/27, 16, 4, 23, , 1
2017/7/28, 9, 5, 25, , 1
2017/7/29, 11, 4, 24, , 1
2017/7/30, 9, 7, 24, , 1
2017/7/31, 20, 8, 27, , 1
2017/8/1, 24, 8, 38, , 1
2017/8/2, 23, 5, 46, , 2
2017/8/3, 17, 7, 38, , 2
2017/8/4, 19, 3, 25, , 1
2017/8/5, 8, 4, 20, , 1
2017/8/6, 12, 5, 25, , 1
2017/8/7, 20, 5, 26, , 1
2017/8/8, 12, 8, 31, , 1
2017/8/9, 22, 13, 41, , 2
2017/8/10, 46, 10, 47, , 2
2017/8/11, 30, 5, 37, , 1
2017/8/12, 16, 4, 33, , 1
2017/8/13, 11, 5, 30, , 1
2017/8/14, 13, 6, 33, , 2
2017/8/15, 17, 5, 27, , 1
2017/8/16, 17, 5, 28, , 1
2017/8/17, 17, 6, 42, , 2
2017/8/18, 19, 5, 30, , 2
2017/8/19, 17, 8, 25, , 2
2017/8/20, 21, 13, 34, , 2
2017/8/21, 45, 15, 53, , 2
2017/8/22, 46, 7, 33, , 1
2017/8/23, 20, 6, 25, , 1
2017/8/24, 17, 5, 24, , 1
2017/8/25, 14, 7, 25, , 1
2017/8/26, 16, 7, 27, , 1
2017/8/27, 18, 7, 30, , 1
2017/8/28, 22, 7, 23, , 1
2017/8/29, 28, 5, 26, 1, 1
2017/8/30, 17, 7, 30, , 1
2017/8/31, 25, 4, 25, , 1
2017/9/1, 11, 4, 25, , 1
2017/9/2, 13, 5, 29, , 1
2017/9/3, 13, 8, 34, , 2
2017/9/4, 28, 13, 37, 1, 2
2017/9/5, 44, , , , 
2017/9/10, 8, 5, 23, , 1
2017/9/11, 14, 4, 28, , 1
2017/9/12, 14, 8, 35, , 1
2017/9/13, 20, 6, 33, , 2
2017/9/14, 19, 5, 30, , 2
2017/9/15, 19, 8, 30, , 2
2017/9/16, 31, 11, 38, , 2
2017/9/17, 38, 8, 35, , 2
2017/9/18, 28, 4, 27, , 1
2017/9/19, 11, 3, 20, , 1
2017/9/20, 11, 10, 27, , 1
2017/9/21, 30, 7, 26, , 1
2017/9/22, 26, 6, 35, , 1
2017/9/23, 16, 10, 39, , 2
2017/9/24, 28, 15, 39, , 2
2017/9/25, 41, 12, 43, , 2
2017/9/26, 45, 8, 39, , 2
2017/9/27, 26, 6, 29, 2, 1
2017/9/28, 16, 3, 28, 1, 
2017/9/29, 10, 3, 26, , 1
2017/9/30, 13, 4, 24, , 1
2017/4/1, 20, 4, 37, , 1
2017/4/2, 12, 6, 39, , 1
2017/4/3, 9, 5, 38, , 1
2017/4/4, 19, 5, 37, , 1
2017/4/5, 8, 2, 34, , 1
2017/4/6, 6, 4, 30, , 1
2017/4/7, 12, 3, 30, , 1
2017/4/8, 10, 5, 42, , 1
2017/4/9, 11, 7, 58, 2, 2
2017/4/10, 24, 1, 61, , 2
2017/4/11, 11, 3, 47, , 1
2017/4/12, 10, 3, 38, , 1
2017/4/13, 12, 3, 40, , 1
2017/4/14, 13, 6, 49, , 1
2017/4/15, 18, 7, 45, , 1
2017/4/16, 27, 3, 38, , 1
2017/4/17, 14, 6, 38, 1, 1
2017/4/18, 17, 7, 36, 2, 1
2017/4/19, 14, 2, 29, , 1
2017/4/20, 14, 2, 36, , 1
2017/4/21, 6, 2, 32, , 1
2017/4/22, 7, 2, 37, , 1
2017/4/23, 13, 5, 45, , 1
2017/4/24, 13, 3, 31, 1, 1
2017/4/25, 16, 1, 30, , 1
2017/4/26, 10, 2, 28, 2, 1
2017/4/27, 13, 6, 41, , 1
2017/4/28, 12, 7, 41, 2, 1
2017/4/29, 19, 5, 31, , 1
2017/4/30, 13, 3, 25, 1, 1
2017/5/1, 12, 5, 33, , 1
2017/5/2, 11, 4, 31, , 1
2017/5/3, 10, 6, 42, , 1
2017/5/4, 11, 5, 35, , 1
2017/5/5, 13, 4, 39, , 1
2017/5/6, 9, 4, 35, , 1
2017/5/7, 9, 3, 24, , 1
2017/5/8, 9, 4, 33, , 1
2017/5/9, 9, 3, 27, , 1
2017/5/10, 12, 5, 32, , 1
2017/5/11, 10, 3, 30, , 1
2017/5/12, 9, 4, 31, , 1
2017/5/13, 11, 2, 35, 2, 1
2017/5/14, 7, 3, 32, 2, 1
2017/5/15, 12, 5, 36, , 1
2017/5/16, 11, 12, 57, , 1
2017/5/17, 19, 21, 60, , 1
2017/5/18, 31, 17, 44, , 1
2017/5/19, 15, 9, 38, , 1
2017/5/20, 12, 9, 40, , 1
2017/5/21, 15, 6, 31, , 1
2017/5/22, 10, 6, 31, , 1
2017/5/23, 8, 10, 39, , 1
2017/5/24, 16, 4, 29, , 1
2017/5/25, 16, 1, 25, , 1
2017/5/26, 8, 5, 30, , 1
2017/5/27, 11, 9, 28, , 1
2017/5/28, 15, 5, 26, , 1
2017/5/29, 15, 2, 27, , 1
2017/5/30, 9, 4, 34, , 1
2017/5/31, 9, 9, 37, , 1
2017/6/1, 9, 6, 33, , 1
2017/6/2, 10, 3, 23, , 1
2017/6/3, 11, 4, 28, , 1
2017/6/4, 7, 2, 37, , 1
2017/6/5, 7, 2, 25, , 1
2017/6/6, 6, 4, 30, , 1
2017/6/7, 15, 6, 40, , 1
2017/6/8, 16, 7, 38, , 1
2017/6/9, 15, 13, 52, 2, 1
2017/6/10, 20, 16, 52, 2, 1
2017/6/11, 29, 16, 55, , 1
2017/6/12, 31, 19, 50, , 1
2017/6/13, 44, 8, 36, , 1
2017/6/14, 17, 11, 39, , 1
2017/6/15, 11, 6, 28, , 1
2017/6/16, 10, 6, 23, , 1
2017/6/17, 16, 5, 29, , 1
2017/6/18, 20, 8, 29, , 1
2017/6/19, 26, 3, 36, , 1
2017/6/20, 15, 7, 36, , 1
2017/6/21, 13, 3, 31, , 1
2017/6/22, 8, 12, 51, , 1
2017/6/23, 30, 6, 32, , 1
2017/6/24, 13, 5, 35, , 1
2017/6/25, 9, 5, 30, , 1
2017/6/26, 10, 5, 37, , 1
2017/6/27, 14, 5, 26, , 
2017/6/28, 12, 10, 38, , 1
2017/6/29, 19, 10, 44, 2, 1
2017/6/30, 28, 9, 33, 2, 1
2017/1/2, 8, 3, 29, , 1
2017/1/3, 7, 3, 28, , 1
2017/1/4, 7, 5, 30, , 1
2017/1/5, 13, 8, 26, , 1
2017/1/6, 16, 7, 28, , 1
2017/1/7, 15, 5, 31, , 1
2017/1/8, 13, 8, 30, 2, 1
2017/1/9, 18, 10, 28, 2, 2
2017/1/10, 25, 6, 33, , 1
2017/1/11, 15, 5, 27, , 1
2017/1/12, 11, 5, 34, , 1
2017/1/13, 12, 6, 31, , 1
2017/1/14, 14, 8, 32, , 1
2017/1/15, 21, 9, 32, , 2
2017/1/16, 19, 8, 33, , 2
2017/1/17, 22, 3, 31, , 2
2017/1/18, 6, 3, 28, , 2
2017/1/19, 8, 5, 30, , 2
2017/1/20, 13, 5, 26, , 2
2017/1/21, 11, 5, 26, , 1
2017/1/22, 10, 4, 30, , 1
2017/1/23, 7, 2, 32, 2, 1
2017/1/24, 11, 4, 33, 2, 1
2017/1/25, 10, 6, 26, 2, 2
2017/1/26, 18, 4, 28, 1, 1
2017/1/27, 11, 4, 27, , 1
2017/1/28, 10, 6, 31, , 1
2017/1/29, 15, 5, 33, , 1
2017/1/30, 9, 6, 32, 1, 1
2017/1/31, 13, 6, 31, 1, 2
2017/2/1, 21, 4, 32, , 1
2017/2/2, 13, 7, 33, , 1
2017/2/3, 18, 6, 35, , 1
2017/2/4, 15, 9, 34, 2, 2
2017/2/5, 22, 5, 35, , 1
2017/2/6, 14, 6, 33, 2, 1
2017/2/7, 18, 4, 31, 1, 2
2017/2/8, 11, 6, 31, , 1
2017/2/9, 18, 7, 33, , 1
2017/2/10, 12, 5, 29, , 2
2017/2/11, 15, 2, 30, , 1
2017/2/12, 18, 5, 32, , 1
2017/2/13, 16, 6, 32, , 2
2017/2/14, 14, 8, 23, , 2
2017/2/15, 20, 5, 29, , 2
2017/2/16, 19, 6, 37, , 1
2017/2/17, 15, 8, 38, 2, 2
2017/2/18, 24, 8, 40, 1, 1
2017/2/19, 20, 5, 38, , 1
2017/2/20, 14, 5, 39, , 1
2017/2/21, 12, 11, 42, , 2
2017/2/22, 26, 14, 43, , 2
2017/2/23, 42, 12, 21, , 3
2017/2/24, 31, 4, 35, , 1
2017/2/25, 5, 3, 33, , 1
2017/2/26, 12, 6, 36, , 1
2017/2/27, 18, 10, 34, , 2
2017/2/28, 26, 4, 33, 2, 1
2017/3/1, 9, 6, 37, 2, 1
2017/3/2, 20, 6, 35, , 1
2017/3/3, 13, 5, 34, 1, 1
2017/3/4, 13, 5, 35, , 1
2017/3/5, 12, 7, 38, , 1
2017/3/6, 15, 8, 34, 2, 2
2017/3/7, 23, 5, 38, 2, 1
2017/3/8, 12, 9, 37, 2, 1
2017/3/9, 17, 6, 34, 1, 1
2017/3/10, 13, 7, 30, , 1
2017/3/11, 16, 9, 24, , 1
2017/3/12, 31, 6, 32, , 1
2017/3/13, 15, 7, 29, , 2
2017/3/14, 22, 5, 30, , 1
2017/3/15, 12, 6, 40, , 1
2017/3/16, 14, 5, 42, , 1
2017/3/17, 10, 5, 40, , 1
2017/3/18, 12, 5, 37, , 1
2017/3/19, 11, 6, 42, , 1
2017/3/20, 10, 8, 44, , 2
2017/3/21, 19, 7, 36, , 1
2017/3/22, 12, 5, 38, , 1
2017/3/23, 10, 12, 38, , 2
2017/3/24, 25, 7, 33, , 2
2017/3/25, 19, 8, 38, , 1
2017/3/26, 13, 4, 35, , 1
2017/3/27, 10, 3, 33, , 1
2017/3/28, 8, 4, 36, , 1
2017/3/29, 8, 5, 39, , 1
2017/3/30, 7, 6, 37, 1, 1
2017/3/31, 9, 3, 36, , 1
2020/1/1, , 6, 29, 1, 1
2019/6/8, , 1, 38, 1, 1
2018/12/31, , 3, 28, 1, 1
2019/3/17, , 3, 36, 1, 1
2018/10/11, , 3, 19, 1, 1
2018/11/10, , 2, 30, 1, 1
2018/1/9, , 6, 30, , 2
2017/9/9, , 3, 20, , 1
2017/1/1, , 5, 31, , 1
