date, pm25, pm10, no2, co
2018/9/20, 93, 47, 39, 6
2018/9/21, 94, 32, 18, 4
2018/9/22, 50, 20, 19, 4
2018/9/23, 55, 9, 16, 4
2018/9/24, 29, 24, 29, 6
2018/9/25, 43, 26, 29, 6
2018/9/26, 59, 29, 21, 5
2018/9/27, 61, 31, 28, 6
2018/9/28, 62, 35, 33, 8
2018/9/29, 61, 24, 28, 6
2018/9/30, 59, 46, 42, 10
2018/4/1, 96, 23, 11, 17
2018/4/2, 71, 73, 33, 20
2018/4/3, 135, 64, 32, 22
2018/4/4, 117, 86, 32, 19
2018/4/5, 115, 135, 27, 18
2018/4/6, 96, 70, 25, 20
2018/4/7, 99, 77, 18, 20
2018/4/8, 137, 146, 30, 20
2018/4/9, 103, 135, 20, 13
2018/4/10, 103, 59, 9, 8
2018/4/11, 89, 49, 11, 8
2018/4/12, 98, 50, 13, 4
2018/4/13, 97, 50, 30, 5
2018/4/14, 84, 35, 20, 3
2018/4/15, 80, 62, 33, 4
2018/4/16, 100, 44, 33, 5
2018/4/17, 88, 54, 34, 4
2018/4/18, 82, 56, 32, 4
2018/4/19, 74, 61, 44, 5
2018/4/20, 70, 64, 26, 3
2018/4/21, 74, 42, 25, 3
2018/4/22, 54, 47, 37, 4
2018/4/23, 66, 47, 27, 3
2018/4/24, 88, 44, 26, 3
2018/4/25, 77, 35, 28, 3
2018/4/26, 58, 32, 21, 3
2018/4/27, 78, 57, 34, 6
2018/4/28, 83, 46, 21, 3
2018/4/29, 86, 39, 19, 3
2018/4/30, 71, 45, 15, 2
2018/5/1, 73, 38, 13, 2
2018/5/2, 57, 48, 13, 2
2018/5/3, 67, 59, 22, 3
2018/5/4, 72, 47, 18, 2
2018/5/5, 52, 29, 13, 2
2018/5/6, 43, 40, 20, 2
2018/5/7, 49, 41, 16, 2
2018/5/8, 51, 46, 21, 2
2018/5/9, 64, 43, 20, 2
2018/5/10, 67, 45, 19, 2
2018/5/11, 69, 38, 15, 2
2018/5/12, 52, 40, 11, 2
2018/5/13, 56, 38, 13, 2
2018/5/14, 61, 29, 16, 2
2018/5/15, 67, , , 
2018/5/17, 57, 39, 28, 4
2018/5/18, 71, 43, 23, 3
2018/5/19, 63, 21, 12, 1
2018/5/20, 39, 23, 14, 1
2018/5/21, 42, 27, 24, 3
2018/5/22, 55, 36, 28, 4
2018/5/23, 68, 29, 18, 2
2018/5/24, 52, 35, 26, 3
2018/5/25, 64, 34, 21, 4
2018/5/26, 87, 27, 13, 2
2018/5/27, 64, 34, 21, 2
2018/5/28, 55, 32, 22, 2
2018/5/29, 48, 41, 37, 5
2018/5/30, 58, 34, 22, 4
2018/5/31, 62, 37, 15, 3
2018/6/1, 62, 30, 15, 4
2018/6/2, 75, 42, 27, 5
2018/6/3, 84, 48, 34, 6
2018/6/4, 87, 42, 25, 5
2018/6/5, 67, 20, 15, 2
2018/6/6, 27, 26, 20, 3
2018/6/7, 36, 39, 28, 4
2018/6/8, 49, 36, 18, 3
2018/6/9, 45, 32, 23, 4
2018/6/10, 53, 48, 34, 6
2018/6/11, 86, 45, 33, 6
2018/6/12, 79, 33, 25, 5
2018/6/13, 55, 36, 27, 5
2018/6/14, 57, 36, 29, 5
2018/6/15, 54, 32, 16, 4
2018/6/16, 56, 39, 28, 5
2018/6/17, 62, 46, 41, 7
2018/6/18, 77, 52, 31, 5
2018/6/19, 69, 50, 36, 7
2018/6/20, 65, 59, 42, 6
2018/6/21, 65, 35, 17, 4
2018/6/22, 41, 35, 18, 4
2018/6/23, 55, 16, 15, 4
2018/6/24, 47, 18, 24, 5
2018/6/25, 54, 26, 25, 6
2018/6/26, 68, 22, 15, 4
2018/6/27, 54, 29, 16, 4
2018/6/28, 58, 41, 31, 6
2018/6/29, 62, 25, 16, 4
2018/6/30, 35, 24, 14, 4
2018/1/1, 96, 55, 18, 11
2018/1/2, 147, 34, 19, 8
2018/1/3, 88, 25, 18, 8
2018/1/4, 64, 27, 19, 8
2018/1/5, 76, 38, 14, 8
2018/1/6, 105, 37, 16, 8
2018/1/7, 93, 78, 38, 13
2018/1/8, 131, 78, 26, 13
2018/1/9, 160, 51, 17, 9
2018/1/10, 114, 40, 15, 9
2018/1/11, 107, 34, 14, 8
2018/1/12, 89, 44, 10, 7
2018/1/13, 89, 43, 9, 7
2018/1/14, 97, 54, 14, 8
2018/1/15, 122, 70, 14, 9
2018/1/16, 137, 39, 15, 9
2018/1/17, 110, 34, 21, 9
2018/1/18, 100, 27, 16, 8
2018/1/19, 84, 53, 24, 10
2018/1/20, 143, 68, 16, 12
2018/1/21, 159, 51, 18, 10
2018/1/22, 123, 56, 19, 11
2018/1/23, 142, 56, 23, 11
2018/1/24, 152, 50, 27, 11
2018/1/25, 135, 70, 27, 13
2018/1/26, 159, 80, 20, 14
2018/1/27, 175, 35, 11, 11
2018/1/28, 101, 18, 11, 10
2018/1/29, 63, 15, 11, 9
2018/1/30, 41, 40, 22, 10
2018/1/31, 84, 42, 25, 12
2018/2/1, 118, 39, 31, 11
2018/2/2, 107, 68, 18, 15
2018/2/3, 160, 43, 15, 12
2018/2/4, 104, 85, 21, 10
2018/2/5, 91, 48, 27, 12
2018/2/6, 115, 114, 25, 14
2018/2/7, 170, 56, 20, 13
2018/2/8, 149, 48, 23, 13
2018/2/9, 128, 61, 24, 13
2018/2/10, 150, 65, 18, 13
2018/2/11, 156, 57, 26, 14
2018/2/12, 150, 85, 31, 16
2018/2/13, 171, 60, 21, 15
2018/2/14, 151, 46, 21, 12
2018/2/15, 124, 56, 24, 13
2018/2/16, 150, 51, 17, 12
2018/2/17, 143, 53, 19, 12
2018/2/18, 104, 71, 30, 14
2018/2/19, 145, 62, 23, 14
2018/2/20, 124, 61, 20, 13
2018/2/21, 127, 59, 17, 13
2018/2/22, 136, 63, 24, 14
2018/2/23, 137, 56, 15, 12
2018/2/24, 117, 65, 13, 12
2018/2/25, 116, 97, 18, 13
2018/2/26, 145, 94, 20, 14
2018/2/27, 150, 72, 15, 13
2018/2/28, 119, 61, 19, 14
2018/3/1, 120, 76, 22, 15
2018/3/2, 152, 66, 24, 15
2018/3/3, 157, 78, 29, 15
2018/3/4, 158, 151, 33, 18
2018/3/5, 179, 87, 28, 18
2018/3/6, 164, 65, 25, 19
2018/3/7, 160, 65, 27, 17
2018/3/8, 152, 54, 26, 16
2018/3/9, 126, 63, 26, 17
2018/3/10, 145, 65, 23, 19
2018/3/11, 150, 47, 23, 18
2018/3/12, 102, 51, 21, 16
2018/3/13, 97, 42, 20, 17
2018/3/14, 99, 41, 17, 17
2018/3/15, 100, 32, 11, 15
2018/3/16, 77, 25, 7, 14
2018/3/17, 60, 43, 8, 14
2018/3/18, 66, 63, 20, 15
2018/3/19, 93, 80, 30, 17
2018/3/20, 139, 61, 27, 15
2018/3/21, 80, 71, 28, 15
2018/3/22, 132, 67, 31, 19
2018/3/23, 160, 87, 26, 20
2018/3/24, 171, 74, 33, 19
2018/3/25, 157, 86, 32, 18
2018/3/26, 158, 55, 25, 18
2018/3/27, 105, 54, 21, 18
2018/3/28, 112, 42, 22, 19
2018/3/29, 118, 61, 28, 18
2018/3/30, 119, 58, 12, 20
2018/3/31, 145, 31, 6, 19
2017/10/1, 89, 47, 21, 6
2017/10/2, 101, 37, 32, 8
2017/10/3, 100, 28, 21, 5
2017/10/4, 70, 15, 28, 6
2017/10/5, 49, 14, 23, 5
2017/10/6, 45, 19, 15, 4
2017/10/7, 60, 16, 20, 5
2017/10/8, 54, 19, 17, 3
2017/10/9, 46, 29, 27, 6
2017/10/10, 71, 23, 20, 5
2017/10/11, 72, , 21, 5
