date, pm25, no2, co
2019/4/23, 25, 5, 3
2019/4/24, 13, 5, 3
2019/4/25, 16, 5, 3
2019/4/26, 16, 3, 3
2019/4/27, 9, 3, 3
2019/4/28, 18, 4, 2
2019/4/29, 21, 6, 3
2019/4/30, 27, 7, 3
2019/5/1, 26, 5, 3
2019/5/2, 32, 8, 4
2019/5/3, 36, 5, 4
2019/5/4, 30, 4, 4
2019/5/5, 27, 5, 4
2019/5/6, 22, 6, 4
2019/5/7, 27, 4, 3
2019/5/8, 19, 7, 3
2019/5/9, 27, 3, 3
2019/5/10, 21, 3, 3
2019/5/11, 12, 7, 4
2019/5/12, 25, 4, 3
2019/5/13, 20, 4, 3
2019/5/14, 7, 4, 3
2019/5/15, 22, 6, 4
2019/5/16, 27, 3, 3
2019/5/17, 26, 2, 4
2019/5/18, 13, 4, 4
2019/5/19, 33, 4, 4
2019/5/20, 30, 3, 3
2019/5/21, 11, 3, 3
2019/5/22, 16, 4, 3
2019/5/23, 24, 5, 4
2019/5/24, 27, 3, 4
2019/5/25, 27, 2, 4
2019/5/26, 25, 2, 3
2019/5/27, 20, 5, 3
2019/5/28, 19, 4, 3
2019/5/29, 14, 3, 4
2019/5/30, 24, 3, 3
2019/5/31, 21, 4, 4
2019/6/1, 25, 2, 4
2019/6/2, 43, 3, 3
2019/6/3, 14, 3, 3
2019/6/4, 13, 4, 4
2019/6/5, 24, 4, 4
2019/6/6, 27, 5, 4
2019/6/7, 25, 4, 3
2019/6/8, 26, 2, 3
2019/6/9, 21, 3, 3
2019/6/10, 25, 3, 3
2019/6/11, 17, 4, 3
2019/6/12, 21, 3, 3
2019/6/13, 18, 4, 4
2019/6/14, 12, 2, 3
2019/6/15, 23, 3, 4
2019/6/16, 24, 5, 4
2019/6/17, 29, 6, 4
2019/6/18, 27, 5, 4
2019/6/19, 28, 4, 5
2019/6/20, 24, 3, 4
2019/6/21, 31, 3, 4
2019/6/22, 20, 3, 4
2019/6/23, 29, 6, 4
2019/6/24, 32, 5, 4
2019/6/25, 30, 4, 4
2019/6/26, 28, 5, 4
2019/6/27, 32, 6, 4
2019/6/28, 33, 3, 4
2019/6/29, 26, 2, 3
2019/6/30, 30, 4, 3
2019/1/1, 18, 7, 3
2019/1/2, 25, 11, 4
2019/1/3, 45, 6, 3
2019/1/4, 37, 10, 4
2019/1/5, 55, 4, 3
2019/1/6, 26, 6, 2
2019/1/7, 22, 5, 3
2019/1/8, 26, 7, 3
2019/1/9, 28, 4, 2
2019/1/10, 17, 5, 2
2019/1/11, 15, 7, 2
2019/1/12, 17, 9, 3
2019/1/13, 28, 16, 4
2019/1/14, 52, 11, 4
2019/1/15, 54, 5, 3
2019/1/16, 42, 8, 3
2019/1/17, 38, 7, 3
2019/1/18, 33, 5, 2
2019/1/19, 23, 7, 3
2019/1/20, 25, 5, 2
2019/1/21, 16, 9, 3
2019/1/22, 21, 7, 3
2019/1/23, 31, 9, 4
2019/1/24, 17, 6, 3
2019/1/25, 23, 7, 3
2019/1/26, 29, 6, 3
2019/1/27, 37, 6, 2
2019/1/28, 15, 6, 3
2019/1/29, 26, 6, 3
2019/1/30, 25, 5, 3
2019/1/31, 19, 8, 3
2019/2/1, 21, 9, 4
2019/2/2, 38, 12, 5
2019/2/3, 79, 17, 6
2019/2/4, 65, 6, 4
2019/2/5, 39, 5, 3
2019/2/6, 22, 8, 4
2019/2/7, 42, 4, 3
2019/2/8, 15, 4, 3
2019/2/9, 15, 5, 2
2019/2/10, 16, 7, 3
2019/2/11, 21, 12, 3
2019/2/12, 32, 12, 4
2019/2/13, 22, 8, 3
2019/2/14, 13, 9, 4
2019/2/15, 31, 4, 3
2019/2/16, 21, 5, 3
2019/2/17, 21, 9, 4
2019/2/18, 27, 9, 3
2019/2/19, 18, 13, 4
2019/2/20, 42, 6, 4
2019/2/21, 30, 6, 3
2019/2/22, 26, 11, 4
2019/2/23, 38, 4, 3
2019/2/24, 22, 3, 3
2019/2/25, 20, 5, 3
2019/2/26, 18, 6, 3
2019/2/27, 24, 9, 4
2019/2/28, 37, 16, 5
2019/3/1, 49, 10, 5
2019/3/2, 59, 7, 4
2019/3/3, 57, 5, 3
2019/3/4, 31, 6, 3
2019/3/5, 36, 6, 3
2019/3/6, 38, 7, 3
2019/3/7, 31, 9, 3
2019/3/8, 41, 9, 3
2019/3/9, 44, 4, 3
2019/3/10, 24, 5, 3
2019/3/11, 20, 4, 3
2019/3/12, 18, 7, 3
2019/3/13, 39, 9, 4
2019/3/14, 45, 4, 4
2019/3/15, 33, 4, 3
2019/3/16, 16, 4, 3
2019/3/17, 16, 5, 3
2019/3/18, 20, 11, 4
2019/3/19, 30, 11, 4
2019/3/20, 42, 4, 3
2019/3/21, 35, 7, 4
2019/3/22, 18, 4, 3
2019/3/23, 17, 4, 3
2019/3/24, 20, 5, 3
2019/3/25, 17, 5, 3
2019/3/26, 19, 6, 3
2019/3/27, 25, 5, 3
2019/3/28, 37, 7, 4
2019/3/29, 35, 8, 4
2019/3/30, 45, 3, 4
2019/3/31, 34, 3, 3
2018/10/1, 28, 21, 6
2018/10/2, 22, 4, 3
2018/10/3, 21, 2, 3
2018/10/4, 19, 3, 2
2018/10/5, 14, 3, 2
2018/10/6, 24, 2, 2
2018/10/7, 23, 3, 2
2018/10/8, 23, 2, 2
2018/10/9, 20, 2, 2
2018/10/10, 29, 4, 3
2018/10/11, 23, 2, 2
2018/10/12, 15, 3, 2
2018/10/13, 18, 3, 2
2018/10/14, 17, 3, 2
2018/10/15, 23, 3, 2
2018/10/16, 10, 3, 1
2018/10/17, 16, 2, 1
2018/10/18, 12, 3, 2
2018/10/19, 19, 3, 2
2018/10/20, 18, 2, 2
2018/10/21, 11, 5, 2
2018/10/22, 13, 7, 2
2018/10/23, 28, 5, 2
2018/10/24, 33, 3, 2
2018/10/25, 14, 5, 3
2018/10/26, 13, 5, 2
2018/10/27, 16, 3, 2
2018/10/28, 12, 4, 2
2018/10/29, 17, 4, 
2018/10/30, 12, 5, 3
2018/10/31, 23, 7, 4
2018/11/1, 26, 5, 3
2018/11/2, 25, 3, 3
2018/11/3, 16, 3, 3
2018/11/4, 14, 3, 3
2018/11/5, 20, 4, 3
2018/11/6, 11, 3, 2
2018/11/7, 15, 4, 3
2018/11/8, 14, 8, 18
2018/11/9, 23, 2, 
2018/11/10, 20, 2, 99
2018/11/11, 14, 5, 134
2018/11/12, 25, 9, 3
2018/11/13, 33, 5, 2
2018/11/14, 14, 7, 3
2018/11/15, 26, 8, 3
2018/11/16, 22, 6, 3
2018/11/17, 22, 4, 3
2018/11/18, 16, 7, 4
2018/11/19, 36, 10, 3
2018/11/20, 51, 3, 3
2018/11/21, 25, 4, 2
2018/11/22, 15, 5, 3
2018/11/23, 22, 4, 3
2018/11/24, 35, 9, 4
2018/11/25, 36, 9, 5
2018/11/26, 30, 6, 3
2018/11/27, 9, 6, 3
2018/11/28, 8, 5, 4
2018/11/29, 12, 8, 4
2018/11/30, 17, 6, 3
2018/12/1, 24, 3, 4
2018/12/2, 18, 5, 4
2018/12/3, 18, 5, 3
2018/12/4, 10, 6, 4
2018/12/5, 28, 6, 3
2018/12/6, 42, 5, 3
2018/12/7, 23, 8, 4
2018/12/8, 40, 6, 3
2018/12/9, 42, 6, 4
2018/12/10, 32, 7, 3
2018/12/11, 53, 10, 3
2018/12/12, 50, 8, 3
2018/12/13, 49, 5, 3
2018/12/14, 47, 8, 4
2018/12/15, 55, 11, 4
2018/12/16, 53, 7, 3
2018/12/17, 35, 4, 2
2018/12/18, 23, 7, 3
2018/12/19, 33, 9, 4
2018/12/20, 51, 9, 5
2018/12/21, 27, 3, 3
2018/12/22, 14, 7, 3
2018/12/23, 18, 7, 3
2018/12/24, 33, 6, 3
2018/12/25, 25, 8, 3
2018/12/26, 30, 7, 3
2018/12/27, 27, 5, 4
2018/12/28, 22, 4, 4
2018/12/29, 23, 4, 3
2018/12/30, 29, , 
2018/7/1, 51, 3, 4
2018/7/2, 59, 5, 4
2018/7/3, 39, 3, 3
2018/7/4, 31, 3, 3
2018/7/5, 41, 2, 3
2018/7/6, 24, 3, 2
2018/7/7, 15, 2, 2
2018/7/8, 23, 4, 3
2018/7/9, 25, 4, 3
2018/7/10, 34, 3, 2
2018/7/11, 24, 4, 2
2018/7/12, 29, 6, 4
2018/7/13, 47, 3, 3
2018/7/14, 45, 3, 3
2018/7/15, 42, 5, 3
2018/7/16, 47, 3, 3
2018/7/17, 33, 3, 3
2018/7/18, 18, 3, 3
2018/7/19, 18, 4, 3
2018/7/20, 23, 2, 3
2018/7/21, 24, 1, 2
2018/7/22, 19, 2, 3
2018/7/23, 12, 1, 3
2018/7/24, 21, 2, 3
2018/7/25, 15, 3, 3
2018/7/26, 18, 3, 4
2018/7/27, 38, 4, 4
2018/7/28, 33, 3, 3
2018/7/29, 25, 2, 3
2018/7/30, 31, 4, 3
2018/7/31, 35, 2, 3
2018/8/1, 24, 3, 4
2018/8/2, 18, 4, 5
2018/8/13, 26, 3, 4
2018/8/14, 22, 4, 5
2018/8/15, 33, 3, 4
2018/8/16, 32, 3, 4
2018/8/17, 46, 3, 4
2018/8/18, 27, 3, 4
2018/8/19, 31, 2, 3
2018/8/20, 30, 1, 3
2018/8/21, 27, 2, 4
2018/8/22, 21, 3, 3
2018/8/23, 24, 3, 4
2018/8/24, 49, 3, 4
2018/8/25, 59, 2, 5
2018/8/26, 45, 4, 5
2018/8/27, 44, 5, 5
2018/8/28, 58, 4, 5
2018/8/29, 45, 3, 4
2018/8/30, 20, 4, 4
2018/8/31, 24, 1, 4
2018/9/1, 27, 1, 4
2018/9/2, 32, 3, 4
2018/9/3, 27, 4, 4
2018/9/4, 28, 3, 4
2018/9/5, 33, 4, 4
2018/9/6, 23, 4, 3
2018/9/7, 24, 2, 3
2018/9/8, 16, 3, 3
2018/9/9, 17, 3, 3
2018/9/10, 14, 2, 3
2018/9/11, 8, 4, 4
2018/9/12, 20, 5, 5
2018/9/13, 22, 4, 4
2018/9/14, 23, 4, 5
2018/9/15, 21, 4, 5
2018/9/16, 28, 2, 4
2018/9/17, 25, 4, 4
2018/9/18, 24, 2, 2
2018/9/19, 16, 4, 3
2018/9/20, 25, 2, 3
2018/9/21, 19, 3, 3
2018/9/22, 13, 2, 2
2018/9/23, 15, 2, 2
2018/9/24, 16, 2, 2
2018/9/25, 12, 2, 3
2018/9/26, 18, 4, 3
2018/9/27, 16, 2, 2
2018/9/28, 15, 2, 2
2018/9/29, 14, 3, 2
2018/9/30, 17, 5, 2
2018/4/1, 18, 7, 3
2018/4/2, 21, 6, 2
2018/4/3, 32, 3, 3
2018/4/4, 15, 4, 3
2018/4/5, 17, 5, 3
2018/4/6, 28, 4, 2
2018/4/7, 21, 5, 3
2018/4/8, 17, 4, 2
2018/4/9, 14, 8, 3
2018/4/10, 24, 7, 3
2018/4/11, 34, 6, 3
2018/4/12, 53, 7, 4
2018/4/13, 45, 4, 2
2018/4/14, 22, 5, 2
2018/4/15, 22, 7, 3
2018/4/16, 11, 7, 3
2018/4/17, 13, 5, 2
2018/4/18, 16, 4, 3
2018/4/19, 13, 6, 3
2018/4/20, 19, 5, 3
2018/4/21, 20, 9, 3
2018/4/22, 23, 7, 3
2018/4/23, 24, 4, 3
2018/4/24, 29, 6, 4
2018/4/25, 21, 7, 4
2018/4/26, 15, 5, 3
2018/4/27, 17, 4, 4
2018/4/28, 26, 3, 4
2018/4/29, 17, 6, 3
2018/4/30, 18, 8, 4
2018/5/1, 35, 5, 3
2018/5/2, 39, 11, 4
2018/5/3, 46, 5, 3
2018/5/4, 33, 4, 3
2018/5/5, 22, 3, 3
2018/5/6, 30, 4, 3
2018/5/7, 17, 9, 4
2018/5/8, 28, 8, 4
2018/5/9, 37, 3, 4
2018/5/10, 31, 2, 2
2018/5/11, 12, 4, 3
2018/5/12, 20, 3, 3
2018/5/13, 18, 4, 4
2018/5/14, 20, 7, 4
2018/5/15, 30, 3, 2
2018/5/16, 27, 5, 3
2018/5/17, 35, 3, 3
2018/5/18, 16, 3, 3
2018/5/19, 19, 3, 4
2018/5/20, 18, 6, 4
2018/5/21, 25, 5, 4
2018/5/22, 31, 4, 3
2018/5/23, 33, 6, 3
2018/5/24, 19, 6, 4
2018/5/25, 42, 5, 4
2018/5/26, 47, 2, 4
2018/5/27, 35, 1, 3
2018/5/28, 20, 6, 4
2018/5/29, 29, 5, 3
2018/5/30, 32, 2, 3
2018/5/31, 26, 3, 4
2018/6/1, 19, 2, 3
2018/6/2, 18, 3, 3
2018/6/3, 23, 2, 2
2018/6/4, 12, 3, 3
2018/6/5, 15, 3, 3
2018/6/6, 27, 4, 4
2018/6/7, 28, 4, 3
2018/6/8, 19, 4, 4
2018/6/9, 20, 3, 3
2018/6/10, 20, 5, 3
2018/6/11, 18, 5, 3
2018/6/12, 25, 3, 4
2018/6/13, 29, 3, 4
2018/6/14, 16, 3, 3
2018/6/15, 20, 5, 3
2018/6/16, 24, 3, 2
2018/6/17, 28, 2, 3
2018/6/18, 35, 4, 2
2018/6/19, 17, 4, 2
2018/6/20, 20, 2, 2
2018/6/21, 19, 5, 2
2018/6/22, 19, 2, 2
2018/6/23, 24, 2, 2
2018/6/24, 22, 3, 2
2018/6/25, 17, 4, 2
2018/6/26, 17, 3, 2
2018/6/27, 22, 6, 3
2018/6/28, 16, 5, 4
2018/6/29, 30, 3, 4
2018/6/30, 42, 4, 4
2018/1/1, 18, 8, 3
2018/1/2, 27, 6, 2
2018/1/3, 36, 13, 3
2018/1/4, 49, 5, 2
2018/1/5, 18, 4, 2
2018/1/6, 17, 6, 2
2018/1/7, 20, 8, 3
2018/1/8, 39, 8, 2
2018/1/9, 35, 7, 3
2018/1/10, 28, 7, 3
2018/1/11, 46, 6, 3
2018/1/12, 19, 4, 3
2018/1/13, 12, 5, 2
2018/1/14, 21, 12, 4
2018/1/15, 52, 15, 4
2018/1/16, 61, 17, 4
2018/1/17, 90, 10, 4
2018/1/18, 63, 10, 3
2018/1/19, 71, 10, 4
2018/1/20, 56, 7, 3
2018/1/21, 30, 6, 3
2018/1/22, 26, 9, 4
2018/1/23, 20, 4, 3
2018/1/24, 12, 5, 2
2018/1/25, 14, 9, 3
2018/1/26, 24, 7, 3
2018/1/27, 46, 6, 3
2018/1/28, 39, 6, 2
2018/1/29, 21, 6, 3
2018/1/30, 26, 5, 2
2018/1/31, 23, 6, 3
2018/2/1, 39, 4, 2
2018/2/2, 17, 6, 2
2018/2/3, 22, 5, 2
2018/2/4, 34, 7, 3
2018/2/5, 22, 5, 2
2018/2/6, 23, 12, 3
2018/2/7, 39, 10, 3
2018/2/8, 32, 8, 3
2018/2/9, 47, 11, 4
2018/2/10, 71, 9, 4
2018/2/11, 83, 6, 2
2018/2/12, 21, 7, 3
2018/2/13, 25, 8, 3
2018/2/14, 43, 11, 4
2018/2/15, 50, 7, 3
2018/2/16, 45, 5, 2
2018/2/17, 22, 7, 3
2018/2/18, 36, 4, 2
2018/2/19, 34, 11, 5
2018/2/20, 34, 4, 3
2018/2/21, 29, 5, 2
2018/2/22, 16, 7, 3
2018/2/23, 25, 6, 3
2018/2/24, 17, 5, 3
2018/2/25, 20, 8, 3
2018/2/26, 27, 7, 3
2018/2/27, 25, 7, 3
2018/2/28, 30, 5, 
2018/3/1, 44, 3, 2
2018/3/2, 28, 3, 2
2018/3/3, 18, 3, 2
2018/3/4, 19, 4, 2
2018/3/5, 21, 7, 3
2018/3/6, 27, 6, 2
2018/3/7, 20, 5, 2
2018/3/8, 16, 7, 2
2018/3/9, 25, 6, 3
2018/3/10, 21, 4, 2
2018/3/11, 12, 7, 3
2018/3/12, 25, 5, 2
2018/3/13, 16, 6, 2
2018/3/14, 12, 6, 2
2018/3/15, 10, 5, 2
2018/3/16, 22, 4, 2
2018/3/17, 15, 9, 2
2018/3/18, 18, 9, 3
2018/3/19, 20, 11, 3
2018/3/20, 31, 11, 
2018/3/21, 48, 8, 3
2018/3/22, 28, 12, 3
2018/3/23, 33, 4, 2
2018/3/24, 19, 5, 2
2018/3/25, 21, 14, 3
2018/3/26, 36, 6, 2
2018/3/27, 28, 8, 3
2018/3/28, 39, 10, 4
2018/3/29, 48, 5, 3
2018/3/30, 22, 4, 2
2018/3/31, 17, 3, 2
2017/10/1, 23, 7, 4
2017/10/2, 24, 4, 3
2017/10/3, 21, 3, 4
2017/10/4, 26, 3, 3
2017/10/5, 20, 5, 4
2017/10/6, 19, 3, 3
2017/10/7, 28, 4, 3
2017/10/8, 22, 5, 3
2017/10/9, 18, 6, 4
2017/10/10, 21, 3, 2
2017/10/11, 20, 7, 3
2017/10/12, 21, 2, 2
2017/10/13, 17, 3, 3
2017/10/14, 23, 1, 2
2017/10/15, 28, 3, 2
2017/10/16, 9, 4, 2
2017/10/17, 14, 5, 3
2017/10/18, 23, 3, 2
2017/10/19, 25, 5, 3
2017/10/20, 18, 7, 4
2017/10/21, 24, 4, 3
2017/10/22, 29, 2, 3
2017/10/23, 20, 2, 2
2017/10/24, 14, 5, 2
2017/10/25, 19, 5, 2
2017/10/26, 16, 3, 2
2017/10/27, 11, 3, 2
2017/10/28, 25, 3, 3
2017/10/29, 18, 2, 2
2017/10/30, 9, 3, 
2017/10/31, 12, 5, 2
2017/11/1, 22, 4, 2
2017/11/2, 35, 4, 3
2017/11/3, 20, 3, 2
2017/11/4, 13, 1, 2
2017/11/5, 15, 3, 3
2017/11/6, 16, 4, 2
2017/11/7, 16, 8, 3
2017/11/8, 27, 4, 2
2017/11/9, 25, 3, 2
2017/11/10, 14, 5, 3
2017/11/11, 15, 6, 3
2017/11/12, 26, 10, 3
2017/11/13, 40, 11, 4
2017/11/14, 59, 7, 3
2017/11/15, 49, 5, 3
2017/11/16, 21, 5, 3
2017/11/17, 12, 4, 3
2017/11/18, 22, 3, 2
2017/11/19, 20, 6, 3
2017/11/20, 14, 5, 2
2017/11/21, 29, 6, 2
2017/11/22, 25, 2, 2
2017/11/23, 14, 3, 2
2017/11/24, 34, 6, 3
2017/11/25, 37, 3, 2
2017/11/26, 13, 4, 2
2017/11/27, 18, 5, 3
2017/11/28, 25, 5, 2
2017/11/29, 29, 5, 2
2017/11/30, 19, 7, 2
2017/12/1, 29, 7, 4
2017/12/2, 31, 10, 4
2017/12/3, 43, 9, 4
2017/12/4, 59, 3, 
2017/12/5, 29, 4, 2
2017/12/6, 19, 6, 2
2017/12/7, 23, 6, 3
2017/12/8, 24, 7, 4
2017/12/9, 41, 5, 3
2017/12/10, 35, 6, 3
2017/12/11, 20, 12, 4
2017/12/12, 39, 5, 2
2017/12/13, 18, 6, 2
2017/12/14, 13, 8, 2
2017/12/15, 25, 7, 2
2017/12/16, 46, , 
2017/12/18, 50, 11, 3
2017/12/19, 56, 4, 1
2017/12/20, 12, 6, 2
2017/12/21, 23, 10, 2
2017/12/22, 28, 7, 3
2017/12/23, 27, 5, 2
2017/12/24, 18, 4, 
2017/12/25, 16, 5, 2
2017/12/26, 13, 7, 2
2017/12/27, 18, 7, 2
2017/12/28, 19, 11, 3
2017/12/29, 27, 8, 2
2017/12/30, 26, 7, 2
2017/12/31, 21, 9, 2
2017/7/1, 18, 3, 4
2017/7/2, 11, 5, 4
2017/7/3, 31, 4, 4
2017/7/4, 23, 4, 3
2017/7/5, 26, 3, 4
2017/7/6, 27, 4, 5
2017/7/7, 33, 4, 4
2017/7/8, 23, 3, 4
2017/7/9, 18, 4, 4
2017/7/10, 28, 4, 5
2017/7/11, 31, 4, 4
2017/7/12, 27, 4, 3
2017/7/13, 17, 3, 4
2017/7/14, 14, 4, 5
2017/7/15, 14, 3, 4
2017/7/16, 27, 4, 4
2017/7/17, 26, 6, 6
2017/7/18, 27, 6, 5
2017/7/19, 39, 7, 5
2017/7/20, 43, 4, 5
2017/7/21, 38, 4, 4
2017/7/22, 32, 3, 3
2017/7/23, 19, 4, 3
2017/7/24, 11, 5, 4
2017/7/25, 10, 3, 4
2017/7/26, 11, 4, 5
2017/7/27, 19, 3, 4
2017/7/28, 14, 3, 3
2017/7/29, 16, 4, 4
2017/7/30, 13, 4, 4
2017/7/31, 22, 6, 5
2017/8/1, 31, 4, 5
2017/8/2, 35, 5, 5
2017/8/3, 33, 3, 5
2017/8/4, 38, 4, 4
2017/8/5, 16, 2, 3
2017/8/6, 13, 5, 4
2017/8/7, 23, 4, 5
2017/8/8, 24, 4, 4
2017/8/9, 20, 5, 5
2017/8/10, 37, 5, 5
2017/8/11, 49, 2, 5
2017/8/12, 30, 3, 4
2017/8/13, 20, 3, 3
2017/8/14, 19, 4, 5
2017/8/15, 28, 4, 4
2017/8/16, 17, 4, 4
2017/8/17, 16, 3, 5
2017/8/18, 29, 4, 5
2017/8/19, 23, 3, 5
2017/8/20, 24, 3, 5
2017/8/21, 46, 3, 5
