date, pm25, pm10, no2
2019/5/4, 11, 4, 4
2019/5/5, 12, 9, 4
2019/5/6, 13, 8, 4
2019/5/7, 13, 16, 7
2019/5/8, 11, 17, 8
2019/5/9, 16, 12, 6
2019/5/10, 17, 8, 4
2019/5/11, 16, 7, 2
2019/5/12, 12, 7, 4
2019/5/13, 11, 13, 11
2019/5/14, 16, 17, 11
2019/5/15, 21, 23, 13
2019/5/16, 32, 14, 8
2019/5/17, 22, 16, 5
2019/5/18, 19, 13, 5
2019/5/19, 24, 24, 13
2019/5/20, 30, 26, 16
2019/5/21, 31, 28, 12
2019/5/22, 42, 12, 9
2019/5/23, 26, 11, 6
2019/5/24, 18, 8, 2
2019/5/25, 16, 5, 2
2019/5/26, 8, 7, 4
2019/5/27, 12, 8, 5
2019/5/28, 16, 6, 4
2019/5/29, 7, 4, 4
2019/5/30, 10, 3, 5
2019/5/31, 10, 7, 3
2019/6/1, 19, 6, 5
2019/6/2, 12, 10, 6
2019/6/3, 15, 14, 9
2019/6/4, 23, 14, 7
2019/6/5, 18, 16, 11
2019/6/6, 27, 10, 7
2019/6/7, 23, 7, 7
2019/6/8, 18, 5, 3
2019/6/9, 14, 5, 5
2019/6/10, 8, 8, 6
2019/6/11, 10, 9, 5
2019/6/12, 13, 6, 5
2019/6/13, 18, 11, 11
2019/6/14, 16, 8, 6
2019/6/15, 16, 11, 7
2019/6/16, 20, 10, 9
2019/6/17, 16, 7, 7
2019/6/18, 13, 9, 9
2019/6/19, 16, 8, 10
2019/6/20, 20, 5, 8
2019/6/21, 12, 5, 3
2019/6/22, 9, 5, 3
2019/6/23, 9, 8, 7
2019/6/24, 13, 11, 9
2019/6/25, 15, 5, 4
2019/6/26, 9, 5, 4
2019/6/27, 10, 5, 5
2019/6/28, 7, 2, 4
2019/6/29, 9, 4, 5
2019/6/30, 15, 4, 5
2019/1/3, 13, 3, 5
2019/1/4, 13, 4, 6
2019/1/5, 15, 4, 7
2019/1/6, 11, 6, 4
2019/1/7, 16, 5, 13
2019/1/8, 14, 5, 11
2019/1/9, 12, 7, 11
2019/1/10, 17, 9, 7
2019/1/11, 19, 6, 3
2019/1/12, 22, 4, 8
2019/1/13, 12, 7, 4
2019/1/14, 10, 11, 6
2019/1/15, 36, 11, 18
2019/1/16, 42, 5, 21
2019/1/17, 17, 6, 11
2019/1/18, 21, 4, 10
2019/1/19, 16, 8, 7
2019/1/20, 33, 10, 10
2019/1/21, 38, 25, 24
2019/1/22, 78, 27, 29
2019/1/23, 79, 26, 30
2019/1/24, 79, 32, 25
2019/1/25, 89, 7, 27
2019/1/26, 32, 6, 4
2019/1/27, 28, 13, 5
2019/1/28, 46, 22, 15
2019/1/29, 65, 29, 25
2019/1/30, 85, 8, 32
2019/1/31, 27, 5, 13
2019/2/1, 19, 5, 13
2019/2/2, 18, 16, 7
2019/2/3, 54, 16, 14
2019/2/4, 53, 16, 20
2019/2/5, 54, 17, 18
2019/2/6, 50, 17, 23
2019/2/7, 54, 13, 25
2019/2/8, 42, 13, 23
2019/2/9, 44, 6, 17
2019/2/10, 21, 5, 9
2019/2/11, 15, 6, 10
2019/2/12, 16, 14, 17
2019/2/13, 32, 9, 8
2019/2/14, 19, 10, 8
2019/2/15, 27, 7, 16
2019/2/16, 20, 10, 7
2019/2/17, 24, 13, 11
2019/2/18, 37, 8, 19
2019/2/19, 18, 12, 15
2019/2/20, 24, 4, 14
2019/2/21, 15, 7, 13
2019/2/22, 26, 13, 18
2019/2/23, 43, 12, 15
2019/2/24, 28, 11, 5
2019/2/25, 18, 14, 7
2019/2/26, 26, 11, 17
2019/2/27, 20, 4, 3
2019/2/28, 15, 3, 6
2019/3/1, 10, 3, 7
2019/3/2, 13, 7, 9
2019/3/3, 24, 10, 9
2019/3/4, 16, 15, 12
2019/3/5, 23, 17, 14
2019/3/6, 34, 9, 16
2019/3/7, 21, 3, 13
2019/3/8, 9, 5, 8
2019/3/9, 14, 7, 5
2019/3/10, 27, 6, 10
2019/3/11, 24, , 3
2018/10/19, 14, 7, 
2018/10/24, 19, 4, 10
2018/10/25, 10, 2, 14
2018/10/26, 22, 6, 8
2018/10/27, 21, 5, 8
2018/10/28, 31, 13, 11
2018/10/29, 18, 19, 10
2018/10/30, 13, 8, 10
2018/10/31, 20, 6, 11
2018/11/1, 17, 6, 11
2018/11/2, 15, 5, 10
2018/11/3, 15, 6, 6
2018/11/5, 44, 25, 16
2018/11/6, 44, 24, 13
2018/11/7, 47, 16, 15
2018/11/8, 41, 15, 14
2018/11/9, 54, 18, 7
2018/11/10, 23, 6, 4
2018/11/11, 7, 3, 11
2018/11/12, 15, 6, 13
2018/11/13, 24, 8, 15
2018/11/14, 45, 18, 18
2018/11/15, 48, 17, 17
2018/11/16, 28, 11, 8
2018/11/17, 33, 10, 11
2018/11/18, 41, 12, 12
2018/11/19, 34, 11, 11
2018/11/20, 28, 9, 18
2018/11/21, 34, 13, 12
2018/11/22, 24, 10, 8
2018/11/23, 20, 6, 10
2018/11/24, 30, 10, 4
2018/11/25, 17, 6, 13
2018/11/26, 26, 7, 15
2018/11/27, 29, 8, 17
2018/11/28, 45, 19, 5
2018/11/29, 8, 5, 6
2018/11/30, 14, 5, 3
2018/12/1, 12, 15, 6
2018/12/2, 11, 8, 13
2018/12/3, 28, 12, 5
2018/12/4, 13, 4, 8
2018/12/5, 13, 4, 16
2018/12/6, 31, 8, 23
2018/12/7, 50, 17, 9
2018/12/8, 14, 4, 5
2018/12/9, 15, 4, 8
2018/12/10, 9, 4, 15
2018/12/11, 22, 8, 15
2018/12/12, 34, 8, 17
2018/12/13, 36, 10, 19
2018/12/14, 47, 14, 20
2018/12/15, 91, 31, 4
2018/12/16, 22, 5, 18
2018/12/17, 35, 11, 16
2018/12/18, 34, 9, 14
2018/12/19, 32, 9, 5
2018/12/20, 13, 4, 8
2018/12/21, 15, 4, 16
2018/12/22, 38, 11, 10
2018/12/23, 33, 10, 4
2018/12/24, 14, 4, 
2018/12/25, 11, 4, 3
2018/12/26, 8, 4, 7
2018/12/27, 11, 3, 8
2018/12/28, 13, 3, 4
2018/12/29, 14, 4, 5
2018/12/30, 9, 3, 
2018/7/1, 20, 13, 7
2018/7/2, 19, 9, 8
2018/7/3, 16, 7, 7
2018/7/4, 11, 11, 7
2018/7/5, 19, 10, 6
2018/7/6, 15, 7, 5
2018/7/7, 11, 6, 5
2018/7/8, 14, 9, 6
2018/7/9, 17, 14, 8
2018/7/10, 27, 17, 10
2018/7/11, 30, 16, 7
2018/7/12, 25, 13, 6
2018/7/13, 25, 7, 9
2018/7/14, 14, 7, 7
2018/7/15, 17, 12, 8
2018/7/16, 27, 16, 10
2018/7/17, 36, 17, 13
2018/7/18, 48, 12, 5
2018/7/19, 15, 17, 6
2018/7/20, 23, 10, 6
2018/7/21, 25, 9, 3
2018/7/22, 23, 7, 6
2018/7/23, 16, 10, 8
2018/7/24, 22, 6, 5
2018/7/25, 15, 6, 6
2018/7/26, 13, 1, 10
2018/7/27, 2, 1, 6
2018/7/28, 3, 1, 4
2018/7/29, 3, 16, 4
2018/7/30, 18, 13, 6
2018/7/31, 25, 9, 7
2018/8/1, 18, 8, 6
2018/8/2, 18, 7, 9
2018/8/3, 15, 3, 6
2018/8/4, 8, 3, 2
2018/8/5, 10, 5, 5
2018/8/6, 12, 10, 7
2018/8/7, 13, 15, 8
2018/8/8, 19, 8, 8
2018/8/9, 19, 5, 8
2018/8/10, 15, 5, 3
2018/8/11, 12, 5, 3
2018/8/12, 9, 6, 7
2018/8/13, 11, 8, 9
2018/8/14, 15, 14, 10
2018/8/15, 26, 8, 15
2018/8/16, 25, 7, 8
2018/8/17, 8, 4, 7
2018/8/18, 10, 3, 3
2018/8/19, 7, 5, 6
2018/8/20, 8, 5, 8
2018/8/21, 8, 8, 11
2018/8/22, 21, 9, 10
2018/8/23, 16, 8, 9
2018/8/24, 11, 5, 4
2018/8/25, 10, 4, 6
2018/8/26, 9, 7, 11
2018/8/27, 15, 10, 11
2018/8/28, 22, 13, 7
2018/8/29, 19, 5, 5
2018/8/30, 8, 9, 10
2018/8/31, 12, 11, 11
2018/9/1, 20, 11, 10
2018/9/2, 20, 14, 12
2018/9/3, 24, 6, 11
2018/9/4, 13, 15, 9
2018/9/5, 16, 16, 9
2018/9/6, 24, 11, 8
2018/9/7, 18, 13, 7
2018/9/8, 26, 7, 5
2018/9/9, 11, 7, 8
2018/9/10, 11, 10, 8
2018/9/11, 14, 6, 5
2018/9/12, 8, 8, 8
2018/9/13, 10, 9, 11
2018/9/14, 15, 4, 4
2018/9/15, 6, 3, 4
2018/9/16, 5, 5, 8
2018/9/17, 17, 7, 12
2018/9/18, 17, 11, 15
2018/9/19, 17, 5, 9
2018/9/20, 17, 6, 11
2018/9/21, 15, 3, 3
2018/9/22, 17, 3, 2
2018/9/23, 17, 5, 5
2018/9/24, 17, 4, 8
2018/9/25, 17, 5, 4
2018/4/1, 23, 8, 3
2018/4/2, 16, 11, 4
2018/4/3, 11, 11, 7
2018/4/4, 18, 6, 12
2018/4/5, 17, 8, 5
2018/4/6, 13, 10, 5
2018/4/7, 17, 8, 6
2018/4/8, 23, 25, 8
2018/4/9, 20, 26, 5
2018/4/10, 14, 25, 10
2018/4/11, 18, 31, 10
2018/4/12, 19, 29, 7
2018/4/13, 17, 25, 13
2018/4/14, 27, 27, 11
2018/4/15, 31, 40, 19
2018/4/16, 34, 35, 16
2018/4/17, 53, 24, 22
2018/4/18, 46, 14, 15
2018/4/19, 26, 11, 13
2018/4/20, 34, 4, 2
2018/4/21, 9, 18, 9
2018/4/22, 16, 12, 14
2018/4/23, 14, 11, 9
2018/4/24, 15, 10, 6
2018/4/25, 11, 10, 13
2018/4/26, 12, 20, 11
2018/4/27, 20, 11, 6
2018/4/28, 10, 12, 4
2018/4/29, 14, 30, 11
2018/4/30, 23, 13, 4
2018/5/1, 11, 21, 9
2018/5/2, 15, 18, 7
2018/5/3, 19, 19, 13
2018/5/4, 18, 14, 11
2018/5/5, 19, 9, 9
2018/5/6, 11, 17, 12
2018/5/7, 20, 26, 13
2018/5/8, 24, 27, 6
2018/5/9, 26, 21, 4
2018/5/10, 33, 6, 11
2018/5/11, 13, 17, 9
2018/5/12, 30, 18, 11
2018/5/13, 28, 33, 16
2018/5/14, 47, 29, 16
2018/5/15, 51, 18, 8
2018/5/16, 22, 15, 8
2018/5/17, 22, 12, 9
2018/5/18, 14, 12, 7
2018/5/19, 20, 16, 9
2018/5/20, 25, 16, 8
2018/5/21, 33, 19, 7
2018/5/22, 34, 12, 10
2018/5/23, 12, 24, 12
2018/5/24, 25, 19, 9
2018/5/25, 36, 13, 7
2018/5/26, 27, 14, 8
2018/5/27, 19, 22, 14
2018/5/28, 37, 19, 9
2018/5/29, 36, 17, 14
2018/5/30, 24, 21, 15
2018/5/31, 30, 19, 10
2018/6/1, 43, 10, 6
2018/6/2, 21, 8, 3
2018/6/3, 14, 6, 4
2018/6/4, 10, 6, 4
2018/6/5, 11, 9, 6
2018/6/6, 10, 5, 7
2018/6/7, 11, 6, 7
2018/6/8, 8, 8, 7
2018/6/9, 15, 8, 4
2018/6/10, 14, 7, 8
2018/6/11, 14, 6, 6
2018/6/12, 12, 9, 9
2018/6/13, 15, 17, 5
2018/6/14, 14, 11, 11
2018/6/15, 15, 11, 8
2018/6/16, 16, 10, 6
2018/6/17, 17, 13, 9
2018/6/18, 22, 8, 6
2018/6/19, 13, 10, 5
2018/6/20, 11, 6, 5
2018/6/21, 10, 5, 3
2018/6/22, 13, 5, 5
2018/6/23, 14, 5, 8
2018/6/24, 17, 10, 10
2018/6/25, 15, 14, 6
2018/6/26, 23, 15, 9
2018/6/27, 24, 8, 7
2018/6/28, 16, 7, 4
2018/6/29, 10, 5, 5
2018/6/30, 9, 9, 8
2018/1/1, 62, 5, 6
2018/1/2, 17, 17, 15
2018/1/3, 51, 4, 8
2018/1/4, 12, 8, 9
2018/1/5, 35, 4, 5
2018/1/6, 16, 7, 1
2018/1/7, 12, 7, 7
2018/1/8, 15, 18, 14
2018/1/9, 61, 30, 18
2018/1/10, 58, 18, 13
2018/1/11, 39, 10, 12
2018/1/12, 34, 20, 13
2018/1/13, 65, 7, 6
2018/1/14, 22, 5, 2
2018/1/15, 12, 4, 3
2018/1/16, 14, 3, 7
2018/1/17, 14, 11, 9
2018/1/18, 34, 35, 18
2018/1/19, 90, 40, 16
2018/1/20, 111, 23, 10
2018/1/21, 73, 27, 18
2018/1/22, 74, 22, 18
2018/1/23, 70, 8, 14
2018/1/24, 27, 6, 6
2018/1/25, 23, 3, 6
2018/1/26, 7, 4, 5
2018/1/27, 16, 3, 4
2018/1/28, 13, 11, 12
2018/1/29, 33, 5, 9
2018/1/30, 18, 3, 6
2018/1/31, 11, 5, 6
2018/2/1, 14, 24, 14
2018/2/2, 54, 16, 8
2018/2/3, 53, 24, 12
2018/2/4, 73, 15, 13
2018/2/5, 49, 19, 15
2018/2/6, 61, 7, 10
2018/2/7, 24, 14, 17
2018/2/8, 38, 7, 8
2018/2/9, 28, 8, 4
2018/2/10, 30, 6, 2
2018/2/11, 22, 3, 4
2018/2/12, 12, 12, 14
2018/2/13, 35, 8, 6
2018/2/14, 23, 7, 2
2018/2/15, 19, 7, 5
2018/2/16, 21, 11, 9
2018/2/17, 34, 11, 10
2018/2/18, 39, 17, 14
2018/2/19, 51, 14, 14
2018/2/20, 45, 12, 14
2018/2/21, 41, 13, 14
2018/2/22, 36, 7, 12
2018/2/23, 21, 6, 9
2018/2/24, 22, 8, 7
2018/2/25, 28, 15, 15
2018/2/26, 50, 11, 11
2018/2/27, 38, 15, 10
2018/2/28, 47, 22, 14
2018/3/1, 63, 26, 21
2018/3/2, 73, 12, 13
2018/3/3, 43, 6, 6
2018/3/4, 25, 6, 10
2018/3/5, 24, 11, 12
2018/3/6, 34, 19, 18
2018/3/7, 57, 17, 17
2018/3/8, 55, 11, 10
2018/3/9, 41, 12, 10
2018/3/10, 41, 14, 8
2018/3/11, 52, 8, 11
2018/3/12, 26, 7, 11
2018/3/13, 24, 8, 10
2018/3/14, 25, 10, 8
2018/3/15, 25, 13, 7
2018/3/16, 23, 13, 6
2018/3/17, 28, 4, 1
2018/3/18, 12, 6, 4
2018/3/19, 10, 6, 5
2018/3/20, 12, 4, 6
2018/3/21, 14, 5, 7
2018/3/22, 12, 3, 11
2018/3/23, 8, 6, 5
2018/3/24, 16, 4, 4
2018/3/25, 11, 19, 7
2018/3/26, 20, 19, 6
2018/3/27, 19, 17, 5
2018/3/28, 18, 12, 4
2018/3/29, 22, 10, 3
2018/3/30, 16, 10, 3
2018/3/31, 15, 12, 6
2017/10/1, 31, 7, 4
2017/10/2, 14, 13, 8
2017/10/3, 20, 6, 
2017/10/4, 13, 7, 
2017/10/5, 6, 5, 
2017/10/6, 10, 4, 
2017/10/7, 15, 4, 
2017/10/8, 16, 8, 
2017/10/9, 10, 12, 
2017/10/10, 20, 10, 
2017/10/11, 13, 7, 
2017/10/12, 20, 9, 
2017/10/13, 20, 8, 
2017/10/14, 11, 7, 
2017/10/15, 25, 4, 
2017/10/16, 13, 12, 
2017/10/17, 18, 5, 
2017/10/18, 11, 18, 
2017/10/19, 26, 20, 
2017/10/20, 20, 16, 
2017/10/21, 14, 16, 
2017/10/22, 23, 18, 
2017/10/23, 16, 10, 
2017/10/24, 7, 8, 
2017/10/25, 18, 3, 
2017/10/26, 8, 3, 
2017/10/27, 8, 5, 
2017/10/28, 15, 1, 
2017/10/30, 15, 4, 
2017/10/31, 13, 6, 
2017/11/1, 19, 11, 
2017/11/2, 15, 24, 
2017/11/3, 22, 13, 
2017/11/4, 33, 9, 
2017/11/5, 27, 5, 
2017/11/6, 17, 16, 
2017/11/7, 42, 20, 
2017/11/8, 46, 17, 
2017/11/9, 14, 13, 
2017/11/10, 16, 18, 
2017/11/11, 15, 3, 
2017/11/12, 11, 5, 
2017/11/13, 19, 7, 7
2017/11/14, 21, 7, 5
2017/11/15, 20, 8, 10
2017/11/16, 24, 5, 6
2017/11/17, 16, 34, 11
2017/11/18, 49, 19, 7
2017/11/19, 47, 18, 8
2017/11/20, 26, 24, 10
2017/11/21, 35, , 
2017/11/23, 7, 11, 5
2017/11/24, 13, 13, 6
2017/11/25, 16, 21, 11
2017/11/26, 58, 30, 10
2017/11/27, 51, 23, 9
2017/11/28, 36, 20, 10
2017/11/29, 36, 18, 10
2017/11/30, 41, 11, 6
2017/12/1, 20, 5, 4
2017/12/2, 15, 4, 2
2017/12/3, 11, 4, 7
2017/12/4, 15, 4, 8
2017/12/5, 10, 12, 12
2017/12/6, 33, 7, 11
2017/12/7, 23, 4, 8
2017/12/8, 13, 3, 3
2017/12/9, 6, 16, 11
2017/12/10, 57, 16, 15
2017/12/11, 48, 11, 11
2017/12/12, 38, 17, 14
2017/12/13, 54, 18, 14
2017/12/14, 54, 11, 10
2017/12/15, 40, 7, 6
2017/12/16, 26, 5, 6
2017/12/17, 23, 7, 8
2017/12/18, 18, 13, 15
2017/12/19, 32, 6, 10
2017/12/20, 22, 7, 5
2017/12/21, 18, 8, 8
2017/12/22, 18, 10, 2
2017/12/23, 20, 6, 4
2017/12/24, 28, 6, 5
2017/12/25, 27, 3, 3
2017/12/26, 12, 3, 5
2017/12/27, 8, 5, 7
2017/12/28, 17, 12, 10
2017/12/29, 46, 12, 9
2017/12/30, 47, , 
2017/7/1, 17, 6, 4
2017/7/2, 16, 7, 7
2017/7/3, 10, 4, 4
2017/7/4, 9, 6, 5
2017/7/5, 6, 9, 8
2017/7/6, 14, 8, 7
2017/7/7, 13, 4, 4
2017/7/8, 10, 4, 4
2017/7/9, 8, 9, 5
2017/7/10, 16, 11, 7
2017/7/11, 22, 5, 3
2017/7/12, 10, 5, 2
2017/7/13, 7, 4, 5
2017/7/14, 10, 8, 5
2017/7/15, 18, 6, 4
2017/7/16, 13, 6, 3
2017/7/17, 10, 3, 3
2017/7/18, 6, 7, 6
2017/7/19, 15, 8, 6
2017/7/20, 14, 9, 7
2017/7/21, 19, 10, 6
2017/7/22, 26, 8, 5
2017/7/23, 21, 7, 4
2017/7/24, 13, 10, 7
2017/7/25, 20, 13, 7
2017/7/26, 38, 11, 6
2017/7/27, 25, 8, 7
2017/7/28, 18, 5, 6
2017/7/29, 10, 7, 6
2017/7/30, 18, 8, 8
2017/7/31, 17, 8, 8
2017/8/1, 14, 9, 6
2017/8/2, 15, 9, 8
2017/8/3, 17, 6, 9
2017/8/4, 12, 6, 6
2017/8/5, 17, 8, 4
2017/8/6, 19, 5, 6
2017/8/7, 13, 5, 3
2017/8/8, 11, 8, 5
2017/8/9, 11, 6, 4
2017/8/10, 13, 7, 6
2017/8/11, 13, 4, 3
2017/8/12, 10, 5, 2
2017/8/13, 10, 8, 5
2017/8/14, 10, 12, 5
2017/8/15, 18, 5, 6
2017/8/16, 12, 9, 4
2017/8/17, 12, 8, 6
2017/8/18, 13, 8, 7
2017/8/19, 14, 2, 2
2017/8/20, 7, 6, 4
2017/8/21, 10, 7, 4
2017/8/22, 11, 10, 6
2017/8/23, 13, 7, 6
2017/8/24, 10, 8, 4
2017/8/25, 8, 6, 4
2017/8/26, 9, 8, 4
2017/8/27, 17, 14, 7
2017/8/28, 23, 8, 6
2017/8/29, 19, 10, 4
2017/8/30, 14, 8, 5
2017/8/31, 13, 7, 4
2017/9/1, 16, 5, 4
2017/9/2, 10, 5, 3
2017/9/3, 10, 6, 4
2017/9/4, 10, 6, 2
2017/9/5, 9, 6, 3
2017/9/6, 18, , 
2017/9/11, 13, 8, 5
2017/9/12, 10, 6, 6
2017/9/13, 13, 12, 6
2017/9/14, 22, 6, 4
2017/9/15, 14, 6, 3
2017/9/16, 11, 7, 3
2017/9/17, 18, 6, 5
2017/9/18, 11, 13, 5
2017/9/19, 18, 8, 5
2017/9/20, 9, 7, 3
2017/9/21, 14, 9, 4
2017/9/22, 11, 9, 7
2017/9/23, 22, 9, 3
2017/9/24, 19, 17, 7
2017/9/25, 33, 14, 6
2017/9/26, 23, 22, 6
2017/9/27, 37, 18, 5
2017/9/28, 32, 14, 5
2017/9/29, 27, 13, 3
2017/9/30, 28, 11, 3
2017/4/1, 17, 3, 9
2017/4/2, 11, 25, 17
2017/4/3, 18, 20, 14
2017/4/4, 24, 5, 8
2017/4/5, 9, 4, 9
2017/4/6, 10, 11, 10
2017/4/7, 14, 4, 7
2017/4/8, 7, 19, 13
2017/4/9, 15, 6, 6
2017/4/10, 16, 13, 4
2017/4/11, 12, 19, 7
2017/4/12, 14, 11, 4
2017/4/13, 14, 8, 4
2017/4/14, 12, 10, 4
2017/4/15, 11, 16, 6
2017/4/16, 15, 14, 6
2017/4/17, 19, 22, 9
2017/4/18, 17, 25, 9
2017/4/19, 17, 9, 6
2017/4/20, 15, 5, 4
2017/4/21, 13, 7, 3
2017/4/22, 12, 6, 3
2017/4/23, 11, 22, 9
