date, pm25, o3, so2
2017/5/19, 16, 29, 
2017/5/20, 15, 24, 
2017/5/21, 20, 40, 
2017/5/22, 17, 26, 
2017/5/23, 20, 26, 
2017/5/24, 16, 38, 
2017/5/25, 24, 38, 
2017/5/26, 28, 47, 
2017/5/27, 42, 38, 
2017/5/28, 30, 30, 
2017/5/29, 16, 24, 
2017/5/30, 11, 33, 
2017/5/31, 13, 37, 
2017/6/1, 20, 56, 
2017/6/2, 34, 46, 
2017/6/3, 32, 47, 
2017/6/4, 21, 34, 
2017/6/5, 22, 33, 
2017/6/6, 17, 41, 
2017/6/7, 19, 48, 
2017/6/8, 21, 46, 
2017/6/9, 30, 52, 
2017/6/10, 40, 44, 
2017/6/11, 40, 38, 
2017/6/12, 47, 33, 
2017/6/13, 22, 38, 
2017/6/14, 27, 40, 
2017/6/15, 21, 44, 
2017/6/16, 22, 40, 
2017/6/17, 11, 27, 
2017/6/18, 14, 22, 
2017/6/19, 11, 32, 
2017/6/20, 16, 40, 
2017/6/21, 16, 34, 
2017/6/22, 17, 34, 
2017/6/23, 15, 27, 
2017/6/24, 12, 21, 
2017/6/25, 9, 17, 
2017/6/26, 12, 30, 
2017/6/27, 21, 34, 
2017/6/28, 21, 35, 
2017/6/29, 11, 37, 
2017/6/30, 24, 33, 
2017/1/2, 42, , 
2017/1/3, 42, , 
2017/1/4, 18, , 
2017/1/5, 21, , 
2017/1/6, 35, , 
2017/1/7, 43, , 
2017/1/8, 20, , 
2017/1/9, 45, , 
2017/1/10, 38, , 
2017/1/11, 40, , 
2017/1/12, 24, , 
2017/1/13, 33, , 
2017/1/14, 55, , 
2017/1/15, 89, , 
2017/1/16, 89, , 
2017/1/17, 33, , 
2017/1/18, 30, , 
2017/1/19, 57, , 
2017/1/20, 47, , 
2017/1/21, 26, , 
2017/1/22, 29, , 
2017/1/23, 18, , 
2017/1/24, 21, , 
2017/1/25, 16, , 
2017/1/26, 11, , 
2017/1/27, 17, , 
2017/1/28, 29, , 
2017/1/29, 15, , 
2017/1/30, 18, , 
2017/1/31, 41, , 
2017/2/1, 24, , 
2017/2/2, 25, , 
2017/2/3, 31, , 
2017/2/4, 31, , 
2017/2/5, 45, , 
2017/2/6, 50, , 
2017/2/7, 54, , 
2017/2/8, 16, 31, 
2017/2/9, 28, 26, 
2017/2/10, 43, 26, 
2017/2/11, 58, 35, 
2017/2/12, 31, 34, 
2017/2/13, 19, 31, 
2017/2/14, 18, 32, 
2017/2/15, 15, 33, 
2017/2/16, 15, 29, 
2017/2/17, 52, 32, 
2017/2/18, 30, 33, 
2017/2/19, 27, 37, 
2017/2/20, 51, 28, 
2017/2/21, 24, 28, 
2017/2/22, 34, 29, 
2017/2/23, 23, 33, 
2017/2/24, 11, 31, 
2017/2/25, 30, 33, 
2017/2/26, 25, 33, 
2017/2/27, 46, 25, 
2017/2/28, 53, 32, 
2017/3/1, 12, 35, 
2017/3/2, 59, 37, 
2017/3/3, 21, 35, 
2017/3/4, 49, 29, 
2017/3/5, 44, 24, 
2017/3/6, 27, 35, 
2017/3/7, 13, 36, 
2017/3/8, 12, 34, 
2017/3/9, 11, 32, 
2017/3/10, 13, 33, 
2017/3/11, 10, 32, 
2017/3/12, 20, 34, 
2017/3/13, 14, 32, 
2017/3/14, 13, 35, 
2017/3/15, 17, 39, 
2017/3/16, 37, 26, 
2017/3/17, 62, 27, 
2017/3/18, 13, 33, 
2017/3/19, 18, 28, 
2017/3/20, 46, 33, 
2017/3/21, 15, 36, 
2017/3/22, 14, 32, 
2017/3/23, 31, 24, 
2017/3/24, 49, 28, 
2017/3/25, 26, 23, 
2017/3/26, 15, 18, 
2017/3/27, 27, 33, 
2017/3/28, 17, 24, 
2017/3/29, 15, 30, 
2017/3/30, 14, 39, 
2017/3/31, 10, 40, 
2018/5/4, , 46, 
2018/5/5, , 42, 
2018/5/6, , 47, 
2017/9/8, , 23, 
2017/4/7, , 45, 
2017/4/8, , 42, 
2017/4/9, , 35, 
2020/1/1, , , 
2018/11/22, , , 1
