date, pm10, no2, so2, co
2017/8/8, 20, 17, 2, 
2017/8/9, 35, 21, 1, 
2017/8/10, 30, 9, , 
2017/8/11, 19, 8, , 
2017/8/12, 8, 7, , 
2017/8/13, 7, 13, , 
2017/8/14, 13, 8, , 
2017/8/15, 9, 15, , 
2017/8/16, 16, 15, , 
2017/8/17, 15, 10, , 
2017/8/18, 15, , , 
2017/8/21, 12, 15, , 
2017/8/22, 14, , , 
2017/8/23, 18, , , 
2017/8/24, 16, , , 
2017/8/25, 14, , , 
2017/8/26, 22, , , 
2017/8/27, 18, , , 
2017/8/28, 14, , , 
2017/8/29, 13, , 1, 
2017/8/30, 19, , , 
2017/8/31, 17, , , 
2017/9/1, 19, , , 
2017/9/2, 6, , , 
2017/9/3, 5, 10, , 
2017/9/4, 7, 14, , 
2017/9/5, 9, 14, , 
2017/9/6, 15, , , 
2017/9/11, 13, 15, , 
2017/9/12, 7, 12, , 
2017/9/13, 11, 14, , 
2017/9/14, 13, 17, , 
2017/9/15, 8, 15, , 
2017/9/16, 10, 14, , 
2017/9/17, 8, 13, , 
2017/9/18, 12, 16, , 
2017/9/19, 4, 16, , 
2017/9/20, 9, 14, , 
2017/9/21, 8, 16, , 
2017/9/22, 12, 13, , 
2017/9/23, 16, 13, , 
2017/9/24, 12, 18, , 
2017/9/25, 13, 20, 1, 
2017/9/26, 16, 20, 1, 
2017/9/27, 22, 19, 2, 
2017/9/28, 26, 18, 2, 
2017/9/29, 23, 16, 3, 
2017/9/30, 25, 13, 2, 
2017/4/1, 23, 17, 1, 
2017/4/2, 21, 23, 2, 
2017/4/3, 25, 20, 2, 
2017/4/4, 22, 22, 1, 
2017/4/5, 18, 19, 1, 
2017/4/6, 12, 15, 1, 
2017/4/7, 10, 13, 1, 
2017/4/8, 11, 10, 1, 
2017/4/9, 10, 16, 1, 
2017/4/10, 16, 20, 1, 
2017/4/11, 16, 16, 1, 
2017/4/12, 14, 18, 1, 
2017/4/13, 18, 15, 1, 
2017/4/14, 10, 13, 1, 
2017/4/15, 11, , 1, 
2017/4/16, 15, , 1, 
2017/4/17, 8, , 1, 
2017/4/18, 10, , 1, 
2017/4/19, 8, , 1, 
2017/4/20, 10, , 1, 
2017/4/21, 13, , 1, 
2017/4/22, 17, , 1, 
2017/4/23, 8, , 1, 
2017/4/24, 11, , 1, 
2017/4/25, 15, , 1, 
2017/4/26, 12, , 1, 
2017/4/27, 21, , 1, 
2017/4/28, 17, , 1, 
2017/4/29, 9, , 1, 
2017/4/30, 12, , 2, 
2017/5/1, 15, , 1, 
2017/5/2, 14, , 1, 
2017/5/3, 14, , 1, 
2017/5/4, 10, , 1, 
2017/5/5, 9, , 1, 
2017/5/6, 8, , , 
2017/5/8, 11, 19, 1, 
2017/5/9, 10, 12, , 
2017/5/10, 8, 13, , 
2017/5/11, 11, 10, , 
2017/5/12, 18, 5, , 
2017/5/13, 14, , , 
2017/5/15, 9, 21, , 
2017/5/16, 13, 19, , 
2017/5/17, 15, 15, , 
2017/5/18, 19, 14, , 
2017/5/19, 18, 12, , 
2017/5/20, 14, , , 
2017/5/22, 19, 21, , 
2017/5/23, 19, 34, , 
2017/5/24, 18, 16, , 
2017/5/25, 10, 17, , 
2017/5/26, 12, 16, , 
2017/5/27, 16, 12, , 
2017/5/28, 11, 11, , 
2017/5/29, 14, 14, , 
2017/5/30, 28, 19, , 
2017/5/31, 25, 23, , 
2017/6/1, 25, 15, , 
2017/6/2, 15, 10, , 
2017/6/3, 14, 7, , 
2017/6/4, 13, 12, , 
2017/6/5, 12, 12, , 
2017/6/6, 22, 14, , 
2017/6/7, 9, 13, , 
2017/6/8, 8, 12, , 
2017/6/9, 11, 14, , 
2017/6/10, 12, 13, , 
2017/6/11, 9, 13, , 
2017/6/12, 21, 15, , 
2017/6/13, 18, 15, , 
2017/6/14, 18, 10, , 
2017/6/15, 14, 19, , 
2017/6/16, 19, 10, , 
2017/6/17, 10, 7, , 
2017/6/18, 9, 19, 6, 
2017/6/19, 19, 20, 19, 
2017/6/20, 31, 27, 12, 
2017/6/21, 27, 18, 25, 
2017/6/22, 31, 17, 25, 
2017/6/23, 39, 12, , 
2017/6/24, 21, 13, , 
2017/6/25, 16, 12, 12, 
2017/6/26, 21, 22, 10, 
2017/6/27, 36, 19, 4, 
2017/6/28, 29, 6, 6, 
2017/6/29, 30, 16, 2, 
2017/6/30, 10, 8, , 
2017/1/2, 57, 21, 2, 
2017/1/3, 27, 25, 1, 
2017/1/4, 34, 26, 2, 
2017/1/5, 54, , , 
2017/1/9, 29, 22, 6, 
2017/1/10, 34, 21, 3, 
2017/1/11, 44, 21, 2, 
2017/1/12, 28, 36, 2, 
2017/1/13, 24, 20, 1, 
2017/1/14, 11, , , 
2017/1/16, 9, 14, 3, 
2017/1/17, 16, 17, 3, 
2017/1/18, 23, 26, 4, 
2017/1/19, 35, 31, 6, 
2017/1/20, 49, 33, 6, 
2017/1/21, 61, 24, 12, 
2017/1/22, 69, 31, 4, 
2017/1/23, 88, 25, 5, 
2017/1/24, 70, 27, 3, 
2017/1/25, 48, 27, 3, 
2017/1/26, 50, 28, 3, 
2017/1/27, 59, 23, 5, 
2017/1/28, 72, 18, 9, 
2017/1/29, 65, 17, 6, 
2017/1/30, 53, 23, 4, 
2017/1/31, 75, 36, 6, 
2017/2/1, 79, 41, 4, 
2017/2/2, 66, 26, 2, 
2017/2/3, 18, 20, 2, 
2017/2/4, 17, 24, 1, 
2017/2/6, 5, 22, 2, 
2017/2/7, 21, 18, 2, 
2017/2/8, 25, 20, 2, 
2017/2/9, 37, 23, 5, 
2017/2/10, 35, 18, 4, 
2017/2/11, 40, 15, 5, 
2017/2/12, 47, 20, 5, 
2017/2/13, 39, 23, 4, 
2017/2/14, 44, 29, 4, 
2017/2/15, 46, 28, 3, 
2017/2/16, 46, 27, 2, 
2017/2/17, 54, 21, 2, 
2017/2/18, 21, 18, 1, 
2017/2/19, 16, 24, 2, 
2017/2/20, 31, 15, 1, 
2017/2/21, 18, 19, 1, 
2017/2/22, 24, 10, 1, 
2017/2/23, 11, 13, 1, 
2017/2/24, 11, 16, 1, 
2017/2/25, 12, 18, 4, 
2017/2/26, 23, 14, 2, 
2017/2/27, 29, 5, 1, 
2017/2/28, 14, 16, 1, 
2017/3/1, 12, 23, 1, 
2017/3/2, 22, 23, 2, 
2017/3/3, 21, 12, 1, 
2017/3/4, 19, 6, 1, 
2017/3/5, 8, 15, 1, 
2017/3/6, 8, 19, 1, 
2017/3/7, 8, 19, 1, 
2017/3/8, 12, 22, 1, 
2017/3/9, 25, 19, 1, 
2017/3/10, 11, 17, 1, 
2017/3/11, 14, 19, 1, 
2017/3/12, 17, 22, 2, 
2017/3/13, 28, 26, 2, 
2017/3/14, 36, 24, 2, 
2017/3/15, 32, 21, 1, 
2017/3/16, 27, 25, 2, 
2017/3/17, 32, 15, 1, 
2017/3/18, 28, 12, 1, 
2017/3/19, 16, 16, 1, 
2017/3/20, 18, 15, 1, 
2017/3/21, 21, 18, 1, 
2017/3/22, 19, 14, 1, 
2017/3/23, 18, 17, 1, 
2017/3/24, 16, 16, 2, 
2017/3/25, 21, 18, 1, 
2017/3/26, 17, 20, 1, 
2017/3/27, 13, 19, 2, 
2017/3/28, 20, 22, 2, 
2017/3/29, 22, 23, 1, 
2017/3/30, 26, 19, 1, 
2017/3/31, 21, 18, 2, 
2020/1/1, , 28, 1, 
2020/1/4, , 23, 1, 
2019/10/6, , 16, , 
2019/10/26, , 15, , 
2019/4/22, , 20, , 
2019/5/27, , 10, , 
2018/12/31, , 17, 1, 
2019/1/13, , 35, 1, 
2018/10/21, , 22, 1, 
2018/11/4, , 16, , 
2018/7/29, , 25, , 
2018/8/26, , 16, , 
2018/9/9, , 18, , 
2018/9/16, , 14, 2, 
2017/12/31, , 12, , 
2017/11/22, , 21, , 
2017/8/6, , 16, , 
2017/8/20, , 19, , 
2017/9/10, , 21, , 
2017/5/14, , 22, , 
2017/5/21, , 24, , 
2017/1/1, , 38, 2, 
2017/1/8, , 26, 2, 
2017/1/15, , 12, 1, 
2017/2/5, , 16, 2, 
2017/5/7, , , 1, 
