date, pm25, o3, co
2019/12/2, 11, , 
2019/12/3, 24, , 
2019/12/4, 32, , 
2019/12/5, 30, , 
2019/12/6, 58, , 
2019/12/7, 47, , 
2019/12/8, 54, , 
2019/12/9, 52, , 
2019/12/10, 32, , 
2019/12/11, 23, , 
2019/12/12, 31, , 
2019/12/13, 52, , 
2019/12/14, 55, , 
2019/12/15, 59, , 
2019/12/16, 69, , 
2019/12/17, 14, , 
2019/12/18, 14, , 
2019/12/19, 16, , 
2019/12/20, 20, , 
2019/12/21, 19, , 
2019/12/22, 39, , 
2019/12/23, 57, , 
2019/12/24, 40, , 
2019/12/25, 19, , 
2019/12/26, 18, , 
2019/12/27, 25, , 
2019/12/28, 21, , 
2019/7/1, 29, , 
2019/7/2, 28, , 
2019/7/3, 51, , 
2019/7/4, 76, , 
2019/7/5, 34, , 
2019/7/6, 27, , 
2019/7/7, 22, , 
2019/7/8, 53, , 
2019/7/9, 46, , 
2019/7/10, 36, , 
2019/7/11, 47, , 
2019/7/12, 36, , 
2019/7/13, 51, , 
2019/7/14, 72, , 
2019/7/15, 52, , 
2019/7/16, 34, , 
2019/7/17, 34, , 
2019/7/18, 30, , 
2019/7/19, 39, , 
2019/7/20, 60, , 
2019/7/21, 52, , 
2019/7/22, 34, , 
2019/7/23, 29, , 
2019/7/24, 31, , 
2019/7/25, 31, , 
2019/7/26, 33, , 
2019/7/27, 39, , 
2019/7/28, 52, , 
2019/7/29, 35, , 
2019/7/30, 54, , 
2019/7/31, 43, , 
2019/8/1, 29, , 
2019/8/2, 23, , 
2019/8/3, 26, , 
2019/8/4, 15, , 
2019/8/5, 22, , 
2019/8/6, 45, , 
2019/8/7, 46, , 
2019/8/8, 51, , 
2019/8/9, 40, , 
2019/8/10, 38, , 
2019/8/11, 34, , 
2019/8/12, 30, , 
2019/8/13, 36, , 
2019/8/14, 44, , 
2019/8/15, 42, , 
2019/8/16, 35, , 
2019/8/17, 55, , 
2019/8/18, 37, , 
2019/8/19, 64, , 
2019/8/20, 58, , 
2019/8/21, 35, , 
2019/8/22, 23, , 
2019/8/23, 45, , 
2019/8/24, 60, , 
2019/8/25, 61, , 
2019/8/26, 51, , 
2019/8/27, 49, , 
2019/8/28, 45, , 
2019/8/29, 41, , 
2019/8/30, 55, , 
2019/8/31, 36, , 
2019/9/1, 31, , 
2019/9/2, 35, , 
2019/9/3, 24, , 
2019/9/4, 26, , 
2019/9/5, 30, , 
2019/9/6, 34, , 
2019/9/7, 32, , 
2019/9/8, 20, , 
2019/9/9, 24, , 
2019/9/10, 32, , 
2019/9/11, 24, , 
2019/9/12, 17, , 
2019/9/13, 26, , 
2019/9/14, 33, , 
2019/9/15, 22, , 
2019/9/16, 23, , 
2019/9/17, 25, , 
2019/9/18, 38, , 
2019/9/19, 39, , 
2019/9/20, 28, , 
2019/9/21, 32, , 
2019/9/22, 20, , 
2019/9/23, 22, , 
2019/9/24, 23, , 
2019/9/25, 23, , 
2019/9/26, 23, , 
2019/9/27, 23, , 
2019/9/28, 29, , 
2019/9/29, 25, , 
2019/9/30, 31, , 
2019/4/1, 25, , 
2019/4/2, 21, , 
2019/4/3, 28, , 
2019/4/4, 62, , 
2019/4/5, 88, , 
2019/4/6, 69, , 
2019/4/7, 43, , 
2019/4/8, 29, , 
2019/4/9, 28, , 
2019/4/10, 40, , 
2019/4/11, 48, , 
2019/4/12, 59, , 
2019/4/13, 56, , 
2019/4/14, 12, , 
2019/4/15, 22, , 
2019/4/16, 27, , 
2019/4/17, 65, , 
2019/4/18, 42, , 
2019/4/19, 31, , 
2019/4/20, 18, , 
2019/4/21, 19, , 
2019/4/22, 31, , 
2019/4/23, 48, , 
2019/4/24, 56, , 
2019/4/25, 26, , 
2019/4/26, 23, , 
2019/4/27, 24, , 
2019/4/28, 27, , 
2019/4/29, 59, , 
2019/4/30, 59, , 
2019/5/1, 61, , 
2019/5/2, 54, , 
2019/5/3, 50, , 
2019/5/4, 43, , 
2019/5/5, 27, , 
2019/5/6, 45, , 
2019/5/7, 57, , 
2019/5/8, 76, , 
2019/5/9, 87, , 
2019/5/10, 49, , 
2019/5/11, 22, , 
2019/5/12, 23, , 
2019/5/13, 48, , 
2019/5/14, 52, , 
2019/5/15, 46, , 
2019/5/16, 37, , 
2019/5/17, 53, , 
2019/5/18, 79, , 
2019/5/19, 78, , 
2019/5/20, 77, , 
2019/5/21, 84, , 
2019/5/22, 87, , 
2019/5/23, 57, , 
2019/5/24, 54, , 
2019/5/25, 45, , 
2019/5/26, 45, , 
2019/5/27, 47, , 
2019/5/28, 43, , 
2019/5/29, 56, , 
2019/5/30, 38, , 
2019/5/31, 22, , 
2019/6/1, 21, , 
2019/6/2, 23, , 
2019/6/3, 23, , 
2019/6/4, 21, , 
2019/6/5, 36, , 
2019/6/6, 54, , 
2019/6/7, 61, , 
2019/6/8, 68, , 
2019/6/9, 81, , 
2019/6/10, 62, , 
2019/6/11, 47, , 
2019/6/12, 31, , 
2019/6/13, 23, , 
2019/6/14, 20, , 
2019/6/15, 44, , 
2019/6/16, 50, , 
2019/6/17, 41, , 
2019/6/18, 43, , 
2019/6/19, 44, , 
2019/6/20, 59, , 
2019/6/21, 67, , 
2019/6/22, 63, , 
2019/6/23, 56, , 
2019/6/24, 85, , 
2019/6/25, 27, , 
2019/6/26, 70, , 
2019/6/27, 64, , 
2019/6/28, 69, , 
2019/6/29, 62, , 
2019/6/30, 62, , 
2019/1/1, 54, , 
2019/1/2, 40, , 
2019/1/3, 25, , 
2019/1/4, 37, , 
2019/1/5, 24, , 
2019/1/6, 19, , 
2019/1/7, 24, , 
2019/1/8, 24, , 
2019/1/9, 31, , 
2019/1/10, 19, , 
2019/1/11, 24, , 
2019/1/12, 36, , 
2019/1/13, 22, , 
2019/1/14, 34, , 
2019/1/15, 27, , 
2019/1/16, 33, , 
2019/1/17, 35, , 
2019/1/18, 31, , 
2019/1/19, 25, , 
2019/1/20, 17, , 
2019/1/21, 17, , 
2019/1/22, 42, , 
2019/1/23, 23, , 
2019/1/24, 26, , 
2019/1/25, 15, , 
2019/1/26, 21, , 
2019/1/27, 15, , 
2019/1/28, 28, , 
2019/1/29, 18, , 
2019/1/30, 19, , 
2019/1/31, 26, , 
2019/2/1, 38, , 
2019/2/2, 36, , 
2019/2/3, 42, , 
2019/2/4, 53, , 
2019/2/5, 44, , 
2019/2/6, 56, , 
2019/2/7, 54, , 
2019/2/8, 18, , 
2019/2/9, 22, , 
2019/2/10, 28, , 
2019/2/11, 41, , 
2019/2/12, 39, , 
2019/2/13, 25, , 
2019/2/14, 31, , 
2019/2/15, 54, , 
2019/2/16, 90, , 
2019/2/17, 54, , 
2019/2/18, 30, , 
2019/2/19, 18, , 
2019/2/20, 17, , 
2019/2/21, 29, , 
2019/2/22, 53, , 
2019/2/23, 77, , 
2019/2/24, 26, , 
2019/2/25, 20, , 
2019/2/26, 32, , 
2019/2/27, 48, , 
2019/2/28, 57, , 
2019/3/1, 59, , 
2019/3/2, 56, , 
2019/3/3, 54, , 
2019/3/4, 29, , 
2019/3/5, 29, , 
2019/3/6, 25, , 
2019/3/7, 33, , 
2019/3/8, 40, , 
2019/3/9, 66, , 
2019/3/10, 60, , 
2019/3/11, 41, , 
2019/3/12, 48, , 
2019/3/13, 57, , 
2019/3/14, 61, , 
2019/3/15, 22, , 
2019/3/16, 16, , 
2019/3/17, 19, , 
2019/3/18, 41, , 
2019/3/19, 38, , 
2019/3/20, 32, , 
2019/3/21, 30, , 
2019/3/22, 41, , 
2019/3/23, 39, , 
2019/3/24, 43, , 
2019/3/25, 51, , 
2019/3/26, 35, , 
2019/3/27, 26, , 
2019/3/28, 30, , 
2019/3/29, 23, , 
2019/3/30, 42, , 
2019/3/31, 15, , 
2018/10/1, 20, , 
2018/10/2, 24, , 
2018/10/3, 24, , 
2018/10/4, 24, , 
2018/10/5, 23, , 
2018/10/6, 28, , 
2018/10/7, 26, , 
2018/10/8, 22, , 
2018/10/9, 18, , 
2018/10/10, 23, , 
2018/10/11, 20, , 
2018/10/12, 25, , 
2018/10/13, 23, , 
2018/10/14, 31, , 
2018/10/15, 41, , 
2018/10/16, 11, , 
2018/10/17, 12, , 
2018/10/18, 16, , 
2018/10/19, 22, , 
2018/10/20, 29, , 
2018/10/21, 32, , 
2018/10/22, 24, , 
2018/10/23, 23, , 
2018/10/24, 41, , 
2018/10/25, 24, , 
2018/10/26, 14, , 
2018/10/27, 25, , 
2018/10/28, 26, , 
2018/10/29, 25, , 
2018/10/30, 20, , 
2018/10/31, 39, , 
2018/11/1, 47, , 
2018/11/2, 30, , 
2018/11/3, 27, , 
2018/11/4, 31, , 
2018/11/5, 32, , 
2018/11/6, 49, , 
2018/11/7, 52, , 
2018/11/8, 48, , 
2018/11/9, 22, , 
2018/11/10, 22, , 
2018/11/11, 28, , 
2018/11/12, 20, , 
2018/11/13, 16, , 
2018/11/14, 26, , 
2018/11/15, 55, , 
2018/11/16, 41, , 
2018/11/17, 21, , 
2018/11/18, 21, , 
2018/11/19, 20, , 
2018/11/20, 25, , 
2018/11/21, 25, , 
2018/11/22, 25, , 
2018/11/23, 39, , 
2018/11/24, 48, , 
2018/11/25, 37, , 
2018/11/26, 12, , 
2018/11/27, 27, , 
2018/11/28, 38, , 
2018/11/29, 17, , 
2018/11/30, 46, , 
2018/12/1, 56, , 
2018/12/2, 38, , 
2018/12/3, 28, , 
2018/12/4, 29, , 
2018/12/5, 24, , 
2018/12/6, 29, , 
2018/12/7, 29, , 
2018/12/8, 9, , 
2018/12/9, 15, , 
2018/12/10, 21, , 
2018/12/11, 29, , 
2018/12/12, 27, , 
2018/12/13, 27, , 
2018/12/14, 21, , 
2018/12/15, 25, , 
2018/12/16, 60, , 
2018/12/17, 29, , 
2018/12/18, 45, , 
2018/12/19, 64, , 
2018/12/20, 40, , 
2018/12/21, 24, , 
2018/12/22, 40, , 
2018/12/23, 31, , 
2018/12/24, 23, , 
2018/12/25, 18, , 
2018/12/26, 29, , 
2018/12/27, 36, , 
2018/12/28, 25, , 
2018/12/29, 34, , 
2018/12/30, 34, , 
2018/7/1, 90, , 
2018/7/2, 76, , 
2018/7/3, 65, , 
2018/7/4, 68, , 
2018/7/5, 54, , 
2018/7/6, 30, , 
2018/7/7, 31, , 
2018/7/8, 56, , 
2018/7/9, 67, , 
2018/7/10, 52, , 
2018/7/11, 54, , 
2018/7/12, 52, , 
2018/7/13, 50, , 
2018/7/14, 56, , 
2018/7/15, 93, , 
2018/7/16, 77, , 
2018/7/17, 51, , 
2018/7/19, 80, , 
2018/7/20, 63, , 
2018/7/21, 72, , 
2018/7/22, 70, , 
2018/7/23, 60, , 
2018/7/24, 69, , 
2018/7/25, 75, , 
2018/7/26, 55, , 
2018/7/27, 79, , 
2018/7/28, 59, , 
2018/7/29, 35, , 
2018/7/30, 35, , 
2018/7/31, 44, , 
2018/8/1, 39, , 
2018/8/2, 43, , 
2018/8/3, 41, , 
2018/8/4, 44, , 
2018/8/5, 36, , 
2018/8/6, 32, , 
2018/8/7, 30, , 
2018/8/8, 22, , 
2018/8/9, 32, , 
2018/8/10, 49, , 
2018/8/11, 56, , 
2018/8/12, 95, , 
2018/8/13, 74, , 
2018/8/14, 57, , 
2018/8/15, 50, , 
2018/8/16, 44, , 
2018/8/17, 47, , 
2018/8/18, 33, , 
2018/8/19, 31, , 
2018/8/20, 28, , 
2018/8/21, 27, , 
2018/8/22, 29, , 
2018/8/23, 29, , 
2018/8/24, 24, , 
2018/8/25, 18, , 
2018/8/26, 20, , 
2018/8/27, 27, , 
2018/8/28, 24, , 
2018/8/29, 24, , 
2018/8/30, 26, , 
2018/8/31, 19, , 
2018/9/1, 21, , 
2018/9/2, 47, , 
2018/9/3, 40, , 
2018/9/4, 24, , 
2018/9/5, 18, , 
2018/9/6, 25, , 
2018/9/7, 27, , 
2018/9/8, 16, , 
2018/9/9, 24, , 
2018/9/10, 18, , 
2018/9/11, 23, , 
2018/9/12, 23, , 
2018/9/13, 16, , 
2018/9/14, 15, , 
2018/9/15, 26, , 
2018/9/16, 18, , 
2018/9/17, 21, , 
2018/9/18, 24, , 
2018/9/19, 27, , 
2018/9/20, 24, , 
2018/9/21, 28, , 
2018/9/22, 44, , 
2018/9/23, 15, , 
2018/9/24, 23, , 
2018/9/25, 31, , 
2018/9/26, 54, , 
2018/9/27, 31, , 
2018/9/28, 17, , 
2018/9/29, 20, , 
2018/9/30, 16, , 
2018/4/25, 31, , 
2018/4/26, 31, , 
2018/4/27, 32, , 
2018/4/28, 39, , 
2018/4/29, 24, , 
2018/4/30, 33, , 
2018/5/1, 56, , 
2018/5/2, 64, , 
2018/5/3, 59, , 
2018/5/4, 57, , 
2018/5/5, 45, , 
2018/5/6, 47, , 
2018/5/7, 47, , 
2018/5/8, 38, , 
2018/5/9, 45, , 
2018/5/10, 38, , 
2018/5/11, 41, , 
2018/5/12, 61, , 
2018/5/13, 48, , 
2018/5/14, 40, , 
2018/5/15, 38, , 
2018/5/16, 41, , 
2018/5/17, 46, , 
2018/5/18, 58, , 
2018/5/19, 52, , 
2018/5/20, 50, , 
2018/5/21, 38, , 
2018/5/22, 33, , 
2018/5/23, 31, , 
2018/5/24, 33, , 
2018/5/25, 37, , 
2018/5/26, 31, , 
2018/5/27, 30, , 
2018/5/28, 26, , 
2018/5/29, 26, , 
2018/5/30, 35, , 
2018/5/31, 65, , 
2018/6/1, 59, , 
2018/6/2, 57, , 
2018/6/5, 36, , 
2018/6/6, 40, , 
2018/6/7, 45, , 
2018/6/8, 63, , 
2018/6/9, 59, , 
2018/6/10, 76, , 
2018/6/11, 58, , 
2018/6/12, 45, , 
2018/6/13, 30, , 
2018/6/14, 21, , 
2018/6/15, 25, , 
2018/6/16, 36, , 
2018/6/17, 27, , 
2018/6/18, 35, , 
2018/6/19, 31, , 
2018/6/20, 48, , 
2018/6/21, 52, , 
2018/6/22, 49, , 
2018/6/23, 60, , 
2018/6/24, 33, , 
2018/6/25, 47, , 
2018/6/26, 35, , 
2018/6/27, 34, , 
2018/6/28, 51, , 
2018/6/29, 85, , 
2018/6/30, 100, , 
2018/1/1, , 15, 1
2018/1/2, , 17, 4
2018/1/3, , 20, 3
2018/1/4, , 27, 2
2018/1/5, , 26, 
2017/10/1, , 34, 5
2017/10/2, , 21, 4
2017/10/3, , 15, 5
2017/10/4, , 21, 4
2017/10/5, , 22, 5
2017/10/6, , 24, 4
2017/10/7, , 29, 5
2017/10/8, , 27, 4
2017/10/9, , 19, 4
2017/10/10, , 18, 3
2017/10/11, , 20, 4
2017/10/12, , 24, 5
2017/10/13, , 16, 4
2017/10/14, , 20, 5
2017/10/15, , 22, 3
2017/10/16, , 31, 3
2017/10/17, , 36, 4
2017/10/18, , 34, 5
2017/10/19, , 27, 4
2017/10/20, , 22, 4
2017/10/21, , 14, 4
2017/10/22, , 25, 4
2017/10/23, , 35, 3
2017/10/24, , 37, 2
2017/10/25, , 32, 4
2017/10/26, , 33, 3
2017/10/27, , 29, 2
2017/10/28, , 32, 2
2017/11/1, , 17, 5
2017/11/2, , 21, 5
2017/11/3, , 19, 4
2017/11/4, , 21, 4
2017/11/5, , 22, 4
2017/11/6, , 22, 4
2017/11/7, , 21, 4
2017/11/8, , 16, 2
2017/11/9, , 7, 3
2017/11/10, , 14, 5
2017/11/11, , 24, 4
2017/11/12, , 20, 4
2017/11/13, , 21, 10
2017/11/14, , 23, 4
2017/11/15, , 24, 4
2017/11/16, , 23, 4
2017/11/17, , 23, 4
2017/11/18, , 22, 2
2017/11/19, , 33, 3
2017/11/20, , 28, 
2017/11/30, , 19, 4
2017/12/1, , 34, 4
2017/12/2, , 25, 4
2017/12/3, , 24, 4
2017/12/4, , 21, 4
2017/12/5, , 20, 2
2017/12/6, , 16, 
2017/12/7, , 21, 3
2017/12/8, , 22, 4
2017/12/9, , 28, 7
2017/12/10, , 30, 5
2017/12/11, , 32, 4
2017/12/12, , 36, 4
2017/12/13, , 30, 5
2017/12/14, , 28, 2
2017/12/15, , 21, 3
2017/12/16, , 17, 3
2017/12/17, , 15, 4
2017/12/18, , 12, 4
2017/12/19, , 14, 4
2017/12/20, , 19, 4
2017/12/21, , 15, 3
2017/12/22, , 14, 3
2017/12/23, , 25, 4
2017/12/24, , 30, 3
2017/12/25, , 16, 4
2017/12/26, , 16, 3
2017/12/27, , 9, 1
2017/12/28, , 8, 3
2017/12/29, , 6, 4
2017/12/30, , 13, 3
2017/12/31, , 15, 1
2017/7/1, , 13, 3
2017/7/2, , 14, 4
2017/7/3, , 12, 3
2017/7/4, , 13, 3
2017/7/5, , 12, 4
2017/7/6, , 15, 5
2017/7/7, , 11, 4
2017/7/8, , 14, 5
2017/7/9, , 15, 4
2017/7/10, , 13, 4
2017/7/11, , 12, 4
2017/7/12, , 12, 3
2017/7/13, , 10, 4
2017/7/14, , 13, 4
2017/7/15, , 12, 4
2017/7/16, , 17, 3
2017/7/17, , 11, 4
2017/7/18, , 14, 4
2017/7/19, , 12, 4
2017/7/20, , 10, 4
2017/7/21, , 10, 4
2017/7/22, , 14, 3
2017/7/23, , 15, 4
2017/7/24, , 15, 4
2017/7/25, , 16, 4
2017/7/26, , 17, 4
2017/7/27, , 17, 4
2017/7/28, , 12, 4
2017/7/29, , 12, 4
2017/7/30, , 13, 4
2017/7/31, , 12, 4
2017/8/1, , 12, 4
2017/8/2, , 11, 4
2017/8/3, , 12, 4
2017/8/4, , 15, 4
2017/8/5, , 13, 3
2017/8/6, , 13, 4
2017/8/7, , 11, 4
2017/8/8, , 18, 4
2017/8/9, , 15, 5
2017/8/10, , 12, 5
2017/8/11, , 10, 4
2017/8/12, , 13, 3
2017/8/13, , 11, 4
2017/8/14, , 11, 4
2017/8/15, , 12, 
2017/8/16, , 18, 4
2017/8/17, , 12, 4
2017/8/18, , 13, 4
2017/8/19, , 11, 4
2017/8/20, , 10, 3
2017/8/21, , 15, 4
2017/8/22, , 21, 4
2017/8/23, , 19, 5
2017/8/24, , 7, 
2017/8/28, , 26, 4
2017/8/29, , 27, 5
2017/8/30, , 36, 5
2017/8/31, , 28, 4
2017/9/1, , 14, 4
2017/9/2, , 22, 4
2017/9/3, , 19, 4
2017/9/4, , 17, 3
2017/9/5, , 17, 
2017/9/9, , 37, 5
2017/9/10, , 39, 5
2017/9/11, , 38, 5
2017/9/12, , 48, 5
2017/9/13, , 36, 5
2017/9/14, , 34, 5
2017/9/15, , 25, 5
2017/9/16, , 17, 4
2017/9/17, , 15, 4
2017/9/18, , 13, 5
2017/9/19, , 13, 4
2017/9/20, , 13, 4
2017/9/21, , 15, 4
2017/9/22, , 22, 4
2017/9/23, , 22, 4
2017/9/24, , 16, 4
2017/9/25, , 13, 
2017/9/26, , 15, 4
2017/9/27, , 14, 5
2017/9/28, , 12, 5
2017/9/29, , 24, 5
2017/9/30, , 37, 5
2017/4/1, , 28, 5
2017/4/2, , 29, 3
2017/4/3, , 43, 4
2017/4/4, , 32, 3
2017/4/5, , 39, 3
2017/4/6, , 41, 3
2017/4/7, , 42, 4
2017/4/8, , 40, 4
2017/4/9, , 33, 
2017/4/10, , 27, 3
2017/4/11, , 31, 4
2017/4/12, , 32, 3
2017/4/13, , 30, 4
2017/4/14, , 28, 4
2017/4/15, , 26, 4
2017/4/16, , 30, 4
2017/4/17, , 27, 4
2017/4/18, , 38, 4
2017/4/19, , 36, 4
2017/4/20, , 23, 4
2017/4/21, , 21, 3
2017/4/22, , 19, 3
2017/4/23, , 39, 3
2017/4/24, , 41, 4
2017/4/25, , 28, 4
2017/4/26, , 36, 2
2017/4/27, , 29, 2
2017/4/28, , 34, 2
2017/4/29, , 29, 2
2017/4/30, , 44, 3
2017/5/1, , 48, 4
2017/5/2, , 39, 8
2017/5/3, , 22, 6
2017/5/4, , 46, 5
2017/5/5, , 44, 3
2017/5/6, , 48, 
2017/5/7, , 39, 4
2017/5/8, , 35, 4
2017/5/9, , 33, 4
2017/5/10, , 32, 4
2017/5/11, , 23, 5
2017/5/12, , 30, 5
2017/5/13, , 44, 3
2017/5/14, , 45, 5
2017/5/15, , 33, 
2017/5/16, , 33, 5
2017/5/17, , 25, 5
2017/5/18, , 22, 4
2017/5/19, , 19, 4
2017/5/20, , 20, 4
2017/5/21, , 16, 5
2017/5/22, , 15, 5
2017/5/23, , 24, 3
2017/5/24, , 42, 4
2017/5/25, , 35, 5
2017/5/26, , 22, 4
2017/5/27, , 18, 4
2017/5/28, , 18, 4
2017/5/29, , 29, 4
2017/5/30, , 28, 4
2017/5/31, , 21, 
2017/6/1, , 21, 4
2017/6/2, , 15, 3
2017/6/3, , 16, 4
2017/6/4, , 20, 4
2017/6/5, , 29, 5
2017/6/6, , 41, 4
2017/6/7, , 39, 5
2017/6/8, , 44, 5
2017/6/9, , 38, 3
2017/6/10, , 34, 
2017/6/11, , 26, 4
2017/6/12, , 21, 4
2017/6/13, , 15, 4
2017/6/14, , 14, 4
2017/6/15, , 13, 3
2017/6/16, , 16, 3
2017/6/17, , 16, 3
2017/6/18, , 16, 3
2017/6/19, , 12, 4
2017/6/20, , 27, 4
2017/6/21, , 31, 4
2017/6/22, , 26, 3
2017/6/23, , 20, 3
2017/6/24, , 13, 4
2017/6/25, , 13, 4
2017/6/26, , 16, 4
2017/6/27, , 6, 5
2017/6/28, , 16, 4
2017/6/29, , 13, 3
2017/6/30, , 12, 4
2017/1/2, , 26, 4
2017/1/3, , 26, 3
2017/1/4, , 23, 4
2017/1/5, , 20, 2
2017/1/6, , 15, 
2017/1/7, , 29, 3
2017/1/8, , 30, 5
2017/1/9, , 27, 4
2017/1/10, , 29, 4
2017/1/11, , 28, 4
2017/1/12, , 26, 
2017/1/13, , 28, 
2017/1/14, , 27, 3
2017/1/15, , 23, 4
2017/1/16, , 20, 3
2017/1/17, , 20, 4
2017/1/18, , 12, 4
2017/1/19, , 9, 7
2017/1/20, , 24, 4
2017/1/21, , 29, 2
2017/1/22, , 36, 3
2017/1/23, , 34, 4
2017/1/24, , 31, 4
2017/1/25, , 32, 3
2017/1/26, , 34, 3
2017/1/27, , 34, 2
2017/1/28, , 32, 2
2017/1/29, , 32, 3
2017/1/30, , 37, 4
2017/1/31, , 35, 4
2017/2/1, , 31, 4
2017/2/2, , 26, 4
2017/2/3, , 23, 4
2017/2/4, , 22, 4
2017/2/5, , 22, 4
2017/2/6, , 21, 4
2017/2/7, , 22, 5
2017/2/8, , 29, 4
2017/2/9, , 35, 4
2017/2/10, , 22, 3
2017/2/11, , 16, 4
2017/2/12, , 18, 4
2017/2/13, , 25, 4
2017/2/14, , 30, 3
2017/2/15, , 37, 3
2017/2/16, , 38, 4
2017/2/17, , 34, 5
2017/2/18, , 28, 
2017/2/19, , 22, 4
2017/2/20, , 23, 4
2017/2/21, , 36, 3
2017/2/22, , 44, 4
2017/2/23, , 38, 
2017/2/27, , 26, 
2017/3/2, , 34, 2
2017/3/3, , 35, 3
2017/3/4, , 34, 4
2017/3/5, , 22, 4
2017/3/6, , 18, 4
2017/3/7, , 19, 4
2017/3/8, , 21, 3
2017/3/9, , 23, 3
2017/3/10, , 24, 4
2017/3/11, , 26, 3
2017/3/12, , 21, 3
2017/3/13, , 21, 4
2017/3/14, , 37, 
2017/3/15, , 34, 4
2017/3/16, , 31, 3
2017/3/17, , 32, 4
2017/3/18, , 32, 4
2017/3/19, , 32, 3
2017/3/20, , 33, 4
2017/3/21, , 31, 4
2017/3/22, , 34, 3
2017/3/23, , 32, 4
2017/3/24, , 31, 5
2017/3/25, , 31, 4
2017/3/26, , 34, 5
2017/3/27, , 30, 4
2017/3/28, , 29, 5
2017/3/29, , 30, 3
2017/3/30, , 34, 4
2017/3/31, , 40, 4
2017/10/29, , , 4
2017/10/30, , , 4
2017/10/31, , , 6
2017/8/27, , , 5
2017/1/1, , , 4
2017/2/26, , , 5
2017/3/1, , , 3
