date, pm25, no2, so2
2017/5/7, 45, 6, 
2017/5/8, 46, 5, 1
2017/5/9, 41, , 
2017/5/15, 55, 5, 
2017/5/16, 47, 7, 
2017/5/17, 44, 3, 
2017/5/18, 37, 2, 
2017/5/19, 52, 3, 
2017/5/20, 59, 3, 
2017/5/21, 42, , 
2017/5/22, 21, 2, 
2017/5/23, 31, 3, 
2017/5/24, 40, 3, 
2017/5/25, 49, 3, 
2017/5/26, 52, 2, 
2017/5/27, 66, 1, 
2017/5/28, 75, 1, 
2017/5/29, 40, 2, 
2017/5/30, 58, 3, 
2017/5/31, 61, 3, 
2017/6/1, 37, 1, 
2017/6/2, 39, 3, 
2017/6/3, 46, 3, 
2017/6/4, 39, 4, 
2017/6/5, 29, 4, 
2017/6/6, 36, 1, 
2017/6/7, 40, 1, 
2017/6/8, 43, 2, 
2017/6/9, 51, 6, 
2017/6/10, 50, 3, 
2017/6/11, 36, 3, 
2017/6/12, 37, 2, 
2017/6/13, 38, 2, 
2017/6/14, 30, 5, 
2017/6/15, 36, 2, 
2017/6/16, 39, 3, 
2017/6/17, 44, 2, 
2017/6/18, 42, 2, 
2017/6/19, 45, , 
2017/6/20, 39, , 
2017/6/21, 18, 3, 
2017/6/22, 37, 7, 
2017/6/23, 56, 4, 
2017/6/24, 54, , 
2017/6/25, 43, 2, 
2017/6/26, 44, 2, 
2017/6/27, 38, 1, 
2017/6/28, 33, 4, 
2017/6/29, 23, 6, 
2017/6/30, 89, 5, 
2017/1/2, 28, 13, 1
2017/1/3, 36, 4, 7
2017/1/4, 36, 4, 1
2017/1/5, 36, 3, 2
2017/1/6, 25, 3, 6
2017/1/7, 28, 3, 1
2017/1/8, 24, 7, 2
2017/1/9, 26, 15, 1
2017/1/10, 40, 14, 1
2017/1/11, 42, 12, 1
2017/1/12, 39, 3, 1
2017/1/13, 22, 3, 1
2017/1/14, 29, 3, 1
2017/1/15, 25, 9, 1
2017/1/16, 38, 9, 1
2017/1/17, 41, 11, 1
2017/1/18, 42, 11, 1
2017/1/19, 22, 12, 1
2017/1/20, 54, 5, 1
2017/1/21, 54, 3, 1
2017/1/22, 26, 7, 1
2017/1/23, 31, 13, 1
2017/1/24, 43, 14, 1
2017/1/25, 42, 7, 9
2017/1/26, 29, 5, 4
2017/1/27, 31, 10, 2
2017/1/28, 38, 8, 1
2017/1/29, 38, 15, 1
2017/1/30, 59, 11, 
2017/1/31, 40, 14, 
2017/2/1, 42, 12, 
2017/2/2, 46, 2, 
2017/2/3, 39, 3, 
2017/2/4, 37, 5, 
2017/2/5, 44, 6, 
2017/2/6, 49, 19, 
2017/2/7, 53, 7, 
2017/2/8, 61, 1, 
2017/2/9, 45, 8, 
2017/2/10, 45, 14, 
2017/2/11, 51, 6, 
2017/2/12, 52, 1, 
2017/2/13, 42, 3, 
2017/2/14, 36, 3, 2
2017/2/15, 28, 8, 
2017/2/16, 44, 7, 
2017/2/17, 36, 4, 
2017/2/18, 36, , 
2017/2/19, 37, 3, 
2017/2/20, 24, 10, 
2017/2/21, 33, 5, 2
2017/2/22, 43, 9, 
2017/2/23, 47, , 
2017/3/1, 57, 1, 
2017/3/2, 16, 3, 
2017/3/3, 26, 3, 
2017/3/4, 51, 1, 
2017/3/5, 38, 7, 
2017/3/6, 48, 10, 
2017/3/7, 73, 2, 
2017/3/8, 31, 5, 
2017/3/9, 37, 10, 
2017/3/10, 220, 1, 
2017/3/15, 37, 4, 
2017/3/16, 46, 8, 
2017/3/17, 46, 7, 
2017/3/18, 47, 5, 
2017/3/19, 47, 9, 
2017/3/20, 52, 7, 
2017/3/21, 52, 5, 
2017/3/22, 54, 3, 
2017/3/23, 51, 3, 
2017/3/24, 65, 5, 
2017/3/25, 47, 3, 
2017/3/26, 60, 9, 
2017/3/27, 62, 7, 
2017/3/28, 69, 7, 
2017/3/29, 58, 4, 
2017/3/30, 36, 10, 
2017/3/31, 48, 2, 
2020/1/1, , 6, 
2019/6/15, , 5, 
2019/6/16, , 5, 
2019/6/17, , 6, 
2019/6/18, , 8, 
2019/6/19, , 6, 
2018/12/31, , 4, 2
2019/2/12, , 27, 
2018/12/22, , 12, 4
2018/8/6, , 5, 
2018/5/12, , 4, 
2018/5/17, , 8, 
2018/5/22, , 4, 
2018/3/22, , 11, 2
2017/10/26, , 9, 1
2017/7/19, , 8, 1
2017/8/26, , 1, 
2017/8/27, , 1, 
2017/8/28, , 1, 
2017/9/9, , 1, 
2017/5/14, , 5, 
2017/1/1, , 8, 1
2017/2/28, , 8, 1
2017/3/11, , , 
2017/3/12, , 1, 
2017/3/13, , 2, 2
2017/3/14, , 2, 
