date, pm25, o3, so2
2019/5/8, 26, 36, 
2019/5/9, 23, 36, 
2019/5/10, 30, 28, 
2019/5/11, 28, 27, 
2019/5/12, 26, 35, 
2019/5/13, 23, 47, 
2019/5/14, 25, 46, 
2019/5/15, 32, 40, 
2019/5/16, 43, 51, 
2019/5/17, 53, 40, 
2019/5/18, 58, 45, 
2019/5/19, 61, 38, 1
2019/5/20, 41, 48, 
2019/5/21, 44, 47, 
2019/5/22, 51, 34, 
2019/5/23, 35, 39, 
2019/5/24, 43, 39, 
2019/5/25, 50, 38, 
2019/5/29, 56, 39, 
2019/5/30, 49, 36, 
2019/5/31, 44, 49, 
2019/6/1, 51, 54, 
2019/6/2, 62, 68, 
2019/6/3, 64, 51, 
2019/6/4, 71, 39, 
2019/6/5, 50, 26, 
2019/6/6, 47, 29, 
2019/6/7, 28, 24, 
2019/6/8, 22, 26, 
2019/6/9, 18, 28, 
2019/6/10, 25, 18, 
2019/6/11, 28, , 
2019/1/1, 26, , 1
2019/1/2, 33, , 1
2019/1/3, 22, , 1
2019/1/4, 15, , 1
2019/1/5, 11, , 1
2019/1/6, 19, , 1
2019/1/7, 19, , 1
2019/1/8, 27, , 1
2019/1/9, 12, , 1
2019/1/10, 18, , 8
2019/1/11, 32, , 2
2019/1/12, 36, , 1
2019/1/13, 31, , 1
2019/1/14, 23, , 1
2019/1/15, 30, , 2
2019/1/16, 36, , 1
2019/1/17, 38, , 1
2019/1/18, 47, , 1
2019/1/19, 28, , 1
2019/1/20, 18, , 1
2019/1/21, 18, , 2
2019/1/22, 19, , 1
2019/1/23, 24, , 1
2019/1/24, 18, , 2
2019/1/25, 30, , 2
2019/1/26, 33, , 2
2019/1/27, 36, , 2
2019/1/28, 42, , 2
2019/1/29, 39, , 2
2019/1/30, 26, , 2
2019/1/31, 25, , 2
2019/2/1, 29, , 1
2019/2/2, 44, , 1
2019/2/3, 37, , 1
2019/2/4, 36, , 1
2019/2/5, 50, , 1
2019/2/6, 40, , 1
2019/2/7, 45, , 1
2019/2/8, 28, , 1
2019/2/9, 23, , 2
2019/2/10, 37, , 1
2019/2/11, 35, , 1
2019/2/12, 28, , 1
2019/2/13, 11, 26, 2
2019/2/14, 25, 28, 2
2019/2/15, 47, 26, 1
2019/2/16, 33, 14, 1
2019/2/17, 40, 31, 1
2019/2/18, 14, 20, 1
2019/2/19, 27, 20, 
2019/2/20, 26, 5, 1
2019/2/21, 28, 19, 1
2019/2/22, 35, 12, 1
2019/2/23, 17, 33, 1
2019/2/24, 21, 34, 1
2019/2/25, 14, 34, 2
2019/2/26, 32, 29, 1
2019/2/27, 47, 17, 1
2019/2/28, 44, 18, 1
2019/3/1, 24, 16, 1
2019/3/2, 32, 16, 1
2019/3/3, 35, 26, 2
2019/3/4, 29, 34, 2
2019/3/5, 19, 35, 2
2019/3/6, 22, 39, 2
2019/3/7, 44, 42, 2
2019/3/8, 66, 34, 1
2019/3/9, 52, 25, 1
2019/3/10, 43, 29, 1
2019/3/11, 31, 36, 1
2019/3/12, 27, 40, 2
2019/3/13, 27, 33, 1
2019/3/14, 27, 29, 1
2019/3/15, 33, 32, 1
2019/3/16, 24, 36, 1
2019/3/17, 28, 44, 2
2019/3/18, 55, 42, 2
2019/3/19, 59, 51, 1
2019/3/20, 88, 45, 
2019/3/21, 109, 41, 
2019/3/22, 43, 46, 
2019/3/23, 49, 45, 
2019/3/24, 47, 40, 
2019/3/25, 52, 34, 
2019/3/26, 41, 38, 
2019/3/27, 35, 41, 
2019/3/28, 25, 46, 
2019/3/29, 52, 40, 
2019/3/30, 43, 33, 
2019/3/31, 20, 37, 
2018/10/14, 7, 32, 1
2018/10/15, 27, 28, 
2018/10/16, 38, 24, 1
2018/10/17, 22, 25, 1
2018/10/18, 26, 32, 1
2018/10/19, 33, 23, 1
2018/10/20, 35, 18, 1
2018/10/21, 19, 27, 1
2018/10/22, 19, 27, 1
2018/10/23, 38, 23, 1
2018/10/24, 52, 35, 1
2018/10/25, 38, 23, 1
2018/10/26, 15, 13, 1
2018/10/27, 22, 22, 1
2018/10/28, 33, 29, 1
2018/10/29, 26, 28, 1
2018/10/30, 26, 27, 1
2018/10/31, 41, 37, 1
2018/11/1, 17, 28, 1
2018/11/2, 21, , 1
2018/11/3, 20, , 1
2018/11/4, 25, , 1
2018/11/5, 25, , 1
2018/11/6, 23, , 1
2018/11/7, 24, , 1
2018/11/8, 20, , 1
2018/11/9, 25, , 1
2018/11/10, 32, , 1
2018/11/11, 32, , 1
2018/11/12, 25, , 1
2018/11/13, 20, , 1
2018/11/14, 27, , 1
2018/11/15, 13, , 1
2018/11/16, 29, , 1
2018/11/17, 40, , 1
2018/11/18, 40, , 1
2018/11/19, 55, , 1
2018/11/20, 52, , 1
2018/11/21, 30, , 1
2018/11/22, 35, , 1
2018/11/23, 37, , 1
2018/11/24, 23, , 1
2018/11/25, 52, , 1
2018/11/26, 28, , 1
2018/11/27, 24, , 1
2018/11/28, 28, , 2
2018/11/29, 43, , 2
2018/11/30, 41, , 2
2018/12/1, 26, , 1
2018/12/2, 29, 17, 1
2018/12/3, 38, , 1
2018/12/4, 19, , 1
2018/12/5, 22, , 1
2018/12/6, 26, , 2
2018/12/7, 52, , 2
2018/12/8, 42, , 1
2018/12/9, 6, , 1
2018/12/10, 16, , 1
2018/12/11, 22, , 2
2018/12/12, 35, , 2
2018/12/13, 46, , 2
2018/12/14, 22, , 1
2018/12/15, 23, , 1
2018/12/16, 22, , 1
2018/12/17, 18, , 1
2018/12/18, 22, , 1
2018/12/19, 41, , 1
2018/12/20, 26, , 1
2018/12/21, 11, , 1
2018/12/22, 26, , 1
2018/12/23, 26, , 1
2018/12/24, 25, , 1
2018/12/25, 32, , 1
2018/12/26, 32, , 2
2018/12/27, 33, , 1
2018/12/28, 20, , 1
2018/12/29, 26, , 
2018/12/30, 27, , 
2018/7/1, 22, 28, 
2018/7/2, 21, 25, 
2018/7/3, 25, 24, 
2018/7/4, 28, 22, 
2018/7/5, 22, 25, 
2018/7/6, 26, 23, 
2018/7/7, 17, 24, 
2018/7/8, 28, 30, 
2018/7/9, 27, 46, 
2018/7/10, 36, 43, 
2018/7/11, 43, 34, 
2018/7/12, 44, 38, 
2018/7/13, 42, 32, 
2018/7/14, 42, 28, 
2018/7/15, 33, 28, 
2018/7/16, 37, 36, 
2018/7/17, 34, 34, 
2018/7/18, 35, 29, 
2018/7/19, 29, 26, 
2018/7/20, 26, 31, 
2018/7/21, 32, 31, 
2018/7/22, 28, 31, 
2018/7/23, 27, 25, 
2018/7/24, 31, 40, 
2018/7/25, 36, 53, 
2018/7/26, 39, 51, 
2018/7/27, 52, 49, 
2018/7/28, 54, 38, 
2018/7/29, 43, 25, 
2018/7/30, 36, 27, 
2018/7/31, 34, 15, 
2018/8/1, 25, 14, 
2018/8/2, 25, 23, 
2018/8/3, 22, 27, 
2018/8/4, 25, 26, 
2018/8/5, 30, 30, 
2018/8/6, 33, 35, 
2018/8/7, 31, 31, 
2018/8/8, 37, 29, 
2018/8/9, 29, 24, 
2018/8/10, 27, 29, 
2018/8/11, 36, 34, 
2018/8/12, 41, 34, 
2018/8/13, 55, 51, 
2018/8/14, 57, 47, 
2018/8/15, 52, 28, 
2018/8/16, 37, 21, 
2018/8/17, 23, 19, 
2018/8/18, 20, 25, 
2018/8/19, 26, 22, 
2018/8/20, 26, 18, 
2018/8/21, 27, 36, 
2018/8/22, 37, 33, 
2018/8/23, 60, 35, 
2018/8/24, 62, 36, 
2018/8/25, 56, 27, 
2018/8/26, 39, 26, 
2018/8/27, 30, 27, 
2018/8/28, 32, 28, 
2018/8/29, 22, 27, 
2018/8/30, 16, 22, 
2018/8/31, 17, 15, 
2018/9/1, 20, 15, 
2018/9/2, 23, 18, 
2018/9/3, 25, 16, 
2018/9/4, 29, 20, 
2018/9/5, 27, 21, 
2018/9/6, 28, 28, 
2018/9/7, 28, 21, 
2018/9/8, 23, 27, 
2018/9/9, 28, 26, 
2018/9/10, 24, 25, 
2018/9/11, 27, 24, 
2018/9/12, 30, 21, 
2018/9/13, 27, 37, 
2018/9/14, 26, 19, 
2018/9/15, 13, 18, 
2018/9/16, 7, 29, 
2018/9/17, 17, 31, 
2018/9/18, 17, 36, 
2018/9/19, 26, 41, 
2018/9/20, 43, 33, 
2018/9/21, 37, 34, 
2018/9/22, 39, 30, 
2018/9/23, 31, 22, 
2018/9/24, 26, 20, 
2018/9/25, 31, 31, 
2018/9/27, 15, 21, 
2018/9/28, 12, 18, 
2018/4/1, 30, 44, 1
2018/4/2, 43, 30, 1
2018/4/3, 55, 33, 1
2018/4/4, 25, 39, 1
2018/4/5, 24, 44, 1
2018/4/6, 52, 31, 1
2018/4/7, 40, 28, 1
2018/4/8, 24, 22, 1
2018/4/9, 25, 32, 1
2018/4/10, 31, 40, 1
2018/4/11, 35, 44, 1
2018/4/12, 45, 40, 1
2018/4/13, 43, 41, 1
2018/4/14, 41, 27, 1
2018/4/15, 27, 36, 1
2018/4/16, 17, 41, 1
2018/4/17, 25, 40, 1
2018/4/18, 31, 42, 1
2018/4/19, 35, 43, 1
2018/4/20, 25, 45, 1
2018/4/21, 36, 36, 1
2018/4/22, 24, 31, 
2018/4/23, 17, 30, 1
2018/4/24, 37, 32, 1
2018/4/25, 25, 29, 1
2018/4/26, 26, 43, 1
2018/4/27, 32, 46, 1
2018/4/28, 39, 41, 1
2018/4/29, 33, 41, 1
2018/4/30, 27, 46, 1
2018/5/1, 40, 41, 1
2018/5/2, 33, 40, 1
2018/5/3, 34, 43, 1
2018/5/4, 43, 39, 1
2018/5/5, 44, 43, 1
2018/5/6, 31, 47, 1
2018/5/7, 44, 40, 1
2018/5/8, 45, 47, 1
2018/5/9, 50, 46, 1
2018/5/10, 55, 55, 1
2018/5/11, 58, 48, 1
2018/5/12, 64, 46, 1
2018/5/13, 64, 37, 1
2018/5/14, 51, 22, 
2018/5/15, 13, 19, 
2018/5/16, 20, 19, 
2018/5/17, 15, 38, 
2018/5/18, 29, 38, 
2018/5/19, 41, 27, 
2018/5/20, 28, 21, 
2018/5/21, 22, 22, 
2018/5/22, 24, 23, 
2018/5/23, 18, 19, 
2018/5/24, 23, 20, 
2018/5/25, 21, , 
2018/5/26, 26, , 
2018/5/27, 25, , 
2018/5/28, 13, 17, 
2018/5/29, 15, 19, 
2018/5/30, 21, 26, 
2018/5/31, 31, 30, 
2018/6/1, 29, 28, 
2018/6/2, 30, 38, 
2018/6/3, 39, 58, 
2018/6/4, 31, 45, 
2018/6/5, 29, 43, 
2018/6/6, 31, 45, 
2018/6/7, 39, 37, 
2018/6/8, 49, 38, 
2018/6/9, 50, 47, 
2018/6/10, 51, 38, 
2018/6/11, 44, 32, 
2018/6/12, 40, 32, 
2018/6/13, 36, 24, 
2018/6/14, 29, 28, 
2018/6/15, 29, 31, 
2018/6/16, 28, 24, 
2018/6/17, 25, 31, 
2018/6/18, 35, 33, 
2018/6/19, 42, 42, 
2018/6/20, 53, 28, 
2018/6/21, 50, 27, 
2018/6/22, 32, 25, 
2018/6/23, 43, 22, 
2018/6/24, 41, 26, 
2018/6/25, 33, 43, 
2018/6/26, 27, 31, 
2018/6/27, 21, 23, 
2018/6/28, 24, 31, 
2018/6/29, 27, 29, 
2018/6/30, 30, 24, 
2018/1/11, 17, , 
2018/1/23, 14, , 1
2018/1/24, 17, , 1
2018/1/25, 30, , 1
2018/1/26, 69, , 1
2018/1/27, 46, , 
2018/1/28, 24, , 
2018/1/29, 17, , 1
2018/1/30, 22, , 1
2018/1/31, 30, , 1
2018/2/1, 65, , 1
2018/2/2, 18, 4, 1
2018/2/3, 32, 27, 1
2018/2/4, 37, , 
2018/2/6, 31, , 
2018/2/7, 22, 18, 
2018/2/8, 24, 24, 1
2018/2/9, 31, 16, 
2018/2/10, 36, 20, 
2018/2/11, 18, 16, 
2018/2/12, 15, 20, 
2018/2/13, 24, 17, 
2018/2/14, 42, 20, 
2018/2/15, 32, 24, 
2018/2/16, 31, 25, 
2018/2/17, 32, 16, 
2018/2/18, 26, 27, 
2018/2/19, 44, 19, 
2018/2/20, 28, 20, 
2018/2/21, 31, 22, 
2018/2/22, 40, 27, 
2018/2/23, 36, 32, 
2018/2/24, 45, 26, 
2018/2/25, 29, 30, 
2018/2/26, 15, 30, 
2018/2/27, 18, 26, 1
2018/2/28, 36, 26, 
2018/3/1, 29, 34, 1
2018/3/2, 17, 39, 1
2018/3/3, 33, 37, 1
2018/3/4, 25, 32, 1
2018/3/5, 61, 30, 1
2018/3/6, 60, 31, 1
2018/3/7, 26, 36, 1
2018/3/8, 28, 38, 1
2018/3/9, 41, 41, 1
2018/3/10, 83, 28, 1
2018/3/11, 81, 33, 1
2018/3/12, 30, 35, 1
2018/3/13, 31, 38, 1
2018/3/14, 28, 46, 1
2018/3/15, 58, 50, 2
2018/3/16, 82, 28, 1
2018/3/17, 64, 38, 1
2018/3/18, 41, 23, 
2018/3/19, 44, 37, 1
2018/3/20, 28, 36, 1
2018/3/21, 24, 35, 1
2018/3/22, 21, 40, 1
2018/3/23, 34, 45, 2
2018/3/24, 58, 31, 1
2018/3/25, 37, 32, 1
2018/3/26, 23, 31, 1
2018/3/27, 37, 39, 1
2018/3/28, 34, 38, 1
2018/3/29, 57, 32, 1
2018/3/30, 21, 17, 1
2018/3/31, 22, , 
2017/10/1, 21, 31, 
2017/10/2, 24, 33, 
2017/10/3, 23, 26, 
2017/10/4, 23, 12, 
2017/10/5, 28, , 
2017/7/1, 36, 23, 
2017/7/2, 37, 25, 
2017/7/3, 34, 22, 
2017/7/4, 62, 27, 
2017/7/5, 63, 25, 
2017/7/6, 47, 22, 
2017/7/7, 32, 29, 
2017/7/8, 33, 28, 
2017/7/9, 30, 38, 
2017/7/10, 37, 35, 
2017/7/11, 37, 40, 
2017/7/12, 26, 27, 
2017/7/13, 35, 27, 
2017/7/14, 26, 28, 
2017/7/15, 24, 25, 
2017/7/16, 26, 26, 
2017/7/17, 27, 29, 
2017/7/18, 23, 40, 
2017/7/19, 32, 59, 
2017/7/20, 48, 51, 
2017/7/21, 45, 34, 
2017/7/22, 40, 30, 
2017/7/23, 42, 27, 
2017/7/24, 28, 26, 
2017/7/25, 36, 30, 
2017/7/26, 37, 35, 
2017/7/27, 37, 24, 
2017/7/28, 50, 37, 
2017/7/29, 37, 32, 
2017/7/30, 20, 31, 
2017/7/31, 24, 38, 
2017/8/1, 28, 30, 
2017/8/2, 31, 27, 
2017/8/3, 37, 23, 
2017/8/4, 25, 30, 
2017/8/5, 38, 20, 
2017/8/6, 36, 16, 
2017/8/7, 38, 17, 
2017/8/8, 37, 18, 
2017/8/9, 25, 17, 
2017/8/10, 31, 23, 
2017/8/11, 31, 24, 
2017/8/12, 31, 29, 
2017/8/13, 37, 28, 
2017/8/14, 38, 22, 
2017/8/15, 28, 31, 
2017/8/16, 27, 24, 
2017/8/17, 30, 27, 
2017/8/18, 37, 45, 
2017/8/19, 34, 36, 
2017/8/20, 40, 25, 
2017/8/21, 36, 24, 
2017/8/22, 27, 35, 
2017/8/23, 37, 49, 
2017/8/24, 41, 25, 
2017/8/25, 44, 31, 
2017/8/26, 25, 36, 
2017/8/27, 31, 36, 
2017/8/28, 34, 28, 
2017/8/29, 33, 17, 
2017/8/30, 26, 17, 
2017/8/31, 31, 28, 
2017/9/1, 25, 33, 
2017/9/2, 20, 35, 
2017/9/3, 33, 34, 
2017/9/4, 39, 31, 
2017/9/5, 45, , 
2017/9/22, 54, 36, 
2017/9/23, 52, 30, 
2017/9/24, 43, 34, 
2017/9/25, 33, 33, 
2017/9/26, 45, 38, 
2017/9/27, 52, 50, 
2017/9/28, 48, 38, 
2017/9/29, 47, 35, 
2017/9/30, 41, 32, 
2017/4/1, 19, 43, 
2017/4/2, 30, 32, 
2017/4/3, 31, 42, 
2017/4/4, 27, 20, 
2017/4/5, 32, 37, 
2017/4/6, 13, 38, 
2017/4/7, 11, 44, 
2017/4/8, 18, 48, 
2017/4/9, 32, 44, 
2017/4/10, 23, 40, 
2017/4/11, 24, 45, 
2017/4/12, 38, 40, 
2017/4/13, 43, 39, 
2017/4/14, 34, 40, 
2017/4/15, 23, 42, 
2017/4/16, 33, 39, 
2017/4/17, 40, 42, 
2017/4/18, 49, 31, 
2017/4/19, 34, 37, 
2017/4/20, 26, 41, 
2017/4/21, 36, 41, 
2017/4/22, 40, 31, 
2017/4/23, 47, 12, 
2017/4/24, 6, 33, 
2017/4/25, 16, 46, 
2017/4/26, 43, 27, 
2017/4/27, 42, 29, 
2017/4/28, 48, 27, 
2017/4/29, 53, 25, 
2017/4/30, 24, 30, 
2017/5/1, 25, 42, 
2017/5/2, 18, 46, 
2017/5/3, 28, 39, 
2017/5/4, 38, 27, 
2017/5/5, 11, 39, 
2017/5/6, 15, 42, 
2017/5/7, 21, 54, 
2017/5/8, 24, 48, 
2017/5/9, 39, 47, 
2017/5/10, 57, 42, 
2017/5/11, 58, 34, 
2017/5/12, 56, 35, 
2017/5/13, 40, 33, 
2017/5/15, 36, 48, 
2017/5/16, 40, 33, 
2017/5/17, 29, 32, 
2017/5/18, 37, 30, 
2017/5/19, 27, 14, 
2017/5/20, 44, 33, 
2017/5/21, 31, 24, 
2017/5/22, 35, 22, 
2017/5/23, 16, 25, 
2017/5/24, 16, 29, 
2017/5/25, 16, 36, 
2017/5/26, 27, 42, 
2017/5/27, 30, 22, 
2017/5/28, 43, 33, 
2017/5/29, 30, 29, 
2017/5/30, 31, 22, 
2017/5/31, 42, 30, 
2017/6/1, 42, 32, 
2017/6/2, 23, 31, 
2017/6/3, 34, 24, 
2017/6/4, 32, 16, 
2017/6/5, 22, 14, 
2017/6/6, 16, 27, 
2017/6/7, 22, 33, 
2017/6/8, 26, 44, 
2017/6/9, 30, 41, 
2017/6/10, 28, 24, 
2017/6/11, 21, 20, 
2017/6/12, 23, 33, 
2017/6/13, 21, 29, 
2017/6/14, 29, 33, 
2017/6/15, 29, 40, 
2017/6/16, 24, 31, 
2017/6/17, 30, 30, 
2017/6/18, 27, 28, 
2017/6/19, 30, 13, 
2017/6/20, 19, 9, 
2017/6/21, 25, 15, 
2017/6/22, 38, 17, 
2017/6/23, 35, 14, 
2017/6/24, 30, 43, 
2017/6/25, 27, 31, 
2017/6/26, 24, 38, 
2017/6/27, 31, 37, 
2017/6/28, 39, 27, 
2017/6/29, 40, 15, 
2017/6/30, 17, 20, 
2017/1/2, 13, , 
2017/1/3, 20, , 
2017/1/4, 18, , 
2017/1/5, 21, , 
2017/1/6, 27, , 
2017/1/7, 22, , 
2017/1/8, 24, , 
2017/1/9, 18, , 
2017/1/10, 21, , 
2017/1/11, 28, , 
2017/1/12, 28, , 
2017/1/13, 42, , 
2017/1/14, 40, , 
2017/1/15, 47, , 
2017/1/16, 37, , 
2017/1/17, 34, , 
2017/1/18, 33, , 
2017/1/19, 33, , 
2017/1/20, 21, , 
2017/1/21, 19, , 
2017/1/22, 11, , 
2017/1/23, 14, , 
2017/1/24, 32, , 
2017/1/25, 28, , 
2017/1/26, 14, , 
2017/1/27, 11, , 
2017/1/28, 12, , 
2017/1/29, 23, , 
2017/1/30, 19, , 
2017/1/31, 48, , 
2017/2/1, 33, 25, 
2017/2/2, 41, 27, 
2017/2/3, 38, 35, 
2017/2/4, 27, 25, 
2017/2/5, 53, 31, 
2017/2/6, 37, 33, 
2017/2/7, 39, 21, 
2017/2/8, 24, 30, 
2017/2/9, 19, 33, 
2017/2/10, 17, 37, 
2017/2/11, 63, 27, 
2017/2/12, 41, 37, 
2017/2/13, 19, 40, 
2017/2/14, 45, 35, 
2017/2/15, 51, 33, 
2017/2/16, 16, 37, 
2017/2/17, 39, 24, 
2017/2/18, 64, 36, 
2017/2/19, 41, 37, 
2017/2/20, 31, 36, 
2017/2/21, 42, 33, 
2017/2/22, 30, 34, 
2017/2/23, 19, 35, 
2017/2/24, 32, 39, 
2017/2/25, 33, 39, 
2017/2/26, 27, 35, 
2017/2/27, 25, 29, 
2017/2/28, 31, 22, 
2017/3/1, 43, 36, 
2017/3/2, 14, 37, 
2017/3/3, 15, 38, 
2017/3/4, 22, 44, 
2017/3/5, 50, 41, 
2017/3/6, 31, 39, 
2017/3/7, 32, 41, 
2017/3/8, 14, 42, 
2017/3/9, 24, 39, 
2017/3/10, 34, 39, 
2017/3/11, 18, 28, 
2017/3/12, 22, 27, 
2017/3/13, 15, 26, 
2017/3/14, 12, 33, 
2017/3/15, 23, 39, 
2017/3/16, 25, 7, 
2017/3/17, 44, , 
2017/3/21, 65, 38, 
2017/3/22, 31, 39, 
2017/3/23, 26, 39, 
2017/3/24, 25, 37, 
2017/3/25, 15, 38, 
2017/3/26, 19, 34, 
2017/3/27, 28, 32, 
2017/3/28, 47, 43, 
2017/3/29, 46, 41, 
2017/3/30, 49, 38, 
2017/3/31, 23, 49, 
2019/4/25, , 42, 
2019/4/26, , 52, 
2019/4/27, , 45, 
2019/4/28, , 44, 
2019/4/29, , 36, 
2019/5/6, , 38, 
2019/5/7, , 32, 
2019/5/26, , 37, 
2019/5/27, , 37, 
2019/5/28, , 39, 
2018/10/1, , 30, 
2018/10/2, , 29, 
2018/10/3, , 41, 
2018/10/4, , 54, 
2018/10/5, , 33, 
2018/10/6, , 29, 
2018/10/7, , 29, 
2018/10/8, , 24, 
2018/10/9, , 23, 
2018/10/10, , 13, 
2018/10/11, , 27, 
2018/10/12, , 29, 1
2018/10/13, , 35, 1
2018/9/26, , 20, 
2018/9/29, , 18, 2
2018/9/30, , 32, 
2017/9/9, , 24, 
2017/9/10, , 20, 
2017/9/11, , 19, 
2017/9/12, , 38, 
2017/9/13, , 40, 
2017/9/14, , 36, 
2017/9/15, , 34, 
2017/9/16, , 35, 
2017/9/17, , 44, 
2017/9/18, , 49, 
2017/9/19, , 44, 
2017/9/20, , 37, 
2017/9/21, , 37, 
2017/5/14, , 55, 
2017/3/20, , 42, 
2019/12/31, , , 
2019/11/16, , , 
2018/1/10, , , 
2018/1/13, , , 1
2018/1/14, , , 1
2018/1/15, , , 1
2018/1/16, , , 1
2018/1/17, , , 1
2018/1/18, , , 1
2018/1/19, , , 1
2018/1/20, , , 1
2018/1/21, , , 1
2018/1/22, , , 
2018/2/5, , , 1
