date, pm25, pm10, so2
2019/11/18, 30, 28, 3
2019/11/19, 42, 23, 2
2019/11/20, 37, 19, 5
2019/11/21, 34, 26, 4
2019/11/22, 45, 18, 2
2019/11/23, 38, 16, 3
2019/11/24, 29, 17, 2
2019/11/25, 34, 28, 6
2019/11/26, 51, 30, 2
2019/11/27, 53, 28, 3
2019/11/28, 57, 37, 1
2019/11/29, 65, 40, 4
2019/11/30, 64, 20, 2
2019/12/1, 37, 37, 1
2019/12/2, 61, 39, 3
2019/12/3, 58, 17, 3
2019/12/4, 28, 16, 3
2019/12/5, 28, 25, 1
2019/12/6, 42, 43, 2
2019/12/7, 72, 17, 4
2019/12/8, 33, 10, 2
2019/12/9, 20, 10, 1
2019/12/10, 23, 10, 1
2019/12/11, 19, 17, 1
2019/12/12, 27, 22, 1
2019/12/13, 29, 42, 1
2019/12/14, 50, 38, 3
2019/12/15, 52, 20, 3
2019/12/16, 30, 39, 1
2019/12/17, 52, 47, 2
2019/12/18, 63, 25, 2
2019/12/19, 42, 26, 4
2019/12/20, 48, 28, 1
2019/12/21, 52, 19, 2
2019/12/22, 34, 24, 1
2019/12/23, 45, 38, 2
2019/12/24, 62, 29, 2
2019/12/25, 51, 20, 1
2019/12/26, 39, 18, 2
2019/12/27, 33, 18, 1
2019/12/28, 30, , 
2019/7/1, 103, 29, 2
2019/7/2, 51, 50, 3
2019/7/3, 89, 59, 6
2019/7/4, 99, 56, 3
2019/7/5, 83, 40, 1
2019/7/6, 74, 44, 4
2019/7/7, 76, 30, 2
2019/7/8, 56, 48, 4
2019/7/9, 77, 49, 3
2019/7/10, 82, 42, 1
2019/7/11, 75, 49, 2
2019/7/12, 83, 33, 1
2019/7/13, 60, 56, 2
2019/7/14, 109, 65, 3
2019/7/15, 123, 71, 2
2019/7/16, 137, 85, 3
2019/7/17, 153, 82, 5
2019/7/18, 148, 96, 5
2019/7/19, 141, 41, 3
2019/7/20, 50, 19, 2
2019/7/21, 33, 54, 2
2019/7/22, 84, 95, 4
2019/7/23, 143, 56, 4
2019/7/24, 71, 64, 2
2019/7/25, 100, 72, 3
2019/7/26, 114, 50, 1
2019/7/27, 86, 64, 1
2019/7/28, 123, 77, 2
2019/7/29, 135, 107, 7
2019/7/30, 167, 45, 4
2019/7/31, 82, 24, 3
2019/8/1, 39, 48, 1
2019/8/2, 77, 48, 3
2019/8/3, 83, 35, 1
2019/8/4, 64, 57, 5
2019/8/5, 85, 36, 3
2019/8/6, 59, 42, 1
2019/8/7, 70, 51, 3
2019/8/8, 69, 27, 3
2019/8/9, 46, 36, 1
2019/8/10, 56, 53, 3
2019/8/11, 83, 27, 5
2019/8/12, 46, 22, 1
2019/8/13, 39, 36, 3
2019/8/14, 61, 36, 1
2019/8/15, 58, 56, 2
2019/8/16, 92, 25, 3
2019/8/17, 45, 30, 1
2019/8/18, 47, 44, 5
2019/8/19, 68, 23, 3
2019/8/20, 38, 25, 2
2019/8/21, 43, 40, 1
2019/8/22, 70, 74, 4
2019/8/23, 113, 49, 1
2019/8/24, 92, 71, 4
2019/8/25, 132, 41, 5
2019/8/26, 72, 37, 5
2019/8/27, 63, 27, 3
2019/8/28, 41, 16, 1
2019/8/29, 28, 27, 3
2019/8/30, 48, 22, 2
2019/8/31, 40, 23, 1
2019/9/1, 40, 33, 5
2019/9/2, 57, 40, 2
2019/9/3, 68, 44, 5
2019/9/4, 71, 15, 5
2019/9/5, 33, 17, 2
2019/9/6, 28, 24, 1
2019/9/7, 31, 28, 1
2019/9/8, 42, 35, 1
2019/9/9, 56, 38, 1
2019/9/10, 61, 40, 2
2019/9/11, 62, 48, 2
2019/9/12, 85, 33, 3
2019/9/13, 54, 26, 3
2019/9/14, 41, 28, 1
2019/9/15, 46, 41, 1
2019/9/16, 69, 46, 2
2019/9/17, 83, 40, 3
2019/9/18, 71, 24, 1
2019/9/19, 52, 44, 1
2019/9/20, 70, 37, 3
2019/9/21, 62, 30, 3
2019/9/22, 50, 21, 3
2019/9/23, 26, 18, 2
2019/9/24, 30, 21, 3
2019/9/25, 36, 28, 1
2019/9/26, 46, 32, 1
2019/9/27, 50, 30, 1
2019/9/28, 50, 44, 1
2019/9/29, 65, 28, 2
2019/9/30, 38, 21, 3
2019/6/12, 84, 39, 2
2019/6/13, 45, 27, 1
2019/6/14, 53, 43, 1
2019/6/15, 80, 66, 2
2019/6/16, 101, 57, 5
2019/6/17, 99, 58, 4
2019/6/18, 99, 36, 1
2019/6/19, 68, 39, 1
2019/6/20, 73, 56, 1
2019/6/21, 102, 91, 8
2019/6/22, 150, 51, 4
2019/6/23, 80, 52, 3
2019/6/24, 82, 36, 4
2019/6/25, 63, 31, 1
2019/6/26, 59, 46, 1
2019/6/27, 81, 72, 2
2019/6/28, 121, 50, 5
2019/6/29, 82, 52, 1
2019/6/30, 93, 60, 3
2020/1/1, , 14, 1
2019/6/11, , 57, 10
