date, pm10, no2, so2
2019/9/15, 14, 6, 1
2019/9/16, 17, 6, 
2019/9/17, 17, 5, 
2019/9/18, 16, 5, 1
2019/9/19, 15, 6, 1
2019/9/20, 15, 5, 
2019/9/21, 15, 5, 
2019/9/22, 15, 6, 
2019/9/23, 17, 8, 1
2019/9/24, 13, 7, 
2019/9/25, 11, 7, 1
2019/9/26, 9, 6, 
2019/9/27, 13, 7, 
2019/9/28, 8, 5, 
2019/9/29, 10, 7, 1
2019/9/30, 12, 5, 
2019/4/1, 25, 9, 
2019/4/2, 31, 11, 1
2019/4/3, 33, 9, 
2019/4/4, 22, 6, 1
2019/4/5, 16, 5, 
2019/4/6, 9, 4, 
2019/4/7, 12, 7, 
2019/4/8, 13, 5, 
2019/4/9, 18, 8, 
2019/4/10, 17, 4, 
2019/4/11, 17, 3, 
2019/4/12, 18, 5, 
2019/4/13, 22, 4, 
2019/4/14, 23, 6, 
2019/4/15, 19, 9, 1
2019/4/16, 24, 9, 1
2019/4/17, 21, 8, 1
2019/4/18, 18, 9, 1
2019/4/19, 15, 7, 1
2019/4/20, 21, 6, 2
2019/4/21, 27, 4, 1
2019/4/22, 18, 5, 1
2019/4/23, 23, 4, 
2019/4/24, 27, 5, 
2019/4/25, 27, 12, 
2019/4/26, 34, 2, 
2019/4/27, 6, 3, 
2019/4/28, 7, 4, 
2019/4/29, 9, 8, 
2019/4/30, 9, 3, 
2019/5/1, 11, 7, 1
2019/5/2, 19, 5, 1
2019/5/3, 9, 2, 
2019/5/4, 6, 1, 
2019/5/5, 4, 3, 
2019/5/6, 9, 7, 1
2019/5/7, 13, 6, 
2019/5/8, 16, 8, 
2019/5/9, 10, 7, 1
2019/5/10, 11, 5, 1
2019/5/11, 10, 1, 
2019/5/12, 6, 1, 
2019/5/13, 11, 1, 
2019/5/14, 10, 6, 
2019/5/15, 7, 4, 
2019/5/16, 8, 3, 
2019/5/17, 10, 3, 1
2019/5/18, 17, 4, 
2019/5/19, 19, 5, 
2019/5/20, 12, 5, 
2019/5/21, 9, 6, 
2019/5/22, 8, 6, 
2019/5/23, 9, 5, 1
2019/5/24, 12, 5, 1
2019/5/25, 14, 6, 1
2019/5/26, 17, 9, 1
2019/5/27, 16, 6, 
2019/5/28, 9, 4, 
2019/5/29, 4, 3, 
2019/5/30, 9, 5, 
2019/5/31, 13, 4, 2
2019/6/1, 13, 4, 2
2019/6/2, 12, 6, 2
2019/6/3, 16, 6, 2
2019/6/4, 15, 4, 1
2019/6/5, 18, 5, 
2019/6/6, 15, 5, 1
2019/6/7, 17, 5, 2
2019/6/8, 19, 3, 1
2019/6/9, 16, 3, 1
2019/6/10, 28, 7, 2
2019/6/11, 26, 6, 2
2019/6/12, 24, 5, 1
2019/6/13, 37, 8, 3
2019/6/14, 28, 7, 3
2019/6/15, 29, 4, 
2019/6/16, 21, 5, 1
2019/6/17, 14, 5, 
2019/6/18, 19, 5, 
2019/6/19, 15, 3, 
2019/6/20, 13, 3, 
2019/6/21, 10, 4, 
2019/6/22, 11, 3, 
2019/6/23, 9, 3, 
2019/6/24, 14, 5, 
2019/6/25, 19, 4, 
2019/6/26, 23, 6, 
2019/6/27, 30, 4, 
2019/6/28, 22, 4, 
2019/6/29, 21, 3, 1
2019/6/30, 20, 6, 1
2019/1/1, 34, 7, 
2019/1/2, 9, 3, 
2019/1/3, 7, 14, 
2019/1/4, 14, 20, 
2019/1/5, 24, 10, 
2019/1/6, 9, 13, 
2019/1/7, 18, 18, 
2019/1/8, 33, 17, 
2019/1/9, 18, 11, 
2019/1/10, 10, 13, 
2019/1/11, 14, 21, 
2019/1/12, 26, 18, 
2019/1/13, 21, 10, 
2019/1/14, 10, 15, 
2019/1/15, 13, 27, 1
2019/1/16, 28, 24, 1
2019/1/17, 27, 13, 1
2019/1/18, 9, 12, 1
2019/1/19, 17, 12, 1
2019/1/20, 22, 14, 
2019/1/21, 33, 12, 
2019/1/22, 31, 15, 
2019/1/23, 39, 15, 1
2019/1/24, 37, 12, 
2019/1/25, 28, 20, 
2019/1/26, 33, 25, 
2019/1/27, 49, 19, 1
2019/1/28, 23, 14, 2
2019/1/29, 18, 10, 
2019/1/30, 20, 19, 
2019/1/31, 33, 18, 
2019/2/1, 29, 14, 
2019/2/2, 22, 6, 
2019/2/3, 12, 6, 
2019/2/4, 10, 15, 
2019/2/5, 23, 19, 1
2019/2/6, 27, 21, 1
2019/2/7, 36, 22, 1
2019/2/8, 36, 18, 1
2019/2/9, 32, 16, 
2019/2/10, 28, 9, 
2019/2/11, 6, 5, 
2019/2/12, 8, 13, 
2019/2/13, 15, 19, 1
2019/2/14, 22, 19, 2
2019/2/15, 22, 16, 1
2019/2/16, 21, 15, 1
2019/2/17, 24, 18, 1
2019/2/18, 27, 19, 1
2019/2/19, 31, 19, 1
2019/2/20, 34, 16, 1
2019/2/21, 34, 7, 
2019/2/22, 11, 6, 
2019/2/23, 11, 14, 
2019/2/24, 19, 22, 1
2019/2/25, 29, 11, 
2019/2/26, 16, 18, 1
2019/2/27, 24, 14, 2
2019/2/28, 21, 11, 
2019/3/1, 14, 10, 1
2019/3/2, 11, 9, 1
2019/3/3, 20, 12, 2
2019/3/4, 18, 11, 1
2019/3/5, 12, 14, 1
2019/3/6, 18, 4, 1
2019/3/7, 16, 7, 1
2019/3/8, 10, 7, 1
2019/3/9, 11, 9, 1
2019/3/10, 14, 3, 
2019/3/11, 7, 11, 
2019/3/12, 10, 15, 
2019/3/13, 13, 12, 
2019/3/14, 15, 11, 
2019/3/15, 11, 11, 
2019/3/16, 12, 7, 1
2019/3/17, 13, 8, 
2019/3/18, 12, 13, 1
2019/3/19, 17, 8, 
2019/3/20, 15, 12, 
2019/3/21, 21, 12, 1
2019/3/22, 25, , 
2019/3/25, 25, 4, 
2019/3/26, 8, 11, 1
2019/3/27, 16, 14, 1
2019/3/28, 21, 8, 
2019/3/29, 15, 10, 1
2019/3/30, 20, 7, 1
2019/3/31, 18, 10, 
2018/10/1, 13, 8, 
2018/10/2, 6, 16, 2
2018/10/3, 14, 9, 
2018/10/4, 13, 9, 4
2018/10/5, 20, 8, 1
2018/10/6, 24, 5, 
2018/10/7, 14, 10, 
2018/10/8, 11, 8, 
2018/10/9, 23, 8, 
2018/10/10, 29, 10, 2
2018/10/11, 30, 11, 1
2018/10/12, 32, 7, 1
2018/10/13, 28, 8, 2
2018/10/14, 27, 15, 2
2018/10/15, 33, 15, 1
2018/10/16, 32, 14, 1
2018/10/17, 29, 11, 2
2018/10/18, 26, 10, 1
2018/10/19, 25, 8, 1
2018/10/20, 24, 5, 
2018/10/21, 12, 13, 1
2018/10/22, 17, 14, 1
2018/10/23, 20, 5, 
2018/10/24, 12, 12, 1
2018/10/25, 13, 9, 1
2018/10/26, 16, 7, 1
2018/10/27, 11, 5, 
2018/10/28, 7, 10, 
2018/10/29, 14, 6, 1
2018/10/30, 12, 12, 1
2018/10/31, 14, 12, 1
2018/11/1, 18, 12, 1
2018/11/2, 18, 8, 
2018/11/3, 23, 5, 
2018/11/4, 25, 5, 1
2018/11/5, 31, 10, 1
2018/11/6, 39, 12, 1
2018/11/7, 43, 8, 1
2018/11/8, 24, 12, 1
2018/11/9, 27, 8, 
2018/11/10, 31, 9, 1
2018/11/11, 14, 11, 1
2018/11/12, 16, 12, 1
2018/11/13, 22, 13, 
2018/11/14, 18, 12, 1
2018/11/15, 21, 9, 1
2018/11/16, 16, 9, 1
2018/11/17, 16, 10, 1
2018/11/18, 18, 10, 
2018/11/19, 21, 9, 1
2018/11/20, 12, 13, 1
2018/11/21, 20, 12, 1
2018/11/22, 19, 13, 1
2018/11/23, 23, 8, 1
2018/11/24, 23, 9, 
2018/11/25, 14, 8, 
2018/11/26, 5, 8, 
2018/11/27, 5, 10, 
2018/11/28, 19, 9, 
2018/11/29, 21, 14, 1
2018/11/30, 36, 12, 1
2018/12/1, 46, 14, 
2018/12/2, 51, 17, 
2018/12/3, 43, 13, 1
2018/12/4, 14, 16, 
2018/12/5, 18, 18, 
2018/12/6, 31, 19, 
2018/12/7, 46, 16, 
2018/12/8, 21, 15, 1
2018/12/9, 16, 16, 
2018/12/10, 12, 14, 
2018/12/11, 12, 9, 
2018/12/12, 10, 12, 
2018/12/13, 18, 6, 
2018/12/14, 17, 8, 
2018/12/15, 16, 14, 
2018/12/16, 27, 20, 1
2018/12/17, 37, 24, 
2018/12/18, 38, 20, 
2018/12/19, 35, 20, 1
2018/12/20, 44, 24, 
2018/12/21, 42, 18, 1
2018/12/22, 19, 18, 
2018/12/23, 18, 8, 
2018/12/24, 11, 9, 
2018/12/25, 9, 17, 
2018/12/26, 21, 22, 
2018/12/27, 27, 22, 1
2018/12/28, 29, 16, 
2018/12/29, 25, 11, 1
2018/12/30, 19, , 
2018/7/1, 8, 5, 2
2018/7/2, 10, 5, 2
2018/7/3, 15, 6, 3
2018/7/4, 18, 7, 3
2018/7/5, 14, 6, 2
2018/7/6, 4, 2, 2
2018/7/7, 6, 5, 3
2018/7/8, 10, 8, 4
2018/7/9, 12, 8, 5
2018/7/10, 13, 8, 2
2018/7/11, 5, 6, 2
2018/7/12, 7, 5, 3
2018/7/13, 9, 6, 3
2018/7/14, 9, 5, 3
2018/7/15, 9, 6, 3
2018/7/16, 10, 6, 3
2018/7/17, 9, 8, 3
2018/7/18, 15, 5, 2
2018/7/19, 12, 9, 3
2018/7/20, 17, 4, 3
2018/7/21, 10, 3, 2
2018/7/22, 5, 7, 2
2018/7/23, 9, 6, 3
2018/7/24, 15, 12, 3
2018/7/25, 15, 8, 3
2018/7/26, 8, 7, 4
2018/7/27, 9, 4, 3
2018/7/28, 7, 4, 3
2018/7/29, 9, 6, 3
2018/7/30, 12, 6, 3
2018/7/31, 12, 6, 3
2018/8/1, 17, 6, 2
2018/8/2, 12, 8, 2
2018/8/3, 13, 4, 2
2018/8/4, 12, 5, 2
2018/8/5, 11, 5, 2
2018/8/6, 14, 5, 1
2018/8/7, 14, 5, 1
2018/8/8, 11, 5, 
2018/8/9, 11, 5, 
2018/8/10, 15, 3, 
2018/8/11, 4, 5, 
2018/8/12, 8, 7, 
2018/8/13, 11, 7, 
2018/8/14, 6, 5, 
2018/8/15, 6, 6, 1
2018/8/16, 9, 7, 1
2018/8/17, 11, 7, 1
2018/8/18, 10, 5, 1
2018/8/19, 11, 10, 2
2018/8/20, 14, 7, 
2018/8/21, 15, 6, 1
2018/8/22, 16, 8, 1
2018/8/23, 18, 8, 1
2018/8/24, 17, 5, 
2018/8/25, 3, 3, 
2018/8/26, 1, 7, 
2018/8/27, 8, 7, 
2018/8/28, 11, 6, 
2018/8/29, 11, 6, 1
2018/8/30, 11, 8, 
2018/8/31, 7, 6, 
2018/9/1, 3, 3, 
2018/9/2, 4, 5, 
2018/9/3, 6, 7, 
2018/9/4, 7, 5, 
2018/9/5, 9, 8, 1
2018/9/6, 13, 8, 
2018/9/7, 13, 8, 1
2018/9/8, 8, 6, 1
2018/9/9, 9, 6, 1
2018/9/10, 10, 11, 2
2018/9/11, 13, 9, 1
2018/9/12, 14, 8, 1
2018/9/13, 16, 6, 
2018/9/14, 15, , 
2018/9/17, 14, 6, 2
2018/9/18, 17, 8, 
2018/9/19, 16, 8, 
2018/9/20, 13, 9, 
2018/9/21, 17, 5, 1
2018/9/22, 6, 4, 
2018/9/23, 6, 3, 
2018/9/24, 5, 6, 
2018/9/25, 8, 8, 3
2018/9/26, 9, 11, 1
2018/9/27, 13, 11, 1
2018/9/28, 12, 5, 
2018/9/29, 10, 6, 2
2018/9/30, 9, 13, 1
2018/4/1, 3, 7, 1
2018/4/2, 5, 7, 2
2018/4/3, 15, 2, 1
2018/4/4, 12, 11, 1
2018/4/5, 8, 5, 1
2018/4/6, 10, 6, 1
2018/4/7, 13, 5, 1
2018/4/8, 16, 11, 2
2018/4/9, 27, 7, 
2018/4/10, 24, 7, 1
2018/4/11, 17, 10, 
2018/4/12, 22, 5, 
2018/4/13, 12, 7, 1
2018/4/14, 9, 7, 2
2018/4/15, 22, 10, 
2018/4/16, 27, 5, 1
2018/4/17, 10, 10, 
2018/4/18, 20, 8, 1
2018/4/19, 16, 7, 1
2018/4/20, 14, 6, 1
2018/4/21, 14, 8, 1
2018/4/22, 17, 8, 3
2018/4/23, 20, 6, 
2018/4/24, 10, 8, 1
2018/4/25, 17, 8, 1
2018/4/26, 15, 6, 
2018/4/27, 11, 5, 
2018/4/28, 15, 5, 
2018/4/29, 23, 6, 
2018/4/30, 20, 3, 
2018/5/1, 11, 6, 1
2018/5/2, 20, 4, 
2018/5/3, 13, 7, 
2018/5/4, 18, 4, 
2018/5/5, 11, 3, 
2018/5/6, 14, 7, 1
2018/5/7, 17, 7, 
2018/5/8, 14, 6, 1
2018/5/9, 15, 5, 1
2018/5/10, 15, 5, 
2018/5/11, 9, 4, 
2018/5/12, 14, 2, 
2018/5/13, 9, 4, 
2018/5/14, 5, 5, 
2018/5/15, 4, 6, 
2018/5/16, 5, 4, 
2018/5/17, 6, 7, 2
2018/5/18, 9, 6, 1
2018/5/19, 9, 4, 
2018/5/20, 10, 2, 
2018/5/21, 8, 6, 
2018/5/22, 12, 4, 
2018/5/23, 12, 7, 
2018/5/24, 10, 6, 
2018/5/25, 8, 3, 
2018/5/26, 7, 4, 
2018/5/27, 9, 7, 
2018/5/28, 17, 6, 52
2018/5/29, 19, 6, 
2018/5/30, 14, 5, 1
2018/5/31, 19, 6, 1
2018/6/1, 15, 3, 1
2018/6/2, 8, 5, 1
2018/6/3, 6, 6, 1
2018/6/4, 9, 5, 1
2018/6/5, 9, 7, 1
2018/6/6, 12, 5, 1
2018/6/7, 9, 5, 1
2018/6/8, 11, 2, 1
2018/6/9, 8, 3, 1
2018/6/10, 10, 5, 1
2018/6/11, 12, 5, 1
2018/6/12, 18, 4, 1
2018/6/13, 8, 3, 1
2018/6/14, 4, 1, 1
2018/6/15, 7, 5, 2
2018/6/16, 12, 4, 2
2018/6/17, 13, 2, 2
2018/6/18, 12, 3, 3
2018/6/19, 10, 5, 2
2018/6/20, 14, 5, 2
2018/6/21, 15, 4, 1
2018/6/22, 8, 2, 1
2018/6/23, 5, 3, 2
2018/6/24, 5, 5, 2
2018/6/25, 6, 6, 3
2018/6/26, 7, 3, 1
2018/6/27, 5, 5, 2
2018/6/28, 3, 2, 2
2018/6/29, 7, 3, 2
2018/6/30, 9, 2, 2
2018/1/1, 20, 19, 1
2018/1/2, 15, 18, 
2018/1/3, 13, 22, 1
2018/1/4, 17, 21, 1
2018/1/5, 21, 12, 1
2018/1/6, 8, 10, 1
2018/1/7, 10, 14, 2
2018/1/8, 18, 9, 
2018/1/9, 18, 11, 
2018/1/10, 12, 11, 
2018/1/11, 12, 16, 1
2018/1/12, 18, 8, 
2018/1/13, 11, 4, 2
2018/1/14, 9, 9, 1
2018/1/15, 14, 16, 1
2018/1/16, 27, 11, 1
2018/1/17, 9, 18, 1
2018/1/18, 16, 15, 1
2018/1/19, 9, 18, 1
2018/1/20, 17, 10, 1
2018/1/21, 13, 13, 1
2018/1/22, 12, 18, 1
2018/1/23, 27, 23, 1
2018/1/24, 28, 21, 1
2018/1/25, 30, 19, 1
2018/1/26, 40, 11, 
2018/1/27, 22, 14, 
2018/1/28, 23, 23, 2
2018/1/29, 32, 17, 1
2018/1/30, 16, 14, 
2018/1/31, 18, 15, 1
2018/2/1, 15, 22, 
2018/2/2, 9, 18, 
2018/2/3, 14, 11, 
2018/2/4, 11, 13, 1
2018/2/5, 16, 9, 1
2018/2/6, 27, 13, 1
2018/2/7, 23, 14, 1
2018/2/8, 15, 14, 1
2018/2/9, 37, 10, 
2018/2/10, 52, 11, 
2018/2/11, 32, 20, 
2018/2/12, 17, 10, 
2018/2/13, 7, 8, 
2018/2/14, 11, 22, 1
2018/2/15, 32, 27, 
2018/2/16, 42, 13, 1
2018/2/17, 29, 7, 
2018/2/18, 21, 9, 
2018/2/19, 19, 13, 
2018/2/20, 14, 20, 
2018/2/21, 21, 16, 
2018/2/22, 21, 15, 1
2018/2/23, 21, 10, 1
2018/2/24, 31, 7, 
2018/2/25, 18, 10, 1
2018/2/26, 24, 7, 1
2018/2/27, 21, 18, 1
2018/2/28, 34, 17, 1
2018/3/1, 49, 20, 2
2018/3/2, 64, 9, 2
2018/3/3, 51, 9, 1
2018/3/4, 49, 15, 3
2018/3/5, 44, 20, 4
2018/3/6, 35, 17, 2
2018/3/7, 33, 15, 1
2018/3/8, 12, 22, 2
2018/3/9, 25, 15, 2
2018/3/10, 17, 10, 2
2018/3/11, 12, 10, 1
2018/3/12, 11, 8, 1
2018/3/13, 8, 10, 1
2018/3/14, 7, 9, 1
2018/3/15, 13, 13, 1
2018/3/16, 13, 7, 1
2018/3/17, 8, 6, 1
2018/3/18, 12, 8, 1
2018/3/19, 17, 11, 1
2018/3/20, 27, 10, 1
2018/3/21, 21, 14, 1
2018/3/22, 22, 15, 1
2018/3/23, 29, 10, 1
2018/3/24, 15, 4, 1
2018/3/25, 27, 11, 1
2018/3/26, 38, 10, 1
2018/3/27, 24, 12, 1
2018/3/28, 22, 14, 2
2018/3/29, 24, 11, 1
2018/3/30, 9, 8, 1
2018/3/31, 11, 3, 1
2017/10/1, 22, 10, 1
2017/10/2, 24, 14, 1
2017/10/3, 22, 10, 1
2017/10/4, 13, 11, 1
2017/10/5, 16, 4, 
2017/10/6, 6, 7, 
2017/10/7, 8, 6, 1
2017/10/8, 7, 12, 1
2017/10/9, 12, 9, 1
2017/10/10, 14, 10, 1
2017/10/11, 16, 14, 2
2017/10/12, 20, 14, 1
2017/10/13, 22, 10, 1
2017/10/14, 21, 8, 1
2017/10/15, 19, 14, 1
2017/10/16, 23, 14, 1
2017/10/17, 22, 15, 1
2017/10/18, 24, 14, 1
2017/10/19, 21, 15, 1
2017/10/20, 25, 14, 2
2017/10/21, 19, 8, 1
2017/10/22, 10, 8, 1
2017/10/23, 6, 5, 1
2017/10/24, 4, 15, 1
2017/10/25, 14, 9, 2
2017/10/26, 10, 6, 2
2017/10/27, 12, 9, 1
2017/10/28, 7, 4, 1
2017/10/29, 4, 8, 1
2017/10/30, 6, 14, 1
2017/10/31, 13, 11, 2
2017/11/1, 12, 15, 2
2017/11/2, 26, 15, 2
2017/11/3, 18, 10, 1
2017/11/4, 22, 11, 1
2017/11/5, 19, 8, 1
2017/11/6, 7, 13, 2
2017/11/7, 13, 12, 1
2017/11/8, 12, 10, 1
2017/11/9, 14, 11, 1
2017/11/10, 18, 10, 1
2017/11/11, 12, 7, 1
2017/11/12, 13, 4, 1
2017/11/13, 3, 10, 1
2017/11/14, 10, 20, 1
2017/11/15, 26, 21, 2
2017/11/16, 25, 16, 
2017/11/17, 27, 12, 
2017/11/18, 21, 12, 1
2017/11/19, 12, 12, 1
2017/11/20, 8, 21, 1
2017/11/21, 20, , 
2017/11/23, 31, 20, 1
2017/11/24, 24, 13, 
2017/11/25, 21, 2, 
2017/11/26, 2, 15, 
2017/11/27, 14, 22, 
2017/11/28, 24, 18, 
2017/11/29, 21, 18, 
2017/11/30, 13, 15, 
2017/12/1, 12, 13, 
2017/12/2, 19, 14, 
2017/12/3, 20, 22, 1
2017/12/4, 32, 22, 
2017/12/5, 26, 20, 
2017/12/6, 23, 24, 
2017/12/7, 32, 19, 1
2017/12/8, 17, 9, 
2017/12/9, 7, 17, 1
2017/12/10, 15, 21, 
2017/12/11, 14, 7, 
2017/12/12, 7, 13, 
2017/12/13, 7, 17, 
2017/12/14, 16, 19, 1
2017/12/15, 13, 15, 
2017/12/16, 9, 18, 1
2017/12/17, 17, 20, 1
2017/12/18, 19, 24, 
2017/12/19, 27, 22, 1
2017/12/20, 24, 25, 1
2017/12/21, 34, 18, 1
2017/12/22, 17, 14, 
2017/12/23, 15, 18, 1
2017/12/24, 18, 14, 1
2017/12/25, 14, , 
2017/12/27, 13, 8, 
2017/12/28, 5, 8, 
2017/12/29, 7, 18, 1
2017/12/30, 16, , 
2017/7/1, 4, 4, 2
2017/7/2, 3, 6, 3
2017/7/3, 4, 7, 2
2017/7/4, 10, 7, 2
2017/7/5, 13, 8, 2
2017/7/6, 12, 7, 1
2017/7/7, 12, 4, 1
2017/7/8, 9, 3, 2
2017/7/9, 10, 5, 2
2017/7/10, 16, 4, 2
2017/7/11, 9, 4, 1
2017/7/12, 4, 2, 1
2017/7/13, 3, 7, 2
2017/7/14, 10, 3, 2
2017/7/15, 3, 4, 2
2017/7/16, 6, 6, 2
2017/7/17, 9, 8, 2
2017/7/18, 13, 7, 2
2017/7/19, 14, 5, 2
2017/7/20, 12, 4, 2
2017/7/21, 6, 6, 2
2017/7/22, 10, 3, 2
2017/7/23, 9, 6, 1
2017/7/24, 4, 5, 1
2017/7/25, 4, 8, 1
2017/7/26, 5, 7, 2
2017/7/27, 5, 6, 2
2017/7/28, 7, 4, 2
2017/7/29, 7, 3, 2
2017/7/30, 9, 5, 2
2017/7/31, 10, 6, 2
2017/8/1, 15, 4, 1
2017/8/2, 18, 7, 1
2017/8/3, 13, 4, 2
2017/8/4, 17, 4, 1
2017/8/5, 8, 2, 1
2017/8/6, 4, 3, 1
2017/8/7, 8, 3, 1
2017/8/8, 12, 6, 2
2017/8/9, 17, 7, 2
2017/8/10, 19, 5, 2
2017/8/11, 14, 1, 2
2017/8/12, 2, 3, 2
2017/8/13, 5, 6, 3
2017/8/14, 6, 4, 2
2017/8/15, 7, 7, 2
2017/8/16, 9, 6, 2
2017/8/17, 11, 7, 2
2017/8/18, 14, 6, 2
2017/8/19, 7, 2, 2
2017/8/20, 4, 6, 3
2017/8/21, 7, 8, 3
2017/8/22, 10, 6, 2
2017/8/23, 12, 8, 2
2017/8/24, 16, 7, 
2017/8/25, 16, 6, 1
2017/8/26, 14, 7, 1
2017/8/27, 13, 7, 
2017/8/28, 10, 5, 
2017/8/29, 12, 6, 
2017/8/30, 15, 7, 
2017/8/31, 17, 5, 
2017/9/1, 7, 4, 
2017/9/2, 2, 2, 
2017/9/3, 2, 7, 1
2017/9/4, 6, 8, 1
2017/9/5, 7, 6, 
2017/9/6, 10, , 
2017/9/11, 8, 7, 
2017/9/12, 4, 7, 1
2017/9/13, 6, 6, 1
2017/9/14, 6, 5, 
2017/9/15, 5, 7, 
2017/9/16, 5, 5, 
2017/9/17, 4, 8, 
