date, pm25, pm10, no2, co
2019/9/28, 53, 23, 14, 4
2019/9/29, 51, 32, 19, 5
2019/9/30, 60, 31, 22, 5
2019/4/1, 29, 16, 21, 3
2019/4/2, 38, 25, 25, 4
2019/4/3, 55, 27, 23, 4
2019/4/4, 56, 20, 14, 3
2019/4/5, 52, 25, 18, 5
2019/4/6, 57, 15, 15, 4
2019/4/7, 39, 14, 23, 4
2019/4/8, 29, 15, 15, 3
2019/4/9, 29, 24, 23, 5
2019/4/10, 39, 20, 18, 4
2019/4/11, 31, 14, 11, 2
2019/4/12, 25, 27, 15, 4
2019/4/13, 41, 10, 5, 2
2019/4/14, 24, 9, 9, 2
2019/4/15, 22, 18, 21, 4
2019/4/16, 31, 23, 25, 4
2019/4/17, 39, 21, 16, 3
2019/4/18, 46, 4, 3, 1
2019/4/19, 10, 3, 4, 1
2019/4/20, 7, 11, 15, 3
2019/4/21, 27, 20, 25, 5
2019/4/22, 36, 21, 17, 3
2019/4/23, 44, 17, 12, 3
2019/4/24, 40, 20, 20, 4
2019/4/25, 36, 15, 6, 2
2019/4/26, 29, 16, 17, 3
2019/4/27, 26, 12, 5, 2
2019/4/28, 29, 18, 14, 3
2019/4/29, 38, 25, 19, 4
2019/4/30, 56, 23, 17, 3
2019/5/1, 51, 17, 14, 4
2019/5/2, 34, 11, 8, 2
2019/5/3, 22, 14, 5, 2
2019/5/4, 35, 13, 2, 1
2019/5/5, 33, 22, 22, 5
2019/5/6, 40, 22, 20, 4
2019/5/7, 44, 21, 19, 4
2019/5/8, 46, 17, 15, 3
2019/5/9, 35, 15, 5, 2
2019/5/10, 35, 14, 7, 3
2019/5/11, 35, 11, 3, 2
2019/5/12, 31, 12, 5, 2
2019/5/13, 31, 23, 16, 4
2019/5/14, 45, 27, 27, 
2019/5/15, 53, 27, 20, 4
2019/5/16, 48, 22, 16, 
2019/5/17, 45, 28, 20, 
2019/5/18, 63, 20, 9, 
2019/5/19, 51, 16, 9, 2
2019/5/20, 20, 13, 10, 3
2019/5/21, 29, 19, 15, 4
2019/5/22, 41, 23, 20, 4
2019/5/23, 47, 25, 16, 4
2019/5/24, 52, 20, 16, 4
2019/5/25, 49, 19, 13, 4
2019/5/26, 43, 18, 12, 4
2019/5/27, 44, 23, 17, 4
2019/5/28, 56, 16, 20, 4
2019/5/29, 33, 14, 18, 4
2019/5/30, 29, 15, 9, 2
2019/5/31, 32, 22, 16, 4
2019/6/1, 47, 22, 9, 3
2019/6/2, 56, 18, 4, 2
2019/6/3, 33, 29, 27, 4
2019/6/4, 47, 23, 17, 3
2019/6/5, 53, 21, 22, 4
2019/6/6, 41, 14, 10, 3
2019/6/7, 32, 12, 7, 3
2019/6/8, 29, 10, 10, 3
2019/6/9, 18, 14, 6, 2
2019/6/10, 29, 13, 12, 3
2019/6/11, 24, 20, 16, 3
2019/6/12, 40, 15, 5, 1
2019/6/13, 24, 25, 21, 4
2019/6/14, 35, 22, 13, 3
2019/6/15, 47, 14, 8, 3
2019/6/16, 35, 14, 15, 4
2019/6/17, 24, 12, 13, 3
2019/6/18, 22, 17, 17, 4
2019/6/19, 33, 13, 13, 2
2019/6/20, 28, 14, 13, 3
2019/6/21, 32, 10, 10, 3
2019/6/22, 23, 14, 9, 3
2019/6/23, 31, 12, 14, 3
2019/6/24, 22, 12, 11, 3
2019/6/25, 22, 19, 23, 4
2019/6/26, 40, 17, 18, 3
2019/6/27, 25, 20, 20, 4
2019/6/28, 33, 20, 12, 3
2019/6/29, 48, 19, 8, 3
2019/6/30, 47, 13, 15, 3
2019/2/6, 25, 20, 17, 4
2019/2/7, 28, 12, 15, 3
2019/2/8, 30, 10, 4, 1
2019/2/9, 31, 12, 8, 2
2019/2/10, 43, 23, 14, 3
2019/2/11, 33, 12, 21, 5
2019/2/12, 24, 9, 11, 3
2019/2/13, 32, 13, 12, 2
2019/2/14, 19, 12, 20, 3
2019/2/15, 42, 16, 8, 1
2019/2/16, 52, 17, 7, 2
2019/2/17, 56, 18, 10, 2
2019/2/18, 50, 14, 5, 2
2019/2/19, 52, 17, 29, 3
2019/2/20, 28, 11, 15, 4
2019/2/21, 51, 18, 15, 3
2019/2/22, 60, 22, 15, 3
2019/2/23, 34, 12, 12, 3
2019/2/24, 24, 11, 4, 1
2019/2/25, 29, 13, 13, 3
2019/2/26, 44, 20, 30, 6
2019/2/27, 43, 21, 21, 4
2019/2/28, 68, 24, 8, 2
2019/3/1, 66, 23, 10, 2
2019/3/2, 75, 29, 10, 2
2019/3/3, 75, 27, 6, 2
2019/3/4, 27, 11, 4, 1
2019/3/5, 28, 14, 10, 2
2019/3/6, 33, 18, 9, 2
2019/3/7, 53, 28, 30, 5
2019/3/8, 54, 21, 19, 3
2019/3/9, 45, 15, 10, 3
2019/3/10, 31, 11, 3, 2
2019/3/11, 47, 17, 9, 2
2019/3/12, 38, 20, 25, 4
2019/3/13, 31, 21, 21, 4
2019/3/14, 45, 23, 12, 3
2019/3/15, 22, 9, 9, 2
2019/3/16, 25, 10, 12, 2
2019/3/17, 35, 15, 16, 3
2019/3/18, 39, 15, 12, 3
2019/3/19, 52, 24, 23, 4
2019/3/20, 54, 25, 24, 4
2019/3/21, 59, 20, 12, 2
2019/3/22, 52, 19, 14, 2
2019/3/23, 29, 15, 16, 
2019/3/24, 56, 22, 29, 
2019/3/25, 61, 22, 14, 2
2019/3/26, 15, 8, 8, 2
2019/3/27, 33, 17, 25, 4
2019/3/28, 55, 33, 28, 5
2019/3/29, 55, 24, 21, 4
2019/3/30, 43, 17, 12, 3
2019/3/31, 18, 7, 2, 1
2020/1/1, , 14, 17, 4
2019/2/5, , 32, 13, 3
2019/1/1, , , 4, 1
2019/1/2, , , 11, 3
2019/1/3, , , 8, 2
2019/1/4, , , 13, 2
2019/1/5, , , 14, 2
2019/1/6, , , 20, 4
2019/1/7, , , 16, 3
2019/1/8, , , 12, 2
2019/1/9, , , 3, 1
2019/1/10, , , 5, 1
2019/1/11, , , 19, 4
2019/1/12, , , 16, 3
2019/1/13, , , 6, 2
2019/1/14, , , 9, 3
2019/1/15, , , 22, 3
2019/1/16, , , 18, 3
2019/1/17, , , 17, 4
2019/1/18, , , 13, 3
2019/1/19, , , 10, 3
2019/1/20, , , 3, 1
2019/1/21, , , 22, 3
2019/1/22, , , 18, 3
2019/1/23, , , 12, 2
2019/1/24, , , 6, 2
2019/1/25, , , 11, 2
2019/1/26, , , 17, 3
2019/1/27, , , 8, 3
2019/1/28, , , 16, 3
2019/1/29, , , 8, 2
2019/1/30, , , 6, 1
2019/1/31, , , 19, 3
2019/2/1, , , 20, 4
2019/2/2, , , 18, 5
2019/2/3, , , 25, 6
2019/2/4, , , 22, 4
2018/10/1, , , 17, 3
2018/10/2, , , 15, 4
2018/10/3, , , 17, 2
2018/10/4, , , 13, 3
2018/10/5, , , 13, 3
2018/10/6, , , 13, 4
2018/10/7, , , 14, 4
2018/10/8, , , 17, 3
2018/10/9, , , 15, 3
2018/10/10, , , 15, 1
2018/10/11, , , 3, 1
2018/10/12, , , 5, 2
2018/10/13, , , 8, 3
2018/10/14, , , 10, 2
2018/10/15, , , 8, 2
2018/10/16, , , 13, 2
2018/10/17, , , 10, 3
2018/10/18, , , 13, 6
2018/10/19, , , 19, 1
2018/10/20, , , 5, 2
2018/10/21, , , 9, 4
2018/10/22, , , 20, 3
2018/10/23, , , 17, 2
2018/10/24, , , 11, 4
2018/10/25, , , 19, 3
2018/10/26, , , 15, 2
2018/10/27, , , 7, 1
2018/10/28, , , 9, 3
2018/10/29, , , 17, 4
2018/10/30, , , 22, 4
2018/10/31, , , 20, 3
2018/11/1, , , 13, 2
2018/11/2, , , 8, 5
2018/11/3, , , 15, 2
2018/11/4, , , 10, 3
2018/11/5, , , 15, 3
2018/11/6, , , 17, 3
2018/11/7, , , 15, 2
2018/11/8, , , 8, 1
2018/11/9, , , 6, 2
2018/11/10, , , 7, 6
2018/11/11, , , 19, 4
2018/11/12, , , 20, 2
2018/11/13, , , 7, 2
2018/11/14, , , 11, 3
2018/11/15, , , 15, 3
2018/11/16, , , 14, 6
2018/11/17, , , 17, 4
2018/11/18, , , 11, 3
2018/11/19, , , 10, 1
2018/11/20, , , 6, 4
2018/11/21, , , 15, 6
2018/11/22, , , 15, 4
2018/11/23, , , 15, 3
2018/11/24, , , 12, 5
2018/11/25, , , 13, 1
2018/11/26, , , 5, 1
2018/11/27, , , 6, 2
2018/11/28, , , 13, 4
2018/11/29, , , 18, 4
2018/11/30, , , 18, 3
2018/12/1, , , 12, 2
2018/12/2, , , 10, 1
2018/12/3, , , 6, 1
2018/12/4, , , 6, 2
2018/12/5, , , 12, 3
2018/12/6, , , 20, 3
2018/12/7, , , 14, 2
2018/12/8, , , 9, 2
2018/12/9, , , 7, 3
2018/12/10, , , 14, 6
2018/12/11, , , 26, 4
2018/12/12, , , 24, 4
2018/12/13, , , 25, 3
2018/12/14, , , 17, 2
2018/12/15, , , 9, 2
2018/12/16, , , 9, 2
2018/12/17, , , 16, 5
2018/12/18, , , 19, 7
2018/12/19, , , 26, 3
2018/12/20, , , 18, 2
2018/12/21, , , 7, 3
2018/12/22, , , 11, 3
2018/12/23, , , 13, 4
2018/12/24, , , 15, 4
2018/12/25, , , 16, 5
2018/12/26, , , 18, 3
2018/12/27, , , 17, 2
2018/12/28, , , 11, 2
2018/12/29, , , 7, 4
2018/12/30, , , 14, 
2018/7/1, , , 10, 3
2018/7/2, , , 15, 3
2018/7/3, , , 13, 3
2018/7/4, , , 6, 2
2018/7/5, , , 7, 1
2018/7/6, , , 4, 1
2018/7/7, , , 5, 2
2018/7/8, , , 8, 3
2018/7/9, , , 11, 2
2018/7/10, , , 9, 2
2018/7/11, , , 6, 2
2018/7/12, , , 9, 3
2018/7/13, , , 11, 4
2018/7/14, , , 16, 3
2018/7/15, , , 16, 3
2018/7/16, , , 13, 2
2018/7/17, , , 8, 1
2018/7/18, , , 5, 3
2018/7/19, , , 19, 3
2018/7/20, , , 16, 2
2018/7/21, , , 9, 1
2018/7/22, , , 3, 2
2018/7/23, , , 3, 3
2018/7/24, , , 4, 3
2018/7/25, , , 10, 3
2018/7/26, , , 16, 1
2018/7/27, , , 4, 2
2018/7/28, , , 8, 3
2018/7/29, , , 10, 2
2018/7/30, , , 8, 2
2018/7/31, , , 9, 3
2018/8/1, , , 12, 5
2018/8/2, , , 21, 4
2018/8/3, , , 14, 5
2018/8/4, , , 19, 3
2018/8/5, , , 13, 3
2018/8/6, , , 16, 3
2018/8/7, , , 18, 3
2018/8/8, , , 16, 2
2018/8/9, , , 11, 4
2018/8/10, , , 19, 3
2018/8/11, , , 15, 2
2018/8/12, , , 4, 4
2018/8/13, , , 12, 4
2018/8/14, , , 15, 4
2018/8/15, , , 20, 3
2018/8/16, , , 16, 3
2018/8/17, , , 15, 3
2018/8/18, , , 13, 2
2018/8/19, , , 6, 4
2018/8/20, , , 15, 3
2018/8/21, , , 12, 2
2018/8/22, , , 4, 3
2018/8/23, , , 11, 4
2018/8/24, , , 20, 4
2018/8/25, , , 14, 4
2018/8/26, , , 15, 4
2018/8/27, , , 20, 4
2018/8/28, , , 19, 3
2018/8/29, , , 16, 1
2018/8/30, , , 5, 3
2018/8/31, , , 14, 3
2018/9/1, , , 10, 3
2018/9/2, , , 8, 3
2018/9/3, , , 10, 4
2018/9/4, , , 16, 4
2018/9/5, , , 19, 3
2018/9/6, , , 14, 2
2018/9/7, , , 13, 2
2018/9/8, , , 6, 1
2018/9/9, , , 2, 2
2018/9/10, , , 5, 3
2018/9/11, , , 8, 2
2018/9/12, , , 7, 3
2018/9/13, , , 8, 3
2018/9/14, , , 8, 2
2018/9/15, , , 5, 2
2018/9/16, , , 6, 2
2018/9/17, , , 7, 4
2018/9/18, , , 16, 5
2018/9/19, , , 19, 4
2018/9/20, , , 21, 4
2018/9/21, , , 19, 1
2018/9/22, , , 5, 2
2018/9/23, , , 6, 3
2018/9/24, , , 12, 3
2018/9/25, , , 14, 2
2018/9/26, , , 11, 2
2018/9/27, , , 10, 5
2018/9/28, , , 18, 4
2018/9/29, , , 12, 4
2018/9/30, , , 14, 5
2018/4/1, , , 4, 2
2018/4/2, , , 9, 3
2018/4/3, , , 14, 1
2018/4/4, , , 3, 4
2018/4/5, , , 24, 3
2018/4/6, , , 18, 2
2018/4/7, , , 4, 2
2018/4/8, , , 11, 2
2018/4/9, , , 10, 2
2018/4/10, , , 8, 5
2018/4/11, , , 25, 3
2018/4/12, , , 18, 4
2018/4/13, , , 17, 3
2018/4/14, , , 10, 2
2018/4/15, , , 5, 1
2018/4/16, , , 4, 2
2018/4/17, , , 14, 3
2018/4/18, , , 16, 2
2018/4/19, , , 4, 3
2018/4/20, , , 14, 3
2018/4/21, , , 15, 3
2018/4/22, , , 11, 3
2018/4/23, , , 16, 2
2018/4/24, , , 10, 2
2018/4/25, , , 4, 2
2018/4/26, , , 8, 4
2018/4/27, , , 18, 2
2018/4/28, , , 10, 2
2018/4/29, , , 5, 6
2018/4/30, , , 28, 4
2018/5/1, , , 28, 4
2018/5/2, , , 24, 3
2018/5/3, , , 18, 3
2018/5/4, , , 13, 4
2018/5/5, , , 10, 3
2018/5/6, , , 11, 2
2018/5/7, , , 6, 3
2018/5/8, , , 16, 5
2018/5/9, , , 26, 2
2018/5/10, , , 17, 4
2018/5/11, , , 19, 3
2018/5/12, , , 17, 3
2018/5/13, , , 12, 4
2018/5/14, , , 27, 2
2018/5/15, , , 17, 2
2018/5/16, , , 12, 2
2018/5/17, , , 11, 3
2018/5/18, , , 12, 2
2018/5/19, , , 10, 3
2018/5/20, , , 13, 3
2018/5/21, , , 18, 3
2018/5/22, , , 20, 2
2018/5/23, , , 8, 3
2018/5/24, , , 16, 4
2018/5/25, , , 22, 3
2018/5/26, , , 15, 3
2018/5/27, , , 12, 3
2018/5/28, , , 10, 2
2018/5/29, , , 10, 3
2018/5/30, , , 11, 4
2018/5/31, , , 19, 4
2018/6/1, , , 15, 3
2018/6/2, , , 8, 3
2018/6/3, , , 11, 1
2018/6/4, , , 6, 3
2018/6/5, , , 15, 2
2018/6/6, , , 7, 4
2018/6/7, , , 22, 4
2018/6/8, , , 23, 3
2018/6/9, , , 11, 3
2018/6/10, , , 12, 3
2018/6/11, , , 18, 3
2018/6/12, , , 17, 2
2018/6/13, , , 13, 2
2018/6/14, , , 6, 4
2018/6/15, , , 19, 4
2018/6/16, , , 16, 3
2018/6/17, , , 13, 3
2018/6/18, , , 13, 2
2018/6/19, , , 10, 2
2018/6/20, , , 12, 3
2018/6/21, , , 15, 3
2018/6/22, , , 17, 2
2018/6/23, , , 10, 3
2018/6/24, , , 10, 3
2018/6/25, , , 13, 3
2018/6/26, , , 13, 2
2018/6/27, , , 14, 3
2018/6/28, , , 11, 4
2018/6/29, , , 17, 4
2018/6/30, , , 13, 3
2018/1/1, , , 8, 3
2018/1/2, , , 19, 5
2018/1/3, , , 22, 2
2018/1/4, , , 9, 2
2018/1/5, , , 15, 4
2018/1/6, , , 18, 3
2018/1/7, , , 15, 4
2018/1/8, , , 22, 4
2018/1/9, , , 18, 5
2018/1/10, , , 20, 4
2018/1/11, , , 18, 2
2018/1/12, , , 6, 2
2018/1/13, , , 6, 5
2018/1/14, , , 23, 2
2018/1/15, , , 15, 2
2018/1/16, , , 8, 3
2018/1/17, , , 15, 4
2018/1/18, , , 27, 4
2018/1/19, , , 28, 3
2018/1/20, , , 22, 4
2018/1/21, , , 20, 3
2018/1/22, , , 15, 2
2018/1/23, , , 8, 2
2018/1/24, , , 8, 5
2018/1/25, , , 23, 4
2018/1/26, , , 25, 3
2018/1/27, , , 16, 3
2018/1/28, , , 8, 4
2018/1/29, , , 14, 2
2018/1/30, , , 13, 3
2018/1/31, , , 19, 2
2018/2/1, , , 15, 2
2018/2/2, , , 9, 3
2018/2/3, , , 18, 2
2018/2/4, , , 9, 3
2018/2/5, , , 13, 3
2018/2/6, , , 14, 2
2018/2/7, , , 9, 4
2018/2/8, , , 21, 6
2018/2/9, , , 29, 6
2018/2/10, , , 22, 4
2018/2/11, , , 10, 2
2018/2/12, , , 8, 4
2018/2/13, , , 18, 5
2018/2/14, , , 20, 3
2018/2/15, , , 15, 2
2018/2/16, , , 8, 3
2018/2/17, , , 17, 3
2018/2/18, , , 15, 3
2018/2/19, , , 12, 3
2018/2/20, , , 13, 2
2018/2/21, , , 6, 3
2018/2/22, , , 12, 3
2018/2/23, , , 13, 3
2018/2/24, , , 10, 2
2018/2/25, , , 7, 4
2018/2/26, , , 21, 6
2018/2/27, , , 29, 4
2018/2/28, , , 21, 2
2018/3/1, , , 13, 1
2018/3/2, , , 5, 2
2018/3/3, , , 13, 3
2018/3/4, , , 14, 3
2018/3/5, , , 18, 3
2018/3/6, , , 13, 1
2018/3/7, , , 5, 1
2018/3/8, , , 5, 3
2018/3/9, , , 23, 3
2018/3/10, , , 14, 2
2018/3/11, , , 7, 1
2018/3/12, , , 7, 2
2018/3/13, , , 14, 1
2018/3/14, , , 10, 1
2018/3/15, , , 14, 1
2018/3/16, , , 13, 
2018/3/17, , , 11, 
2018/3/18, , , 12, 3
2018/3/19, , , 19, 1
2018/3/20, , , 7, 
2018/3/21, , , 13, 3
2018/3/22, , , 23, 6
2018/3/23, , , 28, 2
2018/3/24, , , 12, 2
2018/3/25, , , 8, 3
2018/3/26, , , 18, 3
2018/3/27, , , 17, 5
2018/3/28, , , 26, 4
2018/3/29, , , 22, 2
2018/3/30, , , 5, 4
2018/3/31, , , 18, 1
2017/10/1, , , 14, 4
2017/10/2, , , 21, 4
2017/10/3, , , 23, 4
2017/10/4, , , 24, 4
2017/10/5, , , 27, 5
2017/10/6, , , 25, 3
2017/10/7, , , 12, 2
2017/10/8, , , 9, 3
2017/10/9, , , 13, 4
2017/10/10, , , 14, 2
2017/10/11, , , 8, 3
2017/10/12, , , 13, 6
2017/10/13, , , 19, 5
2017/10/14, , , 15, 1
2017/10/15, , , 5, 2
2017/10/16, , , 5, 6
2017/10/17, , , 21, 5
2017/10/18, , , 22, 5
2017/10/19, , , 29, 6
2017/10/20, , , 27, 5
2017/10/21, , , 23, 3
2017/10/22, , , 12, 3
2017/10/23, , , 14, 2
2017/10/24, , , 11, 2
2017/10/25, , , 13, 5
2017/10/26, , , 20, 2
2017/10/27, , , 13, 1
2017/10/28, , , 4, 2
2017/10/29, , , 5, 3
2017/10/30, , , 14, 3
2017/10/31, , , 13, 4
2017/11/1, , , 17, 3
2017/11/2, , , 17, 2
2017/11/3, , , 10, 4
2017/11/4, , , 11, 
2017/11/5, , , 9, 2
2017/11/6, , , 6, 1
2017/11/7, , , 6, 2
2017/11/8, , , 10, 3
2017/11/9, , , 17, 2
2017/11/10, , , 8, 3
2017/11/11, , , 15, 4
2017/11/12, , , 16, 2
2017/11/13, , , 6, 4
2017/11/14, , , 22, 5
2017/11/15, , , 23, 2
2017/11/16, , , 10, 4
2017/11/17, , , 15, 2
2017/11/18, , , 8, 2
2017/11/19, , , 5, 5
2017/11/20, , , 26, 3
2017/11/21, , , 25, 1
2017/11/22, , , 8, 5
2017/11/23, , , 19, 5
2017/11/24, , , 21, 2
2017/11/25, , , 11, 5
2017/11/26, , , 20, 6
2017/11/27, , , 29, 4
2017/11/28, , , 29, 6
2017/11/29, , , 34, 5
2017/11/30, , , 23, 9
2017/12/1, , , 22, 10
2017/12/2, , , 26, 10
2017/12/3, , , 26, 31
2017/12/4, , , 25, 
2017/12/5, , , 10, 
2017/12/6, , , 22, 
2017/12/7, , , 15, 
2017/12/8, , , 22, 
2017/12/9, , , 16, 
2017/12/10, , , 17, 
2017/12/11, , , 24, 
2017/12/12, , , 5, 
2017/12/13, , , 24, 3
2017/12/14, , , 7, 3
2017/12/15, , , 19, 4
2017/12/16, , , 20, 4
2017/12/17, , , 18, 4
2017/12/18, , , 20, 4
2017/12/19, , , 18, 3
2017/12/20, , , 14, 4
2017/12/21, , , 20, 5
2017/12/22, , , 17, 2
2017/12/23, , , 6, 2
2017/12/24, , , 7, 1
2017/12/25, , , 4, 1
2017/12/26, , , 6, 1
2017/12/27, , , 7, 3
2017/12/28, , , 17, 4
2017/12/29, , , 18, 2
2017/12/30, , , 10, 2
2017/12/31, , , 6, 2
2017/7/1, , , 8, 2
2017/7/2, , , 6, 3
2017/7/3, , , 15, 2
2017/7/4, , , 8, 3
2017/7/5, , , 11, 2
2017/7/6, , , 11, 3
2017/7/7, , , 12, 2
2017/7/8, , , 9, 2
