date, pm25, pm10, o3
2017/9/3, 51, 26, 19
2017/9/4, 53, , 
2017/9/9, 36, 24, 36
2017/9/10, 38, 23, 35
2017/9/11, 45, 28, 38
2017/9/12, 49, 33, 38
2017/9/13, 48, 42, 43
2017/9/14, 53, 36, 49
2017/9/15, 55, 5, 13
2017/9/16, 10, 6, 23
2017/9/17, 9, 7, 21
2017/9/18, 18, 24, 39
2017/9/19, 49, 10, 34
2017/9/20, 17, 18, 35
2017/9/21, 33, 25, 33
2017/9/22, 39, 17, 32
2017/9/23, 31, 11, 26
2017/9/24, 24, 3, 7
2017/9/25, 9, 4, 20
2017/9/26, 6, 5, 27
2017/9/27, 8, 11, 32
2017/9/28, 12, 11, 30
2017/9/29, 15, 17, 33
2017/9/30, 17, 17, 36
2017/4/1, 19, 6, 28
2017/4/2, 30, 12, 22
2017/4/3, 57, 4, 35
2017/4/4, 18, 6, 34
2017/4/5, 21, 5, 35
2017/4/6, 18, 12, 40
2017/4/7, 25, 35, 40
2017/4/8, 92, 28, 38
2017/4/9, 71, 5, 25
2017/4/10, 16, 8, 34
2017/4/11, 19, 30, 31
2017/4/12, 73, 18, 30
2017/4/13, 67, 12, 25
2017/4/14, 49, 11, 40
2017/4/15, 25, 4, 39
2017/4/16, 14, 9, 39
2017/4/17, 21, 10, 36
2017/4/18, 28, 3, 21
2017/4/19, 16, 3, 29
