date, pm25, pm10, no2, co
2019/1/7, 13, 22, 11, 4
2019/1/8, 50, 8, 5, 2
2019/1/9, 19, 6, 1, 1
2019/1/10, 9, 7, 2, 1
2019/1/11, 12, 6, 2, 1
2019/1/12, 14, 9, 3, 1
2019/1/13, 22, 12, 6, 2
2019/1/14, 26, 16, 9, 4
2019/1/15, 39, 22, 11, 4
2019/1/16, 52, 14, 5, 2
2019/1/17, 20, 20, 11, 3
2019/1/18, 44, 12, 4, 2
2019/1/19, 39, 8, 3, 1
2019/1/20, 19, 7, 1, 1
2019/1/21, 14, 24, 7, 2
2019/1/22, 24, 23, 15, 5
2019/1/23, 44, 12, 3, 2
2019/1/24, 24, 14, 5, 2
2019/1/25, 30, 17, 7, 3
2019/1/26, 37, 19, 8, 3
2019/1/27, 48, 13, 4, 2
2019/1/28, 35, 18, 8, 3
2019/1/29, 43, 23, 5, 2
2019/1/30, 37, 45, 7, 3
2019/1/31, 38, 26, 7, 2
2019/2/1, 35, 36, 11, 4
2019/2/2, 56, 43, 9, 4
2019/2/3, 90, 44, 14, 6
2019/2/4, 80, 34, 10, 4
2019/2/5, 64, 17, 5, 2
2019/2/6, 28, 10, 4, 2
2019/2/7, 30, 15, 6, 3
2019/2/8, 36, 8, 1, 1
2019/2/9, 12, 9, 3, 1
2019/2/10, 22, 14, 6, 2
2019/2/11, 32, 11, 5, 2
2019/2/12, 22, 15, 6, 2
2019/2/13, 27, 17, 5, 3
2019/2/14, 29, 23, , 5
2019/2/15, 55, 10, , 1
2019/2/16, 27, 11, , 2
2019/2/17, 24, 10, , 2
2019/2/18, 32, 10, 2, 1
2019/2/19, 16, 18, 8, 3
2019/2/20, 35, 14, 5, 2
2019/2/21, 39, 12, 2, 1
2019/2/22, 36, 16, 7, 3
2019/2/23, 40, 12, 5, 2
2019/2/24, 37, 12, 1, 1
2019/2/25, 18, 9, 1, 1
2019/2/26, 15, 15, 4, 2
2019/2/27, 22, 13, 4, 2
2019/2/28, 32, 19, 8, 3
2019/3/1, 34, 16, 5, 3
2019/3/2, 40, 18, 5, 3
2019/3/3, 44, 10, 3, 2
2019/3/4, 31, 24, 7, 3
2019/3/5, 40, 14, 2, 1
2019/3/6, 33, 15, 7, 2
2019/3/7, 32, 30, 14, 5
2019/3/8, 56, 37, 12, 5
2019/3/9, 75, 15, 4, 2
2019/3/10, 37, 17, 7, 3
2019/3/11, 41, 10, 2, 1
2019/3/12, 24, 17, 10, 3
2019/3/13, 33, 20, 8, 3
2019/3/14, 38, 25, 6, 3
2019/3/15, 49, 8, 2, 1
2019/3/16, 16, 5, 1, 1
2019/3/17, 10, 9, 6, 2
2019/3/18, 17, 15, 9, 3
2019/3/19, 28, 23, 11, 4
2019/3/20, 51, 17, 9, 3
2019/3/21, 35, 4, 2, 2
2019/3/22, 9, 5, 1, 1
2019/3/23, 9, 10, 5, 3
2019/3/24, 20, 11, 3, 1
2019/3/25, 23, 12, 3, 1
2019/3/26, 15, 13, 8, 2
2019/3/27, 23, 19, 7, 3
2019/3/28, 31, 20, 11, 4
2019/3/29, 39, 23, 6, 4
2019/3/30, 49, 13, 2, 2
2019/3/31, 28, 7, 2, 1
2018/10/1, 41, 10, 5, 2
2018/10/2, 22, 11, 4, 2
2018/10/3, 20, 20, 8, 4
2018/10/4, 40, 14, 3, 2
2018/10/5, 21, 13, 5, 3
2018/10/6, 22, 11, 3, 3
2018/10/7, 26, 12, 2, 2
2018/10/8, 26, 17, 7, 4
2018/10/9, 37, 17, 7, 3
2018/10/10, 33, 15, 6, 3
2018/10/11, 27, 10, 1, 1
2018/10/12, 16, 6, 3, 1
2018/10/13, 13, 19, 6, 3
2018/10/14, 35, 16, 8, 4
2018/10/15, 43, 8, 3, 2
2018/10/16, 14, 11, 5, 2
2018/10/17, 21, 9, 2, 1
2018/10/18, 9, 19, 10, 4
2018/10/19, 28, 15, 4, 2
2018/10/20, 30, 7, 2, 1
2018/10/21, 13, 14, 11, 4
2018/10/22, 30, 17, 8, 4
2018/10/23, 39, 10, 5, 2
2018/10/24, 22, 7, 2, 1
2018/10/25, 14, 12, 8, 3
2018/10/26, 23, 6, 3, 1
2018/10/27, 16, 6, 4, 3
2018/10/28, 14, 12, 6, 3
2018/10/29, 31, 9, 5, 2
2018/10/30, 19, 19, 8, 4
2018/10/31, 43, 22, 10, 4
2018/11/1, 54, 21, 5, 2
2018/11/2, 45, 6, 3, 2
2018/11/3, 13, 7, 5, 3
2018/11/4, 20, 10, 7, 2
2018/11/5, 29, 7, 6, 3
2018/11/6, 17, 12, 8, 3
2018/11/7, 23, 11, 5, 2
2018/11/8, 26, 13, 7, 3
2018/11/9, 32, 6, 3, 2
2018/11/10, 14, 7, 6, 2
2018/11/11, 19, 18, 12, 5
2018/11/12, 50, 10, 6, 2
2018/11/13, 31, 4, 2, 1
2018/11/14, 8, 9, 5, 1
2018/11/15, 18, 5, 5, 2
2018/11/16, 12, 11, 5, 2
2018/11/17, 28, 6, 4, 2
2018/11/18, 15, 17, 8, 3
2018/11/19, 53, 10, 6, 2
2018/11/20, 31, 12, 6, 2
2018/11/21, 26, 6, 1, 1
2018/11/22, 13, 11, 7, 3
2018/11/23, 21, 17, 11, 3
2018/11/24, 43, 12, 5, 3
2018/11/25, 33, 15, 7, 4
2018/11/26, 39, 4, 3, 2
2018/11/27, 7, 4, 3, 1
2018/11/28, 6, 4, 2, 1
2018/11/29, 7, 13, 10, 4
2018/11/30, 31, 13, 7, 3
2018/12/1, 40, 10, 5, 2
2018/12/2, 32, 15, 7, 4
2018/12/3, 34, 4, 2, 1
2018/12/4, 7, 11, 9, 2
2018/12/5, 23, 17, 10, 4
2018/12/6, 43, 11, 3, 1
2018/12/7, 27, 9, 5, 2
2018/12/8, 23, 16, 9, 4
2018/12/9, 49, 19, 9, 3
2018/12/10, 49, 24, 13, 6
2018/12/11, 59, 19, 7, 2
2018/12/12, 51, 19, 7, 2
2018/12/13, 48, 29, 11, 5
2018/12/14, 64, 20, 10, 4
2018/12/15, 56, 11, 3, 1
2018/12/16, 31, 7, 2, 1
2018/12/17, 19, 9, 1, 1
2018/12/18, 15, 15, 10, 4
2018/12/19, 32, 25, 16, 7
2018/12/20, 57, 14, 8, 3
2018/12/21, 37, 13, 2, 1
2018/12/22, 26, 8, 3, 1
2018/12/23, 25, 18, 9, 4
2018/12/24, 51, 5, 3, 1
2018/12/25, 17, 11, 7, 3
2018/12/26, 28, 11, 6, 2
2018/12/27, 29, 15, 8, 3
2018/12/28, 36, 7, 3, 2
2018/12/29, 18, 9, 5, 3
2018/12/30, 24, , , 
2018/7/1, 63, 27, 6, 3
2018/7/2, 70, 37, 7, 4
2018/7/3, 65, , 3, 2
2018/7/5, 31, 15, 3, 1
2018/7/6, 28, 9, 1, 1
2018/7/7, 15, 13, 3, 2
2018/7/8, 31, 17, 6, 2
2018/7/9, 30, 19, 6, 2
2018/7/10, 36, 21, 2, 1
2018/7/11, 48, 13, 2, 1
2018/7/12, 22, 20, 6, 3
2018/7/13, 44, 16, 4, 2
2018/7/14, 37, 15, 3, 3
2018/7/15, 44, 23, 7, 3
2018/7/16, 54, 20, 6, 3
2018/7/17, 44, 12, 2, 1
2018/7/18, 30, 12, 5, 2
2018/7/19, 21, 17, 7, 3
2018/7/20, 30, 15, 3, 2
2018/7/21, 28, 12, 2, 1
2018/7/22, 26, 23, 3, 2
2018/7/23, 42, 21, 3, 2
2018/7/24, 35, 17, 3, 2
2018/7/25, 29, 24, 6, 2
2018/7/26, 31, 33, 8, 3
2018/7/27, 48, 14, 6, 3
2018/7/28, 36, 11, 2, 1
2018/7/29, 27, 22, 6, 3
2018/7/30, 39, 22, 7, 3
2018/7/31, 47, 25, 6, 2
2018/8/1, 38, 31, 7, 3
2018/8/2, 37, 24, 5, 3
2018/8/3, 36, 14, 4, 2
2018/8/4, 23, 16, 3, 2
2018/8/5, 37, 25, 7, 4
2018/8/6, 56, 31, 8, 4
2018/8/7, 61, 21, 8, 3
2018/8/8, 49, 17, 4, 2
2018/8/9, 41, 22, 4, 2
2018/8/10, 57, 14, 3, 2
2018/8/11, 34, 14, 1, 1
2018/8/12, 30, 10, 2, 1
2018/8/13, 23, 17, 7, 3
2018/8/14, 34, 22, 4, 3
2018/8/15, 38, 38, 5, 3
2018/8/16, 71, 33, 8, 4
2018/8/17, 70, 16, 3, 2
2018/8/18, 35, 10, 1, 1
2018/8/19, 25, 12, 2, 1
2018/8/20, 26, 13, 5, 2
2018/8/21, 30, 12, 3, 2
2018/8/22, 27, 15, 2, 1
2018/8/23, 33, 29, 8, 4
2018/8/24, 53, 23, 6, 3
2018/8/25, 52, 22, 5, 3
2018/8/26, 44, 26, 6, 3
2018/8/27, 59, 35, 9, 4
2018/8/28, 68, 33, 9, 4
2018/8/29, 62, 23, 4, 2
2018/8/30, 38, 14, 2, 2
2018/8/31, 26, 13, 3, 3
2018/9/1, 35, 14, 4, 3
2018/9/2, 38, 15, 4, 3
2018/9/3, 42, 18, 3, 2
2018/9/4, 37, 19, 7, 3
2018/9/5, 44, 19, 5, 2
2018/9/6, 41, 16, 4, 2
2018/9/7, 31, 13, 2, 2
2018/9/8, 27, 9, 1, 1
2018/9/9, 17, 8, 3, 1
2018/9/10, 16, 10, 5, 3
2018/9/11, 20, 13, 4, 2
2018/9/12, 23, 10, 3, 2
2018/9/13, 20, 12, 5, 3
2018/9/14, 24, 15, 4, 2
2018/9/15, 32, 13, 4, 3
2018/9/16, 33, 15, 6, 3
2018/9/17, 32, 21, 4, 2
2018/9/18, 27, 17, 3, 2
2018/9/19, 32, 9, 2, 1
2018/9/20, 17, 20, 5, 2
2018/9/21, 28, 17, 2, 1
2018/9/22, 24, 12, 3, 3
2018/9/23, 24, 14, 3, 2
2018/9/24, 26, 9, 4, 2
2018/9/25, 18, 20, 6, 3
2018/9/26, 39, 10, 2, 1
2018/9/27, 18, 9, 3, 1
2018/9/28, 16, 12, 3, 2
2018/9/29, 22, 13, 5, 3
2018/9/30, 30, 18, 7, 3
2018/4/1, 21, 14, 5, 2
2018/4/2, 24, 20, 10, 3
2018/4/3, 38, 9, 7, 3
2018/4/4, 28, 5, 3, 1
2018/4/5, 15, 17, 13, 4
2018/4/6, 44, 6, 2, 1
2018/4/7, 22, 4, 1, 1
2018/4/8, 11, 11, 4, 2
2018/4/9, 21, 13, 7, 3
2018/4/10, 41, 18, 10, 4
2018/4/11, 45, 29, 8, 3
2018/4/12, 57, 43, 11, 5
2018/4/13, 62, 23, 4, 2
2018/4/14, 42, 12, 1, 1
2018/4/15, 22, 6, 5, 2
2018/4/16, 18, 9, 4, 2
2018/4/17, 15, 9, 4, 2
2018/4/18, 13, 6, 6, 2
2018/4/19, 20, 5, 1, 1
2018/4/20, 14, 6, 4, 2
2018/4/21, 15, 8, 5, 2
2018/4/22, 23, 16, 8, 3
2018/4/23, 33, 18, 8, 3
2018/4/24, 32, 10, 7, 2
2018/4/25, 18, 7, 3, 2
2018/4/26, 19, 11, 8, 3
2018/4/27, 27, 13, 5, 3
2018/4/28, 29, 5, 1, 1
2018/4/29, 18, 5, 2, 1
2018/4/30, 12, 15, 5, 3
2018/5/1, 23, 38, 11, 4
2018/5/2, 49, 37, 10, 4
2018/5/3, 59, 26, 7, 3
2018/5/4, 49, 11, 2, 2
2018/5/5, 23, 13, 3, 2
2018/5/6, 30, 14, 4, 2
2018/5/7, 27, 18, 7, 3
2018/5/8, 37, 19, 6, 2
2018/5/9, 34, 15, 5, 2
2018/5/10, 20, 15, 3, 1
2018/5/11, 22, 6, 3, 1
2018/5/12, 20, 8, 2, 2
2018/5/13, 23, 15, 6, 3
2018/5/14, 34, 22, 5, 3
2018/5/15, 47, 16, 5, 2
2018/5/16, 41, 13, 6, 3
2018/5/17, 38, 22, 4, 2
2018/5/18, 28, 9, 3, 2
2018/5/19, 21, 12, 2, 2
2018/5/20, 22, 14, 3, 2
2018/5/21, 31, 19, 8, 3
2018/5/22, 40, 16, 3, 2
2018/5/23, 31, 21, 4, 2
2018/5/24, 33, 37, 7, 3
2018/5/25, 55, 42, 5, 3
2018/5/26, 59, 21, 1, 1
2018/5/27, 36, 16, 2, 2
2018/5/28, 28, 27, 5, 3
2018/5/29, 49, 25, 5, 2
2018/5/30, 45, 24, 6, 3
2018/5/31, 35, 16, 6, 3
2018/6/1, 31, 22, 2, 2
2018/6/2, 38, 21, 1, 1
2018/6/3, 21, 8, 1, 1
2018/6/4, 15, 18, 4, 2
2018/6/5, 26, 11, 2, 2
2018/6/6, 14, 18, 5, 2
2018/6/13, 39, 27, 5, 2
2018/6/14, 29, 12, 2, 2
2018/6/15, 19, 17, 4, 2
2018/6/16, 31, 19, 4, 3
2018/6/17, 46, 29, 6, 3
2018/6/18, 60, 16, 1, 1
2018/6/19, 29, 15, 4, 2
2018/6/20, 25, 17, 3, 1
2018/6/21, 35, 16, 3, 2
2018/6/22, 29, 12, 2, 1
2018/6/23, 28, 16, 3, 2
2018/6/24, 41, 11, 1, 1
2018/6/25, 22, 14, 5, 2
2018/6/26, 22, 19, 5, 2
2018/6/27, 29, 15, 6, 3
2018/6/28, 36, 17, 3, 2
2018/6/29, 39, 23, 6, 3
2018/6/30, 58, 23, 4, 3
2018/1/1, 19, 42, 11, 3
2018/1/2, 43, 69, 15, 5
2018/1/3, 65, 13, 6, 2
2018/1/4, 33, 10, 3, 2
2018/1/5, 23, 15, 5, 1
2018/1/6, 17, 34, 9, 3
2018/1/7, 33, 53, 12, 4
2018/1/8, 60, 18, 8, 3
2018/1/9, 49, 39, 12, 5
2018/1/10, 40, 24, 16, 6
2018/1/11, 55, 16, 8, 3
2018/1/12, 21, 5, 2, 1
2018/1/13, 17, 5, 2, 1
2018/1/14, 15, 10, 4, 1
2018/1/15, 23, 37, 10, 4
2018/1/16, 46, 14, 8, 3
2018/1/17, 49, 19, 7, 3
2018/1/18, 56, 52, 12, 4
2018/1/19, 72, 48, 14, 5
2018/1/20, 56, 33, 12, 6
2018/1/21, 62, 28, 11, 5
2018/1/22, 78, 8, 9, 4
2018/1/23, 33, 5, 5, 2
2018/1/24, 18, 8, 3, 1
2018/1/25, 18, 21, 7, 3
2018/1/26, 23, 28, 9, 3
2018/1/27, 40, 16, 8, 4
2018/1/28, 40, 11, 5, 2
2018/1/29, 34, 8, 2, 1
2018/1/30, 23, 23, 5, 2
2018/1/31, 27, 45, 10, 3
2018/2/1, 46, 12, 3, 2
2018/2/2, 27, 26, 6, 3
2018/2/3, 33, 23, 7, 3
2018/2/4, 30, 5, 3, 2
2018/2/5, 21, 36, 11, 4
2018/2/6, 38, 14, 10, 3
2018/2/7, 49, 7, 3, 2
2018/2/8, 34, 43, 13, 4
2018/2/9, 60, 27, 14, 6
2018/2/10, 58, 8, 9, 6
2018/2/11, 35, 8, 3, 2
2018/2/12, 26, 15, 5, 2
2018/2/13, 26, 28, 10, 4
2018/2/14, 46, 25, 11, 6
2018/2/15, 66, 15, 7, 4
2018/2/16, 42, 12, 4, 1
2018/2/17, 22, 9, 5, 
2018/2/18, 28, 36, 11, 
2018/2/19, 51, 22, 8, 
2018/2/20, 40, 21, 6, 3
2018/2/21, 44, 11, 3, 1
2018/2/22, 19, 16, 7, 3
2018/2/23, 31, 9, 5, 3
2018/2/24, 27, 4, 4, 2
2018/2/25, 20, 12, 5, 2
2018/2/26, 26, 16, 5, 2
2018/2/27, 28, 27, 11, 4
2018/2/28, 39, 26, 9, 3
2018/3/1, 45, 4, 1, 1
2018/3/2, 17, 4, 1, 1
2018/3/3, 14, 3, 1, 1
2018/3/4, 13, 5, 2, 1
2018/3/5, 10, 17, 6, 2
2018/3/6, 20, 6, 3, 1
2018/3/7, 15, 4, 2, 2
2018/3/8, 16, 24, 7, 3
2018/3/9, 29, 8, 3, 2
2018/3/10, 14, 4, 2, 1
2018/3/11, 12, 13, 7, 2
2018/3/12, 20, 2, 1, 1
2018/3/13, 11, 23, 7, 3
2018/3/14, 22, 8, 3, 2
2018/3/15, 17, , 1, 1
2018/3/16, 20, , 3, 2
2018/3/17, 19, , 3, 1
2018/3/18, 12, , 3, 1
2018/3/19, 16, , 5, 2
2018/3/20, 22, , 2, 1
2018/3/21, 17, 7, 1, 1
2018/3/22, 15, 8, 3, 2
2018/3/23, 18, 7, 3, 1
2018/3/24, 16, 7, 3, 1
2018/3/25, 18, 13, 7, 2
2018/3/26, 24, 28, 11, 3
2018/3/27, 33, 38, 10, 4
2018/3/28, 44, 24, 10, 4
2018/3/29, 50, 13, 5, 2
2018/3/30, 35, 9, 2, 2
2018/3/31, 15, 12, 2, 1
2017/10/1, 37, 17, 7, 3
2017/10/2, 43, 19, 7, 3
2017/10/3, 45, 26, 10, 4
