date, pm25, pm10, no2, so2
2019/12/26, 54, 24, 19, 
2019/12/27, 69, 24, 14, 2
2019/12/28, 72, , , 
2019/7/1, 43, 15, 8, 
2019/7/2, 36, 15, 7, 
2019/7/3, 36, 15, 6, 1
2019/7/4, 35, 14, 7, 
2019/7/5, 40, 13, 7, 1
2019/7/6, 39, 19, 7, 
2019/7/7, 40, 19, 8, 
2019/7/8, 47, 14, 8, 
2019/7/9, 41, 16, 6, 1
2019/7/10, 45, 10, 6, 
2019/7/11, 29, 10, 9, 
2019/7/12, 27, 10, 8, 
2019/7/13, 25, 9, 6, 
2019/7/14, 16, 13, 7, 
2019/7/15, 37, 24, 13, 
2019/7/16, 30, 30, 7, 1
2019/7/17, 22, 14, 8, 
2019/7/18, 24, 13, 7, 
2019/7/19, 30, 12, 5, 
2019/7/20, 30, 9, 5, 
2019/7/21, 23, 11, 6, 
2019/7/22, 24, 9, 6, 
2019/7/23, 18, 10, 6, 
2019/7/24, 22, 12, 8, 
2019/7/25, 30, 21, 8, 
2019/7/26, 40, 16, 9, 
2019/7/27, 45, 15, 6, 
2019/7/28, 43, 16, 10, 
2019/7/29, 46, 17, 14, 
2019/7/30, 45, 16, 13, 
2019/7/31, 43, 14, , 
2019/8/1, 32, 12, , 
2019/8/2, 28, 13, , 
2019/8/3, 32, 11, , 
2019/8/4, 30, 11, , 
2019/8/5, 29, 16, 1, 
2019/8/6, 42, 13, 1, 
2019/8/7, 39, 13, , 
2019/8/8, 36, 13, , 1
2019/8/9, 37, 15, , 
2019/8/10, 44, 14, , 
2019/8/11, 42, 18, , 
2019/8/12, 50, 17, , 
2019/8/13, 47, 9, , 
2019/8/14, 20, 13, , 
2019/8/15, 25, 17, , 
2019/8/16, 35, 17, , 
2019/8/17, 34, 15, , 
2019/8/18, 30, 14, , 
2019/8/19, 32, 6, 3, 
2019/8/20, 19, 9, , 
2019/8/21, 25, 18, , 
2019/8/22, 41, 12, , 
2019/8/23, 27, 8, , 
2019/8/24, 18, 8, , 
2019/8/25, 15, 12, , 1
2019/8/26, 24, 7, , 
2019/8/27, 19, 9, , 
2019/8/28, 17, 12, , 
2019/8/29, 25, 17, , 
2019/8/30, 37, 17, , 
2019/8/31, 48, 14, , 
2019/9/1, 38, 13, , 1
2019/9/2, 31, 15, 9, 
2019/9/3, 41, 17, 9, 
2019/9/4, 42, 18, 5, 1
2019/9/5, 30, 12, 6, 1
2019/9/6, 27, 16, 7, 
2019/9/7, 33, 15, 9, 1
2019/9/8, 33, 19, 11, 
2019/9/9, 46, 25, 9, 
2019/9/10, 65, 19, 9, 
2019/9/11, 55, 19, 11, 
2019/9/12, 52, 25, 10, 
2019/9/13, 59, 13, 6, 
2019/9/14, 42, 13, 8, 
2019/9/15, 38, 14, 11, 
2019/9/16, 32, 19, 9, 
2019/9/17, 42, 16, 6, 
2019/9/18, 36, 14, 6, 
2019/9/19, 22, 17, 9, 
2019/9/20, 30, 15, 9, 
2019/9/21, 45, 15, 8, 
2019/9/22, 45, 15, 11, 1
2019/9/23, 47, 14, 10, 1
2019/9/24, 36, 13, 10, 1
2019/9/25, 27, 15, 13, 1
2019/9/26, 38, 18, 9, 1
2019/9/27, 40, 18, 8, 
2019/9/28, 48, 19, 10, 
2019/9/29, 57, 18, 10, 
2019/9/30, 49, 22, 9, 1
2019/4/1, 14, 10, 6, 1
2019/4/2, 28, 12, 10, 1
2019/4/3, 34, 16, 10, 1
2019/4/4, 36, 7, 4, 
2019/4/5, 23, 8, 5, 
2019/4/6, 19, 9, 3, 
2019/4/7, 31, 11, 6, 
2019/4/8, 26, 11, 6, 
2019/4/9, 20, 10, 8, 
2019/4/10, 25, 17, 8, 
2019/4/11, 44, 12, 5, 
2019/4/12, 26, 11, 4, 
2019/4/13, 35, 9, 1, 
2019/4/14, 21, 6, 2, 
2019/4/15, 14, 10, 8, 
2019/4/16, 26, 19, 8, 1
2019/4/17, 50, 15, 5, 
2019/4/18, 37, 9, 2, 
2019/4/19, 14, 3, 1, 
2019/4/20, 6, 4, 3, 
2019/4/21, 15, 8, 7, 
2019/4/22, 18, 12, 7, 1
2019/4/23, 29, 13, 7, 
2019/4/24, 34, 17, 5, 
2019/4/25, 58, 12, 3, 
2019/4/26, 24, 11, 4, 
2019/4/27, 26, 14, 4, 
2019/4/28, 44, 16, 5, 
2019/4/29, 44, 19, 8, 
2019/4/30, 52, 14, 5, 
2019/5/1, 30, 13, 6, 
2019/5/2, 26, 14, 9, 
2019/5/3, 31, 11, 4, 
2019/5/4, 23, , 2, 
2019/5/5, 10, 8, 5, 
2019/5/6, 11, 12, 10, 
2019/5/7, 30, 12, 5, 
2019/5/8, 29, 11, 3, 
2019/5/9, 24, 11, 4, 
2019/5/10, 24, 12, 4, 
2019/5/11, 33, 8, 1, 
2019/5/12, 12, 7, 3, 
2019/5/13, 13, 8, 4, 
2019/5/14, 19, 12, 6, 
2019/5/15, 28, 15, 8, 
2019/5/16, 41, 16, 8, 
2019/5/17, 46, 17, 9, 
2019/5/18, 50, 17, 8, 
2019/5/19, 51, 16, 6, 
2019/5/20, 34, 13, 13, 1
2019/5/21, 25, 23, 8, 1
2019/5/22, 56, 20, 7, 
2019/5/23, 45, 22, 8, 
2019/5/24, 73, 17, 9, 
2019/5/25, 127, 16, 6, 
2019/5/26, 133, 14, 5, 
2019/5/27, 160, 20, 9, 1
2019/5/28, 39, 19, 8, 
2019/5/29, 49, 20, 10, 
2019/5/30, 51, 18, 8, 
2019/5/31, 32, 12, 8, 
2019/6/1, 30, 17, 7, 
2019/6/2, 47, 21, 7, 
2019/6/3, 53, 19, 11, 
2019/6/4, 36, 18, 6, 
2019/6/5, 46, 11, 7, 
2019/6/6, 29, 7, 8, 
2019/6/7, 14, 8, 7, 
2019/6/8, 16, 7, 5, 
2019/6/9, 9, 6, 6, 
2019/6/10, 8, 11, 8, 
2019/6/11, 15, 10, 7, 
2019/6/12, 18, 9, 4, 
2019/6/13, 15, 13, 7, 
2019/6/14, 23, 16, 9, 
2019/6/15, 43, 16, 7, 
2019/6/16, 51, 13, 8, 
2019/6/17, 58, 11, 8, 
2019/6/18, 25, 12, 6, 
2019/6/19, 29, 11, 8, 
2019/6/20, 32, 9, 8, 
2019/6/21, 20, 11, 5, 
2019/6/22, 25, 12, 8, 
2019/6/23, 23, 25, 8, 
2019/6/24, 45, 10, 9, 
2019/6/25, 21, 13, 9, 
2019/6/26, 27, 15, 8, 
2019/6/27, 35, 16, 10, 
2019/6/28, 41, 14, 7, 
2019/6/29, 40, 14, 6, 
2019/6/30, 42, 16, 15, 
2019/1/1, 20, 10, 9, 
2019/1/2, 26, 7, 9, 
2019/1/3, 16, 4, 7, 
2019/1/4, 10, 6, 7, 
2019/1/5, 17, 9, 10, 1
2019/1/6, 29, 13, 12, 1
2019/1/7, 40, 12, 7, 1
2019/1/8, 31, 5, 5, 
2019/1/9, 11, 9, 6, 1
2019/1/10, 22, 9, 11, 1
2019/1/11, 31, 11, 8, 1
2019/1/12, 45, 4, 4, 
2019/1/13, 22, 6, 8, 
2019/1/14, 27, 6, 9, 1
2019/1/15, 20, 14, 10, 1
2019/1/16, 37, 10, 10, 
2019/1/17, 44, 8, 8, 
2019/1/18, 43, 5, 7, 
2019/1/19, 35, 4, 3, 
2019/1/20, 13, 6, 7, 1
2019/1/21, 23, 9, 10, 1
2019/1/22, 30, 9, 8, 1
2019/1/23, 25, 4, 4, 
2019/1/24, 14, 7, 8, 
2019/1/25, 29, 7, 10, 
2019/1/26, 29, 10, 10, 
2019/1/27, 36, 16, 16, 1
2019/1/28, 52, 9, 5, 
2019/1/29, 35, 7, 7, 
2019/1/30, 22, 10, 11, 1
2019/1/31, 26, 13, 17, 1
2019/2/1, 44, 15, 19, 1
2019/2/2, 52, 18, 16, 1
2019/2/3, 62, 14, 13, 
2019/2/4, 43, 11, 11, 
2019/2/5, 37, 12, 9, 
2019/2/6, 40, 9, 4, 
2019/2/7, 17, 9, 3, 
2019/2/8, 25, 6, 4, 
2019/2/9, 19, 9, 4, 
2019/2/10, 32, 6, 7, 
2019/2/11, 23, 2, 7, 
2019/2/12, 7, 3, 5, 
2019/2/13, 13, 6, 12, 1
2019/2/14, 25, 14, 9, 
2019/2/15, 42, 4, 4, 
2019/2/16, 20, 5, 4, 
2019/2/17, 23, 4, 5, 
2019/2/18, 18, 6, 6, 1
2019/2/19, 29, 1, 5, 
2019/2/20, 10, 6, 7, 
2019/2/21, 26, 3, 4, 
2019/2/22, 8, 2, 4, 
2019/2/23, 10, 7, 4, 
2019/2/24, 11, 6, 11, 
2019/2/25, 17, 15, 15, 1
2019/2/26, 43, 19, 16, 
2019/2/27, 64, 13, 10, 
2019/2/28, 47, 5, 8, 
2019/3/1, 18, 7, 5, 
2019/3/2, 23, 8, 5, 
2019/3/3, 33, 5, 3, 
2019/3/4, 19, 5, 2, 
2019/3/5, 20, 6, 7, 
2019/3/6, 16, 10, 13, 1
2019/3/7, 30, 12, 9, 
2019/3/8, 48, 9, 6, 
2019/3/9, 48, 7, 5, 
2019/3/10, 26, 11, 16, 1
2019/3/11, 33, 6, 8, 1
2019/3/12, 16, 14, 15, 1
2019/3/13, 36, 17, 5, 1
2019/3/14, 37, 13, 3, 
2019/3/15, 32, 5, 3, 1
2019/3/16, 14, 5, 4, 
2019/3/17, 16, 9, 8, 1
2019/3/18, 28, 10, 8, 1
2019/3/19, 22, 13, 18, 1
2019/3/20, 38, 18, 14, 1
2019/3/21, 52, 7, 5, 
2019/3/22, 17, 6, 5, 1
2019/3/23, 24, 19, 11, 1
2019/3/24, 55, 17, 7, 1
2019/3/25, 50, 11, 7, 
2019/3/26, 35, 8, 7, 
2019/3/27, 26, 13, 15, 1
2019/3/28, 38, 18, 11, 1
2019/3/29, 55, 24, 6, 
2019/3/30, 59, 7, 2, 
2019/3/31, 20, 6, 4, 1
2018/10/1, 29, 15, 7, 
2018/10/2, 35, 13, 9, 
2018/10/3, 34, 14, 9, 
2018/10/4, 34, 15, 9, 
2018/10/5, 40, 15, 6, 
2018/10/6, 45, 16, 4, 
2018/10/7, 53, 14, 4, 
2018/10/8, 38, 12, 4, 
2018/10/9, 16, 6, 3, 
2018/10/10, 9, 4, 2, 
2018/10/11, 6, 12, 9, 
2018/10/12, 19, 9, 8, 
2018/10/13, 21, 8, 4, 
2018/10/14, 25, 14, 8, 
2018/10/15, 39, 13, 7, 
2018/10/16, 36, 7, 5, 
2018/10/17, 15, 10, 8, 
2018/10/18, 21, 14, 9, 
2018/10/19, 34, 12, 3, 
2018/10/20, 31, 11, 5, 
2018/10/21, 25, 10, 11, 
2018/10/22, 28, 10, 11, 
2018/10/23, 29, 14, 10, 
2018/10/24, 29, 12, 9, 
2018/10/25, 27, 20, 5, 
2018/10/26, 14, 11, 3, 
2018/10/27, 13, 8, 5, 
2018/10/28, 27, 8, 8, 1
2018/10/29, 21, 9, 13, 
2018/10/30, 31, 11, 9, 1
2018/10/31, 39, 9, 5, 
2018/11/1, 34, 5, 3, 
2018/11/2, 12, 8, 6, 
2018/11/3, 26, 7, 4, 
2018/11/4, 25, 5, 6, 
2018/11/5, 20, 5, 7, 
2018/11/6, 13, 11, 15, 
2018/11/7, 26, 8, 7, 
2018/11/8, 23, 5, 6, 
2018/11/9, 16, 6, 4, 
2018/11/10, 18, 7, 5, 1
2018/11/11, 25, 7, 6, 1
2018/11/12, 26, 5, 8, 
2018/11/13, 15, 7, 5, 
2018/11/14, 19, 3, 4, 
2018/11/15, 11, 9, 10, 1
2018/11/16, 25, 13, 13, 1
2018/11/17, 42, 16, 14, 1
2018/11/18, 57, 16, 9, 1
2018/11/19, 49, 8, 5, 1
2018/11/20, 27, 8, 12, 1
2018/11/21, 29, 9, 9, 1
2018/11/22, 29, 10, 4, 1
2018/11/23, 42, 4, 5, 
2018/11/24, 15, 7, 7, 
2018/11/25, 26, 7, 4, 
2018/11/26, 19, 8, 7, 
2018/11/27, 22, 9, 10, 
2018/11/28, 29, 14, 13, 1
2018/11/29, 41, 15, 11, 1
2018/11/30, 55, 13, 12, 
2018/12/1, 48, 8, 4, 
2018/12/2, 20, 20, 8, 
2018/12/3, 37, 5, 6, 
2018/12/4, 16, 6, 7, 1
2018/12/5, 21, 11, 12, 1
2018/12/6, 36, 14, 17, 1
2018/12/7, 46, 11, 12, 
2018/12/8, 53, 2, 2, 1
2018/12/9, 11, 3, 5, 
2018/12/10, 13, 6, 8, 
2018/12/11, 19, 13, 17, 1
2018/12/12, 41, 18, 19, 1
2018/12/13, 53, 5, 6, 1
2018/12/14, 23, 5, 5, 
2018/12/15, 20, 6, 5, 
2018/12/16, 17, 9, 13, 1
2018/12/17, 21, 16, 17, 1
2018/12/18, 28, 18, 17, 1
2018/12/19, 50, 9, 9, 1
2018/12/20, 38, 3, 6, 
2018/12/21, 12, 5, 7, 
2018/12/22, 18, 11, 9, 1
2018/12/23, 43, 8, 12, 1
2018/12/24, 32, 17, 14, 1
2018/12/25, 62, 12, 12, 1
2018/12/26, 44, 10, 6, 1
2018/12/27, 36, 4, 9, 
2018/12/28, 13, 9, 7, 
2018/12/29, 26, 8, 5, 
2018/12/30, 25, , , 
2018/7/1, 24, 12, 5, 
2018/7/2, 17, 17, 6, 
2018/7/3, 38, 19, 6, 2
2018/7/4, 55, 16, 4, 
2018/7/5, 35, 9, 6, 
2018/7/6, 21, 12, 4, 
2018/7/7, 19, 10, 5, 
2018/7/8, 14, 11, 6, 
2018/7/9, 21, 13, 6, 
2018/7/10, 28, 16, 7, 
2018/7/11, 41, 16, 7, 
2018/7/12, 51, 15, 6, 
2018/7/13, 40, 18, 7, 
2018/7/14, 56, 15, 8, 
2018/7/15, 46, 16, 6, 
2018/7/16, 38, 11, 5, 
2018/7/17, 17, 14, 7, 
2018/7/18, 26, 15, 6, 
2018/7/19, 42, 15, 6, 
2018/7/20, 32, 10, 3, 
2018/7/21, 25, 8, 3, 
2018/7/22, 14, 10, 4, 
2018/7/23, 14, 10, 4, 
2018/7/24, 15, 11, 6, 
2018/7/25, 16, 12, 6, 
2018/7/26, 20, 15, 7, 
2018/7/27, 33, 17, 4, 
2018/7/28, 41, 15, 2, 
2018/7/29, 28, 13, 3, 
2018/7/30, 30, 16, 4, 
2018/7/31, 31, 9, 4, 
2018/8/1, 20, 6, 4, 
2018/8/2, 11, 8, 3, 
2018/8/3, 13, 8, 4, 
2018/8/4, 18, 12, 5, 
2018/8/5, 30, 11, 5, 
2018/8/6, 27, 11, 4, 
2018/8/7, 27, 11, 3, 
2018/8/8, 26, 10, 3, 
2018/8/9, 19, 8, 3, 
2018/8/10, 16, 9, 5, 
2018/8/11, 21, 12, 5, 
2018/8/12, 29, 14, 4, 1
2018/8/13, 34, 17, 7, 
2018/8/14, 40, 23, 8, 1
2018/8/15, 55, 23, 5, 
2018/8/16, 53, 13, 4, 
2018/8/17, 26, 9, 2, 
2018/8/18, 12, 13, 3, 
2018/8/19, 23, 16, 3, 
2018/8/20, 32, 15, 3, 
2018/8/21, 16, 13, 3, 
2018/8/22, 21, 19, 5, 1
2018/8/23, 46, 13, 6, 1
2018/8/24, 28, 15, 7, 
2018/8/25, 46, 17, 6, 
2018/8/26, 52, 20, 8, 
2018/8/27, 48, 23, 7, 
2018/8/28, 46, 18, 7, 
2018/8/29, 46, 14, 5, 
2018/8/30, 36, 10, 7, 1
2018/8/31, 20, 10, 5, 1
2018/9/1, 27, 9, 3, 
2018/9/2, 24, 9, 3, 
2018/9/3, 18, 11, 7, 
2018/9/4, 25, 14, 6, 
2018/9/5, 34, 15, 7, 
2018/9/6, 37, 13, 6, 
2018/9/7, 33, 13, 6, 
2018/9/8, 30, 11, 3, 
2018/9/9, 29, 11, 5, 
2018/9/10, 25, 12, 5, 
2018/9/11, 27, 13, 4, 
2018/9/12, 43, 8, 4, 1
2018/9/13, 22, 8, 2, 
2018/9/14, 14, 8, 1, 
2018/9/15, 7, 4, 2, 
2018/9/16, 6, 9, 2, 
2018/9/17, 20, 9, 5, 
2018/9/18, 17, 15, 7, 
2018/9/19, 39, 18, 6, 
2018/9/20, 47, 16, 7, 
2018/9/21, 43, 16, 4, 
2018/9/22, 43, 15, 5, 
2018/9/23, 40, 15, 5, 
2018/9/24, 40, 18, 6, 
2018/9/25, 35, 11, 5, 
2018/9/26, 26, 8, 4, 
2018/9/27, 14, 11, 4, 
2018/9/28, 17, 13, 5, 
2018/9/29, 28, 10, 2, 
2018/9/30, 24, 16, 7, 
2018/4/1, 34, 17, 4, 1
2018/4/2, 38, 21, 6, 1
2018/4/3, 49, 11, 2, 
2018/4/4, 32, 12, 4, 
2018/4/6, 55, 14, 4, 
2018/4/7, 48, 7, 2, 
2018/4/8, 24, 11, 7, 
2018/4/9, 35, 12, 7, 
2018/4/10, 43, 16, 7, 
2018/4/11, 42, 25, 12, 
2018/4/12, 62, 25, 6, 
2018/4/13, 53, 21, 2, 
2018/4/14, 50, 13, 1, 
2018/4/15, 33, 13, 2, 
2018/4/16, 19, 14, 5, 
2018/4/17, 31, 18, 5, 
2018/4/18, 50, 14, 6, 
2018/4/19, 35, 13, 10, 
2018/4/20, 23, 19, 14, 
2018/4/21, 40, 23, 8, 
2018/4/22, 37, 6, 5, 
2018/4/23, 16, 6, 6, 
2018/4/24, 14, 9, 5, 
2018/4/25, 27, 5, 8, 
2018/4/26, 13, 7, 6, 
2018/4/27, 19, 14, 9, 
2018/4/28, 29, 9, 4, 
2018/4/29, 20, 10, 9, 
2018/4/30, 25, 17, 11, 
2018/5/1, 43, 19, 10, 
2018/5/2, 43, 18, 5, 
2018/5/3, 34, 20, 6, 
2018/5/4, 38, 25, 6, 
2018/5/5, 52, 13, 3, 
2018/5/6, 28, 16, 10, 
2018/5/7, 29, 14, 5, 
2018/5/8, 22, 14, 8, 
2018/5/9, 36, 19, 11, 
2018/5/10, 48, 15, 6, 
2018/5/11, 33, 18, 5, 
2018/5/12, 43, 18, 8, 
2018/5/13, 50, 20, 7, 
2018/5/14, 54, 9, 5, 
2018/5/15, 19, 7, 4, 
2018/5/16, 6, 8, 4, 
2018/5/17, 7, 10, 4, 
2018/5/18, 14, 13, 4, 
2018/5/19, 27, 14, 5, 
2018/5/20, 30, 10, 6, 
2018/5/21, 11, 13, 5, 
2018/5/22, 17, 10, 4, 
2018/5/23, 4, 14, 5, 
2018/5/24, 21, 7, 4, 
2018/5/25, 5, 8, 3, 
2018/5/26, 11, 10, 2, 
2018/5/27, 14, 5, 2, 
2018/5/28, 6, 10, 3, 
2018/5/29, 7, 10, 3, 
2018/5/30, 6, 10, 5, 
2018/5/31, 13, 10, 5, 
2018/6/1, 7, 11, 5, 
2018/6/2, 15, 12, 6, 
2018/6/3, 25, 12, 6, 
2018/6/4, 19, 14, 7, 1
2018/6/5, 28, 15, 9, 
2018/6/6, 35, 20, 7, 
2018/6/7, 45, 23, 7, 1
2018/6/8, 55, 18, 7, 
2018/6/9, 51, 18, 7, 
2018/6/10, 54, 13, 5, 
2018/6/11, 33, 7, 5, 
2018/6/12, 15, 15, 5, 
2018/6/13, 28, 15, 6, 
2018/6/14, 31, 17, 7, 1
2018/6/15, 31, 17, 8, 
2018/6/16, 43, 11, 6, 
2018/6/17, 26, 14, 6, 
2018/6/18, 25, 14, 8, 
2018/6/19, 30, 24, 6, 
2018/6/20, 44, 25, 5, 
2018/6/21, 38, 14, 5, 
2018/6/22, 24, 10, 4, 
2018/6/23, 19, 13, 5, 
2018/6/24, 27, 12, 6, 
2018/6/25, 25, 9, 6, 
2018/6/26, 19, 8, 6, 
2018/6/27, 16, 9, 5, 
2018/6/28, 19, 14, 8, 1
2018/6/29, 35, 14, 7, 
2018/6/30, 43, 10, 6, 
2018/1/1, 27, 9, 13, 
2018/1/2, 25, 14, 23, 
2018/1/3, 44, 14, 15, 
2018/1/4, 42, 16, 13, 2
2018/1/5, 35, 8, 13, 2
2018/1/6, 39, 8, 12, 
2018/1/7, 41, 11, 16, 
2018/1/8, 52, 13, 20, 
2018/1/9, 59, 12, 11, 
2018/1/10, 45, 6, 8, 
2018/1/11, 35, 4, 4, 
2018/1/12, 5, 4, 3, 
2018/1/13, 6, 6, 5, 
2018/1/14, 16, 10, 11, 1
2018/1/15, 37, 19, 15, 1
2018/1/16, 61, 7, 4, 
2018/1/17, 20, 7, 9, 
2018/1/18, 26, 13, 18, 
2018/1/19, 41, 14, 16, 
2018/1/20, 32, 13, 14, 
2018/1/21, 41, 32, 22, 
2018/1/22, 74, 10, 2, 
2018/1/23, 95, 9, 10, 
2018/1/24, 53, 12, 16, 
2018/1/25, 55, 15, 19, 
2018/1/31, 10, 17, 11, 
2018/2/1, 7, 5, 5, 
2018/2/2, 10, 7, 7, 
2018/2/3, 7, 7, 5, 
2018/2/4, 7, 8, 13, 
2018/2/5, 6, 13, 15, 
2018/2/6, 13, 10, 9, 
2018/2/7, 10, 8, 9, 
2018/2/8, 9, 12, 12, 
2018/2/9, 7, 10, 8, 
2018/2/10, 13, 7, 2, 
2018/2/11, 12, 6, 3, 
2018/2/12, 7, 5, 3, 
2018/2/13, 10, , , 
2018/2/15, 11, 11, 1, 
2018/2/16, 7, , , 
2018/2/22, 7, 18, 10, 
2018/2/23, 13, 17, 4, 
2018/2/24, 19, 15, 2, 
2018/2/25, 9, 8, 3, 
2018/2/26, 10, 8, 6, 
2018/2/27, 8, 13, 8, 
2018/2/28, 5, 8, 7, 
2018/3/1, 6, 5, 5, 
2018/3/2, 10, 4, 1, 
2018/3/3, 6, 7, 8, 
2018/3/4, 11, 16, 13, 
2018/3/5, 7, 17, 9, 
2018/3/6, 6, 8, 4, 
2018/3/7, 1, 8, 9, 
2018/3/8, 12, 11, 7, 
2018/3/9, 7, 22, 7, 1
2018/3/10, 16, 16, 7, 
2018/3/11, 11, 3, 3, 
2018/3/12, 2, 13, 6, 
2018/3/13, 10, 7, 3, 
2018/3/14, 38, 14, 3, 
2018/3/15, 3, 22, 4, 
2018/3/16, 5, 19, 8, 
2018/3/17, 11, 13, 2, 
2018/3/18, 7, 15, 5, 
2018/3/19, 32, 6, 3, 
2018/3/20, 14, 6, 3, 
2018/3/21, 9, 7, 5, 
2018/3/22, 6, 9, 6, 
2018/3/23, 6, 14, 5, 
2018/3/24, 8, 6, 3, 
2018/3/25, 14, 10, 4, 
2018/3/26, 12, 14, 6, 
2018/3/27, 35, 20, 6, 
2018/3/28, 43, 21, 7, 
2018/3/29, 51, 6, 2, 
2018/3/30, 15, 7, 4, 
2018/3/31, 13, 13, 7, 2
2017/10/1, 13, 14, 6, 
2017/10/2, 19, 15, 6, 
2017/10/3, 24, 15, 10, 
2017/10/4, 26, 19, 12, 
2017/10/5, 33, 17, 12, 
2017/10/6, 28, 13, 5, 
2017/10/7, 28, 9, 3, 
2017/10/8, 28, 8, 4, 
2017/10/9, 22, 12, 8, 
2017/10/10, 32, 12, 9, 
2017/10/11, 37, 17, 7, 
2017/10/12, 46, 10, 5, 
2017/10/13, 29, 12, 6, 
2017/10/14, 33, 13, 5, 
2017/10/15, 43, 7, 3, 
2017/10/16, 21, 7, 7, 
2017/10/17, 18, 14, 11, 
2017/10/18, 38, 14, 13, 
2017/10/19, 37, 14, 16, 
2017/10/20, 35, 17, 13, 
2017/10/21, 50, 13, 5, 
2017/10/22, 39, 14, 2, 
2017/10/23, 19, 7, 4, 
2017/10/24, 13, 8, 7, 
2017/10/25, 19, 15, 11, 
2017/10/26, 31, 17, 10, 
2017/10/27, 46, 15, 9, 
2017/10/28, 47, 3, 3, 
2017/10/29, 10, 8, 7, 
2017/10/30, 22, 16, 12, 
2017/10/31, 44, 22, 19, 
2017/11/2, 35, 17, 11, 
2017/11/3, 51, 12, 4, 
2017/11/4, 41, 11, 4, 
2017/11/5, 42, 15, 6, 
2017/11/6, 54, 14, 9, 
2017/11/7, 52, 4, 5, 
2017/11/8, 12, 4, 5, 
2017/11/9, 10, 8, 8, 
2017/11/10, 22, 10, 5, 
2017/11/11, 26, 10, 6, 
2017/11/12, 36, 7, 5, 
2017/11/13, 26, 11, 7, 
2017/11/14, 34, 12, 12, 
2017/11/15, 44, 14, 14, 
2017/11/16, 57, 11, 12, 
2017/12/14, 27, 15, 12, 
2017/12/15, 44, 14, 13, 
2017/12/16, 54, 20, 15, 
2017/12/17, 74, 18, 13, 
2017/12/18, 56, 13, 8, 
2017/12/19, 35, 7, 8, 
2017/12/20, 24, 10, 8, 
2017/12/21, 29, 16, 11, 
2017/12/22, 53, 11, 4, 
2017/12/23, 30, 4, 6, 
2017/12/24, 11, 4, 4, 
2017/12/25, 15, 7, 10, 
2017/12/26, 24, 12, 13, 
2017/12/27, 39, 8, 8, 
2017/12/28, 32, 15, 15, 
2017/12/29, 55, 14, 11, 
